Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker
Zymeworks BC Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-0.85,3.30%,75.14M,12.13%,2.01B,89.85,0.30,0.00%,72.92M,37.82%,1.78B,-,-0.50,99.42%,11.71%,80.35%,-63.43M,14.98,38.44%,-1.89%,7.80,133.68%,134.48M,6.32,129.81%,-14.34%,8.54M,82.45%,4.23,7.99,59.59%,-18.46%,28.49 -6.25%,88.10%,3.34,-,26.71% 15.81%,-18.90%,9.03 195.79%,244.20%,-,-,41.95% 20.90%,90.49%,5.80%,6.14%,-43.36%,-,13.24,43.93%,-52.51%,1.46,-,-,6.94,116.21%,-47.16%,73.66,1.17,- -,6.94,34.02%,25.63%,1.24,34.73,-,0.06,72.59%,40.49%,0.53,27.33,286,0.05,Nov 06 AMC,84.88%,1.09M,26.71,"Apr 28, 2017",Yes / Yes,11.77% -7.69%,"

","577,914",-2.27%,ZYME
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,42.45,1.12,11.56%,167.47M,5.04%,7.98B,28.94,1.65,-1.75%,148.00M,-0.58%,8.28B,3.49,0.34,93.87%,3.73%,5.16%,192.30M,4.81,17.49%,1.54%,6.06,31.80%,1.66B,5.02,9.60%,6.93%,5.53M,27.88%,9.50,30.69,12.16%,11.76%,50.03 -4.66%,18.51%,1.55,27.66,32.18% -7.41%,9.03%,27.74 71.95%,91.87%,0.37 (0.78%),22.66,19.81% -5.41%,41.36%,2.85%,2.61%,150.15%,0.38 (0.80%),4.99,42.07%,16.69%,1.22,377.24%,"Nov 20, 2025",1.83,6.88%,11.59%,56.24,2.25,3.23% 0.62%,2.78,44.39%,1.65%,1.11,50.29,35.98%,0.35,11.07%,2.05%,0.53,48.13,2500,0.34,Oct 28 AMC,19.87%,912.38K,47.70,"Mar 29, 2012",Yes / Yes,8.64% 2.88%,"

","481,413",-0.89%,ZWS
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,21.60,5.93,0.18%,441.46M,10.60%,56.49B,18.79,6.82,-0.08%,439.89M,-10.95%,61.68B,2.73,1.41,96.72%,1.88%,-18.04%,2.65B,6.01,7.09%,-1.75%,2.30,-23.99%,9.40B,10.48,7.61%,17.96%,8.25M,-21.33%,12.23,27.11,7.92%,49.87%,181.85 -29.51%,-28.27%,4.73,25.22,8.55% 11.91%,20.92%,115.25 11.22%,-13.76%,1.99 (1.56%),15.32,5.98% 8.14%,70.29%,3.02%,2.55%,-22.88%,2.00 (1.56%),6.56,11.51%,37.63%,3.36,173.30%,"Oct 31, 2025",2.28,2.68%,28.21%,49.87,1.57,18.93% 21.14%,3.64,8.17%,3.58%,0.98,171.31,32.86%,1.35,0.50%,-5.84%,0.60,127.69,13800,1.35,Nov 04 BMO,-15.70%,3.58M,128.18,"Feb 01, 2013",Yes / Yes,4.88% -0.41%,"

","2,142,999",0.38%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,13.84,1.49,0.00%,591.63M,8.97%,12.22B,11.63,1.78,-,591.63M,8.29%,10.49B,1.52,0.44,11.46%,3.09%,13.46%,1.23B,1.85,4.75%,-5.82%,11.51,17.33%,6.59B,1.81,12.05%,9.42%,18.26M,5.63%,11.39,3.44,9.10%,13.83%,22.01 -6.18%,8.74%,6.01,-,18.24% 8.45%,13.37%,16.34 26.38%,-6.15%,0.66 (3.21%),5.84,9.28% 13.97%,26.00%,2.59%,2.21%,-29.26%,0.65 (3.15%),1.59,3.12%,20.42%,0.46,-,"Sep 30, 2025",1.34,12.89%,18.61%,72.03,1.57,- -,1.38,7.47%,7.33%,-0.20,23.47,45.76%,0.19,11.30%,8.11%,0.79,20.87,24471,0.01,Nov 19 AMC,8.87%,1.59M,20.65,"Oct 27, 2016",Yes / Yes,23.62% 0.50%,"

","1,248,947",-1.05%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.26,36.06%,159.47M,-10.09%,40.11B,56.39,4.46,-0.53%,101.97M,-21.64%,38.62B,-,0.89,52.48%,5.43%,-9.22%,-41.04M,14.16,15.94%,-1.71%,3.29,-8.78%,2.83B,20.23,17.28%,-0.73%,5.54M,39.40%,12.43,12.08,18.31%,-2.41%,336.99 -25.37%,19.52%,20.83,47.33,54.06% 21.31%,-1.10%,164.78 52.63%,83.90%,-,1981.52,34.81% 44.03%,76.55%,4.35%,3.73%,75.86%,-,13.63,-8.83%,-4.14%,12.59,-,-,1.74,23.24%,-1.45%,27.85,1.57,- -,1.74,7.34%,-16.87%,1.08,328.81,-,0.93,25.50%,-17.40%,1.72,251.97,7923,0.89,Nov 25 AMC,-5.21%,1.68M,251.50,"Mar 16, 2018",Yes / Yes,12.10% 1.92%,"

","2,887,171",-0.19%,ZS
Zoom Communications Inc,Technology,Software - Application,USA,NASD,-,16.51,5.15,10.57%,266.35M,8.34%,25.17B,14.02,6.06,-1.97%,264.93M,1.97%,17.26B,3.81,1.49,68.67%,2.57%,4.35%,1.59B,5.24,7.73%,4.41%,2.25,4.57%,4.81B,2.72,1.52%,14.44%,6.81M,4.10%,31.27,3.16,4.33%,17.74%,91.04 -6.68%,-4.57%,26.85,12.57,-10.66% 106.45%,17.11%,64.41 31.90%,10.12%,-,13.23,4.40% 49.60%,76.89%,4.32%,3.10%,-80.67%,-,3.59,72.42%,22.86%,2.80,-,-,4.36,3.85%,33.17%,56.15,2.26,- -,4.36,204.90%,2.31%,0.81,94.56,0.00%,0.01,4.44%,2.94%,0.50,84.43,7412,0.00,Nov 24 AMC,8.16%,3.02M,84.96,"Apr 18, 2019",Yes / Yes,5.65% 1.25%,"

","1,517,207",0.63%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-1.95,2.12%,110.59M,0.99%,2.27B,-,-1.38,-10.89%,108.86M,-19.39%,1.67B,-,-0.29,30.62%,4.23%,-38.34%,-206.71M,5.14,40.80%,0.20%,5.47,-32.28%,441.78M,2.97,10.65%,-19.28%,4.60M,-22.07%,6.87,2.78,-,-28.96%,44.34 -53.97%,-27.34%,7.35,-,30.02% -3.16%,-26.82%,19.51 4.61%,-38.87%,-,-,40.31% 98.33%,61.31%,2.43%,3.46%,-80.43%,-,3.79,30.16%,-51.59%,0.87,-,-,2.68,23.73%,-46.79%,25.53,1.55,- -,2.87,23.67%,-7.27%,0.88,43.56,-,0.29,12.75%,-24.77%,0.25,19.97,1869,0.01,Nov 06 BMO,-36.69%,841.68K,20.41,"Sep 20, 2017",Yes / Yes,-14.23% -18.07%,"

","211,500",2.20%,ZLAB
ZEEKR Intelligent Technology Holding Ltd. ADR,Consumer Cyclical,Auto Manufacturers,China,NYSE,-,-,-1.58,-,253.10M,-0.96%,6.76B,15.91,1.68,-,-,-7.99%,9.87B,-,-,7.35%,-,-9.24%,-403.43M,0.47,23.83%,4.86%,0.99,1.60%,14.40B,-,157.09%,-6.36%,0.47M,-5.88%,-13.78,5.49,-,-,33.32 -19.83%,14.34%,4.86,-,5.46% -,-,17.91 49.13%,-,-,-,118.43% 118.66%,19.49%,0.67%,1.13%,-,-,0.69,66.74%,-3.25%,0.43,-,-,0.45,49.32%,-2.80%,34.14,1.00,- -,0.57,36.90%,-2.49%,0.15,35.59,-,-,72.17%,-6.71%,0.79,26.78,17439,-,Nov 17 BMO,-1.81%,475.73K,26.71,"May 10, 2024",Yes / Yes,-88.61% -5.73%,"

","375,299",-0.26%,ZK
Zions Bancorporation N.A,Financial,Banks - Regional,USA,NASD,-,9.52,5.59,1.54%,147.64M,5.53%,7.86B,8.77,6.07,-0.11%,145.36M,3.34%,-,1.07,1.56,80.72%,4.39%,-8.24%,823.00M,1.59,17.53%,1.66%,3.39,12.39%,4.95B,1.16,4.33%,0.96%,6.38M,-1.88%,46.05,-,8.89%,12.71%,61.96 -14.09%,-13.77%,-,7.65,-9.99% 3.54%,9.59%,39.32 35.38%,3.84%,1.75 (3.30%),-,19.10% 8.98%,-,2.33%,2.67%,39.04%,1.76 (3.31%),-,27.30%,22.37%,1.47,77.85%,"Nov 13, 2025",-,0.12%,16.64%,55.58,2.67,4.85% 5.34%,0.16,7.93%,3.04%,0.87,61.77,33.52%,0.80,-2.03%,-0.27%,0.28,53.26,9406,0.25,Oct 20 AMC,3.15%,1.88M,53.23,"Mar 17, 1980",Yes / Yes,1.27% 2.13%,"

","536,097",-0.06%,ZION
Zim Integrated Shipping Services Ltd,Industrials,Marine Shipping,Israel,NYSE,-,2.45,8.32,1.18%,120.46M,21.85%,2.46B,-,-3.30,0.00%,119.04M,34.99%,6.17B,-,-0.53,40.81%,21.35%,49.96%,1.00B,0.32,-84.29%,-11.44%,5.36,16.96%,7.59B,0.61,-217.87%,9.16%,25.41M,-4.94%,33.34,1.26,-,25.25%,23.61 -13.55%,-4.55%,16.19,1.01,-23.79% -,11.79%,11.03 84.96%,-14.82%,1.10 (5.41%),2.23,-7.73% 20.63%,23.74%,4.73%,4.83%,-,6.78 (33.22%),0.81,-30.30%,19.63%,0.88,-,"Dec 01, 2025",1.22,1.63%,13.21%,84.30,3.57,16.67% -,1.30,-89.07%,24.02%,1.62,14.33,22.25%,1.41,-35.73%,37.18%,0.92,19.70,6700,1.12,Nov 20 BMO,28.13%,4.74M,20.41,"Jan 28, 2021",Yes / Yes,33.09% 2.34%,"

","4,351,811",3.60%,ZIM
