Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,45.93,0.71,16.04%,172.26M,4.65%,5.60B,24.92,1.30,-16.33%,145.00M,10.96%,124.20M,3.22,0.31,87.64%,2.98%,1.63%,1.53B,3.65,20.88%,5.97%,4.78,8.69%,9.34,3.47,10.87%,4.22%,4.32M,5.74%,0.91,35.62,14.28%,7.19%,25.09,34.58,10.17%,0.27 (0.83%),19.77,18.47%,5.80%,-6.30%,1.16,0.31 (0.96%),1.95,0.20%,39.86%,29.14%,0.80,"May 17, 2024",3.31,95.74%,15.14%,62.70,2.75%,2.48%,2400,0.33,8.34%,8.11%,2.25,35.43,Yes / Yes,0.33,52.74%,45.61%,0.96,31.56,1.18%,12.06%,0.46%,Jul 30 AMC,904.02K,32.40,7.32%,5.43%,6.98%,"

","864,163",2.66%,ZWS
Zuora Inc,Technology,Software - Infrastructure,USA,NYSE,RUT,-,-0.44,7.81%,137.79M,2.60%,1.40B,18.35,0.52,-8.58%,136.53M,2.71%,-62.61M,-,0.10,75.07%,5.11%,-3.85%,438.33M,3.20,29.29%,-0.36%,5.81,2.71%,0.94,10.08,21.09%,-8.44%,6.97M,-10.57%,3.69,2.57,-,-51.53%,7.05,11.80,0.85%,-,-,9.40%,-11.66%,-19.66%,1.72,-,2.50,12.97%,67.51%,34.47%,0.29,-,2.50,50.48%,-8.58%,52.50,2.73%,3.09%,1618,2.90,7.97%,-14.28%,1.86,12.00,Yes / Yes,2.85,34.02%,-,0.73,9.25,0.88%,61.76%,6.47%,May 22 AMC,1.20M,9.48,1.74%,-1.47%,6.25%,"

","877,339",2.49%,ZUO
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,34.67,5.19,0.08%,458.37M,0.71%,82.06B,28.12,6.40,-5.28%,455.91M,5.23%,2.39B,3.64,1.49,97.49%,1.16%,17.27%,8.73B,9.40,8.42%,0.02%,2.13,-3.99%,11.07,16.25,10.88%,17.02%,5.30M,-6.33%,4.33,41.55,9.53%,50.06%,144.80,201.92,-8.88%,1.74 (0.97%),46.89,11.57%,20.26%,-10.94%,0.85,1.67 (0.93%),1.94,8.05%,68.34%,24.20%,3.99,"Jul 18, 2024",3.33,17.17%,35.97%,56.71,2.24%,2.14%,14100,1.34,7.91%,27.38%,1.22,216.79,Yes / Yes,1.33,9.89%,30.71%,0.98,180.76,1.70%,2.54%,9.50%,Aug 06 BMO,2.49M,179.84,1.35%,3.12%,1.61%,"

","2,437,302",-0.51%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,13.41,1.43,1.10%,606.77M,-2.94%,11.51B,9.69,1.98,0.00%,593.93M,-9.15%,1.19B,0.89,0.43,41.39%,3.21%,-9.62%,5.52B,2.08,13.95%,3.63%,6.15,11.19%,9.92,1.93,18.50%,9.82%,19.08M,-29.47%,4.58,4.18,15.01%,15.03%,15.90,28.04,-9.92%,0.70 (3.66%),-,13.37%,13.12%,-31.63%,-0.10,0.62 (3.23%),1.11,15.78%,31.20%,20.60%,0.59,"Apr 09, 2024",1.15,7.93%,24.81%,37.60,3.30%,2.40%,23554,0.27,3.63%,21.49%,1.20,29.30,Yes / Yes,0.13,-18.31%,0.00%,0.73,18.66,7.20%,-22.68%,4.72%,May 15 AMC,3.10M,19.17,-4.88%,-12.50%,-9.05%,"

","2,270,388",2.73%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.50,39.54%,147.17M,-3.81%,27.41B,54.49,3.33,-0.14%,91.39M,1.36%,-73.50M,-,0.70,47.22%,4.88%,3.75%,2.03B,13.50,68.40%,5.55%,2.04,-23.89%,7.22,25.10,10.42%,-1.99%,4.46M,15.80%,14.82,12.24,26.82%,-8.68%,131.59,259.61,-18.14%,-,49.85,-17.41%,-3.23%,-30.14%,0.85,-,1.67,53.60%,77.75%,37.82%,7.08,-,1.67,73.33%,-6.90%,40.02,3.95%,3.76%,5962,1.13,37.16%,-3.62%,1.60,231.17,Yes / Yes,1.08,139.17%,-,0.47,182.00,3.19%,33.96%,32.09%,May 30 AMC,2.18M,181.36,-6.89%,-1.49%,-7.60%,"

","1,024,955",-0.35%,ZS
Zentalis Pharmaceuticals Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-3.36,12.49%,70.77M,20.81%,317.41M,-,-3.63,-0.47%,62.14M,7.45%,-218.90M,-,-0.84,113.65%,16.77%,-59.31%,40.56M,7.83,40.00%,-0.93%,7.34,-65.80%,6.46,0.69,-35.33%,-41.82%,10.42M,-82.75%,6.89,0.65,-,-51.86%,3.27,29.03,-70.50%,-,-,-50.05%,-43.66%,-84.60%,1.68,-,9.19,-20.00%,96.66%,36.70%,0.52,-,9.19,21.74%,-527.00%,41.63,9.12%,10.64%,168,0.10,-,-539.70%,2.27,10.70,Yes / Yes,0.09,113.26%,-,0.31,4.36,170.40%,118.25%,-,May 07 BMO,1.42M,4.47,10.60%,-40.24%,-63.29%,"

","437,684",2.52%,ZNTL
Zoom Video Communications Inc,Technology,Software - Application,USA,NASD,-,22.35,2.69,22.26%,260.90M,2.07%,18.58B,11.76,5.11,-0.41%,240.42M,4.43%,838.33M,14.90,1.21,59.49%,3.71%,-1.56%,4.56B,4.07,-3.15%,-0.53%,2.78,-10.87%,26.83,2.24,1.28%,8.90%,8.91M,-15.49%,23.88,2.52,1.50%,11.31%,55.63,75.90,-16.44%,-,11.30,-,10.05%,-20.84%,-0.06,-,4.36,95.81%,74.87%,8.02%,1.30,-,4.36,19565.00%,17.35%,56.50,2.67%,2.06%,7420,0.01,3.13%,18.37%,2.57,74.61,Yes / Yes,0.00,1250.20%,0.00%,0.59,59.61,1.35%,13.52%,3.25%,May 20 AMC,3.21M,60.09,2.98%,0.07%,-6.23%,"

","1,903,462",0.81%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-3.50,0.53%,99.12M,1.07%,1.87B,-,-1.71,-14.58%,98.59M,4.95%,-338.95M,-,-0.71,43.95%,3.00%,19.82%,291.07M,6.42,18.24%,-2.03%,4.84,-18.11%,7.83,2.41,39.66%,-31.41%,2.96M,-39.22%,7.57,2.49,-,-38.44%,13.48,32.60,-30.99%,-,-,-16.93%,-44.04%,-42.15%,1.04,-,4.43,2095.12%,62.86%,39.91%,0.84,-,4.63,18.13%,-129.65%,54.65,4.37%,4.38%,2175,0.08,25.94%,-116.45%,1.17,51.46,Yes / Yes,0.01,-7.51%,-,1.10,18.87,15.83%,40.53%,38.78%,Aug 06 AMC,612.00K,18.86,4.66%,0.76%,-11.52%,"

","670,568",-0.05%,ZLAB
ZKH Group Ltd ADR,Consumer Cyclical,Internet Retail,China,NYSE,-,-,-0.79,8.87%,127.44M,-11.50%,382.32M,4.81,0.62,0.00%,116.14M,-23.08%,-126.89M,-,0.00,0.52%,0.05%,-74.55%,1.20B,0.32,128.53%,-,0.34,-84.24%,2.82,1.06,2411.11%,-4.29%,0.06M,-,2.21,1.36,-,-9.63%,2.86,21.91,-81.61%,-,-,-,-27.40%,-86.31%,-,-,1.63,26.18%,16.84%,4.90%,0.42,-,1.82,18.59%,-4.42%,28.74,8.38%,6.11%,3476,0.28,-3.00%,-10.53%,1.00,15.75,No / Yes,0.04,44.09%,-,0.21,3.12,-5.44%,-26.68%,-8.66%,May 21 BMO,163.48K,3.00,-17.09%,-54.12%,-77.23%,"

","33,822",-3.85%,ZKH
ZipRecruiter Inc,Industrials,Staffing & Employment Services,USA,NYSE,RUT,25.70,0.36,30.20%,76.17M,7.67%,906.70M,-,-0.14,-0.62%,69.32M,3.16%,37.58M,2.50,-0.08,55.94%,4.78%,-12.96%,584.21M,1.55,-163.83%,-1.82%,5.97,-38.31%,0.13,71.65,52.56%,5.70%,3.31M,-49.59%,5.17,1.77,10.30%,855.40%,8.01,18.70,-34.32%,-,9.23,-,6.67%,-51.18%,1.18,-,6.58,17.01%,89.88%,13.98%,0.39,-,6.58,-27.43%,12.87%,53.07,5.36%,4.09%,1000,43.95,-32.16%,6.43%,2.62,11.70,Yes / Yes,43.55,-244.08%,0.00%,0.76,9.16,1.01%,-14.17%,-33.48%,Aug 07 AMC,554.15K,9.13,3.66%,-1.39%,-21.72%,"

","420,758",-0.33%,ZIP
