Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,48.79,0.64,17.01%,172.26M,-1.27%,5.35B,24.37,1.28,-2.35%,142.74M,-2.93%,112.70M,3.40,0.26,84.83%,4.07%,5.13%,1.53B,3.50,18.17%,6.00%,5.60,9.38%,9.30,3.35,11.45%,3.77%,5.81M,48.45%,0.79,39.17,14.35%,6.48%,19.29,33.95,5.85%,0.27 (0.88%),23.02,18.47%,5.28%,-8.31%,1.23,0.30 (0.96%),1.77,1.96%,38.51%,61.38%,0.65,"Feb 16, 2024",3.02,36.01%,14.25%,47.40,1.80%,1.83%,2400,0.34,19.40%,7.36%,2.25,34.86,Yes / Yes,0.33,38.11%,45.61%,0.43,31.52,1.78%,13.04%,4.85%,Feb 06 AMC,1.04M,31.13,-1.32%,1.83%,8.66%,"

","441,992",-1.24%,ZWS
Zuora Inc,Technology,Software - Infrastructure,USA,NYSE,RUT,-,-0.49,7.28%,143.12M,-2.58%,1.30B,17.44,0.52,-8.94%,132.70M,4.86%,-68.19M,-,0.07,75.62%,3.89%,2.02%,431.66M,3.01,21.72%,-0.38%,4.13,3.54%,0.88,10.34,29.46%,-9.14%,5.16M,-3.20%,3.59,2.52,-,-59.08%,7.05,12.12,-3.51%,-,-,9.40%,-12.86%,-25.16%,1.89,-,2.65,12.97%,70.92%,28.65%,0.34,-,2.37,47.34%,-14.73%,56.31,3.57%,3.62%,1549,3.02,8.98%,-15.80%,1.57,11.57,Yes / Yes,2.97,39.06%,-,0.84,8.87,-0.10%,140.00%,7.40%,Feb 28 AMC,1.25M,9.07,5.83%,4.56%,-1.36%,"

","1,051,029",2.25%,ZUO
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,33.66,5.07,0.09%,458.37M,-6.98%,78.15B,26.32,6.48,-8.57%,457.47M,-10.00%,2.34B,3.46,1.36,95.53%,0.82%,-14.69%,8.54B,9.15,8.69%,0.02%,1.57,-5.30%,10.90,15.66,12.14%,16.05%,3.77M,2.63%,4.46,38.29,9.73%,49.86%,151.03,201.92,-13.52%,1.74 (1.02%),48.21,11.57%,19.95%,-15.47%,0.87,1.56 (0.91%),2.00,8.05%,68.28%,13.02%,4.43,"Apr 18, 2024",3.36,12.77%,35.92%,27.32,2.81%,2.24%,14100,1.36,5.74%,27.43%,1.47,227.20,Yes / Yes,1.35,15.54%,30.71%,2.07,172.57,1.13%,-5.80%,8.48%,Feb 13 BMO,2.40M,170.69,-8.97%,-10.29%,-5.68%,"

","4,954,600",-1.09%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,14.65,1.48,0.56%,609.17M,7.81%,12.97B,12.22,1.77,0.00%,595.25M,19.53%,1.23B,0.89,0.37,42.79%,2.62%,6.70%,5.37B,2.42,31.74%,3.62%,4.12,-13.87%,9.82,2.21,15.87%,10.77%,15.59M,-21.60%,4.06,5.34,16.50%,16.18%,15.90,30.05,1.83%,0.48 (2.20%),-,17.08%,13.74%,-27.89%,-0.05,-,1.13,18.73%,30.39%,36.33%,0.72,"Apr 05, 2023",1.17,26.78%,24.33%,71.20,2.65%,3.16%,24888,0.30,0.98%,22.98%,1.20,30.63,Yes / Yes,0.13,12.24%,0.00%,1.23,21.81,-8.49%,2.56%,-3.57%,Mar 19 AMC,3.79M,21.67,8.66%,16.21%,-5.52%,"

","4,645,767",-0.64%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.94,40.83%,147.17M,-2.39%,29.36B,59.82,3.28,-0.47%,88.67M,-22.60%,-138.67M,-,0.65,48.21%,4.83%,-9.45%,1.90B,15.49,53.89%,5.60%,1.82,25.52%,6.40,30.60,18.90%,-3.98%,4.28M,81.21%,16.41,11.94,38.21%,-18.64%,84.93,259.61,-11.56%,-,58.65,-17.41%,-6.46%,-24.53%,0.84,-,1.90,53.60%,77.40%,130.71%,9.51,-,1.90,58.51%,-9.70%,33.92,2.96%,4.08%,5962,1.29,40.62%,-7.32%,1.52,261.92,Yes / Yes,1.24,51.94%,-,1.10,194.03,3.42%,30.99%,35.45%,Feb 29 AMC,2.35M,195.94,-10.51%,-14.57%,8.11%,"

","2,585,909",0.98%,ZS
Zentalis Pharmaceuticals Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-4.56,10.05%,70.77M,-0.57%,983.51M,-,-3.77,-0.41%,63.83M,9.91%,-292.19M,-,-0.77,109.87%,22.81%,-7.35%,0.00M,-,18.03%,-0.98%,16.63,-40.79%,6.18,2.24,-2.93%,-52.39%,14.56M,-26.78%,6.81,2.04,-,-67.09%,9.56,31.46,-8.51%,-,-,-50.05%,-60.82%,-55.94%,1.73,-,7.16,-20.00%,-,44.98%,1.12,-,7.16,-0.81%,0.00%,48.63,8.16%,8.39%,168,0.10,-,-,1.40,33.56,Yes / Yes,0.10,7.17%,-,0.90,14.32,-,-5.87%,-,Feb 27 BMO,875.42K,13.86,-3.95%,1.91%,-27.38%,"

","786,568",-3.21%,ZNTL
Zoom Video Communications Inc,Technology,Software - Application,USA,NASD,-,32.25,2.05,24.32%,260.90M,-4.95%,20.37B,13.17,5.03,-0.46%,232.75M,3.42%,637.46M,21.50,1.20,58.85%,5.08%,-8.19%,4.53B,4.50,-5.02%,-0.54%,3.30,-6.86%,26.07,2.54,1.63%,7.06%,11.84M,-6.18%,22.66,2.92,1.50%,8.96%,58.87,75.90,-7.90%,-,13.84,-,7.90%,-12.75%,-0.06,-,4.38,95.81%,74.72%,12.50%,1.83,-,4.38,516.13%,11.60%,47.54,2.33%,2.75%,7420,0.01,3.06%,14.08%,2.70,78.59,Yes / Yes,0.01,368.46%,0.00%,0.59,65.96,1.54%,23.91%,2.56%,Feb 26 AMC,3.59M,66.23,-0.47%,-0.63%,-1.92%,"

","2,131,387",0.41%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-3.46,0.41%,98.72M,-9.65%,1.78B,-,-1.91,-5.93%,98.31M,-9.10%,-334.62M,-,-0.51,42.47%,4.13%,-40.15%,266.72M,6.69,7.53%,-1.99%,6.17,-29.81%,8.19,2.21,40.30%,-29.66%,4.06M,-47.24%,8.17,2.21,-,-36.34%,17.68,40.42,-33.85%,-,-,-16.93%,-41.61%,-55.27%,1.13,-,4.41,2095.12%,64.08%,2.23%,1.27,-,4.63,25.17%,-141.19%,38.68,6.43%,5.72%,2175,0.02,24.03%,-125.46%,1.18,53.63,Yes / Yes,0.01,-52.98%,-,0.53,18.47,-8.76%,-90.47%,5.16%,Feb 27 AMC,658.15K,18.08,-9.85%,-16.37%,-29.19%,"

","349,640",-2.11%,ZLAB
ZKH Group Ltd ADR,Consumer Cyclical,Internet Retail,China,NYSE,-,-,-0.94,9.46%,127.44M,12.57%,2.45B,-,-,0.00%,115.39M,-6.19%,-151.04M,-,-,0.63%,0.01%,-,1.21B,2.03,-,-,0.28,-,-4.20,-,-,-11.59%,0.02M,-,1.79,10.74,-,-27.55%,15.00,21.91,18.03%,-,-,-,-36.87%,-12.16%,-,-,1.49,39.43%,16.54%,28.33%,1.80,-,1.67,38.67%,-5.65%,53.71,9.37%,9.95%,3956,0.27,-4.58%,-12.49%,1.00,20.69,No / Yes,0.05,59.37%,-,0.91,18.58,-,-,-8.20%,Mar 19 BMO,59.18K,19.25,2.48%,7.20%,9.82%,"

","53,651",3.61%,ZKH
ZipRecruiter Inc,Industrials,Staffing & Employment Services,USA,NYSE,RUT,25.08,0.47,30.47%,76.17M,-5.65%,1.16B,60.86,0.19,-0.82%,68.89M,-20.62%,49.10M,2.43,-0.06,51.43%,4.54%,-18.86%,645.72M,1.80,-114.22%,-1.83%,5.17,-22.26%,0.08,138.20,393.91%,7.15%,3.13M,-20.95%,5.25,2.23,10.30%,265.50%,10.27,19.29,-15.83%,-,11.33,-,8.77%,-39.35%,1.27,-,6.57,17.01%,89.72%,13.92%,0.52,-,6.57,-9.45%,13.48%,34.91,4.37%,4.01%,1000,66.40,-28.62%,7.60%,2.38,14.00,Yes / Yes,65.87,-67.13%,0.00%,0.86,11.54,6.05%,-32.61%,-35.42%,Feb 22 AMC,604.19K,11.70,-8.25%,-14.89%,-18.85%,"

","517,228",1.39%,ZIP
