Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker
Zymeworks BC Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-0.85,3.30%,75.14M,-1.33%,1.95B,68.38,0.38,0.00%,72.92M,43.32%,1.72B,1.23,-0.47,99.50%,7.69%,58.52%,-63.43M,14.51,39.77%,-1.66%,4.97,100.85%,134.48M,6.12,138.77%,-14.34%,5.61M,76.71%,4.23,7.74,55.77%,-18.46%,28.49 -9.20%,81.54%,3.34,-,26.71% 15.81%,-18.90%,9.03 186.49%,239.50%,-,-,41.95% 20.90%,90.49%,4.18%,5.96%,-52.44%,-,12.77,43.93%,-52.51%,1.34,-,-,6.94,116.21%,-47.16%,63.11,1.15,- -,6.94,34.02%,6.12%,1.30,34.50,-,0.06,72.59%,25.98%,0.62,25.81,286,0.05,Nov 06 AMC,73.45%,1.13M,25.87,"Apr 28, 2017",Yes / Yes,11.77% -7.69%,"

","698,790",0.25%,ZYME
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,41.71,1.12,11.56%,167.47M,-1.24%,7.84B,28.43,1.65,-1.75%,148.00M,-1.55%,8.14B,2.34,0.34,93.94%,3.68%,-0.87%,192.30M,4.73,17.49%,1.51%,6.08,29.06%,1.66B,4.93,9.60%,6.93%,5.45M,25.63%,9.50,30.15,12.16%,11.76%,50.03 -6.34%,15.96%,1.55,27.17,32.18% -7.41%,9.03%,27.74 68.93%,92.44%,0.37 (0.79%),22.28,19.81% -5.41%,41.36%,1.97%,2.40%,146.27%,0.38 (0.81%),4.90,42.07%,16.69%,1.07,359.53%,"Nov 20, 2025",1.83,6.88%,11.59%,50.02,2.25,3.23% 0.62%,2.78,44.39%,0.29%,1.11,50.29,35.98%,0.35,11.07%,0.15%,1.39,45.93,2500,0.34,Oct 28 AMC,16.40%,895.86K,46.86,"Mar 29, 2012",Yes / Yes,8.64% 2.88%,"

","1,248,303",2.02%,ZWS
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,19.89,5.93,0.18%,441.46M,-3.67%,52.03B,17.36,6.80,0.00%,439.89M,-1.44%,57.22B,2.26,1.40,96.84%,2.09%,-21.61%,2.65B,5.54,7.08%,-1.66%,2.33,-29.01%,9.40B,9.66,7.29%,17.96%,9.18M,-27.53%,12.23,24.97,7.68%,49.87%,181.85 -35.07%,-33.09%,4.73,23.23,8.55% 11.91%,20.92%,115.25 2.45%,-23.99%,1.99 (1.69%),14.22,5.98% 8.14%,70.29%,2.52%,2.52%,-24.83%,2.00 (1.69%),6.09,11.51%,37.63%,3.31,154.63%,"Oct 31, 2025",2.28,2.68%,28.21%,36.29,1.61,18.93% 21.14%,3.64,8.17%,-2.71%,0.98,162.27,32.86%,1.35,0.50%,-10.86%,1.47,115.75,13800,1.35,Nov 04 BMO,-21.52%,3.94M,118.07,"Feb 01, 2013",Yes / Yes,4.88% -0.41%,"

","5,797,554",2.00%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,13.99,1.49,0.00%,591.63M,1.07%,12.35B,11.67,1.79,-,591.63M,10.31%,10.62B,1.25,0.44,11.46%,3.10%,7.91%,1.23B,1.87,5.72%,-1.89%,11.67,18.85%,6.59B,1.83,11.72%,9.42%,18.34M,6.75%,11.39,3.47,9.34%,13.83%,22.01 -5.18%,12.87%,6.01,-,18.24% 8.45%,13.37%,16.34 27.72%,-15.02%,0.67 (3.21%),5.91,9.28% 13.97%,26.00%,1.47%,1.98%,-25.23%,0.65 (3.11%),1.61,3.12%,20.42%,0.47,-,"Sep 30, 2025",1.34,12.89%,18.61%,61.97,1.48,- -,1.38,7.47%,3.97%,-0.20,23.48,45.76%,0.19,11.30%,7.53%,0.92,20.89,24471,0.01,Nov 19 AMC,9.83%,1.57M,20.87,"Oct 27, 2016",Yes / Yes,23.62% 0.50%,"

","1,447,485",-0.10%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.26,35.78%,159.47M,-0.15%,38.80B,54.50,4.46,-0.46%,102.41M,-26.03%,37.31B,2.97,0.89,52.48%,5.75%,-15.13%,-41.04M,13.69,16.03%,-1.39%,3.57,-18.87%,2.83B,19.57,17.30%,-0.73%,5.88M,34.85%,12.43,11.68,18.37%,-2.41%,336.99 -27.80%,14.76%,20.83,45.78,54.06% 21.31%,-1.10%,164.78 47.65%,101.42%,-,1914.34,34.81% 44.03%,76.55%,2.06%,3.43%,31.08%,-,13.17,-8.83%,-4.14%,9.52,-,-,1.74,23.24%,-1.45%,28.57,1.57,- -,1.74,7.34%,-9.52%,1.01,328.81,-,0.93,25.50%,-17.98%,1.02,243.01,7923,0.89,Nov 25 AMC,-8.81%,1.65M,243.29,"Mar 16, 2018",Yes / Yes,12.10% 1.92%,"

","1,673,146",0.12%,ZS
Zoom Communications Inc,Technology,Software - Application,USA,NASD,-,17.11,5.15,10.52%,266.35M,2.81%,26.07B,14.53,6.06,-1.98%,264.96M,5.88%,18.17B,3.36,1.49,68.73%,2.16%,3.89%,1.59B,5.42,7.73%,4.44%,1.97,12.65%,4.81B,2.82,1.52%,14.44%,5.71M,7.89%,31.27,3.28,4.33%,17.74%,91.04 -3.28%,2.12%,26.87,13.02,-10.66% 106.45%,17.11%,64.41 36.70%,20.78%,-,13.93,4.40% 49.60%,76.89%,2.27%,2.97%,-78.71%,-,3.78,72.42%,22.86%,2.50,-,-,4.36,3.85%,33.17%,61.14,2.29,- -,4.36,204.90%,4.67%,0.87,94.56,0.00%,0.01,4.44%,6.01%,0.83,87.63,7412,0.00,Nov 24 AMC,11.87%,2.90M,88.05,"Apr 18, 2019",Yes / Yes,5.65% 1.25%,"

","2,405,749",0.48%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-1.95,2.12%,110.59M,-7.44%,2.03B,-,-1.38,-10.56%,108.86M,-16.49%,1.44B,-,-0.29,28.56%,4.63%,-43.72%,-206.71M,4.60,40.80%,-1.19%,6.05,-55.85%,441.78M,2.66,10.65%,-19.28%,5.04M,-30.20%,6.87,2.49,-,-28.96%,44.34 -58.77%,-34.64%,7.35,-,30.02% -3.16%,-26.82%,18.61 -1.77%,-45.80%,-,-,40.31% 98.33%,61.31%,2.90%,2.70%,-83.11%,-,3.25,30.16%,-51.59%,0.74,-,-,2.68,23.73%,-46.79%,20.35,1.55,- -,2.87,23.67%,-9.13%,0.83,43.56,-,0.29,12.75%,-26.93%,0.69,18.70,1869,0.01,Nov 06 BMO,-42.44%,832.30K,18.28,"Sep 20, 2017",Yes / Yes,-14.23% -18.07%,"

","571,484",-2.25%,ZLAB
ZEEKR Intelligent Technology Holding Ltd. ADR,Consumer Cyclical,Auto Manufacturers,China,NYSE,-,-,-1.58,-,253.10M,0.15%,6.77B,15.93,1.68,-,-,-4.16%,9.88B,-,-,7.35%,-,-8.83%,-403.43M,0.47,23.93%,4.87%,1.24,0.87%,14.40B,-,157.09%,-6.36%,0.49M,-5.78%,-13.78,5.50,-,-,33.32 -19.74%,2.89%,4.86,-,5.46% -,-,17.91 49.30%,-,-,-,118.43% 118.66%,19.49%,0.56%,0.74%,-,-,0.69,66.74%,-3.25%,0.30,-,-,0.45,49.32%,-2.80%,37.01,1.00,- -,0.57,36.90%,-0.76%,0.14,35.53,-,-,72.17%,-5.22%,0.29,26.77,17439,-,Nov 17 BMO,-1.98%,394.25K,26.74,"May 10, 2024",Yes / Yes,-88.61% -5.73%,"

","115,058",-0.11%,ZK
Zions Bancorporation N.A,Financial,Banks - Regional,USA,NASD,-,10.52,5.59,1.51%,147.64M,7.33%,8.69B,9.68,6.08,-0.11%,145.41M,11.84%,-,1.09,1.56,80.73%,4.38%,1.00%,823.00M,1.76,17.59%,1.75%,3.37,20.30%,4.95B,1.28,4.42%,0.96%,6.37M,8.46%,46.05,-,8.92%,12.71%,59.89 -1.75%,-0.54%,-,8.46,-9.99% 3.54%,9.59%,39.32 49.64%,21.52%,1.75 (2.98%),-,19.10% 8.98%,-,2.62%,2.62%,38.71%,1.76 (2.99%),-,27.30%,22.37%,1.45,96.53%,"Nov 13, 2025",-,0.12%,16.64%,74.89,2.62,4.85% 5.34%,0.16,7.93%,10.82%,0.84,62.05,33.52%,0.80,-2.03%,10.81%,1.42,56.10,9406,0.25,Oct 20 AMC,13.95%,1.89M,58.84,"Mar 17, 1980",Yes / Yes,1.27% 2.13%,"

","2,685,827",4.88%,ZION
Zim Integrated Shipping Services Ltd,Industrials,Marine Shipping,Israel,NYSE,-,2.38,8.32,1.18%,120.46M,-0.15%,2.39B,-,-3.68,0.00%,119.04M,30.10%,6.10B,-,-0.57,40.89%,18.77%,46.53%,1.00B,0.31,-84.77%,-11.31%,4.54,18.10%,7.59B,0.60,-235.62%,9.16%,22.34M,-7.59%,33.34,1.23,-,25.25%,23.61 -15.97%,-5.34%,16.19,0.99,-23.79% -,11.79%,11.03 79.79%,5.40%,1.10 (5.56%),2.20,-7.73% 20.63%,23.74%,3.10%,4.72%,-,4.28 (21.57%),0.80,-30.30%,19.63%,0.86,-,"Dec 01, 2025",1.22,1.63%,13.21%,68.44,4.17,16.67% -,1.30,-89.07%,7.85%,1.63,14.00,22.25%,1.41,-35.73%,25.61%,0.47,19.87,6700,1.12,Nov 20 BMO,24.82%,4.92M,19.84,"Jan 28, 2021",Yes / Yes,33.09% 2.34%,"

","2,327,233",-0.15%,ZIM
