Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker
Zymeworks BC Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-0.85,3.30%,75.14M,8.37%,1.96B,87.57,0.30,0.00%,72.92M,36.14%,1.73B,-,-0.50,99.42%,11.71%,85.80%,-63.43M,14.60,38.44%,-1.89%,7.74,123.63%,134.48M,6.16,129.81%,-14.34%,8.54M,77.80%,4.23,7.79,59.59%,-18.46%,28.49 -8.63%,82.03%,3.34,-,26.71% 15.81%,-18.90%,9.03 188.26%,223.76%,-,-,41.95% 20.90%,90.49%,5.63%,6.06%,-44.14%,-,12.86,43.93%,-52.51%,1.44,-,-,6.94,116.21%,-47.16%,69.41,1.17,- -,6.94,34.02%,20.47%,1.27,34.73,-,0.06,72.59%,35.52%,0.75,26.71,286,0.05,Nov 06 AMC,79.47%,1.10M,26.03,"Apr 28, 2017",Yes / Yes,11.77% -7.69%,"

","823,456",-2.55%,ZYME
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,42.49,1.12,11.56%,167.47M,2.40%,7.99B,28.96,1.65,-1.75%,148.00M,2.16%,8.28B,3.49,0.34,93.87%,3.73%,5.81%,192.30M,4.81,17.49%,1.54%,6.08,33.76%,1.66B,5.02,9.60%,6.93%,5.53M,27.99%,9.50,30.72,12.16%,11.76%,50.03 -4.58%,20.16%,1.55,27.68,32.18% -7.41%,9.03%,27.74 72.10%,91.34%,0.37 (0.78%),22.68,19.81% -5.41%,41.36%,2.46%,2.51%,149.43%,0.38 (0.80%),4.99,42.07%,16.69%,1.20,371.67%,"Nov 20, 2025",1.83,6.88%,11.59%,56.48,2.25,3.23% 0.62%,2.78,44.39%,1.67%,1.11,50.29,35.98%,0.35,11.07%,2.09%,0.60,47.70,2500,0.34,Oct 28 AMC,19.79%,909.41K,47.74,"Mar 29, 2012",Yes / Yes,8.64% 2.88%,"

","548,526",0.08%,ZWS
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,21.44,5.93,0.18%,441.46M,4.25%,56.08B,18.65,6.82,-0.08%,439.89M,-11.69%,61.27B,2.71,1.41,96.72%,1.88%,-16.76%,2.65B,5.97,7.09%,-1.75%,2.28,-24.89%,9.40B,10.41,7.61%,17.96%,8.25M,-21.90%,12.23,26.91,7.92%,49.87%,181.85 -30.02%,-27.58%,4.73,25.03,8.55% 11.91%,20.92%,115.25 10.41%,-15.43%,1.99 (1.57%),15.22,5.98% 8.14%,70.29%,2.31%,2.56%,-22.57%,2.00 (1.57%),6.52,11.51%,37.63%,3.29,168.91%,"Oct 31, 2025",2.28,2.68%,28.21%,47.98,1.57,18.93% 21.14%,3.64,8.17%,3.54%,0.97,171.31,32.86%,1.35,0.50%,-6.27%,1.16,128.18,13800,1.35,Nov 04 BMO,-16.21%,3.61M,127.25,"Feb 01, 2013",Yes / Yes,4.88% -0.41%,"

","4,206,518",-0.73%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,13.94,1.49,0.00%,591.63M,8.22%,12.31B,11.72,1.78,-,591.63M,10.99%,10.58B,1.53,0.44,11.46%,3.09%,16.40%,1.23B,1.87,4.71%,-5.82%,11.62,21.07%,6.59B,1.83,12.05%,9.42%,18.26M,6.39%,11.39,3.46,9.09%,13.83%,22.01 -5.50%,10.70%,6.01,-,18.24% 8.45%,13.37%,16.34 27.29%,-7.99%,0.66 (3.20%),5.89,9.28% 13.97%,26.00%,2.34%,2.10%,-26.60%,0.65 (3.13%),1.61,3.12%,20.42%,0.44,-,"Sep 30, 2025",1.34,12.89%,18.61%,73.40,1.57,- -,1.38,7.47%,7.50%,-0.19,23.47,45.76%,0.19,11.30%,8.65%,0.81,20.65,24471,0.01,Nov 19 AMC,9.64%,1.57M,20.80,"Oct 27, 2016",Yes / Yes,23.62% 0.50%,"

","1,268,083",0.73%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.26,36.06%,159.47M,-11.54%,38.80B,54.55,4.46,-0.53%,101.97M,-24.46%,37.31B,-,0.89,52.48%,5.43%,-11.40%,-41.04M,13.69,15.94%,-1.71%,3.23,-17.02%,2.83B,19.57,17.28%,-0.73%,5.54M,34.85%,12.43,11.68,18.31%,-2.41%,336.99 -27.81%,15.68%,20.83,45.78,54.06% 21.31%,-1.10%,164.78 47.64%,73.67%,-,1914.26,34.81% 44.03%,76.55%,4.07%,3.72%,70.08%,-,13.17,-8.83%,-4.14%,12.37,-,-,1.74,23.24%,-1.45%,25.74,1.59,- -,1.74,7.34%,-18.41%,1.07,328.81,-,0.93,25.50%,-19.83%,2.08,251.50,7923,0.89,Nov 25 AMC,-8.36%,1.71M,243.28,"Mar 16, 2018",Yes / Yes,12.10% 1.92%,"

","3,560,962",-3.27%,ZS
Zoom Communications Inc,Technology,Software - Application,USA,NASD,-,16.50,5.15,10.57%,266.35M,8.02%,25.16B,14.02,6.06,-1.97%,264.93M,0.71%,17.26B,3.81,1.49,68.67%,2.57%,3.67%,1.59B,5.24,7.73%,4.41%,2.28,4.52%,4.81B,2.72,1.52%,14.44%,6.81M,4.08%,31.27,3.16,4.33%,17.74%,91.04 -6.70%,1.83%,26.85,12.57,-10.66% 106.45%,17.11%,64.41 31.87%,11.56%,-,13.23,4.40% 49.60%,76.89%,4.43%,3.09%,-80.26%,-,3.59,72.42%,22.86%,2.79,-,-,4.36,3.85%,33.17%,56.09,2.26,- -,4.36,204.90%,2.43%,0.81,94.56,0.00%,0.01,4.44%,2.90%,1.11,84.96,7412,0.00,Nov 24 AMC,8.14%,2.99M,84.94,"Apr 18, 2019",Yes / Yes,5.65% 1.25%,"

","3,306,352",-0.02%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-1.95,2.12%,110.59M,-0.70%,2.21B,-,-1.38,-10.89%,108.86M,-22.10%,1.61B,-,-0.29,30.62%,4.23%,-40.37%,-206.71M,5.00,40.80%,0.20%,5.51,-36.26%,441.78M,2.89,10.65%,-19.28%,4.60M,-24.09%,6.87,2.71,-,-28.96%,44.34 -55.16%,-27.84%,7.35,-,30.02% -3.16%,-26.82%,19.51 1.90%,-40.44%,-,-,40.31% 98.33%,61.31%,2.23%,3.38%,-81.06%,-,3.65,30.16%,-51.59%,0.85,-,-,2.68,23.73%,-46.79%,23.29,1.55,- -,2.87,23.67%,-8.38%,0.87,43.56,-,0.29,12.75%,-26.03%,0.81,20.41,1869,0.01,Nov 06 BMO,-38.25%,835.58K,19.88,"Sep 20, 2017",Yes / Yes,-14.23% -18.07%,"

","676,948",-2.60%,ZLAB
ZEEKR Intelligent Technology Holding Ltd. ADR,Consumer Cyclical,Auto Manufacturers,China,NYSE,-,-,-1.58,-,253.10M,-0.52%,6.76B,15.91,1.68,-,-,-7.48%,9.87B,-,-,7.35%,-,-6.35%,-403.43M,0.47,23.85%,4.86%,1.00,-0.19%,14.40B,-,157.09%,-6.36%,0.47M,-5.88%,-13.78,5.49,-,-,33.32 -19.83%,19.45%,4.86,-,5.46% -,-,17.91 49.13%,-,-,-,118.43% 118.66%,19.49%,0.52%,1.08%,-,-,0.69,66.74%,-3.25%,0.41,-,-,0.45,49.32%,-2.80%,34.14,1.00,- -,0.57,36.90%,-2.16%,0.13,35.59,-,-,72.17%,-6.50%,1.58,26.71,17439,-,Nov 17 BMO,-1.84%,472.01K,26.71,"May 10, 2024",Yes / Yes,-88.61% -5.73%,"

","744,138",0.00%,ZK
Zions Bancorporation N.A,Financial,Banks - Regional,USA,NASD,-,9.67,5.59,1.54%,147.64M,3.76%,7.98B,8.91,6.07,-0.11%,145.36M,4.12%,-,1.09,1.56,80.72%,4.39%,-5.62%,823.00M,1.61,17.53%,1.66%,3.41,15.19%,4.95B,1.17,4.33%,0.96%,6.38M,-0.31%,46.05,-,8.89%,12.71%,61.44 -11.98%,-11.50%,-,7.77,-9.99% 3.54%,9.59%,39.32 37.54%,4.97%,1.75 (3.24%),-,19.10% 8.98%,-,2.07%,2.65%,36.70%,1.76 (3.25%),-,27.30%,22.37%,1.48,80.69%,"Nov 13, 2025",-,0.12%,16.64%,59.24,2.67,4.85% 5.34%,0.16,7.93%,4.48%,0.87,62.00,33.52%,0.80,-2.03%,1.50%,0.62,53.23,9406,0.25,Oct 20 AMC,4.81%,1.87M,54.08,"Mar 17, 1980",Yes / Yes,1.27% 2.13%,"

","1,163,878",1.60%,ZION
Zim Integrated Shipping Services Ltd,Industrials,Marine Shipping,Israel,NYSE,-,2.32,8.32,1.18%,120.46M,14.20%,2.32B,-,-3.30,0.00%,119.04M,31.03%,6.04B,-,-0.53,40.81%,21.35%,41.29%,1.00B,0.31,-84.29%,-11.44%,5.35,14.00%,7.59B,0.58,-217.88%,9.16%,25.41M,-10.11%,33.34,1.19,-,25.25%,23.61 -18.25%,-4.91%,16.19,0.96,-23.79% -,11.79%,11.03 74.90%,-21.99%,1.10 (5.72%),2.18,-7.73% 20.63%,23.74%,5.04%,5.02%,-,4.28 (22.18%),0.80,-30.30%,19.63%,0.91,-,"Dec 01, 2025",1.22,1.63%,13.21%,70.84,3.57,16.67% -,1.30,-89.07%,15.90%,1.63,14.17,22.25%,1.41,-35.73%,28.87%,1.17,20.41,6700,1.12,Nov 20 BMO,21.18%,4.75M,19.30,"Jan 28, 2021",Yes / Yes,33.09% 2.34%,"

","5,556,339",-5.44%,ZIM
