Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,44.58,0.71,16.01%,172.26M,7.78%,5.43B,24.22,1.30,-16.36%,145.05M,2.71%,124.20M,3.12,0.31,84.41%,2.88%,-0.85%,1.53B,3.54,20.75%,5.97%,4.34,11.09%,9.34,3.37,10.89%,4.22%,4.18M,13.70%,0.91,34.57,14.28%,7.19%,25.09,34.58,6.94%,0.27 (0.86%),19.19,18.47%,5.80%,-9.05%,1.18,0.31 (0.99%),1.95,0.20%,39.86%,25.35%,0.74,"May 17, 2024",3.31,95.74%,15.14%,59.37,2.17%,2.19%,2400,0.33,8.34%,8.11%,2.25,35.14,Yes / Yes,0.33,52.74%,45.61%,0.97,32.05,1.18%,12.06%,0.46%,Apr 23 AMC,963.95K,31.45,5.48%,1.85%,4.31%,"

","935,248",-1.87%,ZWS
Zuora Inc,Technology,Software - Infrastructure,USA,NYSE,RUT,-,-0.44,7.85%,137.79M,8.57%,1.41B,18.39,0.52,-10.21%,136.47M,-1.14%,-62.61M,-,0.10,74.01%,5.26%,12.16%,438.33M,3.21,29.29%,-0.36%,4.75,11.63%,0.94,10.10,21.09%,-8.44%,7.18M,-14.65%,3.69,2.57,-,-51.53%,7.05,11.80,1.06%,-,-,9.40%,-11.66%,-19.49%,1.70,-,2.50,12.97%,67.51%,34.75%,0.30,-,2.50,50.48%,-8.58%,52.36,2.49%,2.79%,1618,2.90,7.97%,-14.28%,1.86,12.00,Yes / Yes,2.85,34.02%,-,0.43,9.42,0.88%,61.76%,6.47%,May 22 AMC,1.51M,9.50,2.15%,-2.68%,7.02%,"

","647,968",0.85%,ZUO
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,35.09,5.19,0.08%,458.37M,4.93%,83.07B,28.50,6.39,-5.51%,455.91M,6.74%,2.39B,3.68,1.49,95.73%,1.37%,18.97%,8.73B,9.51,8.41%,0.02%,2.25,-5.67%,11.07,16.45,10.76%,17.02%,6.25M,6.63%,4.33,42.06,9.53%,50.06%,144.80,201.92,-7.76%,1.74 (0.95%),47.47,11.57%,20.26%,-9.84%,0.86,1.61 (0.89%),1.94,8.05%,68.34%,25.73%,3.79,"Jul 18, 2024",3.33,17.17%,35.97%,64.09,2.16%,2.13%,14100,1.34,7.91%,27.38%,1.22,215.19,Yes / Yes,1.33,9.89%,30.71%,0.75,182.91,1.70%,2.54%,9.50%,Aug 06 BMO,2.78M,182.05,4.65%,5.47%,3.00%,"

","2,083,717",-0.47%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,14.11,1.43,1.10%,606.77M,0.80%,12.11B,10.06,2.00,0.00%,593.93M,-10.20%,1.19B,0.94,0.43,38.94%,2.77%,4.18%,5.52B,2.19,13.81%,3.60%,4.66,12.12%,9.92,2.03,20.63%,9.82%,16.46M,-25.63%,4.58,4.40,15.01%,15.03%,15.90,28.04,-5.22%,0.70 (3.48%),-,13.37%,13.12%,-28.07%,-0.12,0.62 (3.07%),1.11,15.78%,31.20%,26.90%,0.55,"Apr 09, 2024",1.15,7.93%,24.81%,38.40,1.80%,2.31%,23554,0.27,3.63%,21.49%,1.20,29.38,Yes / Yes,0.13,-18.31%,0.00%,0.26,20.24,7.20%,-22.68%,4.72%,May 15 AMC,3.53M,20.17,-3.29%,-8.74%,-5.00%,"

","902,000",-0.35%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.50,39.54%,147.17M,-1.24%,29.46B,58.54,3.33,-0.16%,91.39M,5.81%,-73.50M,-,0.70,47.24%,5.28%,11.82%,2.03B,14.51,68.40%,5.55%,2.22,-16.04%,7.22,26.98,10.47%,-1.99%,4.82M,28.40%,14.82,13.15,26.82%,-8.68%,131.59,259.61,-12.02%,-,53.58,-17.41%,-3.23%,-24.91%,0.84,-,1.67,53.60%,77.75%,48.13%,6.99,-,1.67,73.33%,-6.90%,53.81,4.00%,3.28%,5962,1.13,37.16%,-3.62%,1.57,231.17,Yes / Yes,1.08,139.17%,-,0.94,203.12,3.19%,33.96%,32.09%,May 30 AMC,2.18M,194.93,1.45%,6.96%,-0.11%,"

","2,035,117",-4.03%,ZS
Zentalis Pharmaceuticals Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-3.36,12.49%,70.77M,8.88%,304.63M,-,-3.63,-0.47%,62.14M,-51.47%,-218.90M,-,-0.84,113.63%,15.48%,-66.69%,40.56M,7.51,40.00%,-0.93%,6.79,-67.94%,6.46,0.66,-35.33%,-41.82%,9.62M,-84.41%,6.89,0.62,-,-51.86%,3.27,29.03,-71.68%,-,-,-50.05%,-43.66%,-85.22%,1.72,-,9.19,-20.00%,96.66%,31.19%,0.62,-,9.19,21.74%,-527.00%,34.29,11.12%,14.99%,168,0.10,-,-539.70%,2.27,10.70,Yes / Yes,0.09,113.26%,-,0.80,4.57,170.40%,118.25%,-,May 07 BMO,1.42M,4.29,-1.93%,-50.13%,-66.29%,"

","1,131,363",-6.13%,ZNTL
Zoom Video Communications Inc,Technology,Software - Application,USA,NASD,-,21.98,2.69,22.26%,260.90M,5.54%,18.28B,11.56,5.11,-0.42%,240.41M,2.36%,838.33M,14.65,1.21,59.77%,3.83%,-0.30%,4.56B,4.01,-3.15%,-0.53%,2.80,-14.47%,26.83,2.20,1.29%,8.90%,9.21M,-18.86%,23.88,2.47,1.50%,11.31%,55.63,75.90,-17.81%,-,11.11,-,10.05%,-22.14%,-0.06,-,4.36,95.81%,74.87%,6.24%,1.22,-,4.36,19565.00%,17.35%,51.85,2.09%,2.09%,7420,0.01,3.13%,18.37%,2.57,74.89,Yes / Yes,0.00,1250.20%,0.00%,0.72,59.16,1.35%,13.52%,3.25%,May 20 AMC,3.28M,59.10,2.11%,-2.24%,-8.21%,"

","2,350,348",-0.10%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-3.50,0.53%,99.12M,9.91%,1.86B,-,-1.71,-14.58%,98.59M,0.27%,-338.95M,-,-0.71,43.96%,2.86%,29.96%,291.07M,6.38,18.24%,-2.04%,4.67,-22.98%,7.83,2.39,39.66%,-31.41%,2.82M,-32.20%,7.57,2.47,-,-38.44%,13.48,32.60,-31.43%,-,-,-16.93%,-44.04%,-42.52%,1.06,-,4.43,2095.12%,62.86%,39.02%,0.86,-,4.63,18.13%,-129.65%,57.26,4.65%,4.34%,2175,0.08,25.94%,-116.45%,1.17,51.46,Yes / Yes,0.01,-7.51%,-,1.11,18.58,15.83%,40.53%,38.78%,Aug 06 AMC,604.22K,18.74,5.06%,0.57%,-12.75%,"

","673,546",0.86%,ZLAB
ZKH Group Ltd ADR,Consumer Cyclical,Internet Retail,China,NYSE,-,-,-0.79,8.87%,127.44M,-3.89%,456.24M,5.74,0.62,0.00%,116.14M,-10.28%,-126.89M,-,0.00,0.52%,0.07%,-75.00%,1.20B,0.38,128.64%,-,0.52,-77.55%,2.82,1.27,2411.11%,-4.29%,0.08M,-,2.21,1.62,-,-9.63%,3.19,21.91,-78.05%,-,-,-,-27.40%,-83.66%,-,-,1.63,26.18%,16.84%,12.23%,0.53,-,1.82,18.59%,-4.42%,30.67,4.68%,6.92%,3476,0.28,-3.00%,-10.53%,1.00,15.75,No / Yes,0.04,44.09%,-,0.47,3.78,-5.44%,-26.68%,-8.66%,May 21 BMO,160.59K,3.58,-5.36%,-54.20%,-73.78%,"

","75,802",-5.29%,ZKH
ZipRecruiter Inc,Industrials,Staffing & Employment Services,USA,NYSE,RUT,25.37,0.36,30.20%,76.17M,7.65%,894.78M,-,-0.14,-0.56%,69.32M,-4.66%,37.58M,2.46,-0.08,51.06%,4.47%,-13.11%,584.21M,1.53,-163.83%,-1.82%,5.68,-36.77%,0.13,70.71,52.56%,5.70%,3.10M,-51.82%,5.17,1.74,10.30%,855.40%,8.01,19.29,-35.18%,-,9.11,-,6.67%,-53.29%,1.19,-,6.58,17.01%,89.88%,12.48%,0.34,-,6.58,-27.43%,12.87%,49.32,3.63%,3.54%,1000,43.95,-32.16%,6.43%,2.62,11.70,Yes / Yes,43.55,-244.08%,0.00%,0.60,9.17,1.01%,-14.17%,-33.48%,May 09 AMC,545.90K,9.01,2.22%,-5.05%,-23.46%,"

","329,732",-1.74%,ZIP
Zions Bancorporation N.A,Financial,Banks - Regional,USA,NASD,-,12.69,3.98,1.63%,148.15M,11.42%,7.46B,10.85,4.66,-0.73%,145.25M,24.02%,588.00M,-,1.09,77.13%,6.09%,27.95%,4.75B,1.57,-0.67%,2.23%,5.62,22.79%,36.50,1.38,7.77%,0.71%,8.85M,61.16%,-,-,-8.32%,11.33%,28.90,50.24,15.20%,1.66 (3.29%),8.43,1.26%,8.96%,0.60%,1.12,1.64 (3.24%),-,9.97%,-,74.88%,1.25,"May 15, 2024",0.12,-31.91%,16.98%,78.70,2.76%,2.45%,9679,0.97,28.04%,12.37%,2.96,45.71,Yes / Yes,0.13,-28.08%,37.74%,1.24,50.22,-0.10%,1.43%,11.63%,Jul 22 AMC,1.57M,50.54,15.51%,16.86%,26.08%,"

","1,956,775",0.64%,ZION
Zim Integrated Shipping Services Ltd,Industrials,Marine Shipping,Israel,NYSE,-,-,-21.18,21.72%,120.29M,-9.68%,2.15B,-,-1.87,0.00%,94.19M,-3.35%,-2545.80M,-,0.44,29.97%,10.36%,77.86%,5.35B,0.40,122.34%,-12.67%,1.66,34.56%,21.12,0.85,-137.44%,-24.88%,9.76M,39.92%,11.91,1.50,-,-66.79%,6.39,23.82,81.46%,1.41 (7.89%),3.30,-,-40.25%,-24.81%,1.69,0.23 (1.28%),0.90,29.90%,-0.40%,180.28%,1.29,"Jun 04, 2024",0.98,-189.15%,-5.06%,42.77,4.54%,5.14%,6460,2.11,-47.65%,-47.59%,3.17,17.95,Yes / Yes,1.49,251.42%,-,0.68,18.30,4.06%,-23.50%,13.66%,May 21 BMO,5.88M,17.91,-11.30%,-7.76%,41.58%,"

","3,994,322",-2.13%,ZIM
ZoomInfo Technologies Inc.,Technology,Software - Application,USA,NASD,-,61.20,0.20,22.50%,384.83M,4.89%,4.49B,11.16,1.08,-0.04%,289.77M,-2.91%,77.90M,6.37,0.24,73.25%,8.02%,-21.18%,1.25B,3.60,0.17%,-3.85%,3.85,-21.59%,5.33,2.25,6.48%,1.12%,23.24M,-58.39%,1.18,10.21,9.61%,3.60%,11.35,30.16,-34.99%,-,11.05,-,2.33%,-60.14%,1.05,-,1.11,56.47%,84.18%,5.90%,0.52,-,1.11,-21.95%,19.75%,47.03,3.17%,4.35%,3516,0.68,7.93%,6.24%,2.28,17.24,Yes / Yes,0.67,-63.85%,0.00%,1.05,11.96,0.43%,10.92%,3.13%,May 07 AMC,6.04M,12.02,-0.87%,-5.10%,-20.58%,"

","6,359,101",0.50%,ZI
Ermenegildo Zegna N.V.,Consumer Cyclical,Apparel Manufacturing,Italy,NYSE,-,21.70,0.52,76.35%,250.31M,4.44%,2.83B,17.10,0.66,0.00%,59.20M,-3.00%,131.40M,2.07,-,17.11%,4.97%,2.54%,2.06B,1.37,1.93%,-22.00%,6.96,8.13%,3.71,3.05,23.45%,4.65%,2.94M,-21.47%,1.68,6.71,10.50%,15.90%,10.12,16.36,-2.33%,0.16 (1.45%),11.98,-,8.35%,-30.93%,0.60,0.13 (1.15%),0.76,11.31%,55.00%,11.66%,0.32,"Jul 05, 2024",1.27,139.88%,11.77%,44.17,3.06%,2.42%,7201,1.19,31.13%,6.38%,2.43,14.03,Yes / Yes,0.70,-54950.00%,24.23%,0.55,10.95,-0.06%,55.05%,-,Apr 05 BMO,422.39K,11.30,-1.71%,-6.61%,-8.29%,"

","232,125",3.20%,ZGN
