Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,50.39,0.79,16.26%,172.26M,1.85%,6.74B,29.59,1.34,-9.34%,142.12M,10.18%,137.70M,3.17,0.28,92.50%,5.49%,24.58%,1.55B,4.34,27.71%,10.10%,4.95,30.43%,9.34,4.25,8.38%,4.94%,7.81M,32.88%,1.11,35.88,15.89%,8.52%,27.55,40.64,35.09%,0.27 (0.67%),24.97,18.47%,6.47%,-2.24%,1.16,0.33 (0.83%),1.71,0.20%,41.40%,44.21%,0.80,"Nov 20, 2024",2.70,28.10%,16.27%,62.89,1.55%,2.11%,2400,0.35,2.55%,8.87%,2.25,38.71,Yes / Yes,0.34,6.98%,45.61%,0.59,40.25,0.95%,5.82%,2.91%,Oct 29 AMC,1.58M,39.73,2.45%,7.08%,20.99%,"

","927,147",-1.29%,ZWS
Zuora Inc,Technology,Software - Infrastructure,USA,NYSE,RUT,-,-0.33,7.50%,153.54M,0.20%,1.53B,17.44,0.57,-8.60%,142.03M,0.61%,-47.27M,-,0.11,72.23%,2.68%,15.99%,445.68M,3.42,70.45%,-2.83%,1.31,2.26%,1.27,7.84,1.33%,-6.17%,3.81M,21.07%,3.54,2.81,15.00%,-31.02%,7.70,10.85,5.74%,-,-,9.40%,-7.99%,-8.39%,1.67,-,2.71,12.97%,68.16%,29.09%,0.07,-,2.71,60.38%,-6.31%,68.11,0.50%,0.38%,1618,2.12,7.33%,-10.61%,3.00,10.00,Yes / Yes,2.08,70.33%,-,1.46,9.90,2.46%,98.33%,6.80%,Aug 21 AMC,2.91M,9.94,0.36%,5.63%,7.84%,"

","4,230,062",0.40%,ZUO
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,33.03,5.32,0.08%,458.37M,0.08%,79.27B,27.53,6.38,-0.95%,450.80M,-3.86%,2.43B,3.56,1.37,94.83%,0.96%,-3.94%,9.15B,8.66,10.67%,-1.52%,2.02,2.87%,11.59,15.16,8.41%,17.07%,4.32M,-1.73%,3.80,46.25,9.29%,47.13%,144.80,201.92,-10.98%,1.70 (0.97%),34.35,11.57%,20.27%,-12.99%,0.90,1.73 (0.98%),2.27,8.05%,68.49%,21.34%,3.91,"Oct 31, 2024",3.69,8.09%,36.45%,43.31,1.71%,2.32%,14100,1.29,9.33%,26.55%,1.45,222.92,Yes / Yes,1.29,16.43%,30.71%,1.19,178.71,4.34%,8.49%,11.02%,Nov 04 BMO,2.14M,175.70,-0.40%,-4.97%,-1.31%,"

","2,539,471",-1.68%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,13.15,1.43,0.86%,606.77M,-10.69%,11.24B,10.14,1.85,0.00%,592.88M,-23.31%,1.20B,1.01,0.45,28.52%,3.48%,-9.62%,5.83B,1.93,11.46%,-11.61%,6.86,-21.87%,10.74,1.75,13.73%,9.47%,20.63M,-15.82%,5.47,3.44,13.00%,14.45%,15.90,27.50,-11.70%,0.66 (3.52%),-,13.37%,13.77%,-31.67%,-0.12,0.97 (5.16%),0.94,15.78%,31.29%,18.21%,0.70,"Sep 10, 2024",0.96,-2.64%,24.78%,21.78,3.38%,2.64%,23554,0.30,8.68%,20.51%,1.26,27.37,Yes / Yes,0.01,3.34%,40.76%,1.52,18.99,1.13%,0.45%,17.70%,Nov 19 AMC,3.01M,18.79,-11.81%,-19.48%,-12.78%,"

","4,582,237",-1.05%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.39,38.31%,152.49M,2.91%,32.27B,60.06,3.50,-0.14%,94.07M,12.46%,-57.71M,-,0.63,49.08%,4.59%,8.42%,2.17B,14.88,-10.49%,4.11%,2.37,27.94%,8.36,25.17,22.62%,-1.39%,4.32M,9.58%,15.71,13.39,18.50%,-5.77%,153.45,259.61,-5.08%,-,55.16,-10.72%,-4.38%,-18.99%,0.82,-,1.04,48.57%,77.87%,37.05%,6.27,-,1.04,72.20%,-5.71%,65.21,3.19%,3.07%,7348,0.97,34.07%,-2.66%,1.73,218.58,Yes / Yes,0.04,53.13%,-,0.70,210.42,4.48%,24.95%,30.30%,Dec 02 AMC,1.82M,210.30,5.60%,11.82%,11.74%,"

","1,271,854",-0.06%,ZS
Zentalis Pharmaceuticals Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-2.53,13.59%,70.77M,16.39%,248.00M,-,-2.93,-0.11%,61.58M,22.97%,-179.28M,-,-0.56,89.80%,11.45%,13.73%,40.56M,6.11,45.10%,-7.35%,3.43,-70.05%,4.98,0.70,-19.28%,-34.60%,7.05M,-66.63%,5.49,0.63,-,-42.89%,2.66,18.07,-77.03%,-,-,-50.05%,-45.41%,-80.74%,1.81,-,7.29,-20.00%,96.77%,30.83%,0.34,-,7.29,45.45%,-515.94%,52.22,8.97%,11.50%,168,0.12,-,-442.02%,1.89,10.50,Yes / Yes,0.11,28.19%,-,0.26,3.50,-,-47.48%,-,Aug 09 BMO,2.06M,3.48,0.13%,2.32%,-54.27%,"

","535,657",-0.57%,ZNTL
Zoom Video Communications Inc,Technology,Software - Application,USA,NASD,-,27.83,3.00,15.03%,307.79M,7.28%,25.67B,15.61,5.34,-1.38%,261.53M,12.95%,941.21M,4.64,1.30,57.39%,3.48%,17.99%,4.63B,5.55,4.01%,-1.47%,2.87,35.94%,27.68,3.01,-1.38%,9.41%,9.09M,27.25%,25.02,3.33,6.00%,11.70%,55.06,92.80,15.99%,-,14.88,-,10.80%,-10.12%,-0.02,-,4.45,95.81%,74.54%,51.49%,2.92,-,4.50,508.08%,17.80%,58.16,4.15%,2.92%,7420,0.00,2.87%,20.34%,2.49,89.48,Yes / Yes,0.00,45.05%,0.00%,4.06,89.03,1.23%,5.67%,3.59%,Nov 25 AMC,3.16M,83.41,3.26%,12.47%,27.50%,"

","12,851,262",-6.31%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-2.78,0.24%,108.14M,5.35%,2.98B,-,-1.78,-20.95%,107.88M,-15.33%,-270.85M,-,-0.70,43.88%,4.32%,46.86%,355.75M,8.37,20.64%,-8.93%,4.82,53.40%,6.78,4.06,35.31%,-26.70%,4.66M,-1.99%,6.62,4.16,-,-34.98%,13.48,36.60,0.80%,-,-,-16.93%,-40.20%,-24.73%,0.99,-,2.87,2095.12%,63.17%,104.38%,1.75,-,3.01,10.91%,-95.07%,49.18,5.20%,5.17%,2175,0.19,35.01%,-76.13%,1.33,50.19,Yes / Yes,0.01,40.53%,-,0.81,28.09,0.02%,94.89%,47.72%,Nov 12 BMO,967.68K,27.55,-4.03%,2.49%,35.26%,"

","783,070",-1.92%,ZLAB
ZKH Group Ltd ADR,Consumer Cyclical,Internet Retail,China,NYSE,-,-,-0.26,8.87%,127.44M,-10.65%,441.42M,17.96,0.19,0.00%,116.94M,-7.53%,-41.45M,-,0.02,17.12%,0.03%,14.67%,1.23B,0.36,27.92%,-0.32%,0.51,-60.82%,2.72,1.27,405.88%,-3.21%,0.04M,-,2.29,1.50,-,-7.35%,2.62,21.91,-78.91%,-,-,-,-9.02%,-84.30%,-,-,1.62,26.18%,17.54%,31.30%,0.25,-,1.81,72.88%,-3.55%,37.39,7.68%,6.37%,3476,0.23,1.40%,-3.38%,1.00,4.41,No / Yes,0.05,59.85%,-,0.91,3.60,-,50.00%,1.80%,Nov 22 BMO,76.14K,3.44,-9.35%,-4.91%,-58.08%,"

","68,973",-4.44%,ZKH
ZipRecruiter Inc,Industrials,Staffing & Employment Services,USA,NYSE,RUT,283.17,0.03,36.39%,76.17M,0.11%,854.89M,-,-0.18,-0.48%,62.15M,-4.68%,3.57M,-,-0.11,53.61%,6.20%,-5.51%,498.90M,1.71,-129.44%,0.36%,8.40,-13.45%,0.14,62.90,-35.01%,0.55%,3.86M,-32.59%,5.09,1.72,-,430.38%,7.21,15.35,-37.05%,-,12.74,-,0.63%,-43.00%,1.18,-,7.35,17.01%,89.13%,21.36%,0.48,-,7.35,-94.10%,5.24%,41.52,5.01%,5.18%,1000,40.75,-30.73%,0.72%,2.62,10.40,Yes / Yes,40.47,-111.35%,0.00%,1.30,9.30,4.27%,70.54%,-24.77%,Nov 06 AMC,459.21K,8.75,-8.16%,-8.22%,-12.63%,"

","594,806",-5.91%,ZIP
