Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker
Zymeworks BC Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-0.85,3.74%,75.14M,-1.77%,1.75B,37.64,0.62,-6.25%,72.59M,-13.44%,1.52B,0.70,-0.47,100.00%,4.96%,31.06%,-63.43M,13.04,40.00%,-2.51%,2.93,72.73%,134.48M,5.50,163.55%,-14.34%,3.60M,-11.70%,4.23,6.96,53.59%,-18.46%,28.49 -18.39%,59.36%,3.34,-,26.71% 15.81%,-18.90%,9.03 157.48%,132.50%,-,-,41.95% 20.90%,90.49%,3.06%,4.64%,-54.83%,-,11.30,43.93%,-52.51%,1.09,-,-,6.94,116.21%,-47.16%,42.48,1.00,- -,6.94,34.02%,-4.40%,1.24,35.62,-,0.06,72.59%,-6.57%,0.38,22.91,286,0.05,Nov 06 AMC,37.54%,1.23M,23.25,"Apr 28, 2017",Yes / Yes,11.77% -7.69%,"

","472,353",1.48%,ZYME
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,41.70,1.12,11.52%,167.47M,1.30%,7.84B,28.26,1.66,-1.75%,148.06M,-2.29%,8.13B,2.31,0.34,94.05%,3.21%,1.06%,192.30M,4.72,17.55%,1.87%,5.52,21.94%,1.66B,4.93,10.19%,6.93%,4.76M,0.77%,9.50,30.14,12.23%,11.76%,50.03 -6.36%,20.78%,1.55,27.17,32.18% -7.41%,9.03%,27.74 68.89%,125.13%,0.37 (0.80%),22.28,19.81% -5.41%,41.36%,2.05%,2.05%,122.49%,0.38 (0.81%),4.90,42.07%,16.69%,0.99,531.49%,"Nov 20, 2025",1.83,6.88%,11.59%,49.86,2.27,3.23% 0.62%,2.78,44.39%,0.29%,1.10,51.22,35.98%,0.35,11.07%,-0.06%,0.65,47.07,2500,0.34,Feb 03 AMC,10.52%,862.37K,46.85,"Mar 29, 2012",Yes / Yes,8.64% 2.88%,"

","558,800",-0.47%,ZWS
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,21.06,5.93,0.18%,441.46M,1.40%,55.07B,18.33,6.82,0.00%,439.89M,-0.42%,60.26B,2.35,1.40,99.15%,3.12%,-14.38%,2.65B,5.86,7.09%,-0.16%,2.62,-17.11%,9.40B,10.22,7.51%,17.96%,13.74M,-0.68%,12.23,26.42,7.80%,49.87%,177.40 -29.56%,-25.89%,4.73,24.58,8.55% 11.91%,20.92%,115.25 8.43%,-23.72%,1.99 (1.60%),14.97,5.98% 8.14%,70.29%,2.06%,2.15%,-23.51%,2.03 (1.62%),6.41,11.51%,37.63%,2.80,189.33%,"Jan 20, 2026",2.28,2.68%,28.21%,50.17,1.73,18.93% 21.14%,3.64,8.17%,-0.58%,0.96,155.60,32.86%,1.35,0.50%,1.32%,0.68,123.92,13800,1.35,Feb 12 BMO,-13.54%,5.25M,124.96,"Feb 01, 2013",Yes / Yes,4.88% -0.41%,"

","3,587,280",0.84%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,14.53,1.49,0.00%,591.63M,-2.12%,12.63B,11.92,1.82,-,582.69M,1.93%,10.91B,1.26,0.45,11.59%,2.68%,12.86%,1.23B,1.92,5.75%,-2.15%,8.80,8.78%,6.59B,1.90,11.83%,9.42%,15.63M,3.78%,11.39,3.55,9.42%,13.83%,22.69 -4.47%,16.06%,6.10,-,18.24% 8.45%,13.37%,16.34 32.68%,-22.69%,0.68 (3.13%),6.07,9.28% 13.97%,26.00%,1.86%,1.66%,-28.00%,0.65 (3.00%),1.66,3.12%,20.42%,0.45,-,"Sep 30, 2025",1.34,12.90%,18.61%,50.63,1.45,- -,1.38,7.47%,-0.58%,-0.17,23.81,45.76%,0.19,11.30%,3.05%,0.98,21.60,24471,0.01,Nov 19 AMC,12.36%,1.78M,21.68,"Oct 27, 2016",Yes / Yes,23.62% 0.50%,"

","1,743,293",0.37%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.26,35.68%,159.47M,6.47%,35.03B,49.07,4.48,-0.14%,102.57M,-4.32%,33.54B,2.66,0.89,52.37%,6.85%,-31.99%,-41.04M,12.36,16.26%,-1.50%,3.99,-24.00%,2.83B,17.67,17.40%,-0.73%,7.03M,-2.33%,12.43,10.55,18.48%,-2.41%,336.99 -34.81%,13.54%,20.83,41.34,54.06% 21.31%,-1.10%,164.78 33.31%,87.56%,-,1721.08,34.81% 44.03%,76.55%,2.83%,2.86%,2.29%,-,11.84,-8.83%,-4.14%,7.27,-,-,1.74,23.24%,-1.45%,45.99,1.48,- -,1.74,7.34%,0.92%,1.02,318.49,-,0.93,25.50%,-8.22%,1.94,214.55,7923,0.89,Nov 25 AMC,-18.80%,1.76M,219.67,"Mar 16, 2018",Yes / Yes,12.10% 1.92%,"

","3,413,881",2.39%,ZS
Zoom Communications Inc,Technology,Software - Application,USA,NASD,-,18.35,5.15,10.52%,266.35M,16.13%,27.96B,15.57,6.07,-2.45%,264.96M,7.57%,20.06B,3.44,1.49,69.54%,2.53%,12.06%,1.59B,5.82,7.74%,3.32%,2.29,25.27%,4.81B,3.02,1.63%,14.44%,6.70M,9.44%,31.27,3.52,4.53%,17.74%,95.83 -1.45%,17.80%,26.87,13.97,-10.66% 106.45%,17.11%,64.41 46.62%,35.88%,-,15.38,4.40% 49.60%,76.89%,4.73%,3.09%,-75.33%,-,4.17,72.42%,22.86%,2.92,-,-,4.36,3.85%,33.17%,67.65,2.15,- -,4.36,204.90%,10.46%,0.90,97.00,0.00%,0.01,4.44%,10.25%,1.94,95.46,7412,0.00,Nov 24 AMC,17.11%,2.93M,94.44,"Apr 18, 2019",Yes / Yes,5.65% 1.25%,"

","5,671,618",-1.07%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-1.95,2.12%,110.59M,-9.84%,1.90B,-,-1.57,-9.17%,108.86M,-8.23%,1.30B,-,-0.35,28.51%,3.90%,-35.22%,-206.71M,4.29,37.03%,-4.15%,4.78,-55.93%,441.78M,2.48,4.30%,-19.28%,4.25M,-3.34%,6.87,2.32,-,-28.96%,44.34 -61.55%,-35.10%,7.35,-,30.02% -3.16%,-26.82%,16.82 1.37%,-62.55%,-,-,40.31% 98.33%,61.31%,3.42%,3.22%,-91.11%,-,2.94,30.16%,-51.59%,0.75,-,-,2.68,23.73%,-46.79%,35.87,1.55,- -,2.87,23.67%,-6.84%,0.88,39.93,-,0.29,12.75%,-9.40%,1.12,17.64,1869,0.01,Nov 06 BMO,-41.49%,889.67K,17.05,"Sep 20, 2017",Yes / Yes,-14.23% -18.07%,"

","999,248",-3.34%,ZLAB
Zions Bancorporation N.A,Financial,Banks - Regional,USA,NASD,-,9.84,6.01,1.46%,147.65M,0.07%,8.73B,9.02,6.55,-0.11%,145.49M,-0.71%,-,2.16,1.41,81.14%,4.43%,11.32%,887.00M,1.77,3.59%,1.91%,4.10,6.81%,4.94B,1.23,5.27%,1.00%,6.44M,1.01%,48.18,-,4.17%,13.39%,62.26 -5.03%,0.84%,-,8.50,1.25% 14.72%,10.25%,39.32 50.38%,14.86%,1.82 (3.07%),-,14.19% 10.90%,-,2.67%,2.21%,22.42%,1.76 (2.98%),-,21.59%,23.77%,1.40,169.51%,"Nov 13, 2025",-,-1.00%,17.94%,50.44,2.69,3.66% 5.29%,0.15,30.96%,-0.85%,0.84,66.18,29.28%,0.64,-0.08%,3.51%,0.96,59.18,9195,0.21,Jan 20 AMC,10.98%,1.57M,59.13,"Mar 17, 1980",Yes / Yes,11.82% 3.04%,"

","1,515,558",-0.08%,ZION
Zim Integrated Shipping Services Ltd,Industrials,Marine Shipping,Israel,NYSE,-,2.73,8.32,1.17%,120.46M,5.53%,2.74B,-,-2.57,0.00%,119.05M,7.83%,6.45B,-,-0.32,44.09%,15.54%,65.60%,1.00B,0.36,-82.23%,-8.19%,3.86,37.28%,7.59B,0.68,-181.01%,9.16%,18.50M,7.02%,33.34,1.40,-,25.25%,24.47 -7.13%,34.68%,16.19,1.13,-23.79% -,11.79%,11.03 105.89%,28.37%,1.24 (5.48%),2.33,-7.73% 20.63%,23.74%,4.16%,4.70%,-,4.28 (18.84%),0.85,-30.30%,19.63%,1.04,-,"Dec 01, 2025",1.22,1.63%,13.21%,58.34,3.83,16.67% -,1.30,-89.07%,2.97%,1.63,16.68,22.25%,1.41,-35.73%,12.04%,0.63,22.96,6700,1.12,Nov 20 BMO,37.53%,4.80M,22.72,"Jan 28, 2021",Yes / Yes,33.09% 2.34%,"

","3,025,296",-1.05%,ZIM
Ermenegildo Zegna N.V,Consumer Cyclical,Apparel Manufacturing,Italy,NYSE,RUT,22.88,0.41,75.38%,254.09M,-3.03%,3.79B,19.24,0.48,0.00%,62.55M,-11.38%,4.82B,0.97,-,24.22%,5.38%,-11.21%,103.34M,1.82,20.53%,0.98%,5.81,2.43%,2.08B,2.27,10.67%,3.34%,3.36M,-9.56%,4.09,14.08,19.77%,10.58%,11.07 -16.30%,2.66%,0.66,20.50,- -,5.45%,6.05 53.22%,-17.38%,0.14 (1.54%),10.80,11.29% -,55.55%,4.16%,3.52%,-11.38%,0.14 (1.53%),2.31,-5.94%,8.97%,0.40,-,"Jul 07, 2025",0.79,-1.88%,4.97%,34.53,2.00,15.87% -,1.42,-54950.00%,-9.77%,0.75,11.63,42.68%,1.17,-,-10.22%,1.08,9.59,7395,0.82,Sep 05 BMO,0.95%,579.29K,9.27,"Dec 20, 2021",Yes / Yes,73.56% 1.72%,"

","626,589",-3.34%,ZGN
