Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,32.67,0.92,11.47%,170.31M,2.98%,5.07B,20.47,1.47,-58.46%,149.44M,-11.61%,160.20M,4.53,0.29,90.80%,3.25%,-20.52%,1.57B,3.24,3.52%,-2.17%,4.42,-18.00%,9.32,3.23,10.85%,5.98%,4.86M,-5.23%,1.17,25.63,7.21%,9.96%,27.74,41.15,-19.41%,0.37 (1.24%),18.67,-7.41%,7.54%,-26.95%,1.07,0.34 (1.13%),1.81,0.51%,41.36%,8.36%,1.14,"Feb 20, 2025",2.91,44.23%,16.48%,39.06,2.50%,3.60%,2500,0.35,2.35%,10.23%,2.25,36.71,Yes / Yes,0.34,166.58%,35.98%,1.04,29.60,1.11%,14.78%,3.90%,Apr 22 AMC,1.10M,30.06,-4.29%,-10.42%,-13.99%,"

","1,139,933",1.55%,ZWS
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,27.20,5.47,0.10%,448.47M,1.14%,66.32B,21.95,6.77,-1.27%,445.61M,-9.21%,2.49B,3.35,1.42,95.87%,1.55%,-12.22%,9.26B,7.16,2.87%,-0.27%,2.22,-22.72%,10.64,13.98,11.23%,17.43%,6.90M,-2.84%,4.45,33.37,8.11%,50.91%,139.70,200.33,-8.75%,1.96 (1.32%),28.86,11.91%,24.46%,-25.79%,0.96,1.80 (1.21%),1.08,8.22%,69.10%,6.42%,5.49,"Apr 21, 2025",1.75,7.70%,36.65%,40.11,2.74%,3.53%,13800,1.42,8.33%,26.86%,1.50,205.00,Yes / Yes,1.13,12.87%,32.86%,1.36,146.76,0.86%,2.77%,4.70%,May 06 BMO,3.11M,148.67,-4.66%,-8.11%,-15.09%,"

","4,239,783",1.30%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,12.72,1.48,0.86%,598.37M,6.51%,11.14B,9.80,1.92,0.00%,581.54M,-13.56%,1.22B,0.92,0.42,25.40%,2.62%,0.00%,6.15B,1.81,15.45%,-5.25%,5.23,-24.06%,14.21,1.32,13.46%,9.75%,15.23M,-2.84%,5.17,3.64,13.89%,14.46%,16.34,27.50,-3.79%,0.73 (3.86%),-,8.45%,14.32%,-31.60%,-0.11,0.70 (3.72%),1.04,14.25%,30.97%,15.12%,0.77,"Apr 10, 2025",1.07,-0.16%,24.90%,47.85,3.49%,3.55%,24471,0.28,12.67%,19.90%,1.31,25.82,Yes / Yes,0.01,13.66%,45.76%,0.36,18.76,10.92%,-11.92%,21.51%,Apr 17 BMO,2.91M,18.81,-0.92%,-3.97%,-8.70%,"

","1,035,245",0.27%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.10,37.92%,154.72M,2.93%,31.11B,56.38,3.57,-0.41%,96.06M,-1.40%,-15.53M,-,0.76,49.94%,7.26%,7.22%,2.42B,12.85,-3.38%,3.06%,3.23,3.04%,10.39,19.36,15.72%,-0.35%,6.98M,15.36%,18.62,10.80,10.28%,-1.21%,153.45,217.84,11.46%,-,44.78,-10.72%,-0.94%,-7.69%,1.12,-,1.15,48.57%,77.68%,31.05%,10.22,-,1.15,89.39%,-4.09%,51.58,3.22%,5.10%,7348,0.77,27.77%,-0.64%,1.67,238.10,Yes / Yes,0.03,73.68%,-,0.83,202.87,2.13%,13.49%,23.41%,Mar 05 AMC,2.16M,201.09,0.72%,-0.01%,4.82%,"

","1,785,038",-0.88%,ZS
Zoom Communications Inc,Technology,Software - Application,USA,NASD,-,22.32,3.20,14.62%,263.11M,2.70%,21.82B,12.93,5.53,-2.68%,260.60M,-6.25%,1.01B,18.30,1.31,62.14%,2.41%,-10.01%,4.67B,4.68,-2.56%,6.96%,2.33,4.49%,29.22,2.45,2.40%,9.66%,6.29M,20.60%,25.57,2.80,1.22%,11.92%,55.06,92.80,-12.40%,-,12.06,106.45%,11.26%,-22.96%,0.79,-,4.46,78.74%,75.94%,29.84%,2.85,-,4.46,55.96%,19.00%,44.99,2.64%,3.59%,7412,0.01,3.05%,21.65%,2.32,89.64,Yes / Yes,0.00,21.68%,0.00%,0.53,71.20,0.80%,8.10%,3.29%,Feb 24 AMC,2.70M,71.49,-2.08%,-6.32%,-2.60%,"

","1,434,602",0.41%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-2.60,0.94%,109.64M,18.59%,3.16B,137.98,0.21,-15.90%,108.60M,-24.13%,-257.10M,-,-0.46,50.91%,6.74%,13.63%,398.99M,7.93,43.28%,12.12%,6.24,16.34%,7.80,3.70,114.17%,-23.14%,7.32M,100.00%,8.02,3.59,-,-31.41%,13.48,39.77,10.12%,-,-,-3.18%,-30.08%,-27.48%,1.09,-,3.38,118.89%,62.94%,113.95%,2.70,-,3.51,24.92%,-70.71%,42.31,5.66%,7.20%,1869,0.18,49.59%,-64.44%,1.29,53.69,Yes / Yes,0.02,18.42%,-,0.66,28.93,-0.24%,-22.87%,65.68%,Feb 27 BMO,1.17M,28.84,-11.03%,-12.42%,10.64%,"

","778,491",-0.33%,ZLAB
ZEEKR Intelligent Technology Holding Ltd. ADR,Consumer Cyclical,Auto Manufacturers,China,NYSE,-,-,-3.61,-,253.10M,-7.32%,4.80B,14.53,1.31,-,-,-32.79%,-891.82M,-,1.08,4.20%,-,-25.54%,10.55B,0.46,75.17%,72.42%,1.75,-13.33%,-6.35,-,240.69%,-21.49%,1.23M,-,4.85,3.91,-,-,13.00,33.32,-33.12%,-,-,-,-,-43.03%,-,-,0.48,146.49%,16.40%,46.00%,1.77,-,0.62,25.35%,-9.12%,32.25,6.39%,7.23%,17439,-,45.22%,-8.46%,1.00,39.30,Yes / Yes,-,67.77%,-,0.56,19.08,-0.44%,-71.34%,40.01%,Mar 20 BMO,703.81K,18.98,-15.78%,-24.81%,-16.82%,"

","391,664",-0.52%,ZK
Zions Bancorporation N.A,Financial,Banks - Regional,USA,NASD,-,8.93,4.96,1.60%,147.87M,4.26%,6.53B,7.75,5.71,-2.22%,145.20M,-10.26%,730.00M,1.25,1.19,78.59%,3.30%,-22.70%,4.99B,1.31,6.87%,2.86%,2.59,-12.32%,40.97,1.08,7.95%,0.88%,4.80M,12.10%,-,-,7.17%,13.15%,39.05,63.22,-18.38%,1.73 (3.91%),6.73,3.54%,9.98%,-29.96%,0.89,1.68 (3.79%),-,10.13%,-,13.39%,2.50,"Feb 13, 2025",0.35,13.79%,20.26%,42.94,3.56%,5.33%,9406,0.82,7.91%,14.62%,2.87,58.89,Yes / Yes,0.19,72.54%,33.52%,0.97,43.36,4.18%,6.00%,4.59%,Apr 21 AMC,1.85M,44.28,-4.37%,-11.43%,-14.01%,"

","1,796,599",2.12%,ZION
Zim Integrated Shipping Services Ltd,Industrials,Marine Shipping,Israel,NYSE,-,0.77,17.83,1.07%,120.42M,9.44%,1.66B,-,-1.62,0.00%,119.17M,-26.96%,2.15B,-,1.88,52.73%,14.59%,-17.03%,8.43B,0.20,-92.23%,13.63%,2.62,-30.81%,33.52,0.41,-216.75%,21.76%,17.39M,42.37%,17.56,0.79,-,66.17%,9.38,29.00,-35.77%,0.69 (5.02%),0.54,-,24.69%,-52.45%,1.74,7.14 (51.78%),1.17,42.24%,32.89%,47.04%,1.20,"Mar 24, 2025",1.25,179.57%,29.52%,42.49,5.40%,7.55%,6700,1.49,63.25%,25.48%,4.00,15.40,Yes / Yes,1.15,477.65%,22.25%,0.46,13.48,6.89%,33.49%,79.84%,Mar 12 BMO,6.63M,13.79,-3.86%,-21.68%,-28.33%,"

","3,033,705",2.30%,ZIM
ZoomInfo Technologies Inc,Technology,Software - Application,USA,NASD,-,95.58,0.08,12.49%,342.03M,2.17%,2.71B,8.12,0.99,-0.10%,296.14M,-26.04%,29.10M,29.78,0.22,87.46%,5.09%,-21.32%,1.21B,2.23,-0.34%,4.83%,2.15,-21.16%,4.95,1.62,3.16%,0.44%,15.09M,-47.48%,0.41,19.38,3.21%,1.53%,7.01,16.98,-23.79%,-,8.96,-,0.95%,-52.83%,1.07,-,0.69,35.41%,82.59%,14.27%,0.60,-,0.69,-68.59%,10.89%,35.90,4.77%,7.13%,3508,0.82,-2.03%,2.40%,2.96,11.16,Yes / Yes,0.81,398.60%,0.00%,0.55,7.99,3.84%,14.79%,-2.31%,Feb 25 AMC,7.03M,8.01,-12.23%,-20.48%,-22.92%,"

","3,872,284",0.25%,ZI
