Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker
Zymeworks BC Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-0.85,3.30%,75.14M,0.44%,1.89B,84.44,0.30,0.00%,72.92M,31.52%,1.66B,-,-0.50,99.42%,11.71%,77.51%,-63.43M,14.07,38.44%,-1.89%,7.69,107.78%,134.48M,5.94,129.81%,-14.34%,8.54M,71.45%,4.23,7.51,59.59%,-18.46%,28.49 -11.90%,74.06%,3.34,-,26.71% 15.81%,-18.90%,9.03 177.96%,220.15%,-,-,41.95% 20.90%,90.49%,6.26%,6.30%,-47.45%,-,12.34,43.93%,-52.51%,1.47,-,-,6.94,116.21%,-47.16%,63.96,1.17,- -,6.94,34.02%,14.52%,1.30,34.73,-,0.06,72.59%,29.52%,1.08,26.03,286,0.05,Nov 06 AMC,72.46%,1.11M,25.10,"Apr 28, 2017",Yes / Yes,11.77% -7.69%,"

","1,195,840",-3.57%,ZYME
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,42.56,1.12,11.56%,167.47M,1.12%,8.00B,29.01,1.65,-1.75%,148.00M,1.51%,8.30B,3.50,0.34,93.87%,3.73%,7.05%,192.30M,4.82,17.49%,1.54%,6.09,31.23%,1.66B,5.03,9.60%,6.93%,5.53M,28.20%,9.50,30.77,12.16%,11.76%,50.03 -4.42%,20.51%,1.55,27.73,32.18% -7.41%,9.03%,27.74 72.39%,92.28%,0.37 (0.78%),22.72,19.81% -5.41%,41.36%,2.17%,2.41%,140.93%,0.38 (0.79%),5.00,42.07%,16.69%,1.16,372.94%,"Nov 20, 2025",1.83,6.88%,11.59%,57.00,2.25,3.23% 0.62%,2.78,44.39%,1.75%,1.11,50.29,35.98%,0.35,11.07%,2.23%,0.92,47.74,2500,0.34,Oct 28 AMC,19.81%,907.67K,47.82,"Mar 29, 2012",Yes / Yes,8.64% 2.88%,"

","838,247",0.17%,ZWS
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,20.97,5.93,0.18%,441.46M,1.28%,54.84B,18.24,6.82,-0.08%,439.89M,-13.64%,60.03B,2.65,1.41,96.72%,1.88%,-18.36%,2.65B,5.84,7.09%,-1.75%,2.26,-26.93%,9.40B,10.18,7.61%,17.96%,8.25M,-23.62%,12.23,26.31,7.91%,49.87%,181.85 -31.57%,-29.59%,4.73,24.48,8.55% 11.91%,20.92%,115.25 7.97%,-17.10%,1.99 (1.60%),14.91,5.98% 8.14%,70.29%,2.43%,2.61%,-22.74%,2.00 (1.61%),6.39,11.51%,37.63%,3.40,164.99%,"Oct 31, 2025",2.28,2.68%,28.21%,42.70,1.57,18.93% 21.14%,3.64,8.17%,2.08%,0.97,171.31,32.86%,1.35,0.50%,-8.06%,1.82,127.25,13800,1.35,Nov 04 BMO,-17.97%,3.66M,124.44,"Feb 01, 2013",Yes / Yes,4.88% -0.41%,"

","6,670,029",-2.21%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,13.76,1.49,0.00%,591.63M,4.47%,12.16B,11.58,1.78,-,591.63M,10.54%,10.43B,1.51,0.44,11.46%,3.09%,14.04%,1.23B,1.84,4.74%,-5.82%,11.63,20.18%,6.59B,1.80,12.05%,9.43%,18.26M,5.12%,11.39,3.42,9.10%,13.84%,22.01 -6.63%,6.98%,6.01,-,18.24% 8.45%,13.38%,16.34 25.76%,-9.45%,0.66 (3.23%),5.80,9.28% 13.97%,26.00%,2.28%,2.09%,-28.75%,0.65 (3.16%),1.58,3.22%,20.42%,0.45,-,"Sep 30, 2025",1.34,13.00%,18.61%,67.47,1.57,- -,1.38,7.47%,5.73%,-0.20,23.46,45.76%,0.19,11.30%,7.14%,0.93,20.80,24471,0.01,Nov 19 AMC,8.30%,1.57M,20.55,"Oct 27, 2016",Yes / Yes,23.62% 0.50%,"

","1,452,553",-1.20%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.26,36.06%,159.47M,-13.79%,38.54B,54.14,4.46,-0.53%,101.97M,-27.02%,37.05B,-,0.89,52.48%,5.43%,-10.68%,-41.04M,13.60,16.03%,-1.71%,3.17,-18.08%,2.83B,19.44,17.30%,-0.73%,5.54M,33.96%,12.43,11.60,18.37%,-2.41%,336.99 -28.28%,17.92%,20.83,45.48,54.06% 21.31%,-1.10%,164.78 46.67%,74.18%,-,1901.17,34.81% 44.03%,76.55%,3.96%,3.70%,71.17%,-,13.08,-8.83%,-4.14%,11.86,-,-,1.74,23.24%,-1.45%,25.34,1.57,- -,1.74,7.34%,-17.64%,1.01,328.81,-,0.93,25.50%,-20.10%,1.84,243.28,7923,0.89,Nov 25 AMC,-9.01%,1.74M,241.68,"Mar 16, 2018",Yes / Yes,12.10% 1.92%,"

","3,201,905",-0.66%,ZS
Zoom Communications Inc,Technology,Software - Application,USA,NASD,-,16.43,5.15,10.57%,266.35M,7.58%,25.05B,13.96,6.06,-1.97%,264.93M,-3.06%,17.14B,3.79,1.49,68.67%,2.57%,1.28%,1.59B,5.21,7.73%,4.41%,2.28,4.42%,4.81B,2.70,1.52%,14.44%,6.81M,3.61%,31.27,3.15,4.33%,17.74%,91.04 -7.12%,-0.94%,26.85,12.51,-10.66% 106.45%,17.11%,64.41 31.28%,12.15%,-,13.14,4.40% 49.60%,76.89%,4.59%,3.06%,-80.22%,-,3.57,72.42%,22.86%,2.77,-,-,4.36,3.85%,33.17%,54.89,2.26,- -,4.36,204.90%,2.08%,0.87,94.56,0.00%,0.01,4.44%,2.41%,1.22,84.94,7412,0.00,Nov 24 AMC,7.66%,2.99M,84.56,"Apr 18, 2019",Yes / Yes,5.65% 1.25%,"

","3,643,323",-0.45%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-1.95,2.12%,110.59M,-2.06%,2.17B,-,-1.38,-10.89%,108.86M,-25.30%,1.57B,-,-0.29,30.62%,4.23%,-37.64%,-206.71M,4.91,40.80%,0.20%,5.48,-37.30%,441.78M,2.84,10.65%,-19.28%,4.60M,-25.47%,6.87,2.66,-,-28.96%,44.34 -55.98%,-30.61%,7.35,-,30.02% -3.16%,-26.82%,19.51 0.05%,-38.46%,-,-,40.31% 98.33%,61.31%,2.14%,3.34%,-81.66%,-,3.56,30.16%,-51.59%,0.83,-,-,2.68,23.73%,-46.79%,21.89,1.55,- -,2.87,23.67%,-8.51%,0.82,43.56,-,0.29,12.75%,-26.63%,0.96,19.88,1869,0.01,Nov 06 BMO,-39.28%,840.41K,19.52,"Sep 20, 2017",Yes / Yes,-14.23% -18.07%,"

","803,350",-1.81%,ZLAB
ZEEKR Intelligent Technology Holding Ltd. ADR,Consumer Cyclical,Auto Manufacturers,China,NYSE,-,-,-1.58,-,253.10M,-0.56%,6.76B,15.90,1.68,-,-,-6.45%,9.87B,-,-,7.35%,-,-7.45%,-403.43M,0.47,23.83%,4.86%,1.01,0.07%,14.40B,-,157.09%,-6.36%,0.47M,-5.95%,-13.78,5.49,-,-,33.32 -19.89%,18.94%,4.86,-,5.46% -,-,17.91 49.02%,-,-,-,118.43% 118.66%,19.49%,0.42%,1.05%,-,-,0.69,66.74%,-3.25%,0.38,-,-,0.45,49.32%,-2.80%,33.91,1.00,- -,0.57,36.90%,-2.03%,0.14,35.57,-,-,72.17%,-6.38%,0.94,26.71,17439,-,Nov 17 BMO,-1.92%,467.74K,26.69,"May 10, 2024",Yes / Yes,-88.61% -5.73%,"

","439,005",-0.07%,ZK
Zions Bancorporation N.A,Financial,Banks - Regional,USA,NASD,-,9.67,5.59,1.54%,147.64M,4.18%,7.98B,8.91,6.07,-0.11%,145.36M,3.74%,-,1.09,1.56,80.72%,4.39%,-5.85%,823.00M,1.61,17.53%,1.66%,3.41,12.04%,4.95B,1.17,4.33%,0.96%,6.38M,-0.35%,46.05,-,8.89%,12.71%,60.71 -10.95%,-10.91%,-,7.77,-9.99% 3.54%,9.59%,39.32 37.49%,4.46%,1.75 (3.24%),-,19.10% 8.98%,-,2.10%,2.64%,29.14%,1.76 (3.26%),-,27.30%,22.37%,1.44,80.98%,"Nov 13, 2025",-,0.12%,16.64%,59.12,2.67,4.85% 5.34%,0.16,7.93%,4.21%,0.84,62.00,33.52%,0.80,-2.03%,1.58%,0.96,54.08,9406,0.25,Oct 20 AMC,4.79%,1.87M,54.06,"Mar 17, 1980",Yes / Yes,1.27% 2.13%,"

","1,789,303",-0.04%,ZION
Zim Integrated Shipping Services Ltd,Industrials,Marine Shipping,Israel,NYSE,-,2.36,8.32,1.18%,120.46M,14.15%,2.36B,-,-3.30,0.00%,119.04M,27.44%,6.08B,-,-0.53,40.81%,21.35%,45.08%,1.00B,0.31,-84.29%,-11.44%,5.32,16.95%,7.59B,0.59,-217.88%,9.16%,25.41M,-8.71%,33.34,1.21,-,25.25%,23.61 -16.98%,-7.80%,16.19,0.97,-23.79% -,11.79%,11.03 77.62%,-20.62%,1.10 (5.63%),2.19,-7.73% 20.63%,23.74%,5.72%,4.98%,-,4.28 (21.84%),0.80,-30.30%,19.63%,0.92,-,"Dec 01, 2025",1.22,1.63%,13.21%,72.14,3.57,16.67% -,1.30,-89.07%,16.21%,1.64,14.17,22.25%,1.41,-35.73%,30.01%,1.20,19.30,6700,1.12,Nov 20 BMO,23.08%,4.78M,19.60,"Jan 28, 2021",Yes / Yes,33.09% 2.34%,"

","5,717,173",1.55%,ZIM
