Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,49.35,0.79,16.26%,172.26M,-0.66%,6.61B,28.98,1.34,-9.90%,142.12M,4.37%,137.70M,3.11,0.28,92.54%,5.49%,24.59%,1.55B,4.25,27.71%,8.80%,5.07,19.61%,9.34,4.17,8.38%,4.94%,7.81M,32.75%,1.11,35.15,15.89%,8.52%,27.55,40.64,32.30%,0.27 (0.68%),24.46,18.47%,6.47%,-4.26%,1.15,0.32 (0.82%),1.71,0.20%,41.40%,41.23%,0.87,"Nov 20, 2024",2.70,28.10%,16.27%,62.14,1.88%,2.12%,2400,0.35,2.55%,8.87%,2.25,38.71,Yes / Yes,0.34,6.98%,45.61%,0.67,38.90,0.95%,5.82%,2.91%,Oct 29 AMC,1.54M,38.91,3.33%,7.58%,19.42%,"

","1,024,795",0.03%,ZWS
Zuora Inc,Technology,Software - Infrastructure,USA,NYSE,RUT,-,-0.33,7.65%,153.54M,0.30%,1.52B,17.37,0.57,-6.77%,141.79M,-0.60%,-47.27M,-,0.11,73.50%,2.69%,10.49%,445.68M,3.41,70.45%,5.79%,1.35,-4.99%,1.27,7.81,1.33%,-6.17%,3.81M,19.57%,3.54,2.79,15.00%,-31.02%,7.70,10.85,5.32%,-,-,9.40%,-7.99%,-8.76%,1.68,-,2.71,12.97%,68.16%,28.57%,0.09,-,2.71,60.38%,-6.31%,70.21,0.32%,0.49%,1618,2.12,7.33%,-10.61%,3.00,10.00,Yes / Yes,2.08,70.33%,-,0.86,9.91,2.46%,98.33%,6.80%,Aug 21 AMC,2.81M,9.90,0.06%,7.17%,7.91%,"

","2,430,718",-0.10%,ZUO
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,32.93,5.32,0.08%,458.37M,-0.95%,79.25B,27.44,6.38,0.00%,450.74M,-8.30%,2.43B,3.54,1.37,95.08%,0.96%,-5.06%,9.15B,8.66,10.67%,-2.14%,2.17,0.62%,11.59,15.11,8.41%,17.07%,4.32M,0.30%,3.79,46.24,9.29%,47.13%,144.80,201.92,-11.26%,1.70 (0.97%),34.34,11.57%,20.27%,-13.26%,0.90,1.73 (0.99%),2.27,8.05%,68.49%,20.95%,4.46,"Oct 31, 2024",3.69,8.09%,36.45%,40.91,2.33%,2.37%,14100,1.29,9.33%,26.55%,1.45,222.92,Yes / Yes,1.29,16.43%,30.71%,1.72,174.63,4.34%,8.49%,11.02%,Nov 04 BMO,2.00M,175.14,-2.31%,-6.38%,-1.97%,"

","3,425,954",0.29%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,14.88,1.42,0.86%,606.77M,-4.01%,12.60B,10.71,1.97,0.00%,592.88M,-14.94%,1.19B,1.14,0.40,28.52%,3.48%,3.28%,5.61B,2.25,13.65%,0.73%,7.55,-14.31%,10.31,2.04,18.16%,9.95%,20.63M,-13.33%,4.71,4.47,13.00%,14.81%,15.90,27.50,-0.99%,0.68 (3.23%),-,13.37%,12.68%,-23.38%,-0.10,0.97 (4.60%),1.22,15.78%,31.13%,32.56%,0.71,"Sep 10, 2024",1.26,-0.18%,24.65%,31.69,2.68%,2.43%,23554,0.30,3.60%,21.14%,1.31,29.05,Yes / Yes,0.12,-3.11%,40.76%,0.85,20.92,0.90%,2.93%,6.28%,Nov 19 AMC,2.73M,21.07,-8.33%,-10.88%,-1.76%,"

","2,317,583",0.72%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.39,38.31%,152.49M,2.93%,29.69B,57.69,3.49,-0.15%,94.07M,6.73%,-57.71M,-,0.63,49.06%,4.59%,3.05%,2.17B,13.69,-10.59%,-0.01%,2.39,12.64%,8.36,24.11,22.45%,-1.39%,4.32M,9.16%,16.35,12.32,18.50%,-5.77%,153.45,259.61,-9.07%,-,50.75,-10.72%,-4.38%,-22.40%,0.81,-,1.04,48.57%,77.87%,31.29%,6.20,-,1.04,72.20%,-5.71%,60.16,3.62%,2.82%,7348,0.97,34.07%,-2.66%,1.73,214.89,Yes / Yes,0.04,53.13%,-,0.75,208.50,4.48%,24.95%,30.30%,Dec 02 AMC,1.80M,201.47,5.02%,10.56%,6.30%,"

","1,346,416",-3.37%,ZS
Zentalis Pharmaceuticals Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-2.53,13.68%,70.77M,-12.37%,217.24M,-,-2.93,-0.13%,61.52M,15.67%,-179.28M,-,-0.56,89.93%,11.46%,3.27%,40.56M,5.36,45.10%,-16.12%,3.53,-71.25%,4.98,0.70,-19.28%,-34.60%,7.05M,-70.39%,6.25,0.56,-,-42.89%,2.66,18.07,-77.10%,-,-,-50.05%,-45.41%,-80.80%,1.84,-,7.29,-20.00%,96.77%,30.45%,0.37,-,7.29,45.45%,-515.94%,49.60,11.99%,11.06%,168,0.12,-,-442.02%,1.89,10.50,Yes / Yes,0.11,28.19%,-,0.92,3.95,-,-47.48%,-,Aug 09 BMO,2.00M,3.47,1.77%,1.34%,-56.07%,"

","1,832,087",-12.15%,ZNTL
Zoom Video Communications Inc,Technology,Software - Application,USA,NASD,-,29.07,2.79,15.01%,307.79M,-0.39%,24.52B,15.29,5.31,-1.50%,261.56M,15.58%,875.37M,4.84,1.31,57.45%,3.48%,35.64%,4.59B,5.35,2.34%,0.10%,2.74,26.47%,27.68,2.93,-0.49%,9.01%,9.09M,27.30%,24.91,3.26,6.00%,11.27%,55.06,87.15,12.84%,-,14.25,-,10.22%,-6.89%,-0.04,-,4.45,95.81%,74.59%,47.37%,1.99,-,4.45,508.08%,17.80%,63.26,3.25%,2.35%,7420,0.01,2.76%,19.08%,2.47,76.54,Yes / Yes,0.00,17.25%,0.00%,0.67,82.63,1.20%,14.44%,2.09%,Nov 25 AMC,3.31M,81.14,4.56%,12.59%,25.24%,"

","2,233,889",-1.80%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-2.78,0.59%,99.12M,-11.63%,2.68B,-,-1.80,-10.52%,98.88M,2.66%,-270.85M,-,-0.73,47.87%,4.71%,59.27%,355.75M,7.54,19.04%,5.09%,5.79,39.48%,6.78,3.99,35.72%,-26.70%,4.66M,-2.24%,7.22,3.75,-,-34.98%,13.48,36.60,-0.99%,-,-,-16.93%,-40.20%,-26.07%,0.99,-,2.87,2095.12%,63.17%,100.74%,1.85,-,3.01,10.91%,-95.07%,43.77,7.91%,5.12%,2175,0.19,35.01%,-76.13%,1.31,53.30,Yes / Yes,0.01,40.53%,-,4.91,26.67,0.02%,94.89%,47.72%,Nov 12 BMO,805.17K,27.06,-10.41%,3.83%,34.27%,"

","3,951,215",1.46%,ZLAB
ZKH Group Ltd ADR,Consumer Cyclical,Internet Retail,China,NYSE,-,-,-0.36,8.87%,127.44M,4.34%,492.38M,19.53,0.20,0.00%,116.56M,4.19%,-57.85M,-,-0.00,17.18%,0.03%,6.94%,1.22B,0.40,26.00%,98.66%,0.48,-66.14%,2.73,1.41,405.88%,-4.29%,0.04M,-,2.20,1.75,-,-9.63%,2.62,21.91,-76.39%,-,-,-,-12.58%,-82.43%,-,-,1.61,26.18%,17.21%,46.95%,0.24,-,1.80,69.95%,-3.73%,54.95,6.07%,5.88%,3476,0.26,-1.34%,-4.74%,1.00,4.55,No / Yes,0.04,88.56%,-,0.16,3.80,-2.36%,-133.33%,5.18%,Nov 22 BMO,80.96K,3.85,1.59%,9.57%,-55.70%,"

","13,134",1.32%,ZKH
ZipRecruiter Inc,Industrials,Staffing & Employment Services,USA,NYSE,RUT,294.82,0.03,36.40%,76.17M,-13.16%,848.17M,-,-0.18,-0.50%,67.81M,-8.17%,3.57M,-,-0.11,53.61%,5.69%,-0.22%,498.90M,1.70,-129.44%,-1.45%,8.07,-7.89%,0.14,65.49,-35.01%,0.55%,3.86M,-26.65%,5.34,1.70,-,430.38%,7.21,15.35,-34.46%,-,12.64,-,0.63%,-40.65%,1.20,-,7.35,17.01%,89.13%,26.35%,0.50,-,7.35,-94.10%,5.24%,43.05,5.79%,4.72%,1000,40.75,-30.73%,0.72%,2.62,10.40,Yes / Yes,40.47,-111.35%,0.00%,0.96,9.56,4.27%,70.54%,-24.77%,Nov 06 AMC,477.89K,9.11,-5.80%,-5.14%,-10.70%,"

","460,307",-4.71%,ZIP
