Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,50.47,0.64,16.87%,172.26M,0.37%,5.54B,25.22,1.28,-2.69%,142.99M,1.35%,112.70M,3.53,0.26,84.80%,3.79%,14.47%,1.53B,3.62,17.91%,5.96%,5.54,20.10%,9.30,3.46,11.65%,3.77%,5.43M,54.73%,0.79,40.51,14.28%,6.48%,20.06,34.58,9.49%,0.27 (0.85%),23.81,18.47%,5.28%,-6.88%,1.22,0.30 (0.93%),1.77,0.20%,38.51%,60.56%,0.83,"Feb 16, 2024",3.02,36.01%,14.25%,51.09,2.20%,2.39%,2400,0.34,19.40%,7.36%,2.25,35.00,Yes / Yes,0.33,38.11%,45.61%,0.68,31.76,1.78%,13.04%,4.85%,Apr 23 AMC,978.75K,32.20,-0.14%,1.17%,10.04%,"

","670,359",1.39%,ZWS
Zuora Inc,Technology,Software - Infrastructure,USA,NYSE,RUT,-,-0.49,7.34%,137.79M,3.53%,1.29B,16.92,0.52,-7.06%,135.32M,-6.48%,-68.19M,-,0.07,74.15%,4.16%,2.33%,431.66M,2.98,21.72%,-0.37%,4.34,10.28%,0.92,9.61,29.46%,-9.14%,5.63M,-2.76%,3.52,2.50,-,-59.08%,7.05,12.12,-6.38%,-,-,9.40%,-12.86%,-27.39%,1.90,-,2.37,12.97%,66.48%,24.82%,0.31,-,2.37,47.34%,-13.09%,52.36,2.96%,3.40%,1618,3.02,8.98%,-15.80%,1.57,11.57,Yes / Yes,2.97,39.06%,-,1.98,8.38,-0.10%,140.00%,7.40%,Feb 28 AMC,1.30M,8.80,0.10%,1.31%,-1.94%,"

","2,572,941",5.01%,ZUO
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,32.09,5.07,0.09%,458.37M,-1.69%,74.51B,25.11,6.48,-8.57%,457.47M,-10.27%,2.34B,3.30,1.35,95.49%,0.80%,-18.13%,8.54B,8.72,8.78%,0.02%,1.27,-7.34%,10.90,14.93,12.01%,16.05%,3.65M,-4.95%,4.46,36.51,9.73%,49.86%,151.03,201.92,-17.55%,1.74 (1.07%),45.96,11.57%,19.95%,-19.41%,0.85,1.56 (0.96%),2.00,8.05%,68.28%,7.75%,3.92,"Apr 18, 2024",3.36,12.77%,35.92%,32.16,1.79%,2.28%,14100,1.36,5.74%,27.43%,1.44,225.78,Yes / Yes,1.35,15.54%,30.71%,0.80,163.20,1.13%,-5.80%,8.48%,May 02 BMO,2.87M,162.73,-3.37%,-10.42%,-10.07%,"

","2,290,434",-0.29%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,13.56,1.49,0.60%,598.62M,-5.35%,12.07B,10.24,1.97,0.00%,595.01M,-3.72%,1.23B,0.76,0.34,42.78%,3.13%,5.44%,5.45B,2.22,15.41%,3.56%,4.22,-18.11%,9.82,2.05,16.50%,10.37%,18.62M,-29.70%,4.82,4.18,17.80%,15.22%,15.90,30.05,-5.22%,0.71 (3.52%),-,13.36%,13.00%,-32.88%,-0.04,0.62 (3.07%),1.13,15.63%,30.73%,26.90%,0.64,"Apr 09, 2024",1.34,23.33%,24.42%,43.51,2.23%,2.74%,-,0.26,3.58%,22.62%,1.19,28.87,Yes / Yes,0.13,2.31%,0.00%,0.77,20.42,-2.59%,-0.99%,5.91%,Mar 19 AMC,4.41M,20.17,-5.51%,2.55%,-10.28%,"

","3,380,190",-1.22%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.94,40.47%,147.17M,1.52%,27.69B,56.20,3.29,-0.43%,89.21M,-8.18%,-138.67M,-,0.66,45.53%,5.95%,-18.02%,1.90B,14.61,54.58%,5.60%,2.21,7.51%,6.40,28.86,18.82%,-3.98%,5.31M,74.39%,16.41,11.26,38.21%,-18.64%,84.93,259.61,-16.60%,-,55.31,-17.41%,-6.46%,-28.82%,0.82,-,1.90,53.60%,77.40%,117.57%,6.03,-,1.90,58.51%,-9.70%,34.81,1.89%,2.41%,5962,1.29,40.62%,-7.32%,1.54,261.57,Yes / Yes,1.24,51.94%,-,0.47,183.95,3.42%,30.99%,35.45%,Feb 29 AMC,2.40M,184.78,-3.77%,-14.48%,-0.04%,"

","1,120,712",0.45%,ZS
Zentalis Pharmaceuticals Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-4.56,10.05%,70.77M,-12.47%,951.57M,-,-3.77,-0.10%,63.83M,-9.30%,-292.19M,-,-0.77,109.93%,24.33%,-16.08%,0.00M,-,18.03%,-0.98%,18.78,-30.66%,6.18,2.17,-2.93%,-52.39%,15.53M,-23.76%,6.81,1.97,-,-67.09%,9.56,31.46,-11.49%,-,-,-50.05%,-60.82%,-57.37%,1.73,-,7.16,-20.00%,-,40.27%,1.13,-,7.16,-0.81%,0.00%,43.54,6.92%,7.00%,168,0.10,-,-,1.40,33.56,Yes / Yes,0.10,7.17%,-,1.11,14.73,-,-5.87%,-,Feb 27 BMO,827.01K,13.41,-8.43%,-2.70%,-25.93%,"

","918,170",-8.96%,ZNTL
Zoom Video Communications Inc,Technology,Software - Application,USA,NASD,-,30.44,2.05,24.32%,260.90M,-1.20%,19.23B,13.55,4.62,-0.42%,232.75M,-10.53%,637.46M,20.29,1.19,58.92%,5.44%,-8.30%,4.53B,4.25,-15.87%,-0.54%,3.60,-7.07%,26.07,2.40,5.30%,7.06%,12.67M,-10.69%,22.66,2.76,1.50%,8.96%,58.87,75.90,-13.06%,-,13.06,-,7.90%,-17.63%,-0.07,-,4.38,95.81%,74.72%,6.20%,1.55,-,4.38,516.13%,11.60%,37.06,2.17%,2.11%,7420,0.01,3.06%,14.08%,2.69,78.27,Yes / Yes,0.01,368.46%,0.00%,0.57,62.22,1.54%,23.91%,2.56%,Feb 26 AMC,3.52M,62.52,-4.25%,-4.49%,-7.04%,"

","2,007,792",0.48%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-3.46,0.41%,98.72M,-2.85%,1.48B,-,-1.81,-11.99%,98.31M,-23.18%,-334.62M,-,-0.51,42.47%,3.93%,-42.47%,266.72M,5.56,9.15%,-2.04%,5.68,-37.43%,8.19,1.83,42.50%,-29.66%,3.87M,-59.43%,8.17,1.84,-,-36.34%,15.09,40.42,-45.08%,-,-,-16.93%,-41.61%,-62.86%,1.12,-,4.41,2095.12%,64.08%,-0.53%,0.86,-,4.63,25.17%,-141.19%,32.85,3.97%,4.72%,2175,0.02,24.03%,-125.46%,1.17,54.26,Yes / Yes,0.01,-52.98%,-,0.53,15.40,-8.76%,-90.47%,5.16%,Feb 27 AMC,680.36K,15.01,-10.69%,-20.57%,-38.55%,"

","359,486",-2.53%,ZLAB
ZKH Group Ltd ADR,Consumer Cyclical,Internet Retail,China,NYSE,-,-,-0.85,8.87%,127.44M,0.63%,2.03B,17.48,0.91,0.00%,116.14M,-18.21%,-136.80M,-,-0.06,0.63%,0.02%,-16.58%,1.23B,1.65,263.85%,-,0.36,-,2.82,5.66,539.46%,-4.29%,0.02M,-,2.35,6.79,-,-9.63%,15.00,21.91,-2.21%,-,-,-,-28.89%,-27.22%,-,-,1.56,26.18%,16.66%,6.33%,1.62,-,1.73,26.52%,-4.62%,41.73,8.16%,9.35%,-,0.26,-0.20%,-11.13%,1.00,21.38,No / No,0.05,63.33%,-,0.75,16.54,-,-,6.47%,Mar 19 BMO,57.68K,15.95,-8.98%,-11.63%,-8.81%,"

","43,308",-3.57%,ZKH
ZipRecruiter Inc,Industrials,Staffing & Employment Services,USA,NYSE,RUT,24.31,0.47,30.30%,76.17M,2.53%,1.12B,82.69,0.14,-0.95%,69.06M,-6.74%,49.10M,2.36,-0.06,51.43%,5.13%,-22.22%,645.72M,1.74,-118.21%,-1.83%,6.13,-6.67%,0.08,133.95,263.75%,7.15%,3.55M,-31.81%,5.25,2.16,10.30%,265.50%,10.27,19.29,-18.42%,-,10.99,-,8.77%,-41.21%,1.23,-,6.57,17.01%,89.72%,10.42%,0.38,-,6.57,-9.45%,13.48%,41.02,2.48%,2.91%,1000,66.40,-28.62%,7.60%,2.38,14.20,Yes / Yes,65.87,-67.13%,0.00%,0.61,11.34,6.05%,-32.61%,-35.42%,Feb 22 AMC,578.01K,11.34,-1.68%,-10.79%,-19.03%,"

","351,613",0.00%,ZIP
