Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,47.82,0.79,16.26%,169.85M,1.51%,6.34B,28.10,1.34,-4.32%,142.12M,-5.08%,137.70M,3.01,0.28,92.47%,5.21%,5.75%,1.55B,4.09,27.64%,9.95%,7.14,28.27%,9.34,4.04,8.39%,4.94%,7.41M,25.99%,1.12,33.76,15.89%,8.52%,27.55,41.15,28.22%,0.33 (0.88%),23.49,18.47%,6.47%,-8.36%,1.16,0.33 (0.88%),1.71,0.20%,41.40%,36.88%,0.76,"Nov 20, 2024",2.70,28.10%,16.27%,39.94,1.84%,1.87%,2400,0.35,2.55%,8.87%,2.25,39.43,Yes / Yes,0.34,6.98%,45.61%,0.48,38.05,0.95%,5.82%,2.91%,Oct 29 AMC,1.04M,37.71,-3.92%,-2.24%,12.07%,"

","501,064",-0.89%,ZWS
Zuora Inc,Technology,Software - Infrastructure,USA,NYSE,RUT,-,-0.50,7.60%,145.08M,0.00%,1.52B,17.10,0.58,-8.52%,142.06M,-0.20%,-73.97M,-,0.14,72.36%,2.51%,14.02%,452.76M,3.37,71.21%,-2.82%,1.10,-0.10%,1.20,8.28,2.65%,-9.16%,3.57M,3.87%,3.64,2.73,15.00%,-47.76%,7.70,10.85,5.53%,-,21.37,9.40%,-12.64%,-8.57%,1.68,-,2.56,12.97%,67.98%,28.83%,0.04,-,2.56,14.25%,-4.07%,54.49,0.27%,0.36%,1618,2.21,6.78%,-16.34%,3.00,10.00,Yes / Yes,2.18,-443.70%,-,0.24,9.93,0.77%,39.13%,6.45%,Dec 09 AMC,3.25M,9.92,-0.19%,0.03%,5.92%,"

","781,769",-0.10%,ZUO
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,30.95,5.32,0.08%,451.55M,0.66%,73.85B,25.81,6.38,-0.95%,450.80M,-6.32%,2.43B,3.33,1.38,94.90%,1.39%,-15.51%,9.15B,8.07,10.58%,-1.57%,2.66,-5.05%,11.59,14.20,8.40%,17.07%,6.26M,-16.40%,3.82,43.09,9.29%,47.13%,144.80,200.53,-16.60%,1.73 (1.05%),32.00,11.57%,20.27%,-17.92%,0.88,1.73 (1.05%),2.27,8.05%,68.49%,13.67%,3.63,"Jan 21, 2025",3.69,8.09%,36.45%,32.29,1.72%,2.12%,14100,1.29,9.33%,26.55%,1.50,220.60,Yes / Yes,1.29,16.43%,30.71%,0.77,165.52,4.34%,8.49%,11.02%,Nov 04 BMO,2.35M,164.60,-4.46%,-6.78%,-6.65%,"

","1,800,133",-0.56%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,13.82,1.43,0.86%,598.04M,0.10%,11.81B,11.01,1.79,0.00%,592.88M,5.06%,1.20B,1.06,0.45,28.46%,3.06%,-18.16%,5.83B,2.02,10.68%,-10.03%,5.80,-4.87%,10.74,1.84,11.53%,9.47%,18.14M,-1.64%,5.47,3.61,13.06%,14.45%,15.90,27.50,-7.24%,0.66 (3.34%),-,13.37%,13.77%,-28.22%,-0.14,0.97 (4.91%),0.94,15.78%,31.29%,24.19%,0.51,"Sep 10, 2024",0.96,-2.64%,24.78%,47.57,1.84%,2.04%,23554,0.30,8.68%,20.51%,1.25,26.44,Yes / Yes,0.01,3.34%,40.76%,0.30,19.91,1.13%,0.45%,17.70%,Nov 19 AMC,3.13M,19.74,2.32%,-6.30%,-8.29%,"

","949,603",-0.85%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.24,38.07%,153.41M,0.74%,27.86B,52.14,3.54,-0.12%,95.02M,-12.24%,-36.27M,-,0.69,48.88%,5.06%,7.45%,2.30B,12.12,-6.50%,4.48%,2.65,-3.97%,9.31,19.82,18.68%,-0.87%,4.81M,-17.98%,17.94,10.29,16.32%,-3.24%,153.45,259.61,-16.70%,-,42.72,-10.72%,-2.47%,-28.91%,0.84,-,1.09,48.57%,77.81%,20.27%,7.09,-,1.09,79.05%,-4.74%,39.33,2.59%,3.71%,7348,0.87,30.77%,-1.58%,1.82,226.37,Yes / Yes,0.03,65.17%,-,0.69,187.63,3.71%,22.75%,26.42%,Dec 02 AMC,1.81M,184.56,-6.90%,-6.14%,-0.44%,"

","1,255,648",-1.64%,ZS
Zentalis Pharmaceuticals Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-2.53,19.17%,71.15M,4.44%,209.18M,-,-2.93,-0.01%,57.60M,-12.07%,-179.28M,-,-0.79,83.16%,9.55%,-18.40%,40.56M,5.16,45.10%,-14.51%,4.40,-25.18%,4.98,0.61,-19.28%,-34.60%,5.50M,-80.03%,5.72,0.53,-,-42.89%,2.66,18.07,-79.80%,-,-,-50.05%,-45.41%,-83.07%,1.85,-,7.29,-20.00%,96.77%,15.04%,0.27,-,7.29,45.45%,-515.94%,43.80,6.73%,7.76%,168,0.12,-,-442.02%,1.89,10.50,Yes / Yes,0.11,28.19%,-,0.60,3.19,-,38.39%,-,Nov 06,1.25M,3.06,-7.00%,-8.01%,-52.77%,"

","745,756",-4.08%,ZNTL
Zoom Communications Inc,Technology,Software - Application,USA,NASD,-,27.98,3.00,14.68%,306.50M,-0.27%,25.20B,15.66,5.35,-1.81%,261.49M,0.49%,941.21M,4.08,1.30,57.74%,3.27%,20.52%,4.63B,5.45,4.32%,-1.46%,2.63,41.61%,28.31,2.96,-1.51%,9.41%,8.55M,13.69%,25.65,3.27,6.85%,11.70%,55.06,92.80,16.56%,-,14.61,-,10.80%,-9.68%,-0.03,-,4.50,95.81%,74.54%,52.23%,2.49,-,4.50,296.12%,17.93%,50.96,2.35%,2.75%,7420,0.01,2.87%,20.34%,2.40,91.76,Yes / Yes,0.00,44.84%,0.00%,0.66,85.44,1.23%,5.67%,3.59%,Nov 25 AMC,3.25M,83.82,-0.73%,3.69%,24.47%,"

","2,139,679",-1.90%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-2.78,0.22%,108.94M,1.49%,2.90B,-,-1.78,-11.19%,108.70M,-3.41%,-270.85M,-,-0.70,42.17%,5.38%,12.61%,355.75M,8.15,21.50%,-7.93%,6.00,53.55%,6.78,3.92,34.63%,-26.70%,5.85M,2.15%,6.57,4.05,-,-34.98%,13.48,36.60,-2.63%,-,-,-16.93%,-40.20%,-27.30%,0.99,-,2.87,2095.12%,63.17%,97.40%,1.24,-,3.01,10.91%,-95.07%,45.81,3.86%,3.91%,2175,0.19,35.01%,-76.13%,1.36,50.19,Yes / Yes,0.01,40.53%,-,0.35,27.22,0.02%,94.89%,47.72%,Nov 12 BMO,974.69K,26.61,-3.03%,-6.32%,25.80%,"

","336,676",-2.24%,ZLAB
ZKH Group Ltd ADR,Consumer Cyclical,Internet Retail,China,NYSE,-,-,-0.26,8.87%,128.32M,-3.46%,429.87M,33.77,0.10,0.00%,116.94M,-2.62%,-41.45M,-,-0.01,17.12%,0.01%,-2.62%,1.23B,0.35,-96.08%,-0.59%,0.20,-14.10%,2.72,1.23,158.61%,-3.21%,0.01M,-78.93%,2.29,1.46,-,-7.35%,2.62,21.91,-79.46%,-,-,-,-9.02%,-84.71%,0.46,-,1.62,26.18%,17.54%,27.86%,0.26,-,1.81,72.88%,-3.55%,42.32,10.15%,7.61%,3476,0.23,1.40%,-3.38%,1.00,4.32,No / Yes,0.05,59.85%,-,0.50,3.30,-,50.00%,1.80%,Nov 22 BMO,71.93K,3.35,-4.34%,-8.40%,-49.25%,"

","35,917",1.52%,ZKH
ZipRecruiter Inc,Industrials,Staffing & Employment Services,USA,NYSE,RUT,229.45,0.03,28.98%,75.06M,-4.06%,689.79M,-,-0.18,-0.59%,69.39M,-18.97%,3.57M,-,-0.11,53.63%,4.08%,-23.68%,498.90M,1.38,-129.44%,1.70%,6.45,-22.00%,0.14,50.97,-35.01%,0.55%,2.83M,-50.07%,5.11,1.39,-,430.38%,6.89,15.35,-48.99%,-,10.28,-,0.63%,-53.81%,1.17,-,7.35,17.01%,89.13%,2.90%,0.37,-,7.35,-94.10%,5.24%,27.03,3.73%,4.41%,1000,40.75,-30.73%,0.72%,2.62,10.40,Yes / Yes,40.47,-111.35%,0.00%,0.71,7.12,4.27%,70.54%,-24.77%,Nov 06 AMC,438.77K,7.09,-10.36%,-19.99%,-25.20%,"

","310,756",-0.42%,ZIP
