Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker
Zymeworks BC Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-0.85,3.31%,75.14M,0.17%,1.95B,64.76,0.40,0.00%,72.91M,39.58%,1.72B,1.11,-0.47,99.50%,7.69%,62.89%,-63.43M,14.49,40.22%,-1.66%,4.94,111.19%,134.48M,6.11,141.21%,-14.34%,5.61M,76.57%,4.23,7.74,58.45%,-18.46%,28.49 -9.27%,104.83%,3.34,-,26.71% 15.81%,-18.90%,9.03 186.27%,285.25%,-,-,41.95% 20.90%,90.49%,3.65%,5.66%,-51.08%,-,12.76,43.93%,-52.51%,1.27,-,-,6.94,116.21%,-47.16%,60.80,1.00,- -,6.94,34.02%,1.47%,1.30,35.17,-,0.06,72.59%,21.76%,0.40,25.97,286,0.05,Nov 06 AMC,70.52%,1.14M,25.85,"Apr 28, 2017",Yes / Yes,11.77% -7.69%,"

","457,441",-0.46%,ZYME
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,41.97,1.12,11.55%,167.47M,2.68%,7.89B,28.56,1.65,-1.75%,148.02M,2.34%,8.19B,2.31,0.34,93.90%,3.68%,-0.11%,192.30M,4.76,17.59%,1.57%,6.36,33.22%,1.66B,4.96,9.70%,6.93%,5.45M,26.43%,9.50,30.34,12.37%,11.76%,50.03 -5.74%,17.87%,1.55,27.35,32.18% -7.41%,9.03%,27.74 70.01%,94.47%,0.37 (0.79%),22.42,19.81% -5.41%,41.36%,2.12%,2.30%,145.36%,0.38 (0.81%),4.93,42.07%,16.69%,1.03,401.01%,"Nov 20, 2025",1.83,6.88%,11.59%,51.53,2.11,3.23% 0.62%,2.78,44.39%,0.45%,1.11,51.25,35.98%,0.35,11.07%,0.73%,0.94,47.42,2500,0.34,Oct 28 AMC,16.45%,855.87K,47.16,"Mar 29, 2012",Yes / Yes,8.64% 2.88%,"

","807,521",-0.55%,ZWS
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,20.76,5.93,0.18%,441.46M,6.46%,54.31B,18.13,6.80,0.00%,439.88M,1.99%,59.50B,2.36,1.40,96.93%,2.09%,-16.13%,2.65B,5.78,7.08%,-1.64%,2.22,-23.78%,9.40B,10.08,7.23%,17.96%,9.18M,-24.37%,12.23,26.06,7.68%,49.87%,179.29 -31.27%,-31.09%,4.73,24.24,8.55% 11.91%,20.92%,115.25 6.92%,-19.66%,1.99 (1.62%),14.78,5.98% 8.14%,70.29%,2.72%,2.71%,-22.35%,2.00 (1.62%),6.33,11.51%,37.63%,3.36,168.24%,"Jan 20, 2026",2.28,2.68%,28.21%,49.40,1.70,18.93% 21.14%,3.64,8.17%,1.61%,0.97,160.27,32.86%,1.35,0.50%,-5.47%,4.74,120.98,13800,1.35,Nov 04 BMO,-17.58%,4.13M,123.23,"Feb 01, 2013",Yes / Yes,4.88% -0.41%,"

","19,573,525",1.86%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,14.11,1.49,0.00%,591.63M,0.77%,12.45B,11.79,1.79,-,591.63M,11.14%,10.73B,1.28,0.44,11.47%,3.10%,10.27%,1.23B,1.89,5.26%,-1.91%,11.29,22.24%,6.59B,1.85,11.72%,9.42%,18.34M,7.67%,11.39,3.50,9.18%,13.83%,22.01 -4.36%,10.67%,6.01,-,18.24% 8.45%,13.37%,16.34 28.82%,-17.09%,0.67 (3.18%),5.97,9.28% 13.97%,26.00%,1.62%,1.97%,-22.54%,0.65 (3.09%),1.63,3.12%,20.42%,0.47,-,"Sep 30, 2025",1.34,12.89%,18.61%,60.79,1.48,- -,1.38,7.47%,2.72%,-0.20,23.44,45.76%,0.19,11.30%,7.57%,0.68,21.05,24471,0.01,Nov 19 AMC,10.60%,1.62M,21.05,"Oct 27, 2016",Yes / Yes,23.62% 0.50%,"

","1,106,570",0.00%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.26,35.52%,159.47M,-4.21%,37.12B,52.12,4.47,-0.16%,102.82M,-22.26%,35.63B,2.82,0.89,52.46%,5.72%,-16.70%,-41.04M,13.10,16.10%,-1.39%,3.56,-24.25%,2.83B,18.73,17.30%,-0.73%,5.88M,29.03%,12.43,11.18,18.49%,-2.41%,336.99 -30.92%,12.80%,20.83,43.81,54.06% 21.31%,-1.10%,164.78 41.27%,98.60%,-,1828.35,34.81% 44.03%,76.55%,2.91%,3.26%,31.74%,-,12.58,-8.83%,-4.14%,8.84,-,-,1.74,23.24%,-1.45%,26.34,1.53,- -,1.74,7.34%,-8.70%,1.02,328.00,-,0.93,25.50%,-20.00%,1.36,230.31,7923,0.89,Nov 25 AMC,-13.02%,1.65M,232.78,"Mar 16, 2018",Yes / Yes,12.10% 1.92%,"

","2,242,542",1.07%,ZS
Zoom Communications Inc,Technology,Software - Application,USA,NASD,-,17.08,5.15,10.52%,266.35M,0.32%,26.03B,14.51,6.06,-1.97%,264.96M,4.38%,18.12B,3.35,1.49,68.73%,2.16%,1.87%,1.59B,5.42,7.73%,4.44%,1.96,12.85%,4.81B,2.81,1.52%,14.44%,5.71M,7.72%,31.27,3.27,4.33%,17.74%,91.43 -3.84%,0.99%,26.87,13.00,-10.66% 106.45%,17.11%,64.41 36.49%,21.83%,-,13.90,4.40% 49.60%,76.89%,2.75%,3.13%,-77.19%,-,3.77,72.42%,22.86%,2.53,-,-,4.36,3.85%,33.17%,56.61,2.28,- -,4.36,204.90%,3.32%,0.87,94.56,0.00%,0.01,4.44%,5.11%,0.89,86.54,7412,0.00,Nov 24 AMC,11.27%,2.91M,87.91,"Apr 18, 2019",Yes / Yes,5.65% 1.25%,"

","2,575,941",1.58%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-1.95,2.12%,110.59M,-9.09%,1.89B,-,-1.37,-10.56%,108.86M,-21.84%,1.29B,-,-0.29,28.56%,4.63%,-47.82%,-206.71M,4.28,40.70%,-1.08%,6.46,-54.33%,441.78M,2.47,10.82%,-19.28%,5.04M,-35.09%,6.87,2.31,-,-28.96%,44.34 -61.66%,-36.38%,7.35,-,30.02% -3.16%,-26.82%,17.25 -1.45%,-51.98%,-,-,40.31% 98.33%,61.31%,3.38%,2.89%,-83.98%,-,2.93,30.16%,-51.59%,0.72,-,-,2.68,23.73%,-46.79%,15.97,1.55,- -,2.87,23.67%,-11.91%,0.84,43.56,-,0.29,12.75%,-28.29%,1.39,17.34,1869,0.01,Nov 06 BMO,-45.91%,780.30K,17.00,"Sep 20, 2017",Yes / Yes,-14.23% -18.07%,"

","1,081,700",-1.96%,ZLAB
ZEEKR Intelligent Technology Holding Ltd. ADR,Consumer Cyclical,Auto Manufacturers,China,NYSE,-,-,-1.58,-,253.10M,-0.04%,6.77B,15.94,1.68,-,-,-2.48%,9.89B,-,-,7.35%,-,-13.71%,-403.43M,0.47,24.14%,4.87%,1.32,2.53%,14.40B,-,157.09%,-6.36%,0.49M,-5.71%,-13.78,5.50,-,-,33.32 -19.68%,-5.07%,4.86,-,5.46% -,-,17.91 49.41%,-,-,-,118.43% 118.66%,19.49%,0.29%,0.56%,-,-,0.69,66.74%,-3.25%,0.24,-,-,0.45,49.32%,-2.80%,38.49,1.00,- -,0.57,36.90%,-0.16%,0.14,35.60,-,-,72.17%,-4.26%,0.38,26.74,17439,-,Nov 17 BMO,-1.97%,371.25K,26.76,"May 10, 2024",Yes / Yes,-88.61% -5.73%,"

","141,280",0.07%,ZK
Zions Bancorporation N.A,Financial,Banks - Regional,USA,NASD,-,10.61,5.59,1.51%,147.64M,5.76%,8.76B,9.78,6.07,-0.11%,145.41M,16.29%,-,1.09,1.56,80.73%,4.38%,3.18%,823.00M,1.77,17.59%,1.78%,3.38,25.49%,4.95B,1.29,4.23%,0.96%,6.37M,9.36%,46.05,-,8.94%,12.71%,59.99 -1.10%,2.03%,-,8.53,-9.99% 3.54%,9.59%,39.32 50.89%,24.93%,1.75 (2.96%),-,19.10% 8.98%,-,2.95%,2.59%,38.88%,1.76 (2.97%),-,27.30%,22.37%,1.43,111.89%,"Nov 13, 2025",-,0.12%,16.64%,74.09,2.62,4.85% 5.34%,0.16,7.93%,8.31%,0.83,62.50,33.52%,0.80,-2.03%,11.30%,0.77,59.15,9406,0.25,Oct 20 AMC,14.64%,1.89M,59.33,"Mar 17, 1980",Yes / Yes,1.27% 2.13%,"

","1,448,684",0.31%,ZION
Zim Integrated Shipping Services Ltd,Industrials,Marine Shipping,Israel,NYSE,-,2.41,8.32,1.18%,120.46M,0.75%,2.41B,-,-3.68,0.00%,119.04M,24.97%,6.13B,-,-0.57,40.88%,18.77%,35.55%,1.00B,0.32,-84.77%,-11.34%,4.63,15.06%,7.59B,0.60,-235.62%,9.16%,22.34M,-6.75%,33.34,1.24,-,25.25%,23.61 -15.20%,1.11%,16.19,1.00,-23.79% -,11.79%,11.03 81.42%,12.08%,1.10 (5.51%),2.21,-7.73% 20.63%,23.74%,4.49%,4.84%,-,4.28 (21.38%),0.81,-30.30%,19.63%,0.94,-,"Dec 01, 2025",1.22,1.63%,13.21%,62.41,4.17,16.67% -,1.30,-89.07%,4.77%,1.63,14.00,22.25%,1.41,-35.73%,23.02%,0.94,20.40,6700,1.12,Nov 20 BMO,26.08%,4.83M,20.02,"Jan 28, 2021",Yes / Yes,33.09% 2.34%,"

","4,539,739",-1.86%,ZIM
