Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker
Zymeworks BC Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-0.85,3.30%,75.14M,-2.96%,2.00B,70.10,0.38,0.00%,72.92M,46.04%,1.77B,-,-0.47,99.50%,11.71%,76.21%,-63.43M,14.87,39.77%,-1.89%,7.63,118.63%,134.48M,6.27,138.77%,-14.34%,8.54M,81.15%,4.23,7.94,55.77%,-18.46%,28.49 -6.91%,82.90%,3.34,-,26.71% 15.81%,-18.90%,9.03 193.69%,243.97%,-,-,41.95% 20.90%,90.49%,5.07%,6.33%,-46.81%,-,13.14,43.93%,-52.51%,1.43,-,-,6.94,116.21%,-47.16%,68.14,1.15,- -,6.94,34.02%,16.60%,1.30,34.50,-,0.06,72.59%,34.07%,0.55,26.22,286,0.05,Nov 06 AMC,80.77%,1.12M,26.52,"Apr 28, 2017",Yes / Yes,11.77% -7.69%,"

","614,951",1.14%,ZYME
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,41.76,1.12,11.56%,167.47M,-2.51%,7.85B,28.47,1.65,-1.75%,148.00M,0.09%,8.15B,3.43,0.34,93.86%,3.73%,1.93%,192.30M,4.73,17.49%,1.54%,6.11,29.40%,1.66B,4.94,9.60%,6.93%,5.53M,25.79%,9.50,30.19,12.16%,11.76%,50.03 -6.22%,16.48%,1.55,27.21,32.18% -7.41%,9.03%,27.74 69.14%,98.81%,0.37 (0.79%),22.31,19.81% -5.41%,41.36%,1.73%,2.44%,141.44%,0.38 (0.81%),4.91,42.07%,16.69%,1.12,353.82%,"Nov 20, 2025",1.83,6.88%,11.59%,49.52,2.25,3.23% 0.62%,2.78,44.39%,-0.09%,1.11,50.29,35.98%,0.35,11.07%,0.24%,0.88,47.45,2500,0.34,Oct 28 AMC,17.22%,904.45K,46.92,"Mar 29, 2012",Yes / Yes,8.64% 2.88%,"

","791,559",-1.12%,ZWS
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,20.29,5.93,0.18%,441.46M,-5.70%,53.06B,17.70,6.80,-0.08%,439.89M,-3.25%,58.25B,2.63,1.40,96.74%,1.88%,-21.46%,2.65B,5.65,7.09%,-1.75%,2.18,-28.59%,9.40B,9.85,7.31%,17.96%,8.25M,-26.10%,12.23,25.46,7.71%,49.87%,181.85 -33.79%,-31.90%,4.73,23.69,8.55% 11.91%,20.92%,115.25 4.48%,-18.56%,1.99 (1.66%),14.47,5.98% 8.14%,70.29%,2.54%,2.60%,-25.43%,2.00 (1.66%),6.20,11.51%,37.63%,3.49,156.36%,"Oct 31, 2025",2.28,2.68%,28.21%,36.28,1.57,18.93% 21.14%,3.64,8.17%,-1.15%,0.97,166.00,32.86%,1.35,0.50%,-10.49%,1.31,122.57,13800,1.35,Nov 04 BMO,-20.44%,3.78M,120.41,"Feb 01, 2013",Yes / Yes,4.88% -0.41%,"

","4,938,660",-1.76%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,14.07,1.49,0.00%,591.63M,0.67%,12.43B,11.83,1.78,-,591.63M,12.29%,10.70B,1.55,0.44,11.46%,3.09%,14.56%,1.23B,1.89,5.03%,-5.82%,11.63,23.30%,6.59B,1.84,11.73%,9.43%,18.26M,7.47%,11.39,3.50,9.08%,13.84%,22.01 -4.54%,10.70%,6.01,-,18.24% 8.45%,13.38%,16.34 28.58%,-11.50%,0.67 (3.19%),5.96,9.28% 13.97%,26.00%,1.57%,2.09%,-26.54%,0.65 (3.09%),1.62,3.22%,20.42%,0.44,-,"Sep 30, 2025",1.34,13.00%,18.61%,72.19,1.50,- -,1.38,7.47%,6.98%,-0.20,23.46,45.76%,0.19,11.30%,9.06%,1.07,20.65,24471,0.01,Nov 19 AMC,10.67%,1.57M,21.01,"Oct 27, 2016",Yes / Yes,23.62% 0.50%,"

","1,674,956",1.74%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.26,36.06%,159.47M,-4.02%,38.57B,54.17,4.46,-0.53%,101.97M,-26.33%,37.08B,-,0.89,52.45%,5.43%,-11.80%,-41.04M,13.61,16.03%,-1.71%,3.36,-19.62%,2.83B,19.46,17.30%,-0.73%,5.54M,34.06%,12.43,11.61,18.37%,-2.41%,336.99 -28.23%,15.99%,20.83,45.51,54.06% 21.31%,-1.10%,164.78 46.77%,79.35%,-,1902.56,34.81% 44.03%,76.55%,2.38%,3.65%,61.51%,-,13.09,-8.83%,-4.14%,10.95,-,-,1.74,23.24%,-1.45%,26.33,1.57,- -,1.74,7.34%,-15.17%,1.01,328.81,-,0.93,25.50%,-19.57%,1.03,243.66,7923,0.89,Nov 25 AMC,-9.04%,1.65M,241.85,"Mar 16, 2018",Yes / Yes,12.10% 1.92%,"

","1,692,355",-0.74%,ZS
Zoom Communications Inc,Technology,Software - Application,USA,NASD,-,16.82,5.15,10.53%,266.35M,2.55%,25.64B,14.29,6.06,-1.97%,264.93M,3.28%,17.73B,3.89,1.49,68.70%,2.57%,3.47%,1.59B,5.33,7.73%,4.41%,2.28,6.46%,4.81B,2.77,1.52%,14.44%,6.81M,6.09%,31.27,3.22,4.33%,17.74%,91.04 -4.90%,4.18%,26.87,12.81,-10.66% 106.45%,17.11%,64.41 34.42%,22.69%,-,13.59,4.40% 49.60%,76.89%,2.45%,2.93%,-81.64%,-,3.69,72.42%,22.86%,2.63,-,-,4.36,3.85%,33.17%,59.97,2.26,- -,4.36,204.90%,4.21%,0.87,94.56,0.00%,0.01,4.44%,4.69%,0.58,85.64,7412,0.00,Nov 24 AMC,10.22%,2.99M,86.58,"Apr 18, 2019",Yes / Yes,5.65% 1.25%,"

","1,727,605",1.10%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-1.95,2.12%,110.59M,-0.10%,2.22B,-,-1.38,-10.89%,108.86M,-22.94%,1.62B,-,-0.29,30.63%,4.23%,-35.14%,-206.71M,5.02,40.80%,0.20%,5.52,-45.40%,441.78M,2.90,10.65%,-19.28%,4.60M,-23.83%,6.87,2.72,-,-28.96%,44.34 -55.01%,-31.68%,7.35,-,30.02% -3.16%,-26.82%,19.40 2.82%,-40.78%,-,-,40.31% 98.33%,61.31%,2.22%,3.29%,-81.55%,-,3.67,30.16%,-51.59%,0.77,-,-,2.68,23.73%,-46.79%,27.70,1.55,- -,2.87,23.67%,-4.03%,0.82,43.56,-,0.29,12.75%,-23.58%,1.10,19.75,1869,0.01,Nov 06 BMO,-37.73%,834.60K,19.95,"Sep 20, 2017",Yes / Yes,-14.23% -18.07%,"

","921,102",1.01%,ZLAB
ZEEKR Intelligent Technology Holding Ltd. ADR,Consumer Cyclical,Auto Manufacturers,China,NYSE,-,-,-1.58,-,253.10M,0.04%,6.78B,15.96,1.68,-,-,-2.40%,9.89B,-,-,7.35%,-,-7.62%,-403.43M,0.47,23.85%,4.86%,1.11,0.41%,14.40B,-,157.09%,-6.36%,0.47M,-5.60%,-13.78,5.51,-,-,33.32 -19.59%,11.81%,4.86,-,5.46% -,-,17.91 49.58%,-,-,-,118.43% 118.66%,19.49%,0.39%,0.92%,-,-,0.69,66.74%,-3.25%,0.34,-,-,0.45,49.32%,-2.80%,36.39,1.00,- -,0.57,36.90%,-1.39%,0.14,35.56,-,-,72.17%,-5.76%,0.34,26.70,17439,-,Nov 17 BMO,-1.60%,426.11K,26.79,"May 10, 2024",Yes / Yes,-88.61% -5.73%,"

","145,824",0.34%,ZK
Zions Bancorporation N.A,Financial,Banks - Regional,USA,NASD,-,9.97,5.59,1.54%,147.64M,4.64%,8.23B,9.18,6.07,-0.11%,145.36M,8.32%,-,1.12,1.56,80.73%,4.39%,-1.40%,823.00M,1.66,17.53%,1.66%,3.38,16.88%,4.95B,1.21,4.33%,0.96%,6.38M,2.73%,46.05,-,8.89%,12.71%,60.12 -7.31%,-6.99%,-,8.01,-9.99% 3.54%,9.59%,39.32 41.73%,9.21%,1.75 (3.15%),-,19.10% 8.98%,-,2.04%,2.64%,41.23%,1.76 (3.16%),-,27.30%,22.37%,1.40,86.14%,"Nov 13, 2025",-,0.12%,16.64%,65.79,2.67,4.85% 5.34%,0.16,7.93%,6.69%,0.84,62.00,33.52%,0.80,-2.03%,4.86%,0.53,54.82,9406,0.25,Oct 20 AMC,8.05%,1.89M,55.73,"Mar 17, 1980",Yes / Yes,1.27% 2.13%,"

","996,710",1.66%,ZION
Zim Integrated Shipping Services Ltd,Industrials,Marine Shipping,Israel,NYSE,-,2.45,8.32,1.18%,120.46M,3.55%,2.46B,-,-3.30,0.00%,119.04M,42.16%,6.17B,-,-0.53,40.89%,21.35%,51.22%,1.00B,0.32,-84.29%,-11.44%,5.27,18.88%,7.59B,0.61,-217.88%,9.16%,25.41M,-4.98%,33.34,1.26,-,25.25%,23.61 -13.59%,2.98%,16.19,1.01,-23.79% -,11.79%,11.03 84.87%,-0.99%,1.10 (5.41%),2.23,-7.73% 20.63%,23.74%,4.89%,4.96%,-,4.28 (20.98%),0.81,-30.30%,19.63%,0.95,-,"Dec 01, 2025",1.22,1.63%,13.21%,75.43,3.57,16.67% -,1.30,-89.07%,17.19%,1.63,14.17,22.25%,1.41,-35.73%,33.31%,1.52,19.87,6700,1.12,Nov 20 BMO,28.11%,4.82M,20.40,"Jan 28, 2021",Yes / Yes,33.09% 2.34%,"

","7,334,400",2.67%,ZIM
Ermenegildo Zegna N.V,Consumer Cyclical,Apparel Manufacturing,Italy,NYSE,RUT,26.19,0.41,75.38%,254.09M,-0.93%,4.34B,22.02,0.48,0.00%,62.55M,7.83%,5.36B,1.28,-,23.99%,5.34%,17.63%,103.34M,2.09,22.83%,0.96%,4.45,24.24%,2.08B,2.59,12.28%,3.34%,3.34M,28.45%,4.09,16.11,20.49%,10.58%,11.00 -3.55%,29.39%,0.66,23.47,- -,5.45%,6.05 75.37%,-0.28%,0.14 (1.32%),12.03,11.29% -,55.55%,2.48%,3.01%,-,0.14 (1.34%),2.58,-5.94%,8.97%,0.32,-,"Jul 07, 2025",0.79,-1.88%,4.97%,57.39,1.82,15.87% -,1.42,-54950.00%,3.97%,0.75,11.36,42.68%,1.17,-,5.64%,1.08,10.90,7395,0.82,Sep 05 BMO,21.90%,749.60K,10.61,"Dec 20, 2021",Yes / Yes,73.56% 1.72%,"

","808,014",-2.66%,ZGN
Zillow Group Inc,Communication Services,Internet Content & Information,USA,NASD,-,-,-0.14,80.36%,49.63M,1.17%,18.17B,33.42,2.20,-0.55%,47.53M,4.93%,17.14B,-,0.40,17.80%,2.92%,-13.46%,-32.00M,7.32,19.89%,7.52%,2.04,6.50%,2.48B,3.56,32.70%,-0.54%,1.39M,3.56%,20.63,13.03,28.83%,-0.66%,90.22 -18.68%,-9.02%,5.63,65.12,39.04% 20.21%,-0.63%,56.63 29.56%,110.77%,-,85.71,1.60% -4.00%,74.87%,2.78%,2.99%,-33.66%,-,6.90,75.90%,-3.62%,2.25,175.00%,-,3.63,15.17%,-1.29%,57.16,2.03,- -,3.63,145.35%,4.71%,2.02,87.73,-,0.07,16.35%,3.27%,0.50,73.87,6856,0.02,Oct 30 AMC,2.03%,680.43K,73.37,"Jul 20, 2011",Yes / Yes,2.90% 0.76%,"

","339,747",-0.68%,ZG
