Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,49.19,0.79,16.26%,169.85M,2.56%,6.58B,29.04,1.34,-2.08%,142.12M,3.50%,137.70M,3.15,0.28,92.51%,5.08%,6.24%,1.55B,4.24,27.64%,9.83%,7.70,26.68%,9.34,4.15,7.90%,4.94%,7.22M,32.98%,1.11,35.04,15.61%,8.52%,28.25,41.15,3.99%,0.33 (0.86%),24.38,18.47%,6.47%,-5.74%,1.16,0.33 (0.85%),1.71,0.20%,41.40%,37.31%,0.76,"Nov 20, 2024",2.70,28.10%,16.27%,57.44,1.47%,1.92%,2400,0.35,2.55%,8.87%,2.25,40.14,Yes / Yes,0.34,6.98%,45.61%,0.59,39.13,0.95%,5.82%,2.91%,Feb 04 AMC,937.96K,38.79,3.19%,0.21%,13.77%,"

","557,901",-0.87%,ZWS
Zuora Inc,Technology,Software - Infrastructure,USA,NYSE,RUT,-,-0.50,7.69%,145.08M,0.10%,1.54B,17.21,0.58,-5.67%,142.59M,0.71%,-73.97M,-,0.14,76.81%,2.63%,1.01%,452.76M,3.41,71.21%,6.82%,1.56,8.13%,1.20,8.33,2.65%,-9.16%,3.75M,6.40%,3.62,2.76,-,-47.76%,7.70,10.85,0.60%,-,21.63,9.40%,-12.64%,-8.02%,1.66,-,2.56,12.97%,67.98%,29.61%,0.03,-,2.56,14.25%,-4.07%,65.79,0.22%,0.23%,1618,2.21,6.78%,-16.34%,3.00,10.00,Yes / Yes,2.18,-443.70%,-,0.85,9.97,0.77%,39.13%,6.45%,Dec 09 AMC,2.40M,9.98,0.31%,0.44%,5.47%,"

","2,039,479",0.10%,ZUO
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,31.70,5.32,0.09%,451.55M,-0.45%,76.07B,26.46,6.37,-0.85%,450.76M,2.29%,2.43B,3.22,1.38,94.71%,1.55%,-11.03%,9.15B,8.31,10.57%,-1.07%,2.60,-6.15%,11.59,14.55,8.32%,17.07%,6.99M,-10.36%,3.80,44.38,9.86%,47.13%,144.80,200.53,3.49%,1.73 (1.03%),32.96,11.57%,20.27%,-15.92%,0.89,1.80 (1.07%),2.27,8.19%,68.49%,16.44%,3.64,"Jan 21, 2025",3.69,8.09%,36.45%,51.86,2.07%,2.09%,14100,1.29,9.33%,26.55%,1.50,217.93,Yes / Yes,1.29,16.43%,30.71%,0.90,166.96,4.34%,8.49%,11.02%,Feb 13 BMO,2.69M,168.61,1.99%,-1.36%,-4.24%,"

","2,410,089",0.99%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,13.08,1.43,0.86%,598.04M,-0.69%,11.17B,10.49,1.78,0.00%,592.88M,-5.80%,1.20B,1.19,0.45,28.45%,3.21%,-25.78%,5.83B,1.91,10.39%,-9.46%,6.66,-3.81%,10.74,1.74,10.91%,9.47%,19.01M,6.86%,5.47,3.42,11.02%,14.45%,15.90,27.50,-4.45%,0.65 (3.50%),-,13.37%,13.77%,-32.07%,-0.16,0.97 (5.19%),0.94,14.65%,31.29%,17.52%,0.51,"Sep 10, 2024",0.96,-2.64%,24.78%,44.90,2.31%,2.03%,23554,0.30,8.68%,20.51%,1.36,26.15,Yes / Yes,0.01,3.34%,40.76%,3.03,18.46,1.13%,0.45%,17.70%,Nov 19 AMC,2.85M,18.68,-1.54%,-3.59%,-12.31%,"

","8,657,115",1.19%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.24,38.08%,153.41M,3.16%,29.69B,54.76,3.53,-0.12%,95.02M,3.25%,-36.27M,-,0.69,48.85%,4.85%,3.93%,2.30B,12.91,-6.48%,4.06%,2.63,6.41%,9.31,20.78,18.42%,-0.87%,4.61M,-20.25%,17.65,10.96,10.31%,-3.24%,153.45,259.61,7.24%,-,45.52,-10.72%,-2.47%,-25.48%,0.88,-,1.09,48.57%,77.81%,26.08%,5.86,-,1.09,79.05%,-4.74%,53.84,2.19%,2.66%,7348,0.87,30.77%,-1.58%,1.82,226.66,Yes / Yes,0.03,65.17%,-,0.68,192.70,3.71%,22.75%,26.42%,Dec 02 AMC,1.75M,193.47,3.25%,-1.62%,4.59%,"

","1,183,464",0.40%,ZS
Zentalis Pharmaceuticals Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-2.53,20.57%,71.15M,-7.11%,158.21M,-,-2.93,-0.04%,56.61M,-26.00%,-179.28M,-,-0.79,83.23%,8.03%,-28.85%,40.56M,3.90,45.10%,-14.60%,3.06,-48.49%,4.98,0.45,-19.28%,-34.60%,4.54M,-83.70%,5.49,0.40,15.93%,-42.89%,2.13,18.07,-26.73%,-,-,-50.05%,-45.41%,-87.71%,1.80,-,7.29,0.00%,96.77%,4.23%,0.27,-,7.29,45.45%,-515.94%,33.19,9.60%,9.64%,168,0.12,-,-442.02%,1.89,10.50,Yes / Yes,0.11,28.19%,-,1.66,2.30,-,38.39%,-,Nov 06,1.49M,2.22,-19.31%,-29.13%,-59.43%,"

","2,466,685",-3.48%,ZNTL
Zoom Communications Inc,Technology,Software - Application,USA,NASD,-,26.76,3.00,14.69%,306.50M,0.92%,24.57B,17.37,4.62,-2.17%,261.48M,-6.34%,941.21M,55.75,1.30,57.85%,3.10%,11.01%,4.63B,5.31,-15.87%,-0.81%,2.54,37.84%,28.31,2.83,5.30%,9.41%,8.11M,15.14%,25.16,3.19,0.48%,11.70%,55.06,92.80,-1.76%,-,14.24,-,10.80%,-13.61%,-0.02,-,4.50,95.81%,74.54%,45.60%,2.15,-,4.50,296.12%,17.93%,46.79,2.84%,2.35%,7420,0.01,2.87%,20.34%,2.36,92.85,Yes / Yes,0.00,44.84%,0.00%,0.66,80.01,1.23%,5.67%,3.59%,Nov 25 AMC,3.19M,80.17,-0.99%,-3.05%,16.85%,"

","2,098,636",0.20%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-2.78,0.21%,108.94M,3.51%,2.86B,-,-1.71,-10.94%,108.70M,-1.68%,-270.85M,-,-0.69,42.21%,5.46%,-8.85%,355.75M,8.04,21.00%,-11.51%,6.51,37.68%,6.78,3.87,37.50%,-26.70%,5.94M,14.17%,6.57,4.00,-,-34.98%,13.48,36.60,0.31%,-,-,-16.93%,-40.20%,-28.22%,1.01,-,2.87,136.21%,63.17%,94.88%,1.28,-,3.01,10.91%,-95.07%,51.35,4.58%,4.71%,2175,0.19,35.01%,-76.13%,1.31,48.70,Yes / Yes,0.01,40.53%,-,0.65,25.64,0.02%,94.89%,47.72%,Nov 12 BMO,911.92K,26.27,2.14%,-1.95%,19.96%,"

","588,736",2.46%,ZLAB
ZKH Group Ltd ADR,Consumer Cyclical,Internet Retail,China,NYSE,-,-,-0.26,8.87%,128.32M,2.85%,463.24M,36.39,0.10,0.00%,116.94M,-2.43%,-41.45M,-,-0.01,17.12%,0.02%,-5.50%,1.23B,0.38,-95.81%,3.66%,0.61,22.79%,2.72,1.33,158.61%,-3.21%,0.03M,-78.52%,2.29,1.57,-,-7.35%,2.62,21.91,2.85%,-,-,-,-9.02%,-83.53%,0.17,-,1.62,26.18%,17.54%,37.79%,0.23,-,1.81,72.88%,-3.55%,52.75,4.86%,6.80%,3476,0.23,1.40%,-3.38%,1.00,4.32,No / Yes,0.05,59.85%,-,0.93,3.64,-,50.00%,1.80%,Nov 22 BMO,44.76K,3.61,2.25%,0.62%,-33.28%,"

","41,780",-0.82%,ZKH
ZipRecruiter Inc,Industrials,Staffing & Employment Services,USA,NYSE,RUT,226.21,0.03,28.94%,75.06M,1.16%,682.94M,-,-0.18,-0.54%,69.43M,-1.96%,3.57M,-,-0.11,53.64%,4.38%,-26.73%,498.90M,1.37,-129.49%,1.70%,6.79,-17.38%,0.14,50.25,-34.86%,0.55%,3.04M,-52.87%,5.09,1.37,-,430.38%,6.51,15.35,-3.45%,-,10.18,-,0.63%,-54.46%,1.18,-,7.35,17.01%,89.13%,7.37%,0.32,-,7.35,-94.10%,5.24%,42.22,3.83%,4.24%,1000,40.75,-30.73%,0.72%,2.62,10.40,Yes / Yes,40.47,-111.35%,0.00%,0.97,7.01,4.27%,71.12%,-24.77%,Nov 06 AMC,447.57K,6.99,-0.09%,-12.31%,-23.13%,"

","434,001",-0.29%,ZIP
