Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,49.32,0.79,16.26%,169.85M,1.86%,6.60B,29.11,1.34,-2.08%,142.12M,3.76%,137.70M,3.16,0.28,92.38%,5.08%,7.64%,1.55B,4.25,27.64%,9.60%,7.75,23.23%,9.34,4.16,7.90%,4.94%,7.22M,35.98%,1.11,35.13,15.61%,8.52%,28.25,41.15,4.26%,0.33 (0.85%),24.45,18.47%,6.47%,-5.49%,1.16,0.33 (0.85%),1.71,0.20%,41.40%,37.66%,0.76,"Nov 20, 2024",2.70,28.10%,16.27%,58.29,1.55%,1.94%,2400,0.35,2.55%,8.87%,2.25,40.14,Yes / Yes,0.34,6.98%,45.61%,0.58,38.79,0.95%,5.82%,2.91%,Feb 04 AMC,931.75K,38.89,3.30%,0.51%,13.96%,"

","538,031",0.26%,ZWS
Zuora Inc,Technology,Software - Infrastructure,USA,NYSE,RUT,-,-0.50,7.69%,145.08M,0.40%,1.55B,-,-,-5.67%,142.79M,1.01%,-73.97M,-,-,75.80%,2.63%,1.32%,452.76M,3.42,-,6.78%,1.58,8.22%,1.20,8.35,-,-9.16%,3.75M,8.69%,3.62,2.77,-,-47.76%,7.70,10.85,0.91%,-,21.69,9.40%,-12.64%,-7.74%,1.67,-,2.56,12.97%,67.98%,30.00%,0.03,-,2.56,14.25%,-4.07%,72.80,0.28%,0.24%,1618,2.21,6.78%,-16.34%,3.00,10.00,Yes / Yes,2.18,-443.70%,-,2.04,9.98,0.77%,39.13%,6.45%,Dec 09 AMC,2.38M,10.01,0.56%,0.72%,5.70%,"

","4,837,092",0.30%,ZUO
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,32.53,5.32,0.09%,451.55M,4.30%,78.07B,27.19,6.36,-0.85%,450.76M,5.33%,2.43B,3.29,1.37,94.73%,1.55%,-8.44%,9.15B,8.53,10.64%,-1.50%,2.63,-4.28%,11.59,14.93,8.11%,17.07%,6.99M,-7.01%,3.80,45.55,9.90%,47.13%,144.80,200.53,6.20%,1.73 (1.00%),33.82,11.57%,20.27%,-13.72%,0.89,1.80 (1.04%),2.27,8.19%,68.49%,19.50%,3.75,"Jan 21, 2025",3.69,8.09%,36.45%,59.74,2.22%,2.14%,14100,1.29,9.33%,26.55%,1.50,216.80,Yes / Yes,1.29,16.43%,30.71%,0.90,168.61,4.34%,8.49%,11.02%,Feb 13 BMO,2.66M,173.03,4.40%,1.26%,-1.75%,"

","2,396,852",2.62%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,13.32,1.43,0.86%,598.04M,-0.31%,11.38B,10.69,1.78,0.00%,592.88M,-3.89%,1.20B,1.23,0.45,28.45%,3.21%,-23.82%,5.83B,1.95,9.72%,-9.51%,6.40,1.98%,10.74,1.77,10.91%,9.47%,19.01M,8.87%,5.47,3.48,10.79%,14.45%,15.90,27.50,-2.66%,0.65 (3.43%),-,13.37%,13.77%,-30.80%,-0.16,0.97 (5.10%),0.94,14.65%,31.29%,19.72%,0.51,"Sep 10, 2024",0.96,-2.64%,24.78%,49.30,2.47%,2.08%,23554,0.30,8.68%,20.51%,1.36,26.42,Yes / Yes,0.01,3.34%,40.76%,0.78,18.68,1.13%,0.45%,17.70%,Nov 19 AMC,2.97M,19.03,0.50%,-1.54%,-10.63%,"

","2,315,933",1.87%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.24,38.08%,153.41M,1.95%,29.34B,54.13,3.53,-0.12%,95.02M,2.85%,-36.27M,-,0.69,48.86%,4.85%,5.65%,2.30B,12.76,-6.48%,3.94%,2.63,5.08%,9.31,20.54,18.42%,-0.87%,4.61M,-20.77%,17.65,10.84,10.31%,-3.24%,153.45,259.61,6.00%,-,45.00,-10.72%,-2.47%,-26.34%,0.88,-,1.09,48.57%,77.81%,24.63%,6.14,-,1.09,79.05%,-4.74%,50.72,2.62%,2.81%,7348,0.87,30.77%,-1.58%,1.82,226.66,Yes / Yes,0.03,65.17%,-,0.97,193.47,3.71%,22.75%,26.42%,Dec 02 AMC,1.75M,191.24,1.95%,-2.68%,3.37%,"

","1,702,551",-1.15%,ZS
Zentalis Pharmaceuticals Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-2.53,20.57%,71.15M,7.14%,171.04M,-,-2.93,-0.04%,55.11M,-24.53%,-179.28M,-,-0.79,83.21%,8.25%,-27.71%,40.56M,4.22,45.10%,-14.75%,3.01,-44.95%,4.98,0.48,-19.28%,-34.60%,4.54M,-81.76%,5.49,0.44,15.93%,-42.89%,2.13,18.07,-20.79%,-,-,-50.05%,-45.41%,-86.72%,1.80,-,7.29,0.00%,96.77%,12.68%,0.26,-,7.29,45.45%,-515.94%,39.86,9.50%,9.70%,168,0.12,-,-442.02%,1.89,10.50,Yes / Yes,0.11,28.19%,-,2.68,2.22,-,38.39%,-,Nov 06,1.51M,2.40,-11.45%,-22.58%,-55.60%,"

","4,041,128",8.11%,ZNTL
Zoom Communications Inc,Technology,Software - Application,USA,NASD,-,27.37,3.00,14.69%,306.50M,5.03%,25.13B,15.31,5.36,-2.16%,261.48M,-3.83%,941.21M,15.04,1.30,57.85%,3.10%,13.04%,4.63B,5.43,4.34%,-1.02%,2.55,37.56%,28.31,2.90,-1.44%,9.41%,8.11M,18.77%,25.16,3.26,1.82%,11.70%,55.06,92.80,0.48%,-,14.57,-,10.80%,-11.64%,-0.01,-,4.50,95.81%,74.54%,48.93%,2.24,-,4.50,296.12%,17.93%,53.83,3.17%,2.49%,7420,0.01,2.87%,20.34%,2.36,92.85,Yes / Yes,0.00,44.84%,0.00%,0.70,80.17,1.23%,5.67%,3.59%,Nov 25 AMC,3.18M,82.00,1.50%,-0.75%,19.36%,"

","2,232,518",2.28%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-2.78,0.21%,108.94M,3.03%,2.92B,-,-1.71,-10.94%,108.70M,1.13%,-270.85M,-,-0.69,42.21%,5.46%,-7.26%,355.75M,8.22,21.00%,-10.91%,6.97,42.24%,6.78,3.96,37.50%,-26.70%,5.94M,16.70%,6.57,4.08,-,-34.98%,13.48,36.60,2.48%,-,-,-16.93%,-40.20%,-26.67%,1.01,-,2.87,136.21%,63.17%,99.11%,1.31,-,3.01,10.91%,-95.07%,54.58,5.03%,4.88%,2175,0.19,35.01%,-76.13%,1.31,48.70,Yes / Yes,0.01,40.53%,-,0.49,26.27,0.02%,94.89%,47.72%,Nov 12 BMO,852.27K,26.84,4.37%,0.49%,22.26%,"

","420,556",2.17%,ZLAB
ZKH Group Ltd ADR,Consumer Cyclical,Internet Retail,China,NYSE,-,-,-0.26,8.87%,128.32M,-1.10%,460.67M,36.19,0.10,0.00%,116.94M,5.28%,-41.45M,-,-0.01,17.12%,0.02%,-2.97%,1.23B,0.38,-94.63%,7.00%,0.61,15.06%,2.72,1.32,158.61%,-3.21%,0.03M,-80.62%,2.29,1.57,-,-7.35%,2.62,21.91,2.28%,-,-,-,-9.02%,-83.62%,0.12,-,1.62,26.18%,17.54%,37.02%,0.23,-,1.81,72.88%,-3.55%,51.60,5.09%,6.61%,3476,0.23,1.40%,-3.38%,1.00,4.32,No / Yes,0.05,59.85%,-,1.30,3.61,-,50.00%,1.80%,Nov 22 BMO,45.06K,3.59,1.33%,0.18%,-32.81%,"

","58,463",-0.55%,ZKH
ZipRecruiter Inc,Industrials,Staffing & Employment Services,USA,NYSE,RUT,230.42,0.03,28.94%,75.06M,3.19%,695.64M,-,-0.18,-0.54%,69.43M,0.71%,3.57M,-,-0.11,53.64%,4.38%,-23.36%,498.90M,1.39,-129.49%,1.67%,6.81,-22.27%,0.14,51.18,-34.86%,0.55%,3.04M,-51.76%,5.09,1.40,-,430.38%,6.51,15.35,-1.66%,-,10.37,-,0.63%,-53.62%,1.18,-,7.35,17.01%,89.13%,9.37%,0.33,-,7.35,-94.10%,5.24%,46.05,4.15%,4.38%,1000,40.75,-30.73%,0.72%,2.62,10.40,Yes / Yes,40.47,-111.35%,0.00%,0.93,6.99,4.27%,71.12%,-24.77%,Nov 06 AMC,446.32K,7.12,1.75%,-9.80%,-21.51%,"

","414,976",1.86%,ZIP
