Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,46.12,0.71,16.33%,172.26M,-0.76%,5.62B,25.05,1.30,-9.61%,144.49M,2.91%,124.20M,3.23,0.31,84.52%,3.21%,5.04%,1.53B,3.67,20.75%,5.97%,5.85,10.99%,9.34,3.48,10.89%,4.22%,4.63M,47.73%,0.91,35.76,14.28%,7.19%,21.44,34.58,10.61%,0.27 (0.83%),19.85,18.47%,5.80%,-5.93%,1.21,0.38 (1.17%),1.95,0.20%,39.86%,51.73%,0.66,"May 17, 2024",3.31,95.74%,15.14%,54.67,1.61%,2.10%,2400,0.33,8.34%,8.11%,2.25,35.29,Yes / Yes,0.33,52.74%,45.61%,0.50,32.35,1.18%,12.10%,0.46%,Apr 23 AMC,792.25K,32.53,1.33%,1.36%,9.05%,"

","397,358",0.56%,ZWS
Zuora Inc,Technology,Software - Infrastructure,USA,NYSE,RUT,-,-0.49,7.65%,137.79M,2.06%,1.52B,20.23,0.52,-8.79%,134.90M,12.41%,-68.19M,-,0.07,74.69%,5.00%,24.49%,431.66M,3.53,23.03%,-0.37%,3.89,25.85%,0.92,11.38,26.85%,-9.14%,6.74M,24.34%,3.52,2.96,-,-59.08%,7.05,12.12,10.85%,-,-,9.40%,-12.86%,-14.02%,1.73,-,2.37,12.97%,66.48%,47.80%,0.31,-,2.37,47.34%,-13.09%,63.81,2.18%,2.91%,1618,3.02,8.98%,-15.80%,1.67,11.50,Yes / Yes,2.97,39.06%,-,0.72,10.44,-0.10%,140.00%,7.40%,May 22 AMC,1.73M,10.42,3.39%,11.47%,17.85%,"

","1,240,213",-0.19%,ZUO
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,33.55,5.19,0.08%,458.37M,2.97%,79.42B,27.22,6.39,-9.57%,455.94M,13.68%,2.39B,3.52,1.50,95.96%,1.13%,-7.61%,8.73B,9.09,8.50%,0.02%,1.39,-0.32%,11.07,15.72,10.77%,17.02%,5.17M,-2.73%,4.33,40.21,9.53%,50.06%,144.80,201.92,-11.81%,1.73 (1.00%),45.38,11.57%,20.26%,-13.80%,0.89,1.61 (0.93%),1.94,8.05%,68.34%,20.21%,4.33,"Apr 18, 2024",3.33,17.17%,35.97%,64.79,1.65%,2.71%,14100,1.34,7.91%,27.38%,1.37,215.55,Yes / Yes,1.33,9.89%,30.71%,0.54,173.71,1.70%,2.54%,9.50%,May 02 BMO,3.72M,174.06,7.57%,5.45%,-2.70%,"

","1,999,450",0.20%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,17.20,1.43,0.60%,606.77M,17.94%,14.77B,12.46,1.97,0.00%,596.95M,22.95%,1.19B,1.28,0.43,39.20%,3.03%,33.06%,5.52B,2.67,14.31%,3.70%,3.72,1.15%,9.92,2.48,17.57%,9.82%,18.07M,-13.66%,4.58,5.37,13.46%,15.03%,15.90,30.05,15.55%,0.70 (2.86%),-,13.37%,13.12%,-18.17%,-0.07,0.62 (2.52%),1.11,15.78%,31.20%,54.70%,0.77,"Apr 09, 2024",1.15,7.93%,24.81%,73.93,4.00%,2.47%,23554,0.27,3.63%,21.49%,1.14,28.99,Yes / Yes,0.13,-18.31%,0.00%,1.46,23.58,5.91%,-23.59%,4.72%,May 15 AMC,4.85M,24.59,16.20%,17.20%,12.92%,"

","7,098,482",4.28%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.94,40.03%,147.17M,2.43%,26.80B,54.52,3.28,-0.39%,89.87M,3.41%,-138.67M,-,0.65,47.76%,4.70%,-29.23%,1.90B,14.14,54.82%,5.60%,1.84,-3.09%,6.40,27.94,18.38%,-3.98%,4.23M,50.59%,16.41,10.90,38.21%,-18.64%,116.88,259.61,-19.27%,-,53.53,-17.41%,-6.46%,-31.10%,0.86,-,1.90,53.60%,77.40%,53.04%,5.10,-,1.90,58.51%,-9.70%,49.62,1.90%,2.88%,5962,1.29,40.62%,-7.32%,1.48,257.77,Yes / Yes,1.24,51.94%,-,0.64,179.31,3.42%,30.99%,35.45%,May 30 AMC,2.29M,178.86,1.94%,-2.93%,-4.99%,"

","1,465,088",-0.25%,ZS
Zentalis Pharmaceuticals Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-3.36,12.23%,70.77M,-3.75%,857.09M,-,-3.71,-0.37%,62.33M,-3.75%,-218.90M,-,-0.86,113.62%,28.08%,-6.94%,40.56M,21.13,37.74%,-0.93%,21.93,2.99%,6.46,1.87,-33.39%,-41.82%,17.50M,-54.64%,6.89,1.75,-,-51.86%,9.56,31.46,-20.33%,-,-,-50.05%,-43.66%,-61.63%,1.83,-,9.19,-20.00%,96.66%,26.26%,0.94,-,9.19,21.74%,-527.00%,46.46,8.88%,7.61%,168,0.10,-,-539.70%,1.40,32.44,Yes / Yes,0.09,113.26%,-,0.62,11.96,170.40%,118.25%,-,May 07 BMO,798.29K,12.07,1.50%,-9.64%,-25.27%,"

","493,174",0.92%,ZNTL
Zoom Video Communications Inc,Technology,Software - Application,USA,NASD,-,31.24,2.05,23.80%,260.90M,3.53%,19.92B,12.80,5.01,-0.37%,236.54M,7.04%,637.46M,20.83,1.19,59.64%,5.39%,3.28%,4.53B,4.40,-5.89%,-0.54%,3.72,0.66%,26.07,2.46,2.26%,7.06%,12.76M,-5.44%,22.45,2.86,1.50%,8.96%,58.87,75.90,-10.78%,-,13.53,-,7.90%,-15.47%,-0.00,-,4.38,95.81%,74.72%,8.99%,1.34,-,4.38,516.13%,11.60%,58.84,1.75%,2.09%,7420,0.01,3.06%,14.08%,2.63,78.03,Yes / Yes,0.01,368.46%,0.00%,0.92,63.96,1.54%,23.91%,2.56%,May 20 AMC,3.43M,64.16,3.59%,0.85%,-3.05%,"

","3,146,008",0.31%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-3.50,0.54%,98.72M,-3.39%,1.92B,-,-1.31,-11.16%,98.19M,36.43%,-338.95M,-,-0.78,47.45%,4.44%,-6.01%,291.07M,6.58,13.82%,-1.98%,6.81,-29.91%,7.83,2.48,55.97%,-31.41%,4.36M,-42.09%,7.61,2.55,-,-38.44%,13.48,37.92,-29.02%,-,-,-16.93%,-44.04%,-48.84%,1.19,-,4.43,2095.12%,62.86%,43.92%,1.13,-,4.63,18.13%,-129.65%,58.22,4.44%,4.70%,2175,0.08,25.94%,-116.45%,1.15,51.82,Yes / Yes,0.01,-7.51%,-,0.72,19.93,15.83%,40.53%,38.78%,May 08 AMC,640.61K,19.40,11.74%,14.54%,-15.13%,"

","463,466",-2.66%,ZLAB
ZKH Group Ltd ADR,Consumer Cyclical,Internet Retail,China,NYSE,-,-,-0.85,8.87%,127.44M,-2.49%,1.45B,12.46,0.91,0.00%,116.14M,-12.74%,-136.80M,-,-0.06,0.52%,0.07%,-40.63%,1.23B,1.18,263.43%,-,1.81,-,2.82,4.03,539.46%,-4.29%,0.09M,-,2.35,4.84,-,-9.63%,11.25,21.91,-30.29%,-,-,-,-28.89%,-48.12%,-,-,1.56,26.18%,16.66%,1.07%,1.09,-,1.73,26.52%,-4.62%,37.57,8.03%,8.74%,3476,0.26,-0.20%,-11.13%,1.00,21.38,No / Yes,0.05,63.33%,-,0.44,12.08,-,-,6.47%,May 21 BMO,47.66K,11.37,-6.66%,-24.52%,-30.24%,"

","20,892",-5.88%,ZKH
ZipRecruiter Inc,Industrials,Staffing & Employment Services,USA,NYSE,RUT,27.84,0.36,30.21%,76.17M,3.13%,982.18M,344.00,0.03,-0.73%,69.31M,-5.27%,37.58M,2.70,-0.07,51.03%,4.43%,-31.22%,584.21M,1.68,-145.11%,-1.82%,5.47,-20.37%,0.13,77.62,113.86%,5.70%,3.07M,-35.36%,5.17,1.91,10.30%,855.40%,9.07,19.29,-28.85%,-,10.00,-,6.67%,-48.73%,1.21,-,6.58,17.01%,89.88%,8.98%,0.40,-,6.58,-27.43%,12.87%,38.22,2.90%,3.70%,1000,43.95,-32.16%,6.43%,2.38,12.90,Yes / Yes,43.55,-244.08%,0.00%,0.67,9.91,1.01%,-17.03%,-33.48%,May 09 AMC,561.37K,9.89,-4.41%,-10.33%,-23.97%,"

","378,886",-0.20%,ZIP
