Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,44.84,0.71,16.39%,172.26M,-0.78%,5.46B,24.35,1.30,-9.71%,144.40M,-2.32%,124.20M,3.14,0.31,83.81%,3.54%,4.53%,1.53B,3.57,20.75%,5.96%,5.08,19.54%,9.34,3.39,10.89%,4.22%,5.11M,48.29%,0.91,34.77,14.28%,7.19%,20.70,34.58,7.55%,0.27 (0.85%),19.30,18.47%,5.80%,-8.53%,1.22,0.30 (0.95%),1.95,0.20%,39.86%,52.80%,0.84,"Feb 16, 2024",3.31,95.74%,15.14%,47.45,2.27%,2.57%,2400,0.33,8.34%,8.11%,2.25,35.29,Yes / Yes,0.33,52.74%,45.61%,0.97,31.34,1.18%,12.10%,0.46%,Apr 23 AMC,1.00M,31.63,-0.80%,-0.92%,6.68%,"

","977,257",0.93%,ZWS
Zuora Inc,Technology,Software - Infrastructure,USA,NYSE,RUT,-,-0.49,7.29%,137.79M,-0.91%,1.43B,18.79,0.52,-9.19%,135.40M,14.27%,-68.19M,-,0.07,73.96%,4.26%,5.39%,431.66M,3.31,21.72%,-0.37%,3.33,31.85%,0.92,10.67,29.46%,-9.14%,5.77M,30.97%,3.52,2.77,-,-59.08%,7.05,12.12,3.94%,-,-,9.40%,-12.86%,-19.39%,1.73,-,2.37,12.97%,66.48%,38.58%,0.38,-,2.37,47.34%,-13.09%,59.77,3.67%,4.15%,1618,3.02,8.98%,-15.80%,1.57,11.57,Yes / Yes,2.97,39.06%,-,0.81,9.91,-0.10%,140.00%,7.40%,Feb 28 AMC,1.73M,9.77,6.49%,9.73%,10.12%,"

","1,402,893",-1.41%,ZUO
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,32.98,5.07,0.09%,458.37M,9.04%,76.48B,26.01,6.43,-8.58%,456.96M,2.61%,2.34B,3.39,1.50,95.89%,0.70%,-11.58%,8.54B,8.95,8.59%,0.02%,0.88,6.52%,10.90,15.34,11.28%,16.05%,3.18M,-5.47%,4.46,37.47,9.73%,49.86%,144.80,201.92,-15.27%,1.73 (1.03%),47.18,11.57%,19.95%,-17.18%,0.88,1.61 (0.97%),2.00,8.05%,68.28%,15.49%,5.07,"Apr 18, 2024",3.36,12.77%,35.92%,59.14,3.45%,2.89%,14100,1.36,5.74%,27.43%,1.42,218.99,Yes / Yes,1.35,15.54%,30.71%,1.47,158.50,2.17%,2.76%,8.48%,May 02 BMO,3.61M,167.23,6.87%,-1.89%,-6.94%,"

","5,322,377",5.51%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,14.58,1.48,0.60%,606.77M,1.93%,12.94B,11.02,1.96,0.00%,595.01M,0.23%,1.23B,0.99,0.34,42.22%,3.04%,30.71%,5.46B,2.37,14.96%,3.56%,3.91,-8.27%,13.90,1.56,16.51%,10.37%,18.09M,-20.40%,4.82,4.48,14.70%,15.22%,15.90,30.05,1.60%,0.71 (3.26%),-,13.37%,13.00%,-28.05%,-0.10,0.62 (2.87%),1.30,15.78%,30.85%,36.02%,0.56,"Apr 09, 2024",1.34,23.33%,24.56%,60.73,1.68%,1.95%,23554,0.26,3.77%,22.58%,1.19,28.70,Yes / Yes,0.13,0.92%,0.00%,0.60,21.07,-2.59%,-0.99%,6.62%,May 15 AMC,4.62M,21.62,5.71%,5.09%,-2.05%,"

","2,791,892",2.61%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.94,40.47%,147.17M,0.89%,26.43B,53.67,3.29,-0.40%,89.21M,-5.34%,-138.67M,-,0.65,46.06%,6.18%,-25.91%,1.90B,13.94,54.58%,5.60%,2.33,11.14%,6.40,27.55,18.77%,-3.98%,5.51M,102.72%,16.41,10.75,38.21%,-18.64%,84.93,259.61,-20.40%,-,52.79,-17.41%,-6.46%,-32.06%,0.86,-,1.90,53.60%,77.40%,107.67%,5.60,-,1.90,58.51%,-9.70%,42.37,2.93%,2.76%,5962,1.29,40.62%,-7.32%,1.49,260.48,Yes / Yes,1.24,51.94%,-,0.43,172.31,3.42%,30.99%,35.45%,Feb 29 AMC,2.36M,176.37,-0.73%,-9.60%,-5.74%,"

","1,004,352",2.36%,ZS
Zentalis Pharmaceuticals Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-4.56,10.10%,70.77M,1.14%,788.37M,-,-3.77,-0.10%,63.80M,-28.87%,-292.19M,-,-0.77,110.03%,26.08%,-4.96%,0.00M,-,18.03%,-0.98%,19.87,-32.09%,6.18,1.80,-2.93%,-52.39%,16.64M,-47.59%,6.81,1.63,-,-67.09%,9.56,31.46,-26.67%,-,-,-50.05%,-60.82%,-64.69%,1.82,-,7.16,-20.00%,-,16.21%,0.93,-,7.16,-0.81%,0.00%,35.42,7.16%,6.68%,168,0.10,-,-,1.40,33.56,Yes / Yes,0.10,7.17%,-,0.74,11.31,-,-5.81%,-,Feb 27 BMO,837.53K,11.11,-14.49%,-20.11%,-34.39%,"

","619,251",-1.77%,ZNTL
Zoom Video Communications Inc,Technology,Software - Application,USA,NASD,-,30.59,2.05,24.23%,260.90M,2.93%,19.32B,12.48,5.03,-0.38%,233.05M,-0.62%,637.46M,20.39,1.19,57.13%,5.48%,-3.11%,4.53B,4.27,-5.51%,-0.54%,3.64,4.75%,26.07,2.41,2.23%,7.06%,12.78M,2.68%,22.66,2.77,1.50%,8.96%,58.87,75.90,-12.63%,-,13.13,-,7.90%,-17.23%,-0.01,-,4.38,95.81%,74.72%,6.73%,1.53,-,4.38,516.13%,11.60%,51.61,2.34%,2.16%,7420,0.01,3.06%,14.08%,2.63,78.03,Yes / Yes,0.01,368.46%,0.00%,0.75,61.61,1.54%,23.91%,2.56%,Feb 26 AMC,3.51M,62.83,2.22%,-2.61%,-5.79%,"

","2,619,749",1.98%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-3.46,0.54%,98.72M,5.40%,1.64B,-,-1.39,-9.38%,98.19M,4.34%,-334.62M,-,-0.51,41.99%,4.15%,-26.30%,266.72M,6.14,7.60%,-2.01%,6.48,-34.17%,8.19,2.03,56.67%,-29.66%,4.08M,-49.03%,8.17,2.03,-,-36.34%,13.48,39.50,-39.30%,-,-,-16.93%,-41.61%,-58.00%,1.13,-,4.41,2095.12%,64.08%,23.07%,0.81,-,4.63,25.17%,-141.19%,56.17,4.83%,4.45%,2175,0.02,24.03%,-125.46%,1.15,51.69,Yes / Yes,0.01,-52.98%,-,1.83,15.90,-8.76%,-90.47%,5.16%,May 08 AMC,629.37K,16.59,9.48%,-4.03%,-29.30%,"

","1,151,495",4.34%,ZLAB
ZKH Group Ltd ADR,Consumer Cyclical,Internet Retail,China,NYSE,-,-,-0.85,8.87%,127.44M,2.21%,1.54B,13.21,0.91,0.00%,116.14M,-26.52%,-136.80M,-,-0.06,0.63%,0.04%,-30.71%,1.23B,1.25,263.94%,-,0.78,-,2.82,4.27,539.46%,-4.29%,0.04M,-,2.35,5.13,-,-9.63%,11.25,21.91,-26.12%,-,-,-,-28.89%,-45.01%,-,-,1.56,26.18%,16.66%,7.11%,1.29,-,1.73,26.52%,-4.62%,35.43,7.89%,9.29%,3476,0.26,-0.20%,-11.13%,1.00,21.38,No / Yes,0.05,63.33%,-,0.39,11.96,-,-,6.47%,Mar 19 BMO,54.42K,12.05,-12.98%,-27.27%,-28.15%,"

","21,040",0.75%,ZKH
ZipRecruiter Inc,Industrials,Staffing & Employment Services,USA,NYSE,RUT,22.08,0.47,30.23%,76.17M,-1.81%,1.02B,74.82,0.14,-0.98%,69.28M,-6.45%,49.10M,2.14,-0.06,49.65%,4.77%,-26.01%,645.72M,1.58,-118.11%,-1.83%,6.02,-3.29%,0.08,121.66,265.27%,7.15%,3.31M,-37.76%,5.24,1.97,10.30%,265.50%,10.21,19.29,-25.90%,-,10.00,-,8.77%,-46.60%,1.25,-,6.57,17.01%,89.72%,0.88%,0.35,-,6.57,-9.45%,13.48%,36.59,3.54%,2.87%,1000,66.40,-28.62%,7.60%,2.38,14.20,Yes / Yes,65.87,-67.13%,0.00%,0.90,10.49,6.05%,-32.61%,-35.42%,May 09 AMC,549.06K,10.30,-4.08%,-11.09%,-23.42%,"

","492,912",-1.81%,ZIP
