Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,42.67,0.71,16.25%,172.26M,-1.70%,5.20B,23.18,1.30,-14.40%,144.63M,-6.58%,124.20M,2.99,0.31,84.52%,3.27%,-7.58%,1.53B,3.39,20.75%,5.97%,5.67,1.59%,9.34,3.22,10.89%,4.22%,4.73M,16.67%,0.91,33.09,14.28%,7.19%,25.09,34.58,2.35%,0.27 (0.90%),18.37,18.47%,5.80%,-12.95%,1.18,0.31 (1.03%),1.95,0.20%,39.86%,19.97%,0.64,"May 17, 2024",3.31,95.74%,15.14%,39.27,1.79%,1.95%,2400,0.33,8.34%,8.11%,2.25,35.29,Yes / Yes,0.33,52.74%,45.61%,1.11,30.49,1.18%,12.06%,0.46%,Apr 23 AMC,834.40K,30.10,-2.28%,-4.66%,0.21%,"

","928,355",-1.28%,ZWS
Zuora Inc,Technology,Software - Infrastructure,USA,NYSE,RUT,-,-0.44,7.57%,137.79M,-3.75%,1.37B,17.86,0.52,-8.02%,136.89M,-6.19%,-62.61M,-,0.09,73.67%,5.14%,5.11%,438.33M,3.13,29.09%,-0.36%,4.45,3.58%,0.94,9.83,21.60%,-8.44%,7.03M,-18.07%,3.69,2.50,-,-51.53%,7.05,11.80,-1.60%,-,-,9.40%,-11.66%,-21.61%,1.71,-,2.50,12.97%,67.51%,31.21%,0.30,-,2.50,50.48%,-8.58%,38.62,2.13%,3.42%,1618,2.90,7.97%,-14.28%,1.67,12.33,Yes / Yes,2.85,34.02%,-,0.58,9.34,0.88%,61.76%,6.47%,May 22 AMC,1.58M,9.25,-5.23%,-5.71%,4.71%,"

","916,317",-0.96%,ZUO
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,33.12,5.19,0.08%,458.37M,0.76%,78.41B,26.88,6.39,-5.51%,455.93M,-0.12%,2.39B,3.47,1.49,95.60%,1.27%,1.74%,8.73B,8.98,8.42%,0.02%,1.80,-11.71%,11.07,15.52,10.82%,17.02%,5.80M,0.99%,4.33,39.70,9.53%,50.06%,144.80,201.92,-12.94%,1.74 (1.01%),44.81,11.57%,20.26%,-14.90%,0.86,1.61 (0.94%),1.94,8.05%,68.34%,18.67%,3.73,"Jul 18, 2024",3.33,17.17%,35.97%,51.32,2.08%,2.04%,14100,1.34,7.91%,27.38%,1.22,214.49,Yes / Yes,1.33,9.89%,30.71%,0.58,171.09,1.70%,2.54%,9.50%,May 02 BMO,3.22M,171.84,-0.40%,3.51%,-3.06%,"

","1,878,098",0.44%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,15.40,1.43,1.10%,606.77M,-1.96%,13.22B,11.20,1.97,0.00%,593.93M,-11.07%,1.19B,1.00,0.43,39.02%,3.38%,4.76%,5.52B,2.39,13.76%,3.62%,4.91,10.54%,9.92,2.22,18.34%,9.82%,20.05M,-14.15%,4.58,4.80,15.40%,15.03%,15.90,28.04,3.48%,0.70 (3.18%),-,13.37%,13.12%,-21.47%,-0.11,0.62 (2.82%),1.11,15.78%,31.20%,38.53%,0.67,"Apr 09, 2024",1.15,7.93%,24.81%,44.47,2.46%,2.53%,23554,0.27,3.63%,21.49%,1.14,29.17,Yes / Yes,0.13,-18.31%,0.00%,0.69,21.32,5.91%,-23.59%,4.72%,May 15 AMC,4.08M,22.02,-4.79%,-0.10%,2.21%,"

","2,824,160",3.28%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.50,39.90%,147.17M,-1.72%,27.37B,54.33,3.33,-0.18%,90.84M,3.96%,-73.50M,-,0.70,47.31%,5.55%,-7.12%,2.03B,13.48,68.39%,5.55%,2.46,-17.22%,7.22,25.06,10.56%,-1.99%,5.04M,25.01%,14.82,12.22,26.82%,-8.68%,131.59,259.61,-18.28%,-,49.76,-17.41%,-3.23%,-30.26%,0.83,-,1.67,53.60%,77.75%,37.59%,6.10,-,1.67,73.33%,-6.90%,53.27,2.56%,3.78%,5962,1.13,37.16%,-3.62%,1.51,231.37,Yes / Yes,1.08,139.17%,-,0.68,179.55,3.19%,33.96%,32.09%,May 30 AMC,2.05M,181.06,2.91%,2.88%,-5.70%,"

","1,401,978",0.84%,ZS
Zentalis Pharmaceuticals Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-3.36,12.31%,70.77M,-47.96%,326.65M,-,-3.63,-0.48%,62.27M,-61.60%,-218.90M,-,-0.84,113.65%,28.13%,-66.30%,40.56M,8.05,40.00%,-0.93%,15.05,-66.08%,6.46,0.71,-35.33%,-41.82%,17.51M,-84.13%,6.89,0.67,-,-51.86%,3.93,29.63,-69.64%,-,-,-50.05%,-43.66%,-84.48%,1.71,-,9.19,-20.00%,96.66%,17.05%,1.03,-,9.19,21.74%,-527.00%,20.41,26.99%,12.14%,168,0.10,-,-539.70%,2.27,10.70,Yes / Yes,0.09,113.26%,-,1.78,4.75,170.40%,118.25%,-,May 07 BMO,1.16M,4.60,-53.34%,-58.98%,-67.71%,"

","2,070,405",-3.16%,ZNTL
Zoom Video Communications Inc,Technology,Software - Application,USA,NASD,-,21.50,2.69,22.24%,260.90M,0.12%,17.88B,11.31,5.11,-0.34%,240.46M,-10.21%,838.33M,14.33,1.21,60.05%,3.78%,-12.36%,4.56B,3.92,-3.15%,-0.53%,2.86,-17.25%,26.83,2.15,1.29%,8.90%,9.10M,-14.29%,23.88,2.42,1.50%,11.31%,55.63,75.90,-19.61%,-,10.87,-,10.05%,-23.84%,-0.06,-,4.36,95.81%,74.87%,3.92%,1.53,-,4.36,19565.00%,17.35%,38.15,2.84%,2.47%,7420,0.01,3.13%,18.37%,2.57,75.05,Yes / Yes,0.00,1250.20%,0.00%,1.10,58.88,1.35%,13.52%,3.25%,May 20 AMC,3.18M,57.81,-4.79%,-5.92%,-11.56%,"

","3,506,255",-1.82%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-3.50,0.54%,98.72M,0.32%,1.85B,-,-1.61,-11.75%,98.19M,-6.99%,-338.95M,-,-0.71,43.72%,2.76%,15.88%,291.07M,6.36,17.87%,-2.14%,4.28,-34.99%,7.83,2.39,43.22%,-31.41%,2.71M,-27.86%,7.61,2.47,-,-38.44%,13.48,32.60,-31.39%,-,-,-16.93%,-44.04%,-42.48%,1.06,-,4.43,2095.12%,62.86%,39.09%,1.02,-,4.63,18.13%,-129.65%,49.51,4.50%,4.84%,2175,0.08,25.94%,-116.45%,1.17,52.28,Yes / Yes,0.01,-7.51%,-,0.73,18.57,15.83%,40.53%,38.78%,May 08 AMC,633.44K,18.75,-0.67%,5.21%,-15.25%,"

","461,166",0.97%,ZLAB
ZKH Group Ltd ADR,Consumer Cyclical,Internet Retail,China,NYSE,-,-,-0.79,8.87%,127.44M,-2.51%,495.74M,6.23,0.62,0.00%,116.14M,-61.45%,-126.89M,-,0.00,0.52%,0.07%,-79.80%,1.20B,0.41,128.64%,-,0.66,-75.19%,2.82,1.38,2411.11%,-4.29%,0.08M,-,2.21,1.76,-,-9.63%,3.19,21.91,-76.15%,-,-,-,-27.40%,-82.25%,-,-,1.63,26.18%,16.84%,21.94%,1.31,-,1.82,18.59%,-4.42%,29.55,13.20%,21.16%,3476,0.28,-3.00%,-10.53%,1.00,16.09,No / Yes,0.04,44.09%,-,1.32,3.75,-5.59%,-26.47%,-8.66%,May 21 BMO,125.42K,3.89,-52.53%,-63.75%,-73.84%,"

","165,491",3.73%,ZKH
ZipRecruiter Inc,Industrials,Staffing & Employment Services,USA,NYSE,RUT,24.77,0.36,30.35%,76.17M,-6.88%,873.93M,-,-0.11,-0.63%,69.16M,-11.38%,37.58M,2.41,-0.07,51.15%,4.27%,-25.61%,584.21M,1.50,-160.13%,-1.82%,5.63,-37.72%,0.13,69.06,60.76%,5.70%,2.95M,-45.61%,5.17,1.70,10.30%,855.40%,8.27,19.29,-36.69%,-,8.90,-,6.67%,-54.38%,1.18,-,6.58,17.01%,89.88%,6.47%,0.33,-,6.58,-27.43%,12.87%,32.56,3.73%,3.17%,1000,43.95,-32.16%,6.43%,2.44,12.25,Yes / Yes,43.55,-244.08%,0.00%,1.05,8.79,1.01%,-15.68%,-33.48%,May 09 AMC,524.56K,8.80,-7.68%,-12.30%,-27.82%,"

","549,653",0.11%,ZIP
Zions Bancorporation N.A,Financial,Banks - Regional,USA,NASD,-,10.66,3.98,1.63%,148.15M,4.17%,6.27B,9.13,4.65,-0.73%,145.25M,-3.06%,588.00M,-,1.09,77.44%,5.52%,4.43%,4.75B,1.32,-0.90%,2.23%,4.88,-0.21%,36.50,1.16,7.84%,0.71%,8.02M,57.40%,-,-,-8.32%,11.33%,26.35,46.15,-3.24%,1.66 (3.91%),7.08,1.26%,8.96%,-8.02%,1.09,1.64 (3.86%),-,9.97%,-,61.07%,1.09,"May 15, 2024",0.12,-31.91%,16.98%,53.38,2.49%,2.42%,9679,0.97,28.04%,12.37%,3.00,45.45,Yes / Yes,0.13,-28.08%,37.74%,0.81,41.25,-0.10%,1.43%,11.63%,Apr 22 BMO,1.64M,42.45,1.85%,0.70%,7.88%,"

","1,328,417",2.91%,ZION
Zim Integrated Shipping Services Ltd,Industrials,Marine Shipping,Israel,NYSE,-,-,-21.18,21.72%,120.29M,9.28%,2.44B,-,-3.41,0.00%,94.19M,6.47%,-2545.80M,-,0.46,30.04%,12.52%,111.38%,5.35B,0.46,104.40%,-12.67%,2.21,102.30%,21.12,0.96,-445.46%,-24.88%,11.79M,66.12%,11.91,1.70,-,-66.79%,6.39,23.82,105.17%,0.58 (2.87%),3.74,-,-40.25%,-14.99%,1.73,0.23 (1.14%),0.90,29.90%,-0.40%,216.90%,1.39,"Jun 04, 2024",0.98,-189.15%,-5.06%,55.70,5.04%,6.79%,6460,2.11,-47.65%,-47.59%,3.71,13.47,Yes / Yes,1.49,251.42%,-,0.81,19.65,4.06%,-23.50%,13.66%,May 21 BMO,5.33M,20.25,-0.00%,22.44%,69.89%,"

","4,300,627",3.05%,ZIM
ZoomInfo Technologies Inc.,Technology,Software - Application,USA,NASD,-,59.98,0.20,22.50%,384.83M,-4.85%,4.40B,10.92,1.08,-0.03%,289.80M,-10.76%,77.90M,6.24,0.23,73.22%,4.66%,-24.24%,1.25B,3.53,0.21%,-3.85%,2.46,-35.80%,5.33,2.21,6.62%,1.12%,13.52M,-51.46%,1.18,10.01,9.61%,3.60%,11.67,30.16,-36.29%,-,10.83,-,2.33%,-60.94%,1.06,-,1.11,56.47%,84.18%,0.94%,0.47,-,1.11,-21.95%,19.75%,38.01,3.22%,3.29%,3516,0.68,7.93%,6.24%,2.39,17.38,Yes / Yes,0.67,-63.85%,0.00%,1.01,12.29,0.43%,10.92%,3.13%,May 07 AMC,5.49M,11.78,-4.76%,-15.02%,-24.05%,"

","5,532,648",-4.15%,ZI
Ermenegildo Zegna N.V.,Consumer Cyclical,Apparel Manufacturing,Italy,NYSE,-,22.82,0.52,76.35%,250.31M,1.97%,2.97B,17.70,0.67,0.00%,59.20M,-6.01%,131.40M,2.15,-,16.85%,5.47%,-18.74%,2.06B,1.44,6.07%,-22.00%,5.06,3.30%,3.71,3.20,23.28%,4.65%,3.24M,0.68%,1.68,7.05,10.60%,15.90%,10.12,16.36,2.68%,0.17 (1.40%),12.59,-,8.35%,-27.38%,0.63,0.11 (0.92%),0.76,11.31%,55.00%,17.39%,0.31,"Jul 05, 2024",1.27,139.88%,11.77%,42.22,1.83%,2.43%,7201,1.19,31.13%,6.38%,2.43,14.10,Yes / Yes,0.70,-54950.00%,24.10%,0.26,11.85,0.16%,55.81%,-,Apr 05 BMO,639.80K,11.88,-2.64%,-2.80%,-5.17%,"

","163,627",0.25%,ZGN
Zillow Group Inc,Communication Services,Internet Content & Information,USA,NASD,-,-,-0.68,77.52%,55.28M,-1.87%,10.79B,26.13,1.75,1.10%,53.10M,11.85%,-159.00M,-,0.24,19.84%,2.17%,-8.22%,2.00B,5.38,-6.53%,-0.41%,1.95,-17.66%,19.75,2.31,47.29%,-2.37%,1.15M,-4.23%,12.36,3.69,12.00%,-3.46%,33.23,59.23,-19.46%,-,54.49,-2.24%,-2.76%,-22.88%,2.06,-,3.32,16.49%,77.46%,37.47%,1.58,-,3.32,-16.13%,-12.32%,57.06,3.47%,3.19%,6263,0.40,-16.32%,-7.93%,2.11,53.17,Yes / Yes,0.23,-4.48%,-,0.83,47.57,4.01%,20.07%,12.79%,May 01 AMC,592.39K,45.68,6.81%,7.58%,-1.34%,"

","491,308",-3.97%,ZG
Zeta Global Holdings Corp,Technology,Software - Application,USA,NYSE,RUT,-,-1.06,26.34%,188.63M,-0.50%,3.49B,53.42,0.30,0.00%,161.15M,-12.02%,-170.09M,-,-0.16,55.66%,5.32%,44.43%,766.07M,4.56,68.10%,12.33%,3.90,84.94%,0.88,18.22,178.03%,-33.35%,8.57M,85.80%,0.65,24.65,35.00%,-105.80%,7.24,18.58,80.95%,-,47.22,-42.41%,-45.26%,-14.10%,1.20,-,1.89,24.26%,54.30%,120.44%,0.63,-,1.89,43.27%,-19.35%,50.16,2.92%,3.91%,1783,0.96,23.10%,-22.20%,1.25,20.35,Yes / Yes,0.96,39.12%,-,0.99,15.62,4.16%,8.00%,23.70%,May 06 AMC,2.20M,15.96,-2.69%,6.64%,50.50%,"

","2,177,006",2.18%,ZETA
Ziff Davis Inc,Communication Services,Advertising Agencies,USA,NASD,RUT,47.89,1.16,1.77%,46.08M,-0.16%,2.56B,7.94,6.99,-0.51%,45.31M,0.95%,59.75M,6.47,1.29,102.36%,4.38%,-11.57%,1.37B,1.87,5.94%,1.82%,5.29,-16.14%,41.23,1.35,6.65%,1.65%,1.98M,-15.30%,16.28,3.41,7.40%,3.15%,49.50,75.58,-17.38%,-,14.77,-19.19%,2.06%,-26.56%,1.29,-,1.95,3.32%,73.92%,12.14%,1.54,"May 17, 2019",1.95,92.84%,15.25%,50.11,2.69%,2.64%,4200,0.53,-0.85%,4.36%,1.56,76.36,Yes / Yes,0.53,242.45%,0.00%,1.14,55.21,0.38%,10.50%,2.39%,May 08 AMC,375.34K,55.51,-0.46%,2.01%,-10.60%,"

","428,279",0.54%,ZD
Zebra Technologies Corp.,Technology,Communication Equipment,USA,NASD,S&P 500,60.83,5.04,0.82%,51.38M,1.77%,15.77B,20.54,14.93,-1.20%,51.00M,-6.20%,261.00M,3.20,2.80,93.54%,1.99%,5.24%,4.37B,3.61,23.04%,0.26%,3.11,17.24%,61.65,4.97,23.57%,3.54%,1.01M,14.48%,2.47,124.18,19.00%,8.61%,194.59,328.70,12.21%,-,140.81,-5.89%,5.08%,-6.69%,1.65,-,0.56,2.84%,44.12%,57.62%,6.97,-,0.99,-35.85%,12.16%,50.60,2.11%,2.17%,9750,0.72,-23.23%,5.98%,2.28,337.11,Yes / Yes,0.62,-23.40%,0.00%,1.31,300.01,2.50%,16.18%,-16.62%,Apr 30 BMO,326.14K,306.71,-0.46%,0.59%,16.33%,"

","428,176",2.23%,ZBRA
Zimmer Biomet Holdings Inc,Healthcare,Medical Devices,USA,NYSE,S&P 500,23.48,4.62,0.13%,205.60M,1.18%,22.31B,12.47,8.70,-13.21%,205.47M,-9.11%,963.90M,3.40,1.99,92.16%,2.23%,-14.73%,7.45B,2.99,7.25%,-0.06%,3.28,-9.62%,61.24,1.77,7.42%,4.52%,4.58M,-24.98%,1.91,56.78,6.91%,7.79%,102.00,147.50,-10.88%,0.86 (0.79%),25.03,-,5.53%,-26.47%,1.02,0.72 (0.66%),0.80,-1.20%,62.47%,6.33%,2.09,"Jun 26, 2024",1.66,116.19%,18.19%,33.44,1.55%,1.94%,18000,0.46,4.85%,12.93%,2.50,135.73,Yes / Yes,0.38,-24.33%,19.66%,1.15,107.86,1.16%,3.72%,3.18%,May 02 BMO,1.40M,108.46,-2.76%,-7.43%,-8.36%,"

","1,599,985",0.56%,ZBH
Zillow Group Inc,Communication Services,Internet Content & Information,USA,NASD,-,-,-0.68,34.48%,171.85M,-2.04%,11.11B,26.51,1.77,2.51%,154.75M,13.25%,-159.00M,-,0.24,70.61%,9.30%,-7.50%,2.00B,5.54,-5.49%,-,3.81,-17.31%,19.75,2.38,47.21%,-2.37%,14.39M,-3.67%,12.36,3.80,6.20%,-3.46%,33.80,61.13,-18.73%,-,56.09,-2.24%,-2.76%,-23.08%,1.99,-,3.32,16.49%,77.46%,39.11%,1.68,"Jan 12, 2011",3.32,-16.13%,-12.32%,57.78,3.67%,3.34%,6263,0.40,-16.32%,-7.93%,2.15,52.95,Yes / Yes,0.23,-4.48%,-,1.05,48.91,4.00%,18.28%,12.79%,May 01 AMC,3.78M,47.02,7.43%,8.71%,-1.05%,"

","3,969,635",-3.86%,Z
JOYY Inc ADR,Communication Services,Internet Content & Information,Singapore,NASD,-,5.79,5.16,0.50%,44.54M,6.04%,1.28B,7.31,4.08,0.00%,42.78M,-10.01%,366.87M,-,0.92,67.87%,3.65%,-2.77%,2.25B,0.57,-11.52%,-8.88%,4.02,-25.08%,87.58,0.34,11.72%,3.61%,1.56M,0.84%,83.22,0.36,-1.39%,6.15%,27.88,43.20,-24.81%,-,-,4.67%,7.04%,-30.90%,0.28,0.20 (0.67%),1.27,14.60%,35.74%,7.07%,0.78,"Sep 25, 2023",1.27,146.03%,1.15%,46.93,2.19%,2.80%,6292,0.10,-5.17%,16.31%,1.81,40.63,Yes / Yes,0.00,112.85%,14.49%,0.79,29.24,2.15%,25.93%,-3.27%,May 28 AMC,388.84K,29.85,0.71%,-6.22%,-14.71%,"

","309,020",2.09%,YY
Yum China Holdings Inc,Consumer Cyclical,Restaurants,China,NYSE,-,16.13,1.99,3.91%,407.00M,-5.16%,12.54B,13.04,2.47,0.00%,374.65M,-13.41%,825.00M,1.61,0.48,83.20%,2.64%,-15.10%,11.02B,1.14,8.98%,0.25%,3.72,-20.46%,14.96,2.15,13.13%,7.09%,9.90M,-43.94%,6.14,5.24,10.00%,13.15%,31.95,61.99,-24.20%,0.62 (1.94%),18.64,1.32%,10.64%,-48.12%,0.33,0.58 (1.80%),1.24,5.91%,16.53%,0.66%,0.88,"May 24, 2024",1.39,33.48%,10.84%,27.23,2.31%,2.15%,430000,0.35,12.23%,7.49%,1.60,50.94,Yes / Yes,0.32,4.24%,26.41%,0.99,32.25,-3.13%,10.04%,1.41%,Apr 29 AMC,2.66M,32.16,-7.32%,-12.36%,-24.15%,"

","2,627,484",-0.28%,YUMC
Yum Brands Inc.,Consumer Cyclical,Restaurants,USA,NYSE,S&P 500,23.76,5.64,0.15%,281.63M,-2.05%,37.74B,21.01,6.38,-17.50%,281.20M,-3.69%,1.61B,2.14,1.34,86.24%,2.83%,-1.64%,7.03B,5.37,9.89%,-7.96%,4.05,3.84%,-27.60,-,12.25%,26.91%,7.97M,-1.72%,2.99,44.76,11.10%,-,115.53,143.20,2.55%,2.66 (1.99%),28.06,3.62%,39.08%,-6.43%,1.07,2.55 (1.90%),1.49,4.64%,49.58%,15.98%,2.07,"May 24, 2024",1.49,32.52%,32.76%,37.71,1.50%,1.53%,35000,-,1.28%,22.92%,2.43,145.72,Yes / Yes,-,4.30%,43.19%,1.20,134.29,-6.56%,-4.41%,-2.86%,May 01 BMO,1.97M,133.99,-2.46%,-2.98%,1.93%,"

","2,365,248",-0.22%,YUM
