Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,39.69,0.77,16.05%,172.26M,-4.31%,5.24B,23.26,1.32,-14.91%,143.50M,3.20%,135.60M,2.54,0.32,86.98%,3.02%,0.13%,1.54B,3.40,24.23%,6.04%,4.85,-2.23%,9.32,3.29,9.34%,4.67%,4.34M,3.37%,0.95,32.20,15.65%,8.04%,25.09,34.58,4.22%,0.26 (0.86%),18.58,18.47%,6.37%,-11.36%,1.16,0.32 (1.04%),1.75,0.20%,40.45%,22.16%,0.72,"Aug 20, 2024",2.83,183.51%,15.70%,44.06,2.20%,2.01%,2400,0.34,0.50%,8.80%,2.25,36.00,Yes / Yes,0.33,34.01%,45.61%,0.81,31.29,0.70%,5.16%,2.18%,Jul 30 AMC,894.56K,30.65,-1.76%,-0.34%,-0.68%,"

","721,115",-2.05%,ZWS
Zuora Inc,Technology,Software - Infrastructure,USA,NYSE,RUT,-,-0.33,7.77%,151.47M,-2.72%,1.30B,15.14,0.57,-8.45%,139.71M,2.39%,-47.27M,-,0.11,78.29%,4.43%,-10.90%,445.68M,2.92,70.20%,-0.36%,5.12,4.00%,1.27,6.77,0.89%,-6.17%,6.19M,-6.84%,3.59,2.39,15.00%,-31.02%,7.05,10.85,-8.72%,-,-,9.40%,-7.99%,-20.92%,1.72,-,2.71,12.97%,68.16%,21.70%,0.35,-,2.71,60.38%,-6.31%,45.18,2.97%,3.88%,1618,2.12,7.33%,-10.61%,1.86,12.00,Yes / Yes,2.08,70.33%,-,0.85,8.56,2.46%,98.33%,6.80%,Aug 21 AMC,1.21M,8.58,-0.95%,-4.65%,-5.27%,"

","1,028,521",0.23%,ZUO
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,36.68,5.11,0.09%,458.37M,2.87%,84.87B,29.01,6.46,-0.78%,452.66M,7.16%,2.34B,3.83,1.46,96.89%,0.90%,8.99%,8.91B,9.52,9.42%,0.02%,1.98,1.13%,10.94,17.12,10.95%,16.79%,4.06M,-2.70%,3.47,53.92,9.57%,48.88%,144.80,201.92,-5.09%,1.71 (0.91%),40.36,11.57%,20.02%,-7.23%,0.88,1.67 (0.89%),2.09,8.05%,68.32%,29.37%,3.60,"Jul 18, 2024",3.45,7.38%,36.05%,61.54,1.78%,1.84%,14100,1.36,8.43%,26.29%,1.37,221.65,Yes / Yes,1.36,-5.60%,30.71%,0.90,183.57,2.10%,5.04%,8.30%,Aug 06 BMO,2.05M,187.33,1.88%,4.09%,4.58%,"

","1,846,912",2.05%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,15.31,1.42,0.86%,606.77M,3.68%,12.96B,10.78,2.01,0.00%,592.90M,13.04%,1.19B,1.13,0.40,37.39%,2.54%,-7.00%,5.61B,2.31,13.71%,3.51%,6.29,8.08%,10.31,2.10,18.79%,9.95%,15.05M,-14.18%,4.71,4.60,13.57%,14.81%,15.90,25.90,1.83%,0.68 (3.16%),-,13.37%,12.68%,-16.33%,-0.11,0.62 (2.86%),1.22,15.78%,31.13%,36.33%,0.68,"Sep 10, 2024",1.26,-0.18%,24.65%,61.31,2.24%,2.69%,23554,0.30,3.60%,21.14%,1.31,28.84,Yes / Yes,0.12,-3.11%,40.76%,1.13,22.15,0.90%,2.93%,6.28%,Aug 21 BMO,2.39M,21.67,6.46%,7.63%,5.50%,"

","2,710,218",-2.17%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.39,38.67%,147.17M,-20.33%,23.75B,44.56,3.53,-0.11%,92.70M,-4.90%,-57.71M,-,0.63,47.35%,4.82%,-7.10%,2.17B,10.96,-9.54%,5.55%,2.44,-23.86%,7.22,21.75,22.21%,-1.39%,4.47M,-0.79%,15.94,9.86,26.82%,-5.77%,146.59,259.61,-29.08%,-,37.45,-10.72%,-4.38%,-39.47%,0.83,-,1.67,48.57%,81.17%,7.19%,8.15,-,1.04,72.20%,-5.77%,28.64,3.30%,2.89%,5962,0.97,34.07%,-2.66%,1.72,216.01,Yes / Yes,0.04,53.13%,-,5.94,193.19,4.48%,24.95%,30.30%,Sep 03 AMC,1.83M,157.13,-16.55%,-16.70%,-20.93%,"

","10,883,010",-18.67%,ZS
Zentalis Pharmaceuticals Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-2.75,13.77%,70.77M,6.56%,231.11M,-,-3.56,-0.13%,61.32M,-5.25%,-194.65M,-,-0.89,100.05%,18.87%,-71.59%,40.56M,5.70,35.18%,-1.04%,7.78,-77.21%,5.38,0.60,-22.88%,-34.97%,11.57M,-88.03%,6.00,0.54,-,-42.98%,2.83,27.01,-78.55%,-,-,-50.05%,-45.92%,-87.97%,1.69,-,6.59,-20.00%,96.71%,14.84%,0.33,-,6.59,42.78%,-543.77%,44.10,9.34%,9.91%,168,0.12,-,-479.92%,2.27,9.90,Yes / Yes,0.11,32.87%,-,0.32,3.23,-,-47.48%,-,Aug 09 BMO,1.49M,3.25,2.05%,-12.15%,-69.04%,"

","471,915",0.62%,ZNTL
Zoom Video Communications Inc,Technology,Software - Application,USA,NASD,-,24.43,2.79,15.03%,307.79M,-5.16%,20.99B,12.87,5.30,-0.63%,261.54M,22.58%,875.37M,16.28,1.31,59.24%,3.16%,10.82%,4.59B,4.58,2.32%,-0.54%,2.33,2.56%,27.68,2.46,-0.64%,9.01%,8.25M,-4.92%,24.46,2.79,1.50%,11.27%,55.06,75.90,-5.17%,-,12.20,-,10.22%,-10.16%,-0.05,-,4.45,95.81%,74.59%,23.85%,1.79,-,4.45,508.08%,17.80%,65.16,2.33%,2.73%,7420,0.01,2.76%,19.08%,2.56,74.94,Yes / Yes,0.00,17.25%,0.00%,0.82,68.83,1.20%,14.44%,2.09%,Aug 21 AMC,3.54M,68.19,9.27%,13.53%,6.53%,"

","2,894,973",-0.93%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-3.07,0.59%,99.12M,2.22%,1.96B,-,-1.78,-14.53%,98.53M,12.02%,-298.33M,-,-0.76,42.97%,4.78%,2.44%,322.71M,6.07,14.08%,-2.06%,8.51,4.49%,7.18,2.75,39.99%,-28.50%,4.71M,-24.29%,7.37,2.68,-,-36.46%,13.48,31.22,-27.70%,-,-,-16.93%,-42.02%,-36.71%,1.06,-,3.29,2095.12%,62.95%,46.59%,0.92,-,3.46,24.90%,-109.67%,62.72,5.08%,5.59%,2175,0.12,28.16%,-92.44%,1.13,50.47,Yes / Yes,0.01,34.35%,-,1.43,19.35,7.45%,-15.75%,45.95%,Aug 06 AMC,553.98K,19.76,11.68%,9.92%,-2.64%,"

","791,435",2.12%,ZLAB
ZKH Group Ltd ADR,Consumer Cyclical,Internet Retail,China,NYSE,-,-,-0.36,8.90%,127.44M,1.32%,392.62M,4.92,0.62,0.00%,116.52M,16.73%,-57.85M,-,0.05,17.21%,0.04%,-71.04%,1.22B,0.32,71.33%,-,0.27,-83.41%,2.73,1.13,2561.11%,-4.29%,0.05M,-,2.20,1.40,-,-9.63%,2.62,21.91,-81.18%,-,-,-,-12.58%,-85.99%,-,-,1.61,26.18%,17.21%,17.18%,0.33,-,1.80,69.95%,-3.73%,43.38,8.14%,10.25%,3476,0.26,-1.34%,-4.74%,1.00,15.83,No / Yes,0.04,88.56%,-,0.26,2.97,-2.36%,-133.33%,5.18%,Aug 22 BMO,175.95K,3.07,-2.40%,-8.07%,-73.65%,"

","46,051",3.37%,ZKH
ZipRecruiter Inc,Industrials,Staffing & Employment Services,USA,NYSE,RUT,33.60,0.29,36.01%,76.17M,2.23%,957.64M,-,-0.19,-0.51%,63.57M,20.35%,30.22M,-,-0.10,56.18%,5.24%,1.15%,537.45M,1.78,-146.24%,-1.82%,6.28,-23.31%,0.25,39.13,11.02%,4.65%,3.33M,-35.73%,5.27,1.83,-,855.40%,7.21,15.52,-30.65%,-,11.02,-,5.26%,-37.87%,1.19,-,7.44,17.01%,89.51%,33.70%,0.40,-,7.44,-44.78%,11.55%,61.14,3.25%,5.34%,1000,22.71,-32.11%,5.62%,2.62,9.10,Yes / Yes,22.52,-50.07%,0.00%,0.85,9.42,5.30%,190.25%,-27.44%,Aug 07 AMC,530.63K,9.64,11.05%,10.22%,-14.93%,"

","449,173",2.34%,ZIP
