Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker
Zymeworks BC Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-0.98,3.69%,74.85M,0.63%,1.09B,-,-1.03,342.95%,72.94M,0.70%,827.14M,-,-0.29,101.03%,9.33%,20.52%,-73.68M,8.87,39.87%,25.23%,14.85,2.64%,122.87M,3.24,-5.24%,-15.95%,6.81M,-1.71%,4.44,3.87,-2.46%,-19.89%,17.70 -18.70%,37.18%,3.72,-,26.71% 15.81%,-21.07%,9.03 59.36%,105.87%,-,-,41.95% 20.90%,89.52%,3.64%,4.82%,-51.22%,-,6.73,35.69%,-67.32%,0.60,-,-,7.69,95.94%,-59.96%,63.92,1.44,- -,7.69,106.06%,8.60%,1.26,23.12,-,0.06,153.21%,9.11%,0.68,14.32,286,0.05,Aug 07 AMC,8.75%,458.47K,14.39,"Apr 28, 2017",Yes / Yes,106.22% 182.52%,"

","312,063",0.49%,ZYME
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,43.89,1.01,11.57%,167.66M,-2.16%,7.44B,28.25,1.57,-1.51%,148.17M,18.64%,7.80B,4.35,0.40,91.70%,2.91%,23.73%,174.00M,4.61,11.72%,2.47%,4.62,25.66%,1.61B,4.76,9.97%,6.40%,4.31M,19.09%,9.33,36.86,10.08%,10.81%,45.90 -3.22%,42.24%,1.20,26.44,32.18% -7.41%,8.26%,27.74 60.13%,41.37%,0.37 (0.82%),21.72,19.81% -5.41%,41.82%,1.67%,2.41%,183.69%,0.36 (0.81%),4.83,30.64%,16.77%,0.97,313.25%,"Aug 20, 2025",1.72,4.74%,10.78%,62.24,2.44,3.23% 0.62%,2.71,12.98%,1.59%,1.09,45.57,35.98%,0.36,7.89%,12.33%,1.05,45.23,2500,0.35,Jul 29 AMC,19.93%,934.11K,44.42,"Mar 29, 2012",Yes / Yes,17.06% 4.65%,"

","984,404",-1.79%,ZWS
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,26.77,5.81,0.17%,443.95M,1.67%,68.96B,22.55,6.90,-0.29%,442.41M,1.41%,74.32B,3.15,1.64,97.94%,1.55%,-3.61%,2.61B,7.35,7.12%,-0.71%,2.16,-1.15%,9.38B,13.88,8.81%,18.24%,6.88M,-4.49%,11.21,48.06,8.49%,52.54%,200.33 -22.32%,-15.65%,3.24,31.08,8.55% 11.91%,25.07%,139.70 11.39%,-9.42%,1.99 (1.28%),18.55,5.98% 8.14%,70.03%,2.13%,2.31%,-0.92%,1.93 (1.24%),7.92,13.72%,37.51%,3.52,226.50%,"Jul 18, 2025",1.04,5.27%,27.83%,56.68,1.57,18.93% 21.14%,1.76,17.78%,3.24%,0.88,195.36,32.86%,1.36,4.19%,0.78%,0.76,156.76,13800,1.09,Aug 05 BMO,-4.43%,3.18M,155.61,"Feb 01, 2013",Yes / Yes,8.60% 2.10%,"

","2,411,610",-0.73%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,13.05,1.46,0.00%,593.65M,-3.78%,11.33B,11.39,1.68,-,593.65M,-2.00%,10.35B,1.73,0.34,14.67%,2.25%,12.04%,1.21B,1.76,-1.25%,-12.29%,6.02,-7.33%,6.42B,1.70,13.82%,9.38%,13.33M,-2.40%,11.20,3.06,7.56%,13.98%,27.50 -30.62%,-6.47%,6.24,-,18.24% 8.45%,13.37%,16.34 16.77%,-28.01%,0.62 (3.24%),5.62,9.28% 13.97%,27.49%,2.83%,2.07%,-41.53%,0.70 (3.67%),1.61,2.41%,21.97%,0.56,-,"Sep 30, 2025",1.19,14.40%,18.81%,43.86,1.45,- -,1.21,-25.19%,-4.59%,-0.13,23.62,45.76%,0.29,10.45%,1.08%,1.03,19.53,24471,0.01,Aug 19 AMC,-0.44%,2.21M,19.08,"Oct 27, 2016",Yes / Yes,-17.31% -2.86%,"

","2,274,465",-2.30%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.25,37.22%,155.70M,-0.24%,42.09B,73.94,3.66,-0.86%,97.74M,-4.59%,40.32B,-,0.80,54.45%,6.47%,8.70%,-38.78M,16.53,0.04%,6.16%,2.87,30.62%,2.55B,23.32,14.57%,-0.81%,6.32M,49.85%,11.59,14.00,11.75%,-2.68%,318.46 -15.11%,38.29%,19.30,60.91,41.55% -10.72%,-2.11%,153.45 76.18%,51.37%,-,-,47.68% 48.24%,77.33%,2.13%,2.74%,119.99%,-,15.83,49.20%,-4.59%,7.51,-,-,1.18,25.46%,-1.52%,39.34,1.67,- -,1.18,-121.43%,-3.18%,1.05,317.73,-,0.68,22.57%,-7.60%,0.37,273.80,7348,0.02,Sep 02 AMC,17.05%,2.20M,270.35,"Mar 16, 2018",Yes / Yes,11.64% 1.74%,"

","804,663",-1.26%,ZS
Zoom Communications Inc,Technology,Software - Application,USA,NASD,-,21.97,3.33,14.17%,261.11M,1.82%,22.14B,12.89,5.68,-0.82%,259.68M,-3.79%,14.39B,8.26,1.39,63.01%,2.63%,-11.06%,1.05B,4.71,1.20%,-2.43%,2.29,-12.32%,4.70B,2.49,1.26%,9.87%,6.82M,-10.34%,29.34,2.83,2.66%,12.19%,92.80 -21.15%,22.32%,25.82,13.00,-10.66% 106.45%,11.73%,59.35 23.29%,-32.99%,-,13.65,4.40% 49.60%,75.85%,2.27%,2.17%,-70.12%,-,3.06,24.11%,18.13%,1.60,-,-,4.48,2.98%,22.31%,49.35,2.29,- -,4.48,18.68%,0.76%,0.56,91.04,0.00%,0.01,2.93%,-2.40%,2.31,72.16,7412,0.00,Aug 21 AMC,-6.91%,2.98M,73.17,"Apr 18, 2019",Yes / Yes,11.14% 1.58%,"

","6,888,371",1.40%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-2.05,2.08%,109.91M,-2.69%,3.78B,76.06,0.45,-22.78%,108.95M,-9.04%,3.14B,-,-0.26,37.10%,4.20%,4.30%,-212.37M,8.84,47.32%,-8.00%,5.54,9.68%,427.80M,4.72,132.63%,-19.74%,4.57M,29.78%,7.20,4.54,-,-28.39%,44.34 -23.34%,100.06%,7.48,-,29.99% -3.19%,-26.45%,16.93 100.77%,-25.40%,-,-,40.38% 98.40%,62.39%,3.06%,3.03%,-57.26%,-,7.34,33.33%,-57.71%,1.61,-,-,2.93,32.56%,-49.64%,43.48,1.29,- -,3.12,54.50%,-6.72%,1.05,53.60,-,0.24,9.81%,-6.68%,0.64,33.50,1869,0.01,Aug 07 BMO,6.94%,826.05K,33.99,"Sep 20, 2017",Yes / Yes,-3.27% -11.98%,"

","526,456",1.46%,ZLAB
ZEEKR Intelligent Technology Holding Ltd. ADR,Consumer Cyclical,Auto Manufacturers,China,NYSE,-,-,-1.84,-,253.10M,1.93%,7.61B,14.65,2.05,-,-,2.56%,11.10B,-,-0.23,4.32%,-,1.55%,-462.32M,0.61,55.95%,-2.89%,1.30,22.73%,12.55B,-,222.53%,-7.04%,0.60M,5.95%,-13.26,5.34,-,-,33.32 -9.75%,81.25%,5.63,-,5.46% -,-,14.75 103.86%,-,-,-,118.43% 118.66%,18.90%,3.78%,2.50%,-,-,0.88,62.51%,-4.64%,0.83,-,-,0.49,39.14%,-3.68%,58.21,1.00,- -,0.59,82.59%,2.57%,0.06,35.51,-,-,37.06%,7.42%,1.96,30.13,17439,-,Aug 14 BMO,14.63%,458.49K,30.07,"May 10, 2024",Yes / Yes,72.37% -0.14%,"

","900,077",-0.20%,ZK
Zions Bancorporation N.A,Financial,Banks - Regional,USA,NASD,-,9.76,5.48,1.62%,147.60M,-0.50%,7.90B,9.13,5.86,-0.03%,145.24M,-5.38%,-,1.28,1.46,77.89%,3.71%,14.71%,807.00M,1.59,15.11%,0.74%,3.83,-2.94%,4.97B,1.21,2.84%,0.95%,5.39M,-1.38%,44.24,-,7.63%,13.23%,63.22 -15.37%,13.83%,-,9.86,-9.99% 3.54%,10.34%,39.32 36.06%,-9.31%,1.74 (3.25%),-,19.10% 8.98%,-,1.74%,2.16%,55.12%,1.74 (3.25%),-,32.07%,22.09%,1.18,77.62%,"Aug 14, 2025",-,2.64%,16.23%,51.15,2.84,4.85% 5.34%,0.13,27.04%,0.53%,0.95,61.20,33.52%,1.10,-1.04%,0.80%,0.76,53.78,9406,0.18,Jul 21 AMC,1.80%,1.41M,53.50,"Mar 17, 1980",Yes / Yes,24.68% 3.35%,"

","1,067,730",-0.52%,ZION
Zim Integrated Shipping Services Ltd,Industrials,Marine Shipping,Israel,NYSE,-,0.88,16.63,1.18%,120.46M,-13.33%,1.77B,-,-2.71,0.00%,119.04M,-11.23%,5.92B,-,0.86,52.65%,20.32%,-18.78%,2.00B,0.21,-83.05%,-6.17%,4.17,-29.39%,8.58B,0.45,-189.83%,19.27%,24.18M,-31.53%,32.35,1.00,-,59.06%,29.00 -49.31%,-31.31%,14.72,0.55,-23.79% -,23.31%,11.03 33.21%,-69.98%,1.11 (7.57%),1.60,-7.73% 20.63%,32.33%,6.09%,3.87%,-,7.62 (51.80%),0.69,192.29%,28.74%,0.77,-,"Jun 02, 2025",1.11,43.57%,23.37%,37.22,4.12,16.67% -,1.20,-93.86%,-9.07%,1.68,14.57,22.25%,1.52,-15.36%,-9.24%,1.31,15.33,6700,1.21,Aug 20 BMO,-18.05%,5.80M,14.70,"Jan 28, 2021",Yes / Yes,-76.51% -5.63%,"

","7,582,257",-4.11%,ZIM
