Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,50.27,0.64,16.93%,172.26M,1.62%,5.52B,25.31,1.27,-2.36%,142.87M,8.16%,112.70M,3.50,0.26,84.86%,3.70%,8.49%,1.53B,3.60,18.11%,6.00%,4.63,8.45%,9.30,3.45,10.60%,3.77%,5.29M,43.17%,0.79,40.35,14.35%,6.48%,19.29,33.95,9.04%,0.26 (0.82%),23.71,18.47%,5.28%,-5.54%,1.23,0.30 (0.94%),1.77,1.96%,38.51%,66.25%,0.72,"Feb 16, 2024",3.02,36.01%,14.25%,58.41,1.54%,2.29%,2400,0.34,19.40%,7.36%,2.43,34.00,Yes / Yes,0.33,38.11%,45.61%,0.47,31.75,1.78%,13.04%,4.85%,Feb 06 AMC,1.14M,32.07,1.47%,6.55%,14.02%,"

","536,328",1.01%,ZWS
Zuora Inc,Technology,Software - Infrastructure,USA,NYSE,RUT,-,-0.49,7.27%,143.12M,-2.20%,1.15B,15.89,0.50,-9.40%,132.71M,-12.36%,-68.19M,-,0.07,75.49%,3.45%,-4.07%,431.66M,2.66,19.19%,-0.38%,3.94,-11.49%,0.88,9.13,28.14%,-9.14%,4.58M,-2.32%,3.59,2.23,-,-59.08%,7.05,12.12,-14.79%,-,-,9.40%,-12.86%,-33.91%,1.89,-,2.65,12.97%,70.92%,13.62%,0.34,-,2.37,47.34%,-14.73%,40.06,3.87%,3.29%,1549,3.02,8.98%,-15.80%,1.57,11.57,Yes / Yes,2.97,39.06%,-,2.37,8.08,-0.10%,140.00%,7.40%,Feb 28 AMC,1.16M,8.01,-5.62%,-8.34%,-12.93%,"

","2,752,911",-0.87%,ZUO
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,37.63,5.07,0.09%,458.37M,-3.24%,87.37B,29.30,6.51,-10.45%,457.47M,1.60%,2.34B,3.74,1.36,95.46%,0.74%,8.55%,8.54B,10.23,9.10%,0.02%,1.70,-0.98%,10.90,17.50,12.20%,16.05%,3.41M,13.87%,4.46,42.81,10.07%,49.86%,151.03,201.92,-3.32%,1.74 (0.91%),53.90,11.57%,19.95%,-5.50%,0.87,1.56 (0.82%),2.00,8.05%,68.28%,26.35%,4.56,"Apr 18, 2024",3.36,12.77%,35.92%,46.84,2.20%,2.23%,14100,1.36,5.74%,27.43%,1.47,227.20,Yes / Yes,1.35,15.54%,30.71%,1.86,198.33,1.13%,-5.80%,8.48%,Feb 13 BMO,2.01M,190.82,-1.13%,-1.33%,5.68%,"

","3,724,316",-3.79%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,13.73,1.48,0.56%,609.17M,4.21%,12.16B,11.44,1.78,0.00%,595.25M,24.14%,1.23B,0.83,0.38,42.80%,2.52%,-8.96%,5.37B,2.26,31.36%,3.69%,4.40,-17.07%,9.82,2.07,16.33%,10.77%,15.00M,-15.33%,4.06,5.01,16.50%,16.18%,15.90,30.05,-4.56%,0.47 (2.33%),-,17.08%,13.74%,-32.41%,-0.05,-,1.13,18.73%,30.39%,27.78%,0.64,"Apr 05, 2023",1.17,26.78%,24.33%,69.94,3.13%,2.95%,24888,0.30,0.98%,22.98%,1.25,31.08,Yes / Yes,0.13,12.24%,0.00%,1.73,19.19,-8.49%,2.56%,-3.57%,Mar 19 AMC,3.40M,20.31,12.48%,9.33%,-12.98%,"

","5,896,574",5.84%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.94,40.83%,147.17M,-6.80%,32.52B,67.24,3.26,-0.51%,87.77M,-6.98%,-138.67M,-,0.65,45.94%,5.09%,9.70%,1.90B,17.16,53.06%,5.66%,2.13,48.85%,5.44,40.26,19.01%,-3.98%,4.47M,70.69%,16.58,13.22,37.10%,-18.64%,84.93,259.61,-1.05%,-,62.16,-17.41%,-6.46%,-15.55%,0.84,-,1.88,53.60%,81.83%,158.13%,12.08,-,1.90,58.51%,-9.62%,41.16,3.89%,3.83%,5962,1.29,40.62%,-7.32%,1.59,260.32,Yes / Yes,1.24,51.94%,-,5.63,241.97,3.42%,30.99%,35.45%,Feb 29 AMC,2.10M,219.23,-9.44%,-5.96%,23.90%,"

","11,799,990",-9.40%,ZS
Zentalis Pharmaceuticals Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-4.56,10.07%,70.77M,12.02%,1.08B,-,-3.75,-0.47%,63.81M,28.95%,-292.19M,-,-0.81,109.88%,22.45%,44.02%,0.00M,-,17.52%,-0.98%,16.51,-42.51%,6.18,2.47,-1.61%,-52.39%,14.33M,-19.02%,6.81,2.25,-,-67.09%,9.56,31.46,0.86%,-,-,-50.05%,-60.82%,-51.43%,1.72,-,7.16,-20.00%,-,59.83%,1.12,-,7.16,-0.81%,0.00%,64.87,10.84%,7.58%,168,0.10,-,-,1.40,33.56,Yes / Yes,0.10,7.17%,-,1.53,14.91,-,-5.93%,-,Feb 27 BMO,867.78K,15.28,20.00%,12.03%,-22.74%,"

","1,324,872",2.48%,ZNTL
Zoom Video Communications Inc,Technology,Software - Application,USA,NASD,-,34.58,2.05,24.46%,247.15M,11.85%,21.59B,14.10,5.03,-0.47%,229.97M,9.75%,637.46M,23.05,1.20,59.45%,5.53%,4.36%,4.53B,4.77,-5.03%,-0.54%,3.10,3.26%,24.36,2.91,1.63%,7.06%,12.72M,1.85%,22.87,3.10,1.50%,8.96%,58.87,75.90,-1.39%,-,14.67,-,7.90%,-6.58%,-0.07,-,4.15,95.81%,76.19%,20.45%,1.92,-,4.38,516.13%,11.60%,67.34,3.65%,2.46%,8484,0.01,3.06%,14.08%,2.67,78.84,Yes / Yes,0.01,367.53%,0.00%,1.04,70.73,1.54%,23.91%,2.56%,Feb 26 AMC,4.11M,70.91,10.10%,5.19%,5.11%,"

","4,270,158",0.25%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-3.46,0.41%,98.72M,5.82%,2.08B,-,-1.43,-6.58%,98.31M,-2.18%,-334.62M,-,-0.51,42.35%,4.77%,-22.14%,266.72M,7.81,7.62%,-2.02%,6.99,-20.41%,8.19,2.58,55.37%,-29.66%,4.69M,-47.75%,8.17,2.58,-,-36.34%,17.68,41.79,-22.80%,-,-,-16.93%,-41.61%,-49.51%,1.13,-,4.41,2095.12%,64.08%,19.31%,1.27,-,4.63,25.17%,-141.19%,48.99,6.02%,5.52%,2175,0.02,24.03%,-125.46%,1.18,52.95,Yes / Yes,0.01,-52.98%,-,0.81,20.98,-8.76%,-90.47%,5.16%,Feb 27 AMC,671.14K,21.10,3.69%,-9.40%,-19.63%,"

","542,748",0.57%,ZLAB
ZKH Group Ltd ADR,Consumer Cyclical,Internet Retail,China,NYSE,-,-,-0.94,9.46%,127.44M,2.67%,2.50B,-,-,0.00%,115.39M,15.12%,-151.03M,-,-,0.63%,0.02%,-,1.21B,2.07,-,-,0.35,-,-4.20,-,-,-11.59%,0.02M,-,1.79,10.96,-,-27.55%,15.00,21.91,20.42%,-,-,-,-36.87%,-10.38%,-,-,1.49,39.43%,16.54%,30.93%,1.78,-,1.67,38.67%,-5.65%,56.87,8.50%,10.98%,3956,0.27,-4.58%,-12.49%,1.00,20.69,No / Yes,0.05,59.37%,-,1.05,20.27,-,-,-8.20%,-,67.58K,19.64,6.54%,13.18%,13.41%,"

","71,105",-3.11%,ZKH
ZipRecruiter Inc,Industrials,Staffing & Employment Services,USA,NYSE,RUT,27.18,0.47,31.12%,76.17M,-2.16%,1.22B,51.42,0.25,-1.30%,66.21M,-8.91%,49.10M,2.64,-0.04,53.01%,4.61%,-6.35%,645.72M,1.89,-100.67%,-1.83%,5.04,-22.64%,0.08,149.78,8138.53%,7.15%,3.05M,-25.46%,5.41,2.34,10.30%,265.50%,10.27,19.29,-8.78%,-,11.92,-,8.77%,-34.27%,1.26,-,6.57,17.01%,89.72%,23.47%,0.53,-,6.57,-9.45%,13.48%,36.06,3.78%,3.49%,1000,66.40,-28.62%,7.60%,2.38,14.17,Yes / Yes,65.87,-67.13%,0.00%,0.77,12.72,6.05%,-32.61%,-35.42%,Feb 22 AMC,605.96K,12.68,-8.29%,-10.21%,-13.13%,"

","468,357",-0.31%,ZIP
