Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,47.52,0.79,16.26%,169.85M,-0.03%,6.30B,27.92,1.34,-4.36%,142.12M,-5.57%,137.70M,2.99,0.28,92.47%,5.21%,4.26%,1.55B,4.06,27.64%,9.95%,7.24,30.29%,9.34,4.01,8.39%,4.94%,7.41M,26.29%,1.12,33.54,15.89%,8.52%,27.55,41.15,27.41%,0.33 (0.89%),23.34,18.47%,6.47%,-8.94%,1.16,0.33 (0.88%),1.71,0.20%,41.40%,36.01%,0.75,"Nov 20, 2024",2.70,28.10%,16.27%,38.10,1.55%,1.89%,2400,0.35,2.55%,8.87%,2.25,39.43,Yes / Yes,0.34,6.98%,45.61%,0.42,37.71,0.95%,5.82%,2.91%,Oct 29 AMC,1.02M,37.47,-4.24%,-2.87%,11.26%,"

","430,442",-0.64%,ZWS
Zuora Inc,Technology,Software - Infrastructure,USA,NYSE,RUT,-,-0.50,7.60%,145.08M,0.10%,1.52B,17.10,0.58,-8.53%,142.06M,0.00%,-73.97M,-,0.14,72.36%,2.51%,15.08%,452.76M,3.37,71.21%,-2.82%,1.10,1.95%,1.20,8.28,2.65%,-9.16%,3.57M,3.12%,3.64,2.73,15.00%,-47.76%,7.70,10.85,5.53%,-,21.37,9.40%,-12.64%,-8.57%,1.68,-,2.56,12.97%,67.98%,28.83%,0.04,-,2.56,14.25%,-4.07%,54.49,0.22%,0.36%,1618,2.21,6.78%,-16.34%,3.00,10.00,Yes / Yes,2.18,-443.70%,-,0.40,9.92,0.77%,39.13%,6.45%,Dec 09 AMC,3.24M,9.92,-0.18%,0.04%,5.86%,"

","1,290,019",0.00%,ZUO
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,30.50,5.32,0.08%,451.55M,-1.58%,72.79B,25.44,6.38,-0.96%,450.80M,-8.20%,2.43B,3.28,1.38,94.90%,1.39%,-16.96%,9.15B,7.95,10.58%,-1.57%,2.65,-5.99%,11.59,14.00,8.40%,17.07%,6.26M,-17.71%,3.82,42.47,9.29%,47.13%,144.80,200.53,-17.80%,1.73 (1.07%),31.54,11.57%,20.27%,-19.10%,0.89,1.73 (1.07%),2.27,8.05%,68.49%,12.04%,3.60,"Jan 21, 2025",3.69,8.09%,36.45%,29.09,1.69%,2.08%,14100,1.29,9.33%,26.55%,1.50,220.60,Yes / Yes,1.29,16.43%,30.71%,0.65,164.60,4.34%,8.49%,11.02%,Nov 04 BMO,2.36M,162.24,-5.47%,-7.81%,-7.96%,"

","1,531,317",-1.43%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,13.50,1.43,0.86%,598.04M,-2.72%,11.54B,10.76,1.79,0.00%,592.88M,0.42%,1.20B,1.03,0.45,28.46%,3.06%,-22.12%,5.83B,1.98,10.68%,-10.03%,5.89,-6.86%,10.74,1.80,11.53%,9.47%,18.14M,-7.57%,5.47,3.53,13.06%,14.45%,15.90,27.50,-9.35%,0.66 (3.42%),-,13.37%,13.77%,-29.85%,-0.14,0.97 (5.03%),0.94,15.78%,31.29%,21.36%,0.52,"Sep 10, 2024",0.96,-2.64%,24.78%,41.88,1.48%,2.04%,23554,0.30,8.68%,20.51%,1.25,26.45,Yes / Yes,0.01,3.34%,40.76%,0.57,19.74,1.13%,0.45%,17.70%,Nov 19 AMC,3.08M,19.29,-0.08%,-7.96%,-10.33%,"

","1,747,557",-2.28%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.24,38.07%,153.41M,-2.27%,27.64B,51.74,3.54,-0.12%,95.02M,-10.65%,-36.27M,-,0.69,48.88%,5.06%,7.13%,2.30B,12.02,-6.50%,4.48%,2.65,-7.80%,9.31,19.67,18.68%,-0.87%,4.81M,-18.41%,17.94,10.21,16.32%,-3.24%,153.45,259.61,-17.35%,-,42.38,-10.72%,-2.47%,-29.46%,0.85,-,1.09,48.57%,77.81%,19.34%,6.90,-,1.09,79.05%,-4.74%,38.28,2.00%,3.65%,7348,0.87,30.77%,-1.58%,1.82,226.37,Yes / Yes,0.03,65.17%,-,0.56,184.56,3.71%,22.75%,26.42%,Dec 02 AMC,1.82M,183.13,-7.07%,-6.82%,-1.17%,"

","1,017,209",-0.77%,ZS
Zentalis Pharmaceuticals Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-2.53,19.17%,71.15M,-2.67%,199.61M,-,-2.93,-0.01%,57.60M,-19.56%,-179.28M,-,-0.79,83.16%,9.55%,-20.65%,40.56M,4.92,45.10%,-14.51%,4.41,-30.31%,4.98,0.59,-19.28%,-34.60%,5.50M,-81.26%,5.72,0.51,-,-42.89%,2.66,18.07,-80.73%,-,-,-50.05%,-45.41%,-83.84%,1.86,-,7.29,-20.00%,96.77%,9.77%,0.26,-,7.29,45.45%,-515.94%,40.32,6.52%,7.84%,168,0.12,-,-442.02%,1.89,10.50,Yes / Yes,0.11,28.19%,-,1.23,3.06,-,38.39%,-,Nov 06,1.25M,2.92,-10.31%,-12.18%,-54.54%,"

","1,535,732",-4.58%,ZNTL
Zoom Communications Inc,Technology,Software - Application,USA,NASD,-,27.62,3.00,14.68%,306.50M,-3.35%,24.88B,15.45,5.35,-1.84%,261.49M,-3.08%,941.21M,4.03,1.30,57.74%,3.27%,18.63%,4.63B,5.38,4.32%,-1.46%,2.62,39.72%,28.31,2.92,-1.51%,9.41%,8.55M,13.19%,25.65,3.23,6.85%,11.70%,55.06,92.80,15.05%,-,14.42,-,10.80%,-10.85%,-0.02,-,4.50,95.81%,74.54%,50.25%,2.47,-,4.50,296.12%,17.93%,48.11,1.97%,2.73%,7420,0.01,2.87%,20.34%,2.40,91.76,Yes / Yes,0.00,44.84%,0.00%,0.45,83.82,1.23%,5.67%,3.59%,Nov 25 AMC,3.26M,82.73,-2.03%,2.02%,22.71%,"

","1,474,852",-1.30%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-2.78,0.22%,108.94M,-0.94%,2.88B,-,-1.78,-11.19%,108.70M,-5.90%,-270.85M,-,-0.70,42.17%,5.38%,9.65%,355.75M,8.11,21.50%,-7.93%,6.07,53.09%,6.78,3.90,34.63%,-26.70%,5.85M,-3.00%,6.57,4.03,-,-34.98%,13.48,36.60,-3.15%,-,-,-16.93%,-40.20%,-27.68%,0.99,-,2.87,2095.12%,63.17%,96.36%,1.21,-,3.01,10.91%,-95.07%,45.00,3.38%,3.87%,2175,0.19,35.01%,-76.13%,1.36,50.19,Yes / Yes,0.01,40.53%,-,0.19,26.61,0.02%,94.89%,47.72%,Nov 12 BMO,963.78K,26.47,-3.12%,-6.82%,24.93%,"

","184,221",-0.53%,ZLAB
ZKH Group Ltd ADR,Consumer Cyclical,Internet Retail,China,NYSE,-,-,-0.26,8.87%,128.32M,-3.78%,456.82M,35.88,0.10,0.00%,116.94M,4.09%,-41.45M,-,-0.01,17.12%,0.01%,-3.52%,1.23B,0.37,-96.10%,-0.59%,0.21,-5.82%,2.72,1.31,158.61%,-3.21%,0.01M,-77.92%,2.29,1.55,-,-7.35%,2.62,21.91,-78.17%,-,-,-,-9.02%,-83.75%,0.29,-,1.62,26.18%,17.54%,35.88%,0.27,-,1.81,72.88%,-3.55%,51.02,8.74%,7.23%,3476,0.23,1.40%,-3.38%,1.00,4.32,No / Yes,0.05,59.85%,-,0.70,3.35,-,50.00%,1.80%,Nov 22 BMO,70.22K,3.56,1.34%,-2.59%,-45.44%,"

","48,814",6.27%,ZKH
ZipRecruiter Inc,Industrials,Staffing & Employment Services,USA,NYSE,RUT,231.07,0.03,28.98%,75.06M,0.14%,694.66M,-,-0.18,-0.59%,69.39M,-20.31%,3.57M,-,-0.11,53.63%,4.08%,-24.84%,498.90M,1.39,-129.44%,1.70%,6.44,-21.10%,0.14,51.33,-35.01%,0.55%,2.83M,-49.54%,5.11,1.40,-,430.38%,6.88,15.35,-48.63%,-,10.35,-,0.63%,-53.49%,1.19,-,7.35,17.01%,89.13%,3.78%,0.36,-,7.35,-94.10%,5.24%,28.71,3.61%,4.50%,1000,40.75,-30.73%,0.72%,2.62,10.40,Yes / Yes,40.47,-111.35%,0.00%,0.71,7.09,4.27%,70.54%,-24.77%,Nov 06 AMC,439.38K,7.14,-8.73%,-18.92%,-24.46%,"

","310,905",0.71%,ZIP
