Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,46.79,0.77,16.06%,172.26M,-3.68%,6.18B,27.45,1.32,-13.18%,143.47M,4.21%,135.60M,3.05,0.32,83.88%,6.48%,14.48%,1.54B,4.01,24.74%,6.73%,6.31,12.48%,9.32,3.88,8.78%,4.67%,9.29M,41.74%,0.95,37.96,15.32%,8.04%,25.09,38.11,22.85%,0.26 (0.73%),21.91,18.47%,6.37%,-5.20%,1.16,0.32 (0.89%),1.75,0.20%,40.45%,44.00%,0.74,"Aug 20, 2024",2.83,183.51%,15.70%,54.04,1.29%,1.79%,2400,0.34,0.50%,8.80%,2.25,37.43,Yes / Yes,0.33,34.01%,45.61%,0.51,36.51,0.70%,5.16%,2.18%,Oct 29 AMC,1.47M,36.13,-0.74%,6.38%,13.50%,"

","748,071",-1.04%,ZWS
Zuora Inc,Technology,Software - Infrastructure,USA,NYSE,RUT,-,-0.33,7.77%,153.54M,4.88%,1.52B,17.33,0.57,-6.66%,141.61M,14.22%,-47.27M,-,0.11,74.92%,4.10%,6.81%,445.68M,3.40,70.45%,4.62%,2.62,-1.50%,1.27,7.79,1.33%,-6.17%,5.80M,28.98%,3.54,2.79,15.00%,-31.02%,7.05,10.85,5.11%,-,-,9.40%,-7.99%,-8.94%,1.73,-,2.71,12.97%,68.16%,40.14%,0.24,-,2.71,60.38%,-6.31%,75.60,1.01%,2.41%,1618,2.12,7.33%,-10.61%,3.00,10.00,Yes / Yes,2.08,70.33%,-,2.66,9.88,2.46%,98.33%,6.80%,Aug 21 AMC,2.21M,9.88,9.31%,11.70%,8.70%,"

","5,897,079",0.00%,ZUO
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,37.01,5.11,0.08%,458.37M,-2.80%,85.62B,29.20,6.47,0.00%,452.68M,-2.43%,2.34B,3.88,1.46,95.74%,1.13%,4.55%,8.91B,9.60,9.57%,-0.69%,2.86,25.26%,10.94,17.27,11.03%,16.79%,5.10M,13.51%,3.47,54.40,9.55%,48.88%,144.80,201.92,-4.25%,1.71 (0.90%),40.71,11.57%,20.02%,-6.40%,0.88,1.67 (0.88%),2.09,8.05%,68.32%,30.52%,3.45,"Oct 31, 2024",3.45,7.38%,36.05%,45.72,1.85%,1.76%,14100,1.36,8.43%,26.29%,1.50,223.69,Yes / Yes,1.36,-5.60%,30.71%,0.75,189.51,2.10%,5.04%,8.30%,Nov 04 BMO,1.79M,188.99,-1.31%,-0.12%,5.08%,"

","1,339,482",-0.27%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,17.64,1.42,0.86%,606.77M,-1.69%,14.94B,12.36,2.02,0.00%,592.88M,8.28%,1.19B,1.36,0.40,34.54%,2.94%,33.87%,5.61B,2.66,14.37%,-2.04%,6.22,18.56%,10.31,2.42,18.82%,9.95%,17.42M,6.89%,4.71,5.30,13.00%,14.81%,15.90,27.50,17.39%,0.69 (2.78%),-,13.37%,12.68%,-9.16%,-0.09,0.97 (3.88%),1.22,15.78%,31.13%,57.16%,0.80,"Sep 10, 2024",1.26,-0.18%,24.65%,53.50,1.64%,2.58%,23554,0.30,3.60%,21.14%,1.31,29.39,Yes / Yes,0.12,-3.11%,40.76%,0.28,25.17,0.90%,2.93%,6.28%,Aug 21 BMO,2.80M,24.98,-2.01%,8.52%,18.80%,"

","798,331",-0.75%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.39,38.31%,152.49M,-5.50%,27.60B,51.83,3.49,-0.15%,94.08M,3.94%,-57.71M,-,0.63,47.00%,5.16%,-0.54%,2.17B,12.73,-10.59%,-0.97%,2.69,2.00%,8.36,21.66,22.45%,-1.39%,4.85M,11.40%,15.80,11.45,18.50%,-5.77%,152.60,259.61,-18.30%,-,47.19,-10.72%,-4.38%,-30.28%,0.82,-,1.04,48.57%,77.87%,18.62%,5.47,-,1.04,72.20%,-5.71%,48.12,2.45%,2.82%,7348,0.97,34.07%,-2.66%,1.75,213.24,Yes / Yes,0.04,53.13%,-,0.60,186.16,4.48%,24.95%,30.30%,Sep 03 AMC,1.80M,181.01,-0.54%,0.08%,-6.25%,"

","1,077,143",-2.77%,ZS
Zentalis Pharmaceuticals Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-2.75,13.67%,70.77M,11.41%,236.09M,-,-3.57,-0.15%,61.39M,-17.41%,-194.65M,-,-0.91,97.54%,14.07%,-23.85%,40.56M,5.82,32.96%,-16.44%,4.86,-71.79%,5.38,0.62,-19.17%,-34.97%,8.64M,-79.95%,6.00,0.55,-,-42.98%,2.83,18.24,-78.09%,-,-,-50.05%,-45.92%,-81.80%,1.70,-,6.59,-20.00%,96.71%,17.31%,0.24,-,6.59,42.78%,-543.77%,51.56,6.57%,6.01%,168,0.12,-,-479.92%,2.11,11.00,Yes / Yes,0.11,32.87%,-,0.71,3.12,-,-47.48%,-,Aug 09 BMO,1.78M,3.32,3.17%,-0.39%,-62.05%,"

","1,259,606",6.41%,ZNTL
Zoom Video Communications Inc,Technology,Software - Application,USA,NASD,-,25.99,2.79,15.04%,307.79M,5.24%,22.33B,13.68,5.30,-0.91%,261.50M,4.48%,875.37M,4.33,1.31,59.39%,3.03%,21.69%,4.59B,4.87,2.35%,0.43%,2.45,17.66%,27.68,2.62,-0.54%,9.01%,7.91M,18.67%,24.46,2.97,6.00%,11.27%,55.06,74.77,0.88%,-,12.98,-,10.22%,-2.98%,-0.05,-,4.45,95.81%,74.59%,31.75%,1.51,-,4.45,508.08%,17.80%,65.38,2.04%,2.10%,7420,0.01,2.76%,19.08%,2.49,75.79,Yes / Yes,0.00,17.25%,0.00%,0.82,72.22,1.20%,14.44%,2.09%,Aug 21 AMC,3.23M,72.54,4.29%,7.21%,13.52%,"

","2,653,042",0.44%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-3.07,0.59%,99.12M,10.58%,2.87B,-,-1.77,-11.45%,98.53M,34.17%,-298.33M,-,-0.77,42.65%,4.93%,53.37%,322.71M,8.89,13.45%,6.49%,7.22,84.80%,7.18,4.03,40.77%,-28.50%,4.86M,20.38%,7.37,3.93,-,-36.46%,13.48,31.22,5.89%,-,-,-16.93%,-42.02%,-7.30%,1.08,-,3.29,2095.12%,62.95%,114.69%,1.29,-,3.46,24.90%,-109.67%,74.45,4.14%,5.20%,2175,0.12,28.16%,-92.44%,1.14,48.12,Yes / Yes,0.01,34.35%,-,1.27,28.82,7.45%,-15.75%,45.95%,Nov 12 BMO,672.91K,28.94,12.69%,31.89%,47.92%,"

","854,714",0.42%,ZLAB
ZKH Group Ltd ADR,Consumer Cyclical,Internet Retail,China,NYSE,-,-,-0.36,8.84%,127.44M,0.00%,473.19M,18.77,0.20,0.00%,116.59M,34.06%,-57.85M,-,-0.00,17.19%,0.02%,18.59%,1.22B,0.39,27.09%,99.53%,0.28,-70.30%,2.73,1.36,405.88%,-4.29%,0.02M,-,2.20,1.69,-,-9.63%,2.62,21.91,-77.31%,-,-,-,-12.58%,-83.12%,-,-,1.61,26.18%,17.21%,41.22%,0.26,-,1.80,69.95%,-3.73%,55.85,5.81%,8.33%,3476,0.26,-1.34%,-4.74%,1.00,4.55,No / Yes,0.04,88.56%,-,4.24,3.82,-2.36%,-133.33%,5.18%,Aug 22 BMO,73.61K,3.70,1.74%,10.99%,-62.43%,"

","311,995",-3.14%,ZKH
ZipRecruiter Inc,Industrials,Staffing & Employment Services,USA,NYSE,RUT,32.38,0.29,36.09%,76.17M,-4.72%,922.87M,-,-0.19,-0.48%,63.49M,-0.96%,30.22M,-,-0.10,51.90%,6.19%,1.42%,537.45M,1.72,-146.15%,2.81%,7.77,-12.52%,0.25,37.71,11.05%,4.65%,3.93M,-11.69%,5.27,1.76,-,855.40%,7.21,15.35,-33.17%,-,10.62,-,5.26%,-39.48%,1.20,-,7.44,17.01%,89.51%,28.85%,0.36,-,7.44,-44.78%,11.55%,43.95,3.13%,3.51%,1000,22.71,-32.11%,5.62%,2.62,9.10,Yes / Yes,22.52,-50.07%,0.00%,0.78,9.54,5.30%,189.99%,-27.44%,Nov 06 AMC,505.96K,9.29,-2.89%,-1.22%,-12.47%,"

","396,248",-2.62%,ZIP
