Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
Zymeworks BC Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-1.62,4.07%,68.96M,4.15%,897.19M,-,-0.93,370.90%,67.30M,-12.82%,-122.70M,-,-0.68,96.81%,5.89%,1.67%,76.30M,11.76,-3.28%,-2.41%,7.43,2.24%,4.87,2.63,44.43%,-23.51%,3.96M,18.32%,3.22,3.97,-1.14%,-30.54%,7.97,17.70,-12.64%,-,-,15.81%,-34.61%,-27.74%,1.16,-,3.40,273.04%,85.33%,60.48%,0.77,-,3.40,6.94%,-157.03%,47.75,6.31%,5.73%,286,0.05,0.38%,-160.80%,1.44,21.56,Yes / Yes,0.05,-53.94%,-,1.11,12.34,-31.34%,-211.87%,83.33%,Mar 05 AMC,533.62K,12.79,-0.44%,-7.02%,2.98%,"

","592,919",3.65%,ZYME
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,36.96,0.92,11.47%,170.31M,3.59%,5.78B,22.67,1.50,-58.31%,150.56M,-4.97%,160.20M,3.81,0.29,90.08%,3.25%,-14.48%,1.57B,3.69,4.92%,-2.19%,4.96,1.58%,9.32,3.65,11.71%,5.98%,4.89M,7.90%,1.16,29.21,9.71%,9.96%,28.25,41.15,-8.82%,0.37 (1.09%),21.29,-7.41%,7.54%,-17.35%,1.09,0.34 (1.00%),1.81,0.56%,41.36%,20.39%,0.83,"Feb 20, 2025",2.91,44.23%,16.48%,43.82,1.90%,2.36%,2500,0.35,2.35%,10.23%,2.25,40.57,Yes / Yes,0.34,166.58%,35.98%,1.27,33.40,1.11%,14.78%,3.90%,Feb 04 AMC,986.48K,34.01,-0.82%,-6.47%,-2.33%,"

","1,255,861",1.83%,ZWS
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,29.96,5.47,0.10%,448.47M,1.28%,73.33B,24.15,6.78,-1.26%,447.34M,4.65%,2.49B,3.67,1.41,95.24%,1.46%,-8.10%,9.26B,7.92,2.88%,-0.34%,2.10,-15.70%,10.64,15.40,11.33%,17.43%,6.51M,-5.11%,4.44,36.90,8.17%,50.91%,144.80,200.33,0.50%,1.96 (1.20%),31.91,11.91%,24.46%,-18.26%,0.93,1.80 (1.10%),1.08,8.22%,69.10%,13.09%,4.20,"Apr 21, 2025",1.75,7.70%,36.65%,46.68,1.67%,2.48%,13800,1.42,8.33%,26.86%,1.52,208.86,Yes / Yes,1.13,12.87%,32.86%,0.54,164.43,0.86%,2.77%,4.70%,Feb 13 BMO,3.10M,163.75,-0.95%,-1.89%,-7.40%,"

","1,667,187",-0.41%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,14.70,1.48,0.86%,592.17M,13.39%,12.89B,10.73,2.03,0.00%,587.06M,10.01%,1.22B,0.92,0.40,25.37%,2.87%,13.27%,6.15B,2.09,21.48%,-6.15%,6.63,-1.63%,10.74,2.03,12.85%,9.74%,16.87M,-0.23%,5.17,4.21,15.93%,14.45%,17.89,27.50,11.30%,0.73 (3.37%),-,8.46%,14.32%,-20.87%,-0.06,0.97 (4.46%),1.04,14.65%,30.97%,21.63%,0.66,"Sep 10, 2024",1.07,-2.64%,24.90%,66.43,3.26%,2.79%,23554,0.28,12.67%,19.90%,1.28,26.25,Yes / Yes,0.01,14.33%,40.76%,2.23,21.30,10.92%,-11.92%,21.51%,Mar 18 AMC,2.54M,21.76,7.93%,11.82%,3.89%,"

","5,667,760",2.16%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.10,38.05%,154.72M,3.11%,31.56B,57.17,3.57,-0.39%,95.85M,-5.96%,-15.53M,-,0.76,49.60%,5.45%,2.72%,2.42B,13.03,-3.38%,3.03%,2.92,18.73%,10.39,19.63,15.75%,-0.35%,5.22M,5.11%,18.62,10.96,10.32%,-1.21%,153.45,217.84,13.05%,-,45.42,-10.72%,-0.94%,-6.38%,1.11,-,1.15,48.57%,77.68%,32.91%,8.75,-,1.15,89.39%,-4.09%,53.62,3.81%,4.55%,7348,0.77,27.77%,-0.64%,1.73,236.63,Yes / Yes,0.03,73.68%,-,1.08,201.59,2.13%,13.49%,23.41%,Mar 05 AMC,1.79M,203.95,3.08%,2.72%,7.38%,"

","1,923,979",1.17%,ZS
Zoom Communications Inc,Technology,Software - Application,USA,NASD,-,23.81,3.20,14.13%,263.11M,3.12%,23.28B,13.77,5.54,-2.91%,262.10M,-10.49%,1.01B,18.18,1.31,62.21%,2.55%,-8.99%,4.67B,4.99,-2.44%,7.59%,2.52,12.78%,29.22,2.61,2.47%,9.66%,6.68M,15.62%,25.57,2.98,1.31%,11.92%,55.06,92.80,-6.56%,-,12.87,106.45%,11.26%,-17.82%,0.65,-,4.46,78.74%,75.94%,38.50%,2.38,-,4.46,55.96%,19.00%,46.77,2.46%,3.15%,7412,0.01,3.05%,21.65%,2.32,91.61,Yes / Yes,0.00,21.68%,0.00%,0.63,75.45,0.80%,8.10%,3.29%,Feb 24 AMC,2.65M,76.26,0.86%,-4.81%,5.93%,"

","1,680,390",1.07%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-2.60,0.94%,109.14M,7.28%,4.15B,156.65,0.24,-12.63%,108.11M,22.89%,-257.10M,-,-0.46,51.11%,7.24%,44.36%,398.99M,10.40,43.70%,11.20%,9.65,83.80%,7.80,4.87,116.58%,-23.14%,7.83M,105.79%,8.06,4.72,-,-31.41%,13.48,39.61,45.13%,-,-,-3.18%,-30.08%,-4.04%,1.07,-,3.38,118.89%,62.94%,181.97%,1.86,-,3.51,24.92%,-70.71%,67.83,4.23%,5.31%,1869,0.18,49.59%,-64.44%,1.29,53.83,Yes / Yes,0.02,18.42%,-,0.63,37.92,-0.24%,-22.87%,65.68%,Feb 27 BMO,811.06K,38.01,8.10%,25.98%,54.49%,"

","511,020",0.24%,ZLAB
ZEEKR Intelligent Technology Holding Ltd. ADR,Consumer Cyclical,Auto Manufacturers,China,NYSE,-,-,-4.75,-,247.58M,-8.43%,6.99B,-,-0.55,-,-,11.62%,-1166.93M,-,-0.31,4.16%,-,2.06%,9.64B,0.73,35.77%,70.17%,2.28,79.30%,-6.12,-,82.58%,-28.75%,1.48M,-,4.78,5.91,-,-,13.00,33.32,-0.49%,-,-,-,-,-15.24%,-,-,0.52,180.45%,15.31%,117.23%,2.28,-,0.64,-4.45%,-11.88%,50.78,6.72%,8.04%,16645,-,39.99%,-12.10%,1.00,36.46,Yes / Yes,-,17.20%,-,1.15,28.74,-8.56%,12.14%,32.16%,Mar 20 BMO,647.01K,28.24,1.76%,5.71%,24.07%,"

","743,745",-1.74%,ZK
Zions Bancorporation N.A,Financial,Banks - Regional,USA,NASD,-,9.95,4.96,1.60%,147.87M,2.92%,7.30B,8.62,5.73,-2.20%,145.52M,-13.10%,730.00M,1.49,1.18,78.44%,3.85%,-14.44%,4.99B,1.46,6.81%,2.86%,3.86,5.54%,40.97,1.20,8.32%,0.88%,5.60M,24.00%,-,-,6.66%,13.15%,39.05,63.22,-9.05%,1.73 (3.50%),7.51,3.54%,9.98%,-21.96%,0.92,1.68 (3.40%),-,10.13%,-,26.35%,1.71,"Feb 13, 2025",0.35,13.79%,20.26%,40.43,2.88%,3.33%,9406,0.82,7.91%,14.62%,2.82,63.06,Yes / Yes,0.19,72.54%,33.52%,0.93,48.23,4.18%,6.00%,4.59%,Jan 21 AMC,1.45M,49.34,-2.84%,-9.33%,-3.25%,"

","1,349,362",2.30%,ZION
Zim Integrated Shipping Services Ltd,Industrials,Marine Shipping,Israel,NYSE,-,1.06,17.83,1.07%,120.42M,-2.58%,2.27B,-,-1.37,0.00%,119.17M,-4.89%,2.15B,-,1.88,52.58%,12.10%,-5.03%,8.43B,0.27,-91.32%,12.57%,2.51,5.93%,33.52,0.56,-188.24%,21.76%,14.42M,107.70%,17.56,1.08,-,66.17%,8.73,29.00,-12.06%,0.69 (3.64%),0.74,-,24.69%,-34.90%,1.62,3.97 (21.03%),1.17,42.24%,32.89%,116.17%,1.14,"Mar 24, 2025",1.25,179.57%,29.52%,45.75,5.45%,5.95%,6700,1.49,63.25%,25.48%,4.00,16.07,Yes / Yes,1.15,477.88%,22.25%,1.02,18.74,6.89%,33.49%,79.84%,Mar 12 BMO,5.74M,18.88,-5.41%,-0.97%,-4.55%,"

","5,854,813",0.75%,ZIM
ZoomInfo Technologies Inc,Technology,Software - Application,USA,NASD,-,129.24,0.08,12.75%,342.03M,-1.01%,3.71B,10.92,0.99,-0.10%,298.65M,3.04%,29.10M,39.28,0.22,86.49%,4.95%,4.13%,1.21B,3.05,-0.08%,4.55%,2.00,2.17%,4.95,2.19,3.43%,0.44%,14.78M,-32.27%,0.41,26.50,3.29%,1.53%,7.65,16.98,3.04%,1.25 (11.54%),12.26,-,0.95%,-36.22%,0.98,-,0.69,35.41%,82.59%,41.57%,0.49,-,0.69,-68.59%,10.89%,50.90,3.73%,4.54%,3508,0.82,-2.03%,2.40%,2.96,11.90,Yes / Yes,0.81,398.60%,0.00%,0.68,10.49,3.84%,14.79%,-2.31%,Feb 25 AMC,7.39M,10.83,-0.74%,3.67%,1.06%,"

","5,024,324",3.24%,ZI
Ermenegildo Zegna N.V,Consumer Cyclical,Apparel Manufacturing,Italy,NYSE,-,17.23,0.43,78.05%,252.42M,-0.68%,2.99B,17.02,0.43,0.00%,55.41M,-18.17%,108.84M,-,-,12.60%,2.73%,-16.40%,2.12B,1.41,-28.88%,-14.88%,2.05,-26.82%,3.62,2.03,15.82%,3.69%,1.51M,-50.20%,0.84,8.75,-0.20%,12.47%,7.13,15.26,-11.14%,0.12 (1.66%),13.23,-,6.48%,-51.90%,0.74,0.13 (1.77%),0.79,11.31%,55.26%,2.95%,0.29,"Jul 05, 2024",1.41,20.85%,9.24%,32.03,3.29%,3.41%,7201,1.19,21.21%,5.13%,2.75,10.12,Yes / Yes,0.84,-54950.00%,24.23%,1.80,7.26,-5.04%,-45.65%,-,Sep 18 BMO,736.84K,7.34,-8.23%,-12.63%,-21.22%,"

","1,326,287",1.10%,ZGN
Zillow Group Inc,Communication Services,Internet Content & Information,USA,NASD,-,-,-0.48,78.47%,54.33M,-1.52%,17.04B,30.09,2.29,-0.24%,52.23M,-10.93%,-112.00M,-,0.36,18.51%,2.13%,-10.40%,2.24B,7.62,24.78%,0.32%,1.86,13.56%,19.99,3.44,32.87%,-1.79%,1.11M,48.96%,7.52,9.16,32.41%,-2.39%,38.06,86.58,-2.82%,-,59.79,20.21%,-2.27%,-20.48%,2.22,-,2.81,-1.65%,76.43%,80.90%,3.11,-,2.81,29.56%,-8.50%,42.09,3.64%,4.30%,6856,0.14,14.96%,-5.01%,2.03,87.72,Yes / Yes,0.02,29.78%,-,0.77,67.81,1.34%,2.01%,16.88%,Feb 11 AMC,597.96K,68.85,-3.96%,-7.88%,10.09%,"

","458,620",1.53%,ZG
Zeta Global Holdings Corp,Technology,Software - Infrastructure,USA,NYSE,RUT,-,-0.42,22.92%,213.18M,-1.10%,3.42B,15.06,0.95,0.31%,183.25M,-41.76%,-69.77M,-,0.12,60.27%,14.68%,-35.57%,1.01B,3.40,29.98%,-4.19%,4.21,-47.19%,2.85,5.04,25.44%,-8.23%,26.89M,39.48%,1.54,9.34,28.98%,-16.28%,10.30,38.20,-20.07%,-,31.61,-5.22%,-7.99%,-62.36%,1.28,-,3.09,27.01%,54.70%,39.61%,1.42,-,3.09,66.18%,-5.93%,36.93,6.07%,9.60%,2191,0.29,38.02%,-6.94%,1.53,34.77,Yes / Yes,0.29,128.30%,-,0.52,13.86,6.72%,6.34%,49.62%,Feb 25 AMC,6.39M,14.38,-13.56%,-21.64%,-34.70%,"

","3,294,698",3.75%,ZETA
Ziff Davis Inc,Communication Services,Advertising Agencies,USA,NASD,RUT,33.00,1.27,1.67%,42.85M,4.57%,1.79B,5.56,7.53,0.99%,42.13M,-20.30%,63.05M,4.76,1.28,109.85%,6.61%,-27.48%,1.40B,1.28,6.28%,1.05%,6.08,-15.77%,42.26,0.99,7.07%,1.76%,2.78M,-33.12%,11.81,3.55,6.94%,3.40%,37.62,64.04,-22.93%,-,6.33,-20.26%,2.34%,-34.60%,1.43,-,1.41,1.14%,72.06%,11.33%,1.93,"May 17, 2019",1.41,58.98%,15.83%,42.62,4.74%,4.92%,3800,0.49,2.76%,4.50%,1.86,62.29,Yes / Yes,0.49,10.35%,0.00%,1.18,40.79,-2.74%,-2.01%,5.88%,Feb 24 AMC,457.57K,41.88,-0.20%,-14.22%,-16.83%,"

","539,631",2.67%,ZD
Zebra Technologies Corp,Technology,Communication Equipment,USA,NASD,S&P 500,28.09,10.17,0.83%,51.51M,2.38%,14.69B,16.58,17.24,-0.90%,50.95M,-13.67%,528.00M,2.36,3.62,91.07%,1.35%,-29.18%,4.97B,2.95,13.09%,0.60%,1.25,-16.86%,69.62,4.11,12.76%,6.91%,0.69M,-0.01%,17.54,16.30,11.88%,15.95%,266.75,427.76,-25.99%,-,15.39,0.42%,9.05%,-33.18%,1.77,-,1.03,3.32%,46.24%,7.15%,9.43,-,1.43,78.02%,15.17%,34.62,2.76%,2.95%,9900,0.66,8.07%,10.62%,2.05,394.87,Yes / Yes,0.63,853.30%,0.00%,0.83,282.58,1.29%,1.50%,31.65%,Feb 13 BMO,549.17K,285.83,-3.77%,-17.99%,-19.01%,"

","455,774",1.15%,ZBRA
Zimmer Biomet Holdings Inc,Healthcare,Medical Devices,USA,NYSE,S&P 500,25.45,4.44,0.19%,199.10M,8.54%,22.48B,12.76,8.85,-0.38%,198.69M,10.50%,903.70M,4.10,1.77,92.86%,3.55%,5.78%,7.68B,2.93,2.52%,0.14%,3.72,5.10%,62.62,1.80,7.88%,4.22%,7.05M,-9.79%,2.64,42.77,6.21%,7.24%,97.69,133.90,6.89%,0.89 (0.79%),21.30,-4.13%,5.02%,-15.68%,0.85,0.96 (0.85%),0.99,-0.55%,61.27%,15.58%,2.91,"Mar 31, 2025",1.91,-9.29%,17.88%,63.55,3.01%,2.65%,17000,0.51,3.84%,11.77%,2.47,120.00,Yes / Yes,0.44,-40.41%,21.66%,1.01,112.88,0.44%,0.64%,4.28%,Feb 06 BMO,1.90M,112.91,5.54%,6.17%,4.68%,"

","1,919,909",0.03%,ZBH
Zillow Group Inc,Communication Services,Internet Content & Information,USA,NASD,-,-,-0.48,33.40%,181.94M,-1.55%,17.02B,30.75,2.29,-0.59%,161.54M,-12.42%,-112.00M,-,0.37,66.56%,7.04%,-11.71%,2.24B,7.61,25.73%,0.33%,4.12,12.75%,19.99,3.53,32.27%,-1.79%,11.38M,47.91%,7.72,9.15,32.98%,-2.39%,38.45,89.39,-4.70%,-,59.72,20.21%,-2.27%,-21.05%,2.18,-,2.81,-1.65%,76.43%,83.54%,3.15,"Jan 12, 2011",2.81,29.56%,-8.50%,40.77,3.60%,4.29%,6856,0.14,14.96%,-5.01%,2.07,87.29,Yes / Yes,0.02,29.78%,-,1.13,69.59,1.27%,0.30%,16.88%,Feb 11 AMC,2.76M,70.57,-4.41%,-8.80%,9.08%,"

","3,119,254",1.41%,Z
JOYY Inc ADR,Communication Services,Internet Content & Information,Singapore,NASD,-,14.64,3.20,0.03%,37.50M,-3.64%,1.76B,11.03,4.25,0.00%,37.49M,-5.66%,202.35M,2.15,1.12,64.93%,4.19%,17.76%,2.26B,0.78,5.15%,0.50%,2.77,30.44%,95.91,0.49,-2.15%,2.47%,1.57M,45.32%,77.24,0.61,6.80%,3.99%,27.88,55.31,12.02%,-,-,4.67%,3.91%,-15.23%,0.24,-,1.22,33.77%,35.60%,68.15%,2.22,"Sep 25, 2023",1.22,544.98%,0.82%,47.97,5.02%,4.90%,6292,0.02,-1.94%,8.96%,1.67,56.28,Yes / Yes,0.00,55.88%,14.49%,2.28,47.69,-0.65%,15.85%,-1.96%,Mar 19 AMC,566.52K,46.88,-3.40%,2.69%,25.05%,"

","1,293,314",-1.70%,YY
Yum China Holdings Inc,Consumer Cyclical,Restaurants,China,NYSE,-,23.05,2.33,3.66%,378.00M,8.72%,20.17B,18.43,2.91,-0.38%,362.36M,8.78%,911.00M,1.98,0.80,83.88%,2.99%,8.21%,11.30B,1.78,9.72%,3.27%,4.28,55.31%,15.15,3.54,13.34%,7.87%,10.82M,27.84%,4.90,10.94,11.63%,15.02%,28.50,53.83,11.33%,0.91 (1.70%),28.22,4.31%,12.00%,-0.37%,0.30,0.72 (1.34%),1.00,5.64%,16.72%,88.18%,1.53,"Mar 06, 2025",1.18,17.75%,11.70%,69.68,3.03%,2.82%,350000,0.42,2.96%,8.06%,1.27,58.96,Yes / Yes,0.33,28.80%,27.40%,0.75,53.69,-1.07%,2.29%,4.09%,Feb 06 BMO,2.52M,53.63,7.99%,13.15%,29.22%,"

","1,904,205",-0.11%,YUMC
Yum Brands Inc,Consumer Cyclical,Restaurants,USA,NYSE,S&P 500,30.20,5.22,0.16%,279.00M,2.01%,43.96B,23.33,6.75,-18.87%,278.66M,7.05%,1.49B,2.52,1.29,85.96%,2.51%,14.97%,7.55B,5.82,11.76%,-0.33%,3.34,17.06%,-27.41,-,12.08%,22.94%,7.00M,15.11%,3.09,51.00,11.99%,-,122.13,163.30,17.40%,2.84 (1.80%),30.70,4.75%,32.88%,-3.55%,0.89,2.72 (1.73%),1.47,6.30%,47.48%,28.97%,3.08,"Feb 21, 2025",1.47,-7.09%,31.63%,62.39,1.64%,2.00%,40000,-,6.68%,19.68%,2.66,156.25,Yes / Yes,-,-8.00%,51.40%,0.69,157.30,0.27%,-4.85%,16.01%,Feb 06 BMO,2.10M,157.51,1.23%,10.61%,15.47%,"

","1,455,454",0.13%,YUM
YPF ADR,Energy,Oil & Gas Integrated,Argentina,NYSE,-,-,-2.79,0.04%,393.26M,4.69%,13.95B,6.39,5.56,0.00%,393.12M,-4.52%,-1074.04M,-,0.87,10.19%,1.02%,-20.38%,19.31B,0.72,-16.04%,-12.22%,2.02,48.64%,30.74,1.15,10.47%,-3.87%,4.01M,96.46%,3.04,11.69,-3.10%,-9.39%,16.18,47.43,-16.54%,-,-,-,-5.63%,-25.19%,1.59,-,0.66,12.36%,33.84%,119.28%,1.79,"Jul 09, 2019",0.88,-221.72%,18.87%,49.77,5.21%,5.10%,25711,0.78,7.22%,-5.56%,1.67,49.82,Yes / Yes,0.60,808.13%,-,0.84,33.79,0.66%,-206.18%,15.46%,Mar 07 BMO,1.98M,35.48,2.33%,-7.45%,20.57%,"

","1,673,055",5.00%,YPF
Clear Secure Inc,Technology,Software - Application,USA,NYSE,RUT,15.30,1.80,8.26%,96.79M,10.39%,3.78B,15.72,1.76,-8.89%,88.78M,21.63%,169.68M,41.36,0.31,99.87%,20.95%,5.85%,770.49M,4.91,-21.07%,5.19%,8.51,-10.42%,2.03,13.57,23.65%,15.13%,18.60M,46.93%,4.45,6.20,0.37%,78.61%,15.88,38.47,4.78%,0.50 (1.81%),13.33,-,54.13%,-28.20%,1.23,0.45 (1.63%),1.03,33.63%,60.07%,73.92%,1.18,"Mar 10, 2025",1.03,476.09%,15.99%,71.11,5.37%,5.43%,4022,0.61,25.57%,22.02%,2.56,30.50,Yes / Yes,0.58,618.51%,26.62%,1.22,26.55,2.03%,206.23%,20.65%,Feb 26 BMO,2.19M,27.62,13.09%,13.75%,6.79%,"

","2,672,811",4.03%,YOU
Full Truck Alliance Co Ltd ADR,Technology,Software - Application,China,NYSE,-,33.53,0.41,7.74%,939.16M,7.88%,12.86B,16.03,0.85,0.00%,866.44M,7.04%,426.64M,0.88,0.17,60.10%,2.46%,22.12%,1.56B,8.23,70.69%,11.75%,2.84,86.77%,5.52,2.48,23.06%,7.62%,21.32M,83.51%,3.05,4.49,38.30%,8.38%,6.66,13.85,26.52%,0.14 (1.05%),-,-,8.26%,-1.12%,0.14,0.14 (1.05%),7.64,37.26%,55.08%,105.56%,0.57,"Apr 07, 2025",9.03,38.73%,21.81%,65.00,3.28%,4.49%,7585,0.00,31.46%,27.32%,1.13,16.54,Yes / Yes,0.00,-3.38%,19.99%,0.47,13.53,5.74%,-45.15%,32.55%,Mar 05 BMO,7.51M,13.69,9.45%,14.68%,43.44%,"

","3,505,884",1.18%,YMM
