Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,50.11,0.64,16.93%,172.26M,-0.31%,5.50B,25.23,1.27,-2.36%,142.87M,-3.70%,112.70M,3.49,0.26,84.83%,3.70%,9.45%,1.53B,3.59,18.11%,6.00%,4.83,10.36%,9.30,3.44,10.60%,3.77%,5.29M,40.90%,0.79,40.23,14.35%,6.48%,19.29,33.95,8.70%,0.26 (0.82%),23.64,18.47%,5.28%,-5.83%,1.23,0.30 (0.94%),1.77,1.96%,38.51%,65.73%,0.70,"Feb 16, 2024",3.02,36.01%,14.25%,56.43,2.01%,1.97%,2400,0.34,19.40%,7.36%,2.43,34.00,Yes / Yes,0.33,38.11%,45.61%,0.77,32.03,1.78%,13.04%,4.85%,Feb 06 AMC,1.10M,31.97,0.91%,5.50%,12.69%,"

","840,859",-0.19%,ZWS
Zuora Inc,Technology,Software - Infrastructure,USA,NYSE,RUT,-,-0.49,7.28%,143.12M,14.73%,1.32B,17.67,0.52,-9.39%,132.70M,6.98%,-68.19M,-,0.07,75.49%,3.45%,5.75%,431.66M,3.05,21.72%,-0.38%,3.79,0.44%,0.88,10.47,29.46%,-9.14%,4.58M,-5.06%,3.59,2.56,-,-59.08%,7.05,12.12,-2.23%,-,-,9.40%,-12.86%,-24.17%,1.89,-,2.65,12.97%,70.92%,30.35%,0.36,-,2.37,47.34%,-14.73%,61.49,4.58%,3.32%,1549,3.02,8.98%,-15.80%,1.57,11.57,Yes / Yes,2.97,39.06%,-,1.18,9.14,-0.10%,140.00%,7.40%,Feb 28 AMC,1.21M,9.19,9.24%,5.86%,-0.15%,"

","1,426,678",0.55%,ZUO
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,35.93,5.07,0.09%,458.37M,-4.54%,83.41B,28.08,6.49,-10.27%,457.47M,-7.58%,2.34B,3.57,1.36,95.51%,0.74%,0.09%,8.54B,9.76,8.90%,0.02%,1.56,-2.99%,10.90,16.71,11.98%,16.05%,3.41M,8.02%,4.46,40.87,10.07%,49.86%,151.03,201.92,-7.71%,1.74 (0.95%),51.45,11.57%,19.95%,-9.79%,0.86,1.56 (0.85%),2.00,8.05%,68.28%,20.61%,4.29,"Apr 18, 2024",3.36,12.77%,35.92%,37.56,1.98%,2.18%,14100,1.36,5.74%,27.43%,1.47,227.20,Yes / Yes,1.35,15.54%,30.71%,2.97,181.51,1.13%,-5.80%,8.48%,Feb 13 BMO,2.19M,182.16,-4.81%,-5.32%,0.81%,"

","6,517,964",0.36%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,13.61,1.48,0.56%,609.17M,-0.84%,12.06B,11.34,1.78,0.00%,595.25M,14.17%,1.23B,0.83,0.38,42.79%,2.52%,-5.98%,5.37B,2.25,32.16%,3.70%,4.13,-17.09%,9.82,2.05,15.73%,10.77%,15.00M,-20.27%,4.06,4.97,16.50%,16.18%,15.90,30.05,-5.36%,0.47 (2.35%),-,17.08%,13.74%,-32.98%,-0.05,0.00 (0.00%),1.13,18.73%,30.39%,26.71%,0.71,"Apr 05, 2023",1.17,26.78%,24.33%,62.88,3.99%,3.07%,24888,0.30,0.98%,22.98%,1.24,30.93,Yes / Yes,0.13,12.24%,0.00%,0.82,20.07,-8.49%,2.56%,-3.57%,Mar 19 AMC,3.63M,20.14,6.63%,8.25%,-12.92%,"

","2,974,303",0.35%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.94,40.83%,147.17M,-9.37%,29.78B,60.66,3.28,-0.47%,88.67M,-18.79%,-138.67M,-,0.65,48.20%,5.04%,0.39%,1.90B,15.71,53.88%,5.66%,1.86,23.39%,6.40,31.03,18.91%,-3.98%,4.47M,72.85%,16.41,12.10,37.13%,-18.64%,84.93,259.61,-10.32%,-,59.47,-17.41%,-6.46%,-23.47%,0.83,-,1.90,53.60%,77.40%,133.95%,11.55,-,1.90,58.51%,-9.70%,33.46,4.83%,4.11%,5962,1.29,40.62%,-7.32%,1.52,261.92,Yes / Yes,1.24,51.94%,-,1.18,201.27,3.42%,30.99%,35.45%,Feb 29 AMC,2.40M,198.69,-15.30%,-14.29%,10.92%,"

","2,838,801",-1.28%,ZS
Zentalis Pharmaceuticals Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-4.56,10.07%,70.77M,0.72%,1.09B,-,-3.77,-0.47%,63.81M,36.19%,-292.19M,-,-0.77,109.87%,22.45%,28.57%,0.00M,-,18.03%,-0.98%,15.75,-38.54%,6.18,2.49,-2.93%,-52.39%,14.33M,-17.08%,6.81,2.26,-,-67.09%,9.56,31.46,1.58%,-,-,-50.05%,-60.82%,-51.08%,1.72,-,7.16,-20.00%,-,60.98%,1.02,-,7.16,-0.81%,0.00%,62.86,5.11%,7.42%,168,0.10,-,-,1.40,33.56,Yes / Yes,0.10,7.17%,-,0.76,14.85,-,-5.87%,-,Feb 27 BMO,909.64K,15.39,13.73%,12.33%,-20.95%,"

","687,417",3.64%,ZNTL
Zoom Video Communications Inc,Technology,Software - Application,USA,NASD,-,32.70,2.05,24.32%,260.90M,-5.29%,20.66B,13.35,5.03,-0.48%,232.76M,5.13%,637.46M,21.80,1.20,58.86%,5.47%,-5.33%,4.53B,4.56,-5.03%,-0.54%,3.17,-8.85%,26.07,2.58,1.63%,7.06%,12.72M,-2.54%,22.66,2.96,1.50%,8.96%,58.87,75.90,-6.61%,-,14.03,-,7.90%,-11.52%,-0.07,-,4.38,95.81%,74.72%,14.08%,1.86,-,4.38,516.13%,11.60%,52.60,2.41%,2.60%,7420,0.01,3.06%,14.08%,2.70,78.59,Yes / Yes,0.01,368.46%,0.00%,0.74,67.03,1.54%,23.91%,2.56%,Feb 26 AMC,4.01M,67.16,2.66%,0.14%,-0.46%,"

","2,979,990",0.19%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-3.46,0.41%,98.72M,-10.38%,1.87B,-,-1.43,-5.93%,98.31M,-3.81%,-334.62M,-,-0.51,42.47%,4.77%,-31.24%,266.72M,7.00,8.70%,-2.08%,6.95,-30.81%,8.19,2.31,54.76%,-29.66%,4.69M,-48.39%,8.17,2.31,-,-36.34%,17.68,40.42,-30.81%,-,-,-16.93%,-41.61%,-53.22%,1.13,-,4.41,2095.12%,64.08%,6.93%,1.23,-,4.63,25.17%,-141.19%,40.36,5.13%,5.36%,2175,0.02,24.03%,-125.46%,1.17,52.95,Yes / Yes,0.01,-52.98%,-,0.77,19.16,-8.76%,-90.47%,5.16%,Feb 27 AMC,674.74K,18.91,-4.97%,-15.82%,-27.08%,"

","517,410",-1.30%,ZLAB
ZKH Group Ltd ADR,Consumer Cyclical,Internet Retail,China,NYSE,-,-,-0.94,9.46%,127.44M,-10.34%,2.24B,-,-,0.00%,115.39M,3.28%,-151.04M,-,-,0.63%,0.02%,-,1.21B,1.86,-,-,0.36,-,-4.20,-,-,-11.59%,0.02M,-,1.79,9.82,-,-27.55%,15.00,21.91,7.97%,-,-,-,-36.87%,-19.64%,-,-,1.49,39.43%,16.54%,17.40%,1.78,-,1.67,38.67%,-5.65%,45.97,9.60%,10.66%,3956,0.27,-4.58%,-12.49%,1.00,20.69,No / Yes,0.05,59.37%,-,0.59,18.98,-,-,-8.20%,Mar 19 BMO,67.38K,17.61,-6.10%,-0.36%,0.93%,"

","39,951",-7.22%,ZKH
ZipRecruiter Inc,Industrials,Staffing & Employment Services,USA,NYSE,RUT,26.71,0.47,30.47%,76.17M,-1.74%,1.23B,50.52,0.25,-1.28%,68.89M,-11.63%,49.10M,2.59,-0.04,51.43%,4.43%,-6.67%,645.72M,1.91,-100.67%,-1.83%,5.10,-16.43%,0.08,147.18,8138.53%,7.15%,3.05M,-27.89%,5.25,2.37,10.30%,265.50%,10.27,19.29,-10.36%,-,12.07,-,8.77%,-35.41%,1.26,-,6.57,17.01%,89.72%,21.32%,0.51,-,6.57,-9.45%,13.48%,36.81,3.70%,3.63%,1000,66.40,-28.62%,7.60%,2.38,14.17,Yes / Yes,65.87,-67.13%,0.00%,0.79,12.57,6.05%,-32.61%,-35.42%,Feb 22 AMC,598.26K,12.46,-7.28%,-10.74%,-14.22%,"

","471,027",-0.88%,ZIP
