Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,49.47,0.79,16.26%,172.26M,-0.81%,6.62B,29.06,1.34,-9.90%,142.12M,5.80%,137.70M,3.11,0.28,92.49%,5.49%,23.61%,1.55B,4.26,27.71%,8.80%,5.04,19.44%,9.34,4.18,8.38%,4.94%,7.81M,28.75%,1.11,35.23,15.89%,8.52%,27.55,40.64,32.64%,0.27 (0.68%),24.52,18.47%,6.47%,-4.01%,1.15,0.24 (0.62%),1.71,0.20%,41.40%,41.60%,0.83,"Nov 20, 2024",2.70,28.10%,16.27%,61.95,1.56%,2.12%,2400,0.35,2.55%,8.87%,2.25,38.71,Yes / Yes,0.34,6.98%,45.61%,0.52,39.18,0.95%,5.82%,2.91%,Oct 29 AMC,1.55M,39.01,2.94%,7.06%,19.43%,"

","810,828",-0.43%,ZWS
Zuora Inc,Technology,Software - Infrastructure,USA,NYSE,RUT,-,-0.33,7.65%,153.54M,0.30%,1.52B,17.40,0.57,-6.77%,141.79M,0.10%,-47.27M,-,0.11,72.23%,2.69%,16.71%,445.68M,3.42,70.45%,5.79%,1.35,-3.03%,1.27,7.82,1.33%,-6.17%,3.81M,21.57%,3.54,2.80,15.00%,-31.02%,7.70,10.85,5.53%,-,-,9.40%,-7.99%,-8.57%,1.68,-,2.71,12.97%,68.16%,28.83%,0.08,-,2.71,60.38%,-6.31%,71.35,0.25%,0.39%,1618,2.12,7.33%,-10.61%,3.00,10.00,Yes / Yes,2.08,70.33%,-,0.63,9.90,2.46%,98.33%,6.80%,Aug 21 AMC,2.83M,9.92,0.24%,6.76%,7.99%,"

","1,772,357",0.20%,ZUO
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,33.01,5.32,0.09%,458.37M,0.92%,79.21B,27.51,6.38,0.00%,450.74M,-7.33%,2.43B,3.55,1.37,95.08%,0.96%,-4.01%,9.15B,8.65,10.67%,-2.14%,2.11,1.60%,11.59,15.15,8.41%,17.07%,4.32M,0.43%,3.80,46.21,9.29%,47.13%,144.80,201.92,-11.05%,1.70 (0.97%),34.32,11.57%,20.27%,-13.05%,0.90,1.73 (0.98%),2.27,8.05%,68.49%,21.24%,4.31,"Oct 31, 2024",3.69,8.09%,36.45%,42.07,2.41%,2.39%,14100,1.29,9.33%,26.55%,1.45,222.92,Yes / Yes,1.29,16.43%,30.71%,1.05,176.42,4.34%,8.49%,11.02%,Nov 04 BMO,2.04M,175.56,-1.34%,-5.84%,-1.66%,"

","2,137,943",-0.49%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,14.86,1.42,0.86%,606.77M,1.06%,12.58B,10.69,1.97,0.00%,592.88M,-15.81%,1.19B,1.14,0.46,28.53%,3.48%,0.14%,5.61B,2.24,13.75%,0.73%,7.37,-14.99%,10.31,2.04,18.16%,9.95%,20.63M,-6.70%,4.71,4.47,13.00%,14.81%,15.90,27.50,-1.13%,0.68 (3.24%),-,13.37%,12.68%,-23.49%,-0.09,0.97 (4.61%),1.22,15.78%,31.13%,32.37%,0.69,"Sep 10, 2024",1.26,-0.18%,24.65%,33.37,2.44%,2.47%,23554,0.30,3.60%,21.14%,1.31,29.07,Yes / Yes,0.12,-3.11%,40.76%,0.93,20.80,1.16%,0.48%,6.28%,Nov 19 AMC,2.80M,21.04,-6.77%,-10.87%,-2.11%,"

","2,612,884",1.15%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.39,38.31%,152.49M,-2.24%,31.16B,58.37,3.50,-0.15%,94.07M,8.73%,-57.71M,-,0.63,49.08%,4.59%,1.94%,2.17B,14.38,-10.49%,-0.01%,2.41,15.47%,8.36,24.46,22.61%,-1.39%,4.32M,9.01%,15.80,12.93,18.50%,-5.77%,153.45,259.61,-7.76%,-,53.27,-10.72%,-4.38%,-21.28%,0.80,-,1.04,48.57%,77.87%,33.18%,6.06,-,1.04,72.20%,-5.71%,62.63,3.11%,2.83%,7348,0.97,34.07%,-2.66%,1.73,216.87,Yes / Yes,0.04,53.13%,-,0.61,202.85,4.48%,24.95%,30.30%,Dec 02 AMC,1.79M,204.36,5.62%,11.02%,8.02%,"

","1,093,224",0.74%,ZS
Zentalis Pharmaceuticals Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-2.53,14.10%,70.77M,-19.41%,213.08M,-,-2.93,-0.13%,61.22M,-6.56%,-179.28M,-,-0.56,89.93%,11.52%,-9.39%,40.56M,5.25,45.10%,-16.12%,3.47,-74.18%,4.98,0.60,-19.28%,-34.60%,7.05M,-73.66%,5.49,0.54,-,-42.89%,2.66,18.07,-80.26%,-,-,-50.05%,-45.41%,-83.45%,1.76,-,7.29,-20.00%,96.77%,12.41%,0.36,-,7.29,45.45%,-515.94%,40.57,12.21%,11.44%,168,0.12,-,-442.02%,1.89,10.50,Yes / Yes,0.11,28.19%,-,0.58,3.05,-,-47.48%,-,Aug 09 BMO,2.03M,2.99,-11.94%,-12.55%,-61.74%,"

","1,176,417",-1.97%,ZNTL
Zoom Video Communications Inc,Technology,Software - Application,USA,NASD,-,27.85,2.79,15.02%,307.79M,-9.93%,23.93B,14.67,5.30,-1.48%,261.56M,7.73%,875.37M,4.64,1.31,57.41%,3.48%,29.09%,4.59B,5.22,2.32%,0.10%,2.72,21.75%,27.68,2.81,-0.55%,9.01%,9.09M,21.26%,24.46,3.18,6.00%,11.27%,55.06,87.15,8.12%,-,13.91,-,10.22%,-10.78%,-0.06,-,4.45,95.81%,74.59%,41.21%,1.98,-,4.45,508.08%,17.80%,51.97,2.44%,2.40%,7420,0.01,2.76%,19.08%,2.49,76.88,Yes / Yes,0.00,17.25%,0.00%,1.00,78.93,1.20%,14.44%,2.09%,Nov 25 AMC,3.34M,77.75,-0.60%,7.19%,19.74%,"

","3,341,232",-1.49%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-2.78,0.24%,99.12M,-9.70%,2.59B,-,-1.80,-22.43%,98.88M,-6.61%,-270.85M,-,-0.73,47.87%,4.71%,49.43%,355.75M,7.29,19.04%,5.09%,5.28,30.68%,6.78,3.86,35.72%,-26.70%,4.66M,-5.15%,7.22,3.62,-,-34.98%,13.48,36.60,-4.32%,-,-,-16.93%,-40.20%,-28.55%,0.99,-,2.87,2095.12%,63.17%,93.99%,1.85,-,3.01,10.91%,-95.07%,42.18,7.09%,5.29%,2175,0.19,35.01%,-76.13%,1.31,53.30,Yes / Yes,0.01,40.53%,-,1.25,25.17,0.02%,94.89%,47.72%,Nov 12 BMO,883.73K,26.15,-12.63%,-0.51%,29.54%,"

","1,102,252",3.89%,ZLAB
ZKH Group Ltd ADR,Consumer Cyclical,Internet Retail,China,NYSE,-,-,-0.36,8.87%,127.44M,-1.28%,492.38M,19.53,0.20,0.00%,116.56M,1.32%,-57.85M,-,-0.00,17.18%,0.03%,1.32%,1.22B,0.40,25.94%,98.66%,0.50,-63.92%,2.73,1.41,405.88%,-4.29%,0.04M,-,2.20,1.75,-,-9.63%,2.62,21.91,-76.39%,-,-,-,-12.58%,-82.43%,-,-,1.61,26.18%,17.21%,46.95%,0.23,-,1.80,69.95%,-3.73%,54.60,4.51%,5.81%,3476,0.26,-1.34%,-4.74%,1.00,4.55,No / Yes,0.04,88.56%,-,0.53,3.88,-2.36%,-133.33%,5.18%,Nov 22 BMO,78.35K,3.85,1.44%,8.51%,-54.98%,"

","41,701",-0.77%,ZKH
ZipRecruiter Inc,Industrials,Staffing & Employment Services,USA,NYSE,RUT,282.85,0.03,36.39%,76.17M,-14.73%,853.92M,-,-0.18,-0.50%,62.15M,-9.71%,3.57M,-,-0.11,53.61%,6.20%,-2.67%,498.90M,1.71,-129.44%,-1.45%,8.12,-12.16%,0.14,62.83,-35.01%,0.55%,3.86M,-29.86%,5.09,1.72,-,430.38%,7.21,15.35,-37.12%,-,12.73,-,0.63%,-43.06%,1.19,-,7.35,17.01%,89.13%,21.22%,0.48,-,7.35,-94.10%,5.24%,39.55,4.89%,4.85%,1000,40.75,-30.73%,0.72%,2.62,10.40,Yes / Yes,40.47,-111.35%,0.00%,0.75,9.02,4.27%,70.54%,-24.77%,Nov 06 AMC,475.00K,8.74,-8.94%,-8.95%,-13.88%,"

","357,331",-3.10%,ZIP
