Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,49.14,0.64,16.93%,172.26M,-0.67%,5.39B,24.74,1.27,-2.36%,142.87M,1.59%,112.70M,3.42,0.26,84.85%,3.70%,4.95%,1.53B,3.52,18.11%,6.00%,4.78,5.73%,9.30,3.37,10.60%,3.77%,5.29M,35.66%,0.79,39.45,14.35%,6.48%,19.29,33.95,6.60%,0.26 (0.84%),23.18,18.47%,5.28%,-7.66%,1.23,0.30 (0.96%),1.77,1.96%,38.51%,62.52%,0.71,"Feb 16, 2024",3.02,36.01%,14.25%,51.50,1.86%,2.20%,2400,0.34,19.40%,7.36%,2.43,34.00,Yes / Yes,0.33,38.11%,45.61%,0.47,32.06,1.78%,13.04%,4.85%,Feb 06 AMC,1.11M,31.35,-1.28%,3.84%,11.04%,"

","521,597",-2.21%,ZWS
Zuora Inc,Technology,Software - Infrastructure,USA,NYSE,RUT,-,-0.49,7.27%,143.12M,-3.17%,1.18B,15.87,0.52,-9.40%,132.71M,-6.04%,-68.19M,-,0.07,75.49%,3.45%,-8.44%,431.66M,2.74,21.72%,-0.38%,3.92,-10.42%,0.88,9.40,29.46%,-9.14%,4.58M,-17.66%,3.59,2.30,-,-59.08%,7.05,12.12,-12.23%,-,-,9.40%,-12.86%,-31.93%,1.89,-,2.65,12.97%,70.92%,17.02%,0.34,-,2.37,47.34%,-14.73%,45.65,4.33%,3.00%,1549,3.02,8.98%,-15.80%,1.57,11.57,Yes / Yes,2.97,39.06%,-,1.70,8.32,-0.10%,140.00%,7.40%,Feb 28 AMC,1.17M,8.25,-1.80%,-5.28%,-10.33%,"

","1,989,370",-0.84%,ZUO
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,36.53,5.07,0.09%,458.37M,-6.92%,84.81B,28.55,6.49,-10.45%,457.47M,-2.02%,2.34B,3.63,1.36,95.50%,0.74%,3.41%,8.54B,9.93,8.90%,0.02%,1.65,-3.79%,10.90,16.99,11.98%,16.05%,3.41M,8.60%,4.46,41.55,10.07%,49.86%,151.03,201.92,-6.15%,1.74 (0.94%),52.32,11.57%,19.95%,-8.27%,0.87,1.56 (0.84%),2.00,8.05%,68.28%,22.64%,4.46,"Apr 18, 2024",3.36,12.77%,35.92%,40.31,2.18%,2.19%,14100,1.36,5.74%,27.43%,1.47,227.20,Yes / Yes,1.35,15.54%,30.71%,1.21,187.86,1.13%,-5.80%,8.48%,Feb 13 BMO,2.07M,185.23,-4.04%,-4.06%,2.55%,"

","2,506,397",-1.40%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,13.55,1.48,0.56%,609.17M,5.30%,12.00B,11.29,1.78,0.00%,595.25M,24.69%,1.23B,0.82,0.38,42.79%,2.52%,-9.97%,5.37B,2.24,32.19%,3.70%,4.24,-20.59%,9.82,2.04,15.73%,10.77%,15.00M,-17.83%,4.06,4.94,16.50%,16.18%,15.90,30.05,-5.78%,0.47 (2.36%),-,17.08%,13.74%,-33.28%,-0.05,-,1.13,18.73%,30.39%,26.14%,0.69,"Apr 05, 2023",1.17,26.78%,24.33%,64.66,4.32%,3.21%,24888,0.30,0.98%,22.98%,1.24,30.93,Yes / Yes,0.13,12.24%,0.00%,2.09,20.45,-8.49%,2.56%,-3.57%,Mar 19 AMC,3.54M,20.05,8.60%,7.86%,-13.79%,"

","7,399,046",-1.96%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.94,40.83%,147.17M,-14.90%,30.61B,63.15,3.27,-0.51%,87.77M,-15.43%,-138.67M,-,0.65,48.66%,5.09%,4.21%,1.90B,16.15,53.48%,5.66%,1.97,30.29%,5.44,37.90,18.94%,-3.98%,4.47M,73.06%,16.58,12.44,37.13%,-18.64%,84.93,259.61,-6.86%,-,58.51,-17.41%,-6.46%,-20.51%,0.83,-,1.88,53.60%,81.83%,142.98%,12.08,-,1.90,58.51%,-9.62%,36.26,4.26%,4.03%,5962,1.29,40.62%,-7.32%,1.59,260.35,Yes / Yes,1.24,51.94%,-,2.17,214.22,3.42%,30.99%,35.45%,Feb 29 AMC,2.27M,206.36,-13.89%,-11.38%,15.99%,"

","4,928,758",-3.67%,ZS
Zentalis Pharmaceuticals Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-4.56,10.07%,70.77M,-3.06%,1.01B,-,-3.77,-0.47%,63.81M,23.04%,-292.19M,-,-0.77,109.87%,22.45%,25.75%,0.00M,-,18.03%,-0.98%,16.10,-47.46%,6.18,2.31,-2.93%,-52.39%,14.33M,-26.87%,6.81,2.10,-,-67.09%,9.56,31.46,-5.87%,-,-,-50.05%,-60.82%,-54.67%,1.72,-,7.16,-20.00%,-,49.16%,1.09,-,7.16,-0.81%,0.00%,55.29,10.78%,7.62%,168,0.10,-,-,1.40,33.56,Yes / Yes,0.10,7.17%,-,0.92,14.52,-,-5.93%,-,Feb 27 BMO,889.98K,14.26,9.19%,4.29%,-27.42%,"

","820,291",-1.79%,ZNTL
Zoom Video Communications Inc,Technology,Software - Application,USA,NASD,-,32.37,2.05,24.46%,260.90M,-2.46%,20.24B,13.22,5.03,-0.47%,229.97M,3.45%,637.46M,21.58,1.20,59.46%,5.53%,-5.41%,4.53B,4.47,-5.03%,-0.54%,3.14,-7.29%,26.07,2.55,1.63%,7.06%,12.72M,-6.10%,22.89,2.90,1.50%,8.96%,58.87,75.90,-7.54%,-,13.75,-,7.90%,-12.40%,-0.07,-,4.38,95.81%,74.72%,12.94%,2.01,-,4.38,516.13%,11.60%,50.44,3.21%,2.56%,7420,0.01,3.06%,14.08%,2.67,78.84,Yes / Yes,0.01,368.46%,0.00%,1.20,69.71,1.54%,23.91%,2.56%,Feb 26 AMC,4.06M,66.49,2.32%,-1.28%,-1.50%,"

","4,872,004",-4.62%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-3.46,0.41%,98.72M,-15.92%,1.87B,-,-1.43,-5.93%,98.31M,-15.96%,-334.62M,-,-0.51,42.36%,4.77%,-31.24%,266.72M,7.00,8.70%,-2.08%,7.00,-27.55%,8.19,2.31,54.76%,-29.66%,4.69M,-53.78%,8.17,2.31,-,-36.34%,17.68,41.05,-30.81%,-,-,-16.93%,-41.61%,-53.93%,1.13,-,4.41,2095.12%,64.08%,6.93%,1.29,-,4.63,25.17%,-141.19%,38.96,6.77%,5.71%,2175,0.02,24.03%,-125.46%,1.17,52.95,Yes / Yes,0.01,-52.98%,-,0.68,20.42,-8.76%,-90.47%,5.16%,Feb 27 AMC,670.04K,18.91,-6.27%,-17.46%,-27.62%,"

","456,346",-7.39%,ZLAB
ZKH Group Ltd ADR,Consumer Cyclical,Internet Retail,China,NYSE,-,-,-0.94,9.46%,127.44M,-4.34%,2.36B,20.29,0.91,0.00%,115.39M,3.58%,-151.03M,-,-,0.63%,0.02%,-,1.21B,1.95,157.82%,-,0.36,-,-4.20,-,444.17%,-11.59%,0.02M,-,1.79,10.32,-,-27.55%,15.00,21.91,13.43%,-,-,-,-36.87%,-15.58%,-,-,1.49,39.43%,16.54%,23.33%,1.72,-,1.67,38.67%,-5.65%,50.18,7.75%,10.90%,3956,0.27,-4.58%,-12.49%,1.00,20.69,No / Yes,0.05,59.37%,-,0.90,19.00,-,-,-8.20%,-,67.14K,18.50,-0.56%,5.68%,6.37%,"

","60,474",-2.63%,ZKH
ZipRecruiter Inc,Industrials,Staffing & Employment Services,USA,NYSE,RUT,26.95,0.47,31.10%,76.17M,0.96%,1.21B,50.97,0.25,-1.30%,66.22M,-11.17%,49.10M,2.62,-0.04,53.01%,4.61%,-7.03%,645.72M,1.87,-100.67%,-1.83%,5.10,-16.20%,0.08,148.48,8138.53%,7.15%,3.05M,-27.21%,5.41,2.32,10.30%,265.50%,10.27,19.29,-9.57%,-,11.81,-,8.77%,-34.84%,1.26,-,6.57,17.01%,89.72%,22.40%,0.52,-,6.57,-9.45%,13.48%,34.93,3.13%,3.48%,1000,66.40,-28.62%,7.60%,2.38,14.17,Yes / Yes,65.87,-67.13%,0.00%,0.96,12.63,6.05%,-32.61%,-35.42%,Feb 22 AMC,597.88K,12.57,-8.16%,-10.62%,-13.75%,"

","573,511",-0.48%,ZIP
