Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker
Zymeworks BC Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-0.85,3.74%,75.14M,1.13%,1.75B,37.51,0.62,-6.25%,72.59M,-12.00%,1.51B,0.70,-0.47,100.62%,5.27%,21.18%,-63.43M,12.99,40.00%,-2.54%,3.31,84.33%,134.48M,5.48,163.55%,-14.34%,3.82M,-12.00%,4.23,6.94,53.59%,-18.46%,28.49 -18.67%,57.19%,3.34,-,26.71% 15.81%,-18.90%,9.03 156.59%,137.64%,-,-,41.95% 20.90%,90.49%,3.24%,4.82%,-49.92%,-,11.26,43.93%,-52.51%,1.02,-,-,6.94,116.21%,-47.16%,44.91,1.00,- -,6.94,34.02%,-1.52%,1.24,35.62,-,0.06,72.59%,-7.37%,0.39,22.53,286,0.05,Nov 06 AMC,35.14%,1.16M,23.17,"Apr 28, 2017",Yes / Yes,11.77% -7.69%,"

","455,453",2.84%,ZYME
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,41.77,1.12,11.52%,167.47M,-0.30%,7.85B,28.31,1.66,-0.48%,148.06M,0.95%,8.15B,2.31,0.34,93.46%,3.24%,0.43%,192.30M,4.73,17.55%,1.73%,5.63,4.34%,1.66B,4.94,10.19%,6.93%,4.79M,0.95%,9.50,30.20,12.23%,11.76%,50.03 -6.20%,19.41%,1.55,27.21,32.18% -7.41%,9.03%,27.74 69.18%,115.18%,0.37 (0.79%),22.31,19.81% -5.41%,41.36%,2.26%,2.25%,128.86%,0.38 (0.81%),4.91,42.07%,16.69%,1.03,528.28%,"Feb 20, 2026",1.83,6.88%,11.59%,51.45,2.25,3.23% 0.62%,2.78,44.39%,0.76%,1.10,51.22,35.98%,0.35,11.07%,-0.03%,1.03,46.11,2500,0.34,Feb 03 AMC,9.83%,851.58K,46.93,"Mar 29, 2012",Yes / Yes,8.64% 2.88%,"

","877,342",1.78%,ZWS
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,21.05,5.93,0.18%,441.46M,0.82%,55.06B,18.30,6.83,0.00%,439.89M,-0.70%,60.25B,2.34,1.40,98.36%,3.54%,-13.30%,2.65B,5.86,7.10%,0.45%,2.89,-15.23%,9.40B,10.22,7.68%,17.96%,15.56M,-0.70%,12.23,26.42,7.83%,49.87%,177.40 -29.57%,-27.66%,4.73,24.58,8.55% 11.91%,20.92%,115.25 8.41%,-25.74%,1.99 (1.60%),14.97,5.98% 8.14%,70.29%,2.63%,2.42%,-21.77%,2.03 (1.62%),6.41,11.51%,37.63%,2.89,189.21%,"Jan 20, 2026",2.28,2.68%,28.21%,51.28,1.73,18.93% 21.14%,3.64,8.17%,-0.17%,0.96,155.27,32.86%,1.35,0.50%,1.07%,0.76,124.82,13800,1.35,Feb 12 BMO,-13.24%,5.39M,124.94,"Feb 01, 2013",Yes / Yes,4.88% -0.41%,"

","4,108,901",0.10%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,14.84,1.49,0.00%,591.63M,2.45%,12.89B,12.16,1.82,-,582.69M,5.94%,11.17B,1.30,0.45,11.57%,2.92%,18.09%,1.23B,1.96,5.58%,-2.12%,9.20,9.39%,6.59B,1.94,11.83%,9.42%,17.00M,5.94%,11.39,3.63,9.36%,13.83%,22.69 -2.49%,15.99%,6.10,-,18.24% 8.45%,13.37%,16.34 35.43%,-23.33%,0.68 (3.06%),6.22,9.28% 13.97%,26.00%,1.84%,1.85%,-34.42%,0.65 (2.94%),1.70,3.12%,20.42%,0.46,-,"Sep 30, 2025",1.34,12.90%,18.61%,56.18,1.45,- -,1.38,7.47%,0.64%,-0.17,23.81,45.76%,0.19,11.30%,3.95%,1.03,21.93,24471,0.01,Nov 19 AMC,14.25%,1.85M,22.13,"Oct 27, 2016",Yes / Yes,23.62% 0.50%,"

","1,910,844",0.91%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.26,35.68%,159.47M,-6.50%,31.99B,44.81,4.48,-0.14%,102.57M,-10.81%,30.50B,2.42,0.89,52.98%,6.76%,-37.71%,-41.04M,11.29,16.26%,-1.75%,3.76,-28.42%,2.83B,16.14,17.41%,-0.73%,6.93M,-10.81%,12.43,9.63,18.48%,-2.41%,336.99 -40.47%,-1.09%,20.83,37.75,54.06% 21.31%,-1.10%,164.78 21.74%,60.24%,-,1565.13,34.81% 44.03%,76.55%,4.03%,3.39%,1.83%,-,10.77,-8.83%,-4.14%,7.59,-,-,1.74,23.24%,-1.45%,32.42,1.45,- -,1.74,7.34%,-5.99%,1.02,317.67,-,0.93,25.50%,-13.43%,0.77,200.01,7923,0.89,Nov 25 AMC,-25.87%,1.84M,200.61,"Mar 16, 2018",Yes / Yes,12.10% 1.92%,"

","1,414,352",0.30%,ZS
Zoom Communications Inc,Technology,Software - Application,USA,NASD,-,18.04,5.15,10.52%,266.35M,-2.72%,27.50B,15.31,6.07,-2.45%,264.96M,7.62%,19.59B,3.38,1.49,68.92%,2.07%,10.11%,1.59B,5.72,7.74%,3.48%,1.79,30.85%,4.81B,2.97,1.63%,14.44%,5.49M,7.62%,31.27,3.46,4.53%,17.74%,97.58 -4.83%,6.39%,26.87,13.74,-10.66% 106.45%,17.11%,64.41 44.18%,29.74%,-,15.02,4.40% 49.60%,76.89%,4.34%,3.67%,-75.20%,-,4.08,72.42%,22.86%,3.25,-,-,4.36,3.85%,33.17%,60.66,2.18,- -,4.36,204.90%,6.65%,0.90,97.00,0.00%,0.01,4.44%,7.36%,1.36,92.10,7412,0.00,Feb 25 AMC,14.53%,3.06M,92.86,"Apr 18, 2019",Yes / Yes,5.65% 1.25%,"

","4,174,998",0.83%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-1.95,2.12%,110.59M,-7.60%,1.81B,-,-1.09,-9.17%,108.86M,-7.60%,1.22B,-,-0.35,29.78%,3.56%,-36.13%,-206.71M,4.10,33.03%,-4.15%,4.50,-55.73%,441.78M,2.37,37.56%,-19.28%,3.87M,-7.60%,6.87,2.22,-,-28.96%,44.34 -63.24%,-41.45%,7.35,-,30.02% -3.16%,-26.82%,16.50 -1.21%,-63.35%,-,-,40.31% 98.33%,61.31%,3.51%,3.30%,-90.45%,-,2.75,30.16%,-51.59%,0.72,-,-,2.68,23.73%,-46.79%,31.73,1.31,- -,2.87,23.67%,-10.19%,0.88,39.29,-,0.29,12.75%,-11.74%,1.65,16.60,1869,0.01,Nov 06 BMO,-43.59%,861.03K,16.30,"Sep 20, 2017",Yes / Yes,-14.23% -18.07%,"

","1,417,101",-1.81%,ZLAB
Zions Bancorporation N.A,Financial,Banks - Regional,USA,NASD,-,10.15,6.01,1.46%,147.65M,3.06%,9.00B,9.28,6.57,-0.11%,145.49M,4.19%,-,2.22,1.41,81.14%,4.40%,17.42%,887.00M,1.82,3.55%,1.94%,4.09,17.11%,4.94B,1.27,5.64%,1.00%,6.40M,4.19%,48.18,-,4.17%,13.39%,62.26 -2.04%,4.63%,-,8.77,1.25% 14.72%,10.25%,39.32 55.11%,16.84%,1.82 (2.99%),-,14.19% 10.90%,-,2.39%,2.45%,32.44%,1.76 (2.89%),-,21.59%,23.77%,1.42,199.12%,"Feb 12, 2026",-,-1.00%,17.94%,59.29,2.68,3.66% 5.29%,0.15,30.96%,1.99%,0.84,66.52,29.28%,0.64,-0.08%,5.34%,1.32,59.91,9195,0.21,Jan 20 AMC,13.75%,1.57M,60.99,"Mar 17, 1980",Yes / Yes,11.82% 3.04%,"

","2,066,437",1.80%,ZION
Zim Integrated Shipping Services Ltd,Industrials,Marine Shipping,Israel,NYSE,-,2.70,8.32,1.17%,120.46M,-2.31%,2.70B,-,-2.57,0.00%,119.05M,5.65%,6.42B,-,-0.32,42.93%,16.39%,52.27%,1.00B,0.36,-82.23%,-8.31%,4.18,45.46%,7.59B,0.67,-181.01%,9.16%,19.52M,5.65%,33.34,1.39,-,25.25%,24.47 -8.32%,24.06%,16.19,1.12,-23.79% -,11.79%,11.03 103.26%,27.15%,1.24 (5.55%),2.32,-7.73% 20.63%,23.74%,4.39%,5.01%,-,4.28 (19.08%),0.85,-30.30%,19.63%,1.05,-,"Dec 01, 2025",1.22,1.63%,13.21%,54.29,3.83,16.67% -,1.30,-89.07%,0.40%,1.63,16.68,22.25%,1.41,-35.73%,7.97%,0.63,22.03,6700,1.12,Nov 20 BMO,34.29%,4.66M,22.43,"Jan 28, 2021",Yes / Yes,33.09% 2.34%,"

","2,921,434",1.82%,ZIM
Ermenegildo Zegna N.V,Consumer Cyclical,Apparel Manufacturing,Italy,NYSE,RUT,22.22,0.41,75.38%,254.09M,-6.15%,3.68B,18.50,0.49,0.00%,62.55M,-12.20%,4.71B,0.88,-,24.22%,5.30%,-12.54%,103.34M,1.77,25.47%,0.97%,5.54,16.13%,2.08B,2.20,9.64%,3.34%,3.32M,-12.20%,4.09,13.67,21.04%,10.58%,11.07 -18.74%,-4.56%,0.66,19.91,- -,5.45%,6.05 48.76%,-19.64%,0.15 (1.62%),10.55,11.29% -,55.55%,3.67%,3.94%,-13.38%,0.14 (1.58%),2.26,-5.94%,8.97%,0.39,-,"Jul 07, 2025",0.79,-1.88%,4.97%,36.18,2.00,15.87% -,1.42,-54950.00%,-9.81%,0.75,11.58,42.68%,1.17,-,-12.19%,1.39,8.69,7395,0.82,Sep 05 BMO,-2.43%,599.35K,9.00,"Dec 20, 2021",Yes / Yes,73.56% 1.72%,"

","834,372",3.57%,ZGN
