Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,38.25,0.98,11.57%,168.52M,2.30%,6.29B,25.45,1.47,-57.94%,148.79M,3.17%,6.71B,4.92,0.36,92.64%,3.06%,26.17%,169.50M,3.98,4.79%,1.14%,5.11,1.38%,1.58B,4.07,9.60%,6.29%,4.55M,0.29%,9.19,43.50,7.78%,10.49%,41.15 -9.09%,26.47%,0.86,24.20,32.18% -7.41%,8.11%,27.74 34.86%,37.33%,0.37 (0.98%),19.07,19.81% -5.41%,41.66%,2.31%,1.83%,153.59%,0.35 (0.94%),4.24,38.39%,16.67%,0.73,215.24%,"May 20, 2025",1.72,3.22%,10.72%,60.89,2.25,3.23% 0.62%,2.87,29.71%,2.77%,1.04,37.71,35.98%,0.36,4.01%,3.84%,0.73,37.03,2500,0.35,Apr 22 AMC,3.38%,891.10K,37.41,"Mar 29, 2012",Yes / Yes,6.90% 1.36%,"

","649,876",1.03%,ZWS
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,28.34,5.57,0.10%,446.04M,1.19%,70.25B,23.02,6.85,-0.65%,444.77M,-6.41%,75.28B,3.35,1.62,96.04%,1.95%,4.00%,2.52B,7.57,5.28%,0.41%,2.88,-2.96%,9.29B,15.12,9.98%,17.70%,8.69M,-3.15%,10.44,40.82,8.45%,51.85%,200.33 -21.23%,-10.14%,3.87,30.80,8.55% 11.91%,25.04%,139.70 12.96%,-8.20%,1.99 (1.26%),19.17,5.98% 8.14%,69.48%,2.41%,2.14%,15.15%,1.86 (1.18%),8.11,7.23%,37.01%,3.56,235.25%,"Jul 18, 2025",1.04,6.32%,27.12%,44.64,1.52,18.93% 21.14%,1.74,7.88%,-1.44%,0.89,199.93,32.86%,1.45,1.37%,-1.96%,0.96,157.05,13800,1.16,May 06 BMO,-6.61%,3.01M,157.80,"Feb 01, 2013",Yes / Yes,5.00% 1.37%,"

","2,884,304",0.48%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,11.38,1.57,0.86%,593.65M,0.68%,10.61B,10.09,1.77,0.00%,588.53M,4.87%,9.88B,1.18,0.40,22.10%,2.16%,-1.65%,1.30B,1.69,6.06%,-8.59%,4.86,-6.10%,6.26B,1.67,11.95%,10.29%,12.74M,-8.59%,10.73,3.34,9.64%,15.68%,27.50 -35.02%,-13.92%,5.35,-,18.24% 8.45%,15.06%,16.34 9.36%,-34.05%,0.67 (3.77%),5.11,9.28% 13.97%,29.66%,1.98%,1.52%,-49.77%,0.70 (3.92%),1.58,10.00%,24.06%,0.38,-,"Apr 10, 2025",1.02,13.41%,20.76%,52.45,1.41,- -,1.05,38.73%,1.20%,-0.18,22.70,45.76%,0.27,8.02%,-0.33%,0.75,17.92,24471,0.01,May 20 AMC,-10.52%,2.62M,17.87,"Oct 27, 2016",Yes / Yes,-15.96% -9.78%,"

","1,959,157",-0.28%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.25,37.84%,155.70M,-0.48%,48.65B,85.51,3.65,-0.85%,96.78M,3.84%,46.87B,-,0.80,54.89%,9.28%,78.87%,-38.78M,19.10,0.04%,9.94%,3.41,71.99%,2.55B,26.95,14.50%,-0.81%,8.98M,73.18%,11.59,16.19,11.75%,-2.68%,317.26 -1.52%,57.48%,19.30,70.39,41.55% -10.72%,-2.11%,153.45 103.61%,108.98%,-,-,47.68% 48.24%,77.33%,3.13%,2.49%,185.33%,-,18.40,49.20%,-4.59%,8.32,-,-,1.18,25.46%,-1.52%,66.91,1.67,- -,1.18,-121.43%,1.52%,1.07,316.37,-,0.68,22.57%,14.20%,0.69,315.45,7348,0.02,May 29 AMC,45.63%,2.63M,312.44,"Mar 16, 2018",Yes / Yes,11.64% 1.74%,"

","1,809,646",-0.95%,ZS
Zoom Communications Inc,Technology,Software - Application,USA,NASD,-,23.25,3.33,14.19%,261.11M,-0.72%,23.42B,13.64,5.68,-1.69%,259.62M,-4.81%,15.67B,8.94,1.38,62.60%,3.15%,14.27%,1.05B,4.98,1.22%,-0.37%,3.36,-5.10%,4.70B,2.64,1.24%,9.87%,8.19M,-5.13%,29.34,3.00,2.60%,12.19%,92.80 -16.57%,32.05%,25.82,13.76,-10.66% 106.45%,11.73%,55.06 40.61%,-28.29%,-,14.87,4.40% 49.60%,75.85%,2.13%,1.79%,-69.46%,-,3.34,24.11%,18.13%,1.55,-,-,4.48,2.98%,22.31%,45.57,2.34,- -,4.48,18.68%,-0.43%,0.68,90.58,0.00%,0.01,2.93%,-2.40%,1.37,77.17,7412,0.00,May 21 AMC,-0.81%,2.43M,77.42,"Apr 18, 2019",Yes / Yes,9.22% 0.72%,"

","3,339,974",0.32%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-2.50,1.31%,110.59M,-0.09%,3.86B,57.06,0.61,-24.47%,109.14M,-4.38%,3.20B,-,-0.41,50.55%,4.02%,9.98%,-252.07M,9.24,48.95%,2.50%,3.92,40.83%,418.33M,4.67,146.13%,-23.32%,4.39M,33.41%,7.48,4.51,-,-32.05%,44.34 -21.20%,102.90%,7.75,-,30.00% -3.18%,-30.63%,16.01 118.24%,0.75%,-,-,40.35% 98.38%,63.45%,2.79%,3.44%,-57.46%,-,7.65,28.63%,-64.09%,1.66,-,-,3.09,43.72%,-60.26%,47.54,1.38,- -,3.26,18.43%,-6.40%,1.03,53.07,-,0.24,22.19%,3.52%,0.40,35.48,1869,0.02,May 08 BMO,15.79%,1.12M,34.94,"Sep 20, 2017",Yes / Yes,92.78% -5.41%,"

","446,376",-1.52%,ZLAB
ZEEKR Intelligent Technology Holding Ltd. ADR,Consumer Cyclical,Auto Manufacturers,China,NYSE,-,-,-2.84,-,253.10M,2.63%,6.62B,9.16,2.86,-,-,-1.91%,10.15B,-,-0.86,3.80%,-,22.86%,-710.26M,0.57,50.96%,-2.25%,1.44,-3.50%,11.52B,-,253.17%,-11.48%,1.03M,-7.79%,-12.89,4.85,-,-,33.32 -21.46%,33.05%,5.39,-,5.46% -,-,13.00 101.31%,-,-,-,118.43% 118.66%,17.93%,2.01%,1.94%,-,-,0.88,37.41%,-7.36%,0.64,-,-,0.45,43.08%,-6.16%,50.75,1.00,- -,0.59,66.34%,0.34%,0.02,38.08,-,-,47.60%,0.22%,0.28,25.97,17439,-,May 15 BMO,3.78%,718.65K,26.17,"May 10, 2024",Yes / Yes,-136.23% 19.27%,"

","200,757",0.77%,ZK
Zions Bancorporation N.A,Financial,Banks - Regional,USA,NASD,-,10.82,5.13,1.68%,147.57M,6.95%,8.20B,10.00,5.56,-1.33%,145.09M,16.51%,-,1.90,1.31,78.49%,3.77%,34.21%,756.00M,1.64,5.64%,-2.10%,3.63,2.74%,4.98B,1.31,6.23%,0.91%,5.47M,2.40%,42.43,-,5.69%,13.06%,63.22 -12.13%,27.55%,-,8.39,-9.99% 3.54%,10.04%,39.32 41.28%,9.14%,1.74 (3.13%),-,19.10% 8.98%,-,2.90%,2.19%,63.38%,1.70 (3.06%),-,28.90%,21.03%,1.24,76.24%,"May 15, 2025",-,4.84%,15.17%,76.31,2.88,4.85% 5.34%,0.15,18.40%,9.41%,0.91,54.62,33.52%,0.74,-0.83%,14.18%,1.15,55.16,9406,0.19,Jul 21 AMC,7.41%,1.51M,55.55,"Mar 17, 1980",Yes / Yes,-4.71% -0.18%,"

","1,736,540",0.71%,ZION
Zim Integrated Shipping Services Ltd,Industrials,Marine Shipping,Israel,NYSE,-,0.85,19.53,1.18%,120.46M,2.61%,1.99B,-,-1.78,0.00%,119.04M,-3.79%,5.56B,-,1.22,48.43%,18.96%,31.87%,2.35B,0.22,-81.42%,-8.46%,3.49,-29.17%,8.87B,0.50,-153.87%,23.04%,22.57M,-23.10%,32.86,0.86,-,72.40%,29.00 -43.07%,-24.49%,19.19,0.56,-23.79% -,27.51%,11.03 49.61%,-63.66%,1.30 (7.90%),1.40,-7.73% 20.63%,34.71%,4.16%,4.37%,-,7.62 (46.12%),0.63,192.29%,31.33%,0.81,-,"Jun 02, 2025",1.10,65.83%,26.52%,50.42,4.00,16.67% -,1.18,226.86%,-0.27%,1.69,15.44,22.25%,1.49,28.46%,-0.05%,1.45,15.88,6700,1.16,May 19 BMO,-11.90%,6.47M,16.51,"Jan 28, 2021",Yes / Yes,30.79% 9.06%,"

","9,390,933",3.97%,ZIM
Ermenegildo Zegna N.V,Consumer Cyclical,Apparel Manufacturing,Italy,NYSE,RUT,27.74,0.33,78.19%,252.58M,6.43%,3.71B,18.16,0.50,0.00%,55.08M,6.56%,4.55B,1.46,-,12.00%,7.28%,37.88%,83.40M,1.76,18.94%,-5.05%,3.13,13.75%,2.11B,2.42,19.71%,2.78%,4.01M,10.17%,3.76,12.23,19.04%,8.89%,11.53 -21.08%,-21.69%,0.74,19.14,- -,4.94%,6.05 50.41%,-13.74%,0.15 (1.63%),10.28,11.29% -,55.89%,3.54%,3.38%,-,0.14 (1.56%),2.16,-37.52%,9.45%,0.30,-,"Jul 07, 2025",0.80,2.26%,3.96%,62.17,2.43,15.87% -,1.41,-54950.00%,3.25%,0.73,8.89,42.68%,1.13,-,6.52%,0.90,8.99,7395,0.78,Mar 27 BMO,10.80%,1.28M,9.10,"Dec 20, 2021",Yes / Yes,-2.99% -4.68%,"

","1,149,925",1.22%,ZGN
