Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,41.56,0.77,16.05%,172.26M,2.75%,5.49B,24.36,1.32,-14.91%,143.50M,-0.96%,135.60M,2.66,0.32,87.06%,2.78%,0.44%,1.54B,3.56,24.23%,6.04%,4.35,2.49%,9.32,3.44,9.34%,4.67%,3.99M,11.27%,0.95,33.71,15.65%,8.04%,25.09,34.58,9.11%,0.26 (0.82%),19.46,18.47%,6.37%,-7.20%,1.15,0.32 (1.00%),1.75,0.20%,40.45%,27.90%,0.73,"Aug 20, 2024",2.83,183.51%,15.70%,59.61,1.76%,2.34%,2400,0.34,0.50%,8.80%,2.25,36.00,Yes / Yes,0.33,34.01%,45.61%,0.60,32.28,0.70%,5.16%,2.18%,Jul 30 AMC,917.04K,32.09,3.44%,4.91%,4.33%,"

","552,543",-0.59%,ZWS
Zuora Inc,Technology,Software - Infrastructure,USA,NYSE,RUT,-,-0.33,7.81%,137.79M,1.79%,1.35B,16.09,0.57,-8.58%,136.53M,-3.80%,-47.27M,-,0.11,80.17%,4.99%,-8.53%,445.68M,3.03,70.20%,-0.36%,5.40,8.57%,0.94,9.70,0.89%,-6.17%,6.81M,5.43%,3.67,2.49,15.00%,-31.02%,7.05,10.85,-2.98%,-,-,9.40%,-7.99%,-15.94%,1.72,-,2.50,12.97%,72.44%,29.36%,0.38,-,2.71,60.38%,-6.51%,56.33,6.84%,4.12%,1618,2.12,7.33%,-10.61%,1.86,12.00,Yes / Yes,2.08,70.33%,-,1.25,9.00,2.46%,98.33%,6.80%,Aug 21 AMC,1.26M,9.12,5.04%,0.45%,0.98%,"

","1,570,954",1.33%,ZUO
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,35.55,5.11,0.09%,458.37M,-1.58%,82.26B,28.13,6.45,-0.78%,452.66M,0.96%,2.34B,3.72,1.46,96.93%,1.03%,6.76%,8.91B,9.23,9.41%,0.02%,2.16,-7.86%,10.94,16.59,10.88%,16.79%,4.65M,0.00%,3.47,52.26,9.57%,48.88%,144.80,201.92,-8.01%,1.71 (0.94%),39.11,11.57%,20.02%,-10.08%,0.88,1.67 (0.92%),2.09,8.05%,68.32%,25.39%,3.87,"Jul 18, 2024",3.45,7.38%,36.05%,49.45,1.35%,2.08%,14100,1.36,8.43%,26.29%,1.37,221.65,Yes / Yes,1.36,-5.60%,30.71%,0.46,180.90,2.10%,5.04%,8.30%,Aug 06 BMO,2.16M,181.56,-0.86%,1.73%,1.57%,"

","992,261",0.36%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,14.44,1.42,0.86%,606.77M,0.20%,12.28B,10.22,2.00,0.00%,595.41M,6.62%,1.19B,0.96,0.40,37.29%,2.79%,-15.12%,5.61B,2.19,12.37%,3.58%,6.82,7.18%,10.31,1.98,19.55%,9.95%,16.63M,-16.09%,4.69,4.36,15.01%,14.81%,15.90,25.90,-3.95%,0.68 (3.34%),-,13.37%,12.68%,-21.08%,-0.10,0.62 (3.03%),1.22,15.78%,31.13%,28.59%,0.69,"Sep 10, 2024",1.26,-0.18%,24.65%,54.08,3.71%,3.19%,23554,0.30,3.60%,21.14%,1.28,28.65,Yes / Yes,0.12,-3.11%,40.76%,0.93,20.58,0.90%,2.93%,6.28%,Aug 21 BMO,2.44M,20.44,4.07%,1.00%,-0.91%,"

","2,275,999",-0.68%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.50,38.67%,147.17M,1.19%,29.90B,59.45,3.33,-0.11%,92.70M,9.08%,-73.50M,-,0.70,47.33%,4.84%,15.25%,2.03B,14.73,68.40%,5.55%,2.14,-18.15%,7.22,27.38,10.40%,-1.99%,4.48M,41.56%,14.82,13.35,26.82%,-8.68%,139.20,259.61,-10.71%,-,54.37,-17.41%,-3.23%,-23.80%,0.81,-,1.67,52.19%,77.75%,42.11%,5.96,-,1.67,73.33%,-6.90%,63.18,2.30%,3.22%,5962,1.13,37.16%,-3.62%,1.62,231.78,Yes / Yes,1.08,139.17%,-,0.56,199.43,3.19%,33.96%,32.09%,Sep 03 AMC,2.09M,197.82,8.90%,5.90%,-0.14%,"

","1,172,803",-0.81%,ZS
Zentalis Pharmaceuticals Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-2.75,13.77%,70.77M,-5.36%,226.13M,-,-3.56,-0.13%,61.32M,-28.86%,-194.65M,-,-0.89,100.05%,18.45%,-71.78%,40.56M,5.58,35.18%,-1.04%,7.65,-77.41%,5.38,0.59,-22.88%,-34.97%,11.31M,-87.39%,6.00,0.53,-,-42.98%,2.83,27.51,-79.01%,-,-,-50.05%,-45.92%,-88.44%,1.70,-,6.59,-20.00%,96.71%,12.37%,0.35,-,6.59,42.78%,-543.77%,39.71,9.38%,9.55%,168,0.12,-,-479.92%,2.27,9.90,Yes / Yes,0.11,32.87%,-,0.45,3.19,-,-47.48%,-,Aug 09 BMO,1.48M,3.18,-5.74%,-23.05%,-70.32%,"

","667,196",-0.31%,ZNTL
Zoom Video Communications Inc,Technology,Software - Application,USA,NASD,-,25.55,2.79,14.95%,309.25M,19.22%,22.06B,15.45,4.62,-0.63%,263.03M,18.69%,875.37M,17.03,1.31,59.59%,2.95%,13.19%,4.59B,4.81,-15.87%,-0.53%,2.23,12.99%,27.68,2.58,5.30%,9.01%,7.77M,6.53%,24.35,2.93,1.50%,11.27%,55.06,75.90,-0.82%,-,12.82,-,10.22%,-6.04%,-0.06,-,4.45,95.81%,74.59%,29.53%,1.92,-,4.45,508.08%,17.80%,80.84,4.71%,2.78%,7420,0.01,2.76%,19.08%,2.50,75.20,Yes / Yes,0.00,17.25%,0.00%,1.88,70.14,1.20%,14.44%,2.09%,Aug 21 AMC,3.48M,71.32,20.75%,21.81%,11.86%,"

","6,543,141",1.68%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-3.07,0.59%,99.12M,12.01%,1.89B,-,-1.78,-14.53%,98.53M,0.90%,-298.33M,-,-0.76,43.01%,4.22%,6.19%,322.71M,5.85,14.08%,-2.05%,7.51,-9.34%,7.18,2.65,39.99%,-28.50%,4.16M,-21.36%,7.37,2.58,-,-36.46%,13.48,31.22,-30.37%,-,-,-16.93%,-42.02%,-39.05%,1.06,-,3.29,2095.12%,62.95%,41.17%,0.86,-,3.46,24.90%,-109.67%,63.22,3.72%,5.28%,2175,0.12,28.16%,-92.44%,1.13,50.47,Yes / Yes,0.01,34.35%,-,1.34,18.02,7.45%,-15.75%,45.95%,Aug 06 AMC,553.58K,19.03,9.24%,6.24%,-7.47%,"

","742,883",5.60%,ZLAB
ZKH Group Ltd ADR,Consumer Cyclical,Internet Retail,China,NYSE,-,-,-0.36,8.90%,127.44M,-3.61%,443.78M,5.51,0.63,0.00%,116.52M,15.67%,-57.85M,-,0.05,17.25%,0.04%,-62.63%,1.22B,0.36,128.37%,-,0.28,-81.93%,2.73,1.27,2411.11%,-4.29%,0.05M,-,2.20,1.58,-,-9.63%,2.62,21.91,-78.72%,-,-,-,-12.58%,-84.17%,-,-,1.61,26.18%,17.21%,32.44%,0.36,-,1.80,69.95%,-3.73%,49.85,16.51%,9.66%,3476,0.26,-1.34%,-4.74%,1.00,15.90,No / Yes,0.04,88.56%,-,0.25,3.60,-2.36%,-133.33%,5.18%,Aug 22 BMO,172.60K,3.47,12.53%,1.25%,-70.96%,"

","43,299",-3.61%,ZKH
ZipRecruiter Inc,Industrials,Staffing & Employment Services,USA,NYSE,RUT,33.11,0.29,36.01%,76.17M,4.05%,943.73M,-,-0.19,-0.51%,63.57M,4.05%,30.22M,-,-0.10,56.25%,4.74%,-3.85%,537.45M,1.76,-146.24%,-1.82%,5.54,-23.76%,0.25,38.57,11.02%,4.65%,3.01M,-41.18%,5.27,1.80,-,855.40%,7.21,16.56,-31.65%,-,10.86,-,5.26%,-42.62%,1.20,-,7.44,17.01%,89.51%,31.76%,0.46,-,7.44,-44.78%,11.55%,61.23,3.67%,5.84%,1000,22.71,-32.11%,5.62%,2.62,9.10,Yes / Yes,22.52,-50.07%,0.00%,1.02,9.33,5.30%,190.25%,-27.44%,Aug 07 AMC,543.93K,9.50,12.36%,9.27%,-16.66%,"

","554,603",1.82%,ZIP
Zions Bancorporation N.A,Financial,Banks - Regional,USA,NASD,-,11.82,4.15,1.62%,148.15M,4.40%,7.25B,10.22,4.80,-5.38%,145.31M,-6.16%,612.00M,-,1.18,77.95%,5.38%,13.88%,4.84B,1.50,5.71%,2.23%,4.75,27.72%,37.82,1.30,4.45%,0.74%,7.82M,42.36%,-,-,-8.32%,11.50%,28.90,53.32,11.85%,1.65 (3.37%),8.35,1.26%,9.05%,-7.97%,1.09,1.64 (3.34%),-,9.97%,-,69.79%,1.47,"Aug 15, 2024",0.14,-27.00%,17.41%,58.39,2.72%,3.09%,9679,1.06,17.89%,12.64%,3.04,52.17,Yes / Yes,0.12,14.99%,37.74%,0.63,49.91,1.89%,17.01%,7.64%,Jul 22 AMC,1.65M,49.07,3.54%,6.17%,16.19%,"

","1,043,388",-1.68%,ZION
Zim Integrated Shipping Services Ltd,Industrials,Marine Shipping,Israel,NYSE,-,-,-16.31,21.71%,120.29M,-10.79%,2.39B,-,-1.05,0.00%,94.19M,16.56%,-1959.40M,-,4.81,41.39%,13.67%,-5.66%,5.97B,0.40,140.66%,-12.67%,2.31,62.84%,24.00,0.83,-111.52%,-19.22%,12.87M,62.97%,13.21,1.50,-,-50.62%,6.39,23.82,101.11%,2.71 (13.67%),2.35,-,-28.17%,-16.67%,1.76,0.23 (1.16%),0.97,29.90%,9.80%,210.64%,1.32,"Aug 29, 2024",1.04,-250.18%,5.54%,51.04,7.01%,5.94%,6460,1.94,-26.26%,-32.80%,3.43,18.74,Yes / Yes,1.41,272.24%,-,0.88,20.17,8.59%,60.51%,47.57%,Aug 19 BMO,5.57M,19.85,1.35%,1.97%,41.25%,"

","4,890,368",-1.59%,ZIM
ZoomInfo Technologies Inc.,Technology,Software - Application,USA,NASD,-,272.98,0.04,20.54%,384.83M,2.73%,3.58B,10.16,0.96,2.00%,290.26M,-15.44%,15.40M,41.74,0.22,78.59%,8.04%,-24.32%,1.23B,2.91,-13.11%,-3.93%,3.25,-42.18%,5.08,1.93,9.90%,0.22%,23.34M,-45.49%,1.09,8.97,6.54%,0.73%,7.65,19.39,-47.00%,-,8.71,-,0.47%,-49.46%,1.06,-,0.97,56.47%,83.74%,28.10%,0.50,-,0.97,-88.28%,13.18%,46.86,3.03%,5.32%,3516,0.76,2.77%,1.25%,2.64,11.08,Yes / Yes,0.75,-169.30%,0.00%,0.61,9.72,-5.00%,-28.09%,-5.54%,Aug 05 AMC,7.18M,9.80,1.33%,-11.32%,-31.63%,"

","4,389,734",0.82%,ZI
Ermenegildo Zegna N.V.,Consumer Cyclical,Apparel Manufacturing,Italy,NYSE,-,19.99,0.52,76.66%,250.31M,0.48%,2.61B,16.38,0.64,0.00%,58.43M,-6.38%,131.40M,1.97,-,18.73%,5.12%,-17.51%,2.06B,1.27,-5.25%,-22.00%,10.26,-25.38%,3.71,2.81,24.86%,4.65%,2.99M,-28.89%,1.68,6.18,10.13%,15.90%,10.00,15.26,-10.03%,0.15 (1.41%),11.03,-,8.35%,-31.78%,0.62,0.13 (1.24%),0.76,11.31%,55.00%,4.10%,0.31,"Jul 05, 2024",1.27,139.88%,11.77%,45.21,2.52%,2.88%,7201,1.19,31.13%,6.38%,2.67,12.66,Yes / Yes,0.70,-54950.00%,24.23%,0.45,10.42,-0.06%,55.05%,-,Apr 05 BMO,291.30K,10.41,-1.13%,-5.77%,-13.84%,"

","131,753",-0.10%,ZGN
