Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,38.40,0.98,11.57%,168.52M,2.54%,6.32B,25.55,1.47,-57.94%,148.79M,3.07%,6.73B,4.94,0.36,91.78%,3.06%,12.15%,169.50M,4.00,4.79%,1.14%,4.86,0.24%,1.58B,4.09,9.60%,6.29%,4.55M,0.70%,9.19,43.67,7.78%,10.49%,41.15 -8.72%,30.60%,0.86,24.30,32.18% -7.41%,8.11%,27.74 35.40%,39.52%,0.37 (0.98%),19.15,19.81% -5.41%,41.66%,2.06%,1.74%,168.13%,0.35 (0.93%),4.26,38.39%,16.67%,0.71,198.31%,"May 20, 2025",1.72,3.22%,10.72%,64.56,2.25,3.23% 0.62%,2.87,29.71%,3.42%,1.03,37.29,35.98%,0.36,4.01%,4.72%,0.40,37.54,2500,0.35,Apr 22 AMC,3.90%,937.09K,37.56,"Mar 29, 2012",Yes / Yes,6.90% 1.36%,"

","376,089",0.05%,ZWS
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,28.58,5.57,0.10%,446.04M,2.18%,70.87B,23.32,6.83,-0.65%,444.77M,-6.53%,75.90B,3.51,1.62,96.02%,1.95%,-2.64%,2.52B,7.63,5.40%,0.41%,2.82,-1.89%,9.29B,15.25,9.38%,17.70%,8.69M,-2.30%,10.44,41.18,8.15%,51.85%,200.33 -20.54%,-7.76%,3.87,31.07,8.55% 11.91%,25.04%,139.70 13.94%,-6.43%,1.99 (1.25%),19.33,5.98% 8.14%,69.48%,2.04%,2.08%,19.99%,1.86 (1.17%),8.17,7.23%,37.01%,3.59,187.43%,"Jul 18, 2025",1.04,6.32%,27.12%,47.03,1.55,18.93% 21.14%,1.74,7.88%,-1.31%,0.89,199.92,32.86%,1.45,1.37%,-0.96%,0.45,159.08,13800,1.16,May 06 BMO,-6.00%,3.08M,159.18,"Feb 01, 2013",Yes / Yes,5.00% 1.37%,"

","1,375,164",0.06%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,11.50,1.57,0.86%,593.65M,2.27%,10.72B,10.19,1.77,0.00%,588.53M,5.56%,9.98B,1.20,0.40,22.10%,2.16%,-7.34%,1.30B,1.71,5.99%,-8.83%,4.73,-6.43%,6.26B,1.68,11.95%,10.29%,12.74M,-7.67%,10.73,3.37,9.61%,15.68%,27.50 -34.36%,-12.84%,5.35,-,18.24% 8.45%,15.06%,16.34 10.47%,-29.70%,0.67 (3.73%),5.17,9.28% 13.97%,29.66%,1.44%,1.36%,-49.57%,0.70 (3.88%),1.59,10.00%,24.06%,0.37,-,"Apr 10, 2025",1.02,13.41%,20.76%,56.00,1.41,- -,1.05,38.73%,2.69%,-0.18,22.69,45.76%,0.27,8.02%,0.43%,0.30,18.04,24471,0.01,May 20 AMC,-9.81%,2.69M,18.05,"Oct 27, 2016",Yes / Yes,-15.96% -9.78%,"

","816,315",0.06%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.25,37.84%,155.70M,0.29%,49.01B,86.14,3.65,-0.85%,96.78M,6.69%,47.23B,-,0.80,54.89%,9.28%,52.03%,-38.78M,19.24,0.04%,9.94%,3.22,71.88%,2.55B,27.15,14.50%,-0.81%,8.98M,74.47%,11.59,16.31,11.75%,-2.68%,317.26 -0.78%,58.48%,19.30,70.91,41.55% -10.72%,-2.11%,153.45 105.13%,103.18%,-,-,47.68% 48.24%,77.33%,2.83%,2.45%,196.95%,-,18.55,49.20%,-4.59%,8.22,-,-,1.18,25.46%,-1.52%,71.18,1.67,- -,1.18,-121.43%,2.68%,1.07,316.37,-,0.68,22.57%,16.91%,0.49,309.33,7348,0.02,May 29 AMC,47.70%,2.78M,314.77,"Mar 16, 2018",Yes / Yes,11.64% 1.74%,"

","1,367,637",1.76%,ZS
Zoom Communications Inc,Technology,Software - Application,USA,NASD,-,23.59,3.33,14.19%,261.11M,2.10%,23.77B,13.84,5.68,-1.69%,259.62M,-2.96%,16.02B,9.07,1.38,62.59%,3.15%,4.72%,1.05B,5.06,1.22%,-0.42%,3.30,-5.02%,4.70B,2.68,1.24%,9.87%,8.19M,-3.71%,29.34,3.04,2.60%,12.19%,92.80 -15.32%,32.71%,25.82,13.96,-10.66% 106.45%,11.73%,55.06 42.72%,-30.54%,-,15.20,4.40% 49.60%,75.85%,2.03%,1.74%,-69.40%,-,3.41,24.11%,18.13%,1.52,-,-,4.48,2.98%,22.31%,51.48,2.34,- -,4.48,18.68%,0.60%,0.68,90.58,0.00%,0.01,2.93%,-0.78%,1.16,77.59,7412,0.00,May 21 AMC,0.80%,2.48M,78.58,"Apr 18, 2019",Yes / Yes,9.22% 0.72%,"

","2,889,296",1.28%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-2.50,1.31%,110.59M,0.58%,4.03B,82.75,0.44,-24.47%,109.14M,16.93%,3.36B,-,-0.41,50.55%,4.02%,-0.08%,-252.07M,9.62,48.74%,-4.97%,3.79,37.51%,418.33M,4.87,133.00%,-23.32%,4.39M,38.98%,7.48,4.70,-,-32.05%,44.34 -17.91%,110.53%,7.75,-,30.00% -3.18%,-30.63%,16.01 127.36%,5.63%,-,-,40.35% 98.38%,63.45%,3.49%,3.64%,-55.06%,-,8.03,28.63%,-64.09%,1.74,-,-,3.09,43.72%,-60.26%,52.67,1.38,- -,3.26,18.43%,-3.04%,1.03,52.76,-,0.24,22.19%,8.04%,0.50,35.49,1869,0.02,May 08 BMO,21.21%,1.16M,36.40,"Sep 20, 2017",Yes / Yes,92.78% -5.41%,"

","581,960",2.56%,ZLAB
ZEEKR Intelligent Technology Holding Ltd. ADR,Consumer Cyclical,Auto Manufacturers,China,NYSE,-,-,-2.84,-,253.10M,-1.70%,6.57B,9.08,2.86,-,-,-2.66%,10.10B,-,-0.86,3.80%,-,10.14%,-710.26M,0.57,51.00%,-2.36%,1.40,-8.11%,11.52B,-,253.17%,-11.48%,1.03M,-8.53%,-12.89,4.81,-,-,33.32 -22.09%,42.32%,5.39,-,5.46% -,-,13.00 99.69%,-,-,-,118.43% 118.66%,17.93%,2.39%,2.00%,-,-,0.88,37.41%,-7.36%,0.67,-,-,0.45,43.08%,-6.16%,47.94,1.00,- -,0.59,66.34%,-0.65%,0.03,38.08,-,-,47.60%,0.28%,0.14,25.74,17439,-,May 15 BMO,3.36%,738.99K,25.96,"May 10, 2024",Yes / Yes,-136.23% 19.27%,"

","104,175",0.85%,ZK
Zions Bancorporation N.A,Financial,Banks - Regional,USA,NASD,-,10.81,5.13,1.68%,147.57M,7.98%,8.19B,10.00,5.55,-1.33%,145.09M,15.03%,-,1.92,1.31,78.49%,3.77%,10.03%,756.00M,1.64,5.50%,-2.11%,3.32,2.17%,4.98B,1.31,6.28%,0.91%,5.47M,2.30%,42.43,-,5.63%,13.06%,63.22 -12.21%,28.12%,-,8.38,-9.99% 3.54%,10.04%,39.32 41.15%,5.33%,1.74 (3.13%),-,19.10% 8.98%,-,2.67%,2.19%,71.88%,1.70 (3.06%),-,28.90%,21.03%,1.28,72.31%,"May 15, 2025",-,4.84%,15.17%,77.97,2.88,4.85% 5.34%,0.15,18.40%,10.81%,0.91,54.27,33.52%,0.74,-0.83%,15.08%,0.66,54.77,9406,0.19,Jul 21 AMC,7.49%,1.65M,55.50,"Mar 17, 1980",Yes / Yes,-4.71% -0.18%,"

","1,082,797",1.33%,ZION
Zim Integrated Shipping Services Ltd,Industrials,Marine Shipping,Israel,NYSE,-,0.81,19.53,1.18%,120.46M,0.57%,1.90B,-,-1.78,0.00%,119.04M,-5.97%,5.47B,-,1.22,48.43%,18.96%,-2.29%,2.35B,0.21,-81.42%,-8.43%,3.34,-26.53%,8.87B,0.48,-153.87%,23.04%,22.57M,-26.60%,32.86,0.82,-,72.40%,29.00 -45.66%,-28.67%,19.19,0.54,-23.79% -,27.51%,11.03 42.82%,-65.39%,1.30 (8.27%),1.38,-7.73% 20.63%,34.71%,3.55%,4.32%,-,7.62 (48.32%),0.62,192.29%,31.33%,0.79,-,"Jun 02, 2025",1.10,65.83%,26.52%,43.49,4.00,16.67% -,1.18,226.86%,-5.47%,1.69,15.44,22.25%,1.49,28.46%,-4.07%,0.63,16.14,6700,1.16,May 19 BMO,-16.00%,6.75M,15.76,"Jan 28, 2021",Yes / Yes,30.79% 9.06%,"

","4,262,931",-2.35%,ZIM
Ermenegildo Zegna N.V,Consumer Cyclical,Apparel Manufacturing,Italy,NYSE,RUT,27.90,0.33,78.19%,252.58M,6.40%,3.73B,18.37,0.50,0.00%,55.08M,7.65%,4.57B,1.52,-,12.00%,7.28%,23.98%,83.40M,1.77,19.48%,-5.02%,3.09,10.91%,2.11B,2.44,18.15%,2.78%,4.01M,10.77%,3.76,12.30,18.39%,8.89%,11.69 -21.73%,-21.59%,0.74,19.24,- -,4.94%,6.05 51.24%,-14.17%,0.15 (1.61%),10.33,11.29% -,55.89%,4.06%,3.31%,-,0.13 (1.41%),2.17,-37.52%,9.45%,0.30,-,"Jul 07, 2025",0.80,2.26%,3.96%,65.86,2.75,15.87% -,1.41,-54950.00%,4.43%,0.73,8.75,42.68%,1.13,-,7.86%,0.52,8.96,7395,0.78,Mar 27 BMO,11.29%,1.30M,9.15,"Dec 20, 2021",Yes / Yes,-2.99% -4.68%,"

","668,636",2.12%,ZGN
