Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,45.29,0.71,16.33%,172.26M,-1.78%,5.52B,24.60,1.30,-9.93%,144.28M,0.22%,124.20M,3.17,0.31,84.51%,3.20%,2.04%,1.53B,3.60,20.75%,5.97%,5.90,5.48%,9.34,3.42,10.89%,4.22%,4.61M,45.23%,0.91,35.12,14.28%,7.19%,21.78,34.58,8.64%,0.27 (0.85%),19.50,18.47%,5.80%,-7.60%,1.21,0.31 (0.97%),1.95,0.20%,39.86%,46.69%,0.62,"May 17, 2024",3.31,95.74%,15.14%,46.80,1.63%,1.75%,2400,0.33,8.34%,8.11%,2.25,35.29,Yes / Yes,0.33,52.74%,45.61%,1.01,31.74,1.18%,12.10%,0.46%,Apr 23 AMC,781.99K,31.95,-0.67%,-0.62%,6.90%,"

","790,572",0.66%,ZWS
Zuora Inc,Technology,Software - Infrastructure,USA,NYSE,RUT,-,-0.44,7.65%,137.79M,-4.32%,1.48B,19.25,0.52,-8.68%,136.77M,1.12%,-62.61M,-,0.09,73.67%,5.12%,18.69%,438.33M,3.37,29.09%,-0.36%,4.00,21.14%,0.92,10.89,21.60%,-8.44%,7.01M,17.16%,3.69,2.70,-,-51.53%,7.05,12.12,6.06%,-,-,9.40%,-11.66%,-17.74%,1.72,-,2.37,12.97%,67.55%,41.42%,0.36,-,2.50,50.48%,-9.17%,50.23,4.25%,3.20%,1618,2.90,7.97%,-14.28%,1.67,12.33,Yes / Yes,2.85,34.02%,-,0.86,10.20,0.88%,61.76%,6.47%,May 22 AMC,1.75M,9.97,-2.26%,5.56%,12.93%,"

","1,511,278",-2.25%,ZUO
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,32.78,5.19,0.08%,458.37M,-2.29%,77.60B,26.60,6.39,-6.34%,455.94M,10.90%,2.39B,3.44,1.50,95.46%,1.32%,-13.69%,8.73B,8.89,8.50%,0.02%,1.66,-5.17%,11.07,15.36,10.77%,17.02%,6.03M,0.55%,4.33,39.29,9.53%,50.06%,144.80,201.92,-13.83%,1.73 (1.02%),44.34,11.57%,20.26%,-15.77%,0.89,1.61 (0.95%),1.94,8.05%,68.34%,17.45%,3.86,"Jul 18, 2024",3.33,17.17%,35.97%,55.24,1.65%,2.33%,14100,1.34,7.91%,27.38%,1.22,215.55,Yes / Yes,1.33,9.89%,30.71%,0.52,170.90,1.70%,2.54%,9.50%,May 02 BMO,3.63M,170.07,1.39%,3.54%,-4.80%,"

","1,893,805",-0.49%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,16.84,1.43,1.10%,606.77M,-2.07%,14.46B,12.20,1.97,0.00%,593.93M,13.53%,1.19B,1.09,0.43,39.22%,3.10%,26.27%,5.52B,2.62,14.27%,3.55%,3.77,8.37%,9.92,2.43,17.61%,9.82%,18.44M,-13.19%,4.58,5.25,15.40%,15.03%,15.90,28.50,13.16%,0.70 (2.92%),-,13.37%,13.12%,-15.51%,-0.07,0.62 (2.57%),1.11,15.78%,31.20%,51.49%,0.72,"Apr 09, 2024",1.15,7.93%,24.81%,65.99,2.50%,2.60%,23554,0.27,3.63%,21.49%,1.14,29.17,Yes / Yes,0.13,-18.31%,0.00%,0.71,24.51,5.91%,-23.59%,4.72%,May 15 AMC,4.89M,24.08,8.51%,12.60%,10.85%,"

","3,491,862",-1.75%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.94,39.95%,147.17M,-4.04%,25.72B,52.22,3.29,-0.38%,89.98M,-1.81%,-138.67M,-,0.66,47.77%,5.22%,-28.99%,1.90B,13.57,55.26%,5.60%,2.23,-9.97%,6.40,26.81,18.27%,-3.98%,4.70M,35.65%,16.41,10.46,38.21%,-18.64%,123.21,259.61,-22.53%,-,51.37,-17.41%,-6.46%,-33.89%,0.85,-,1.90,53.60%,77.40%,39.31%,4.86,-,1.90,58.51%,-9.70%,39.63,2.30%,2.67%,5962,1.29,40.62%,-7.32%,1.48,255.00,Yes / Yes,1.24,51.94%,-,0.61,171.91,3.42%,30.99%,35.45%,May 30 AMC,2.11M,171.64,-2.54%,-5.61%,-9.19%,"

","1,284,867",-0.16%,ZS
Zentalis Pharmaceuticals Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-3.36,12.23%,70.77M,-6.63%,800.28M,-,-3.69,-0.37%,62.33M,2.59%,-218.90M,-,-0.84,113.63%,29.73%,-19.96%,40.56M,19.73,38.56%,-0.93%,24.40,8.16%,6.46,1.74,-34.50%,-41.82%,18.53M,-57.63%,6.89,1.64,-,-51.86%,9.56,31.46,-25.61%,-,-,-50.05%,-43.66%,-64.18%,1.81,-,9.19,-20.00%,96.66%,17.89%,0.85,-,9.19,21.74%,-527.00%,39.84,5.76%,7.32%,168,0.10,-,-539.70%,1.36,33.40,Yes / Yes,0.09,113.26%,-,0.45,11.28,170.40%,118.25%,-,May 07 BMO,759.57K,11.27,-4.18%,-13.61%,-28.67%,"

","342,788",-0.09%,ZNTL
Zoom Video Communications Inc,Technology,Software - Application,USA,NASD,-,23.43,2.69,22.27%,260.90M,-1.79%,19.49B,12.30,5.12,-0.40%,240.23M,3.23%,838.33M,15.62,1.22,59.86%,5.20%,-0.17%,4.56B,4.27,-3.07%,-0.54%,3.54,-1.28%,26.83,2.35,1.41%,8.90%,12.48M,0.61%,23.88,2.64,1.50%,11.31%,58.87,75.90,-12.38%,-,11.85,-,10.05%,-16.99%,-0.01,-,4.36,95.81%,73.37%,7.03%,1.49,-,4.36,19565.00%,17.35%,50.51,2.92%,2.27%,7420,0.01,3.13%,18.37%,2.58,76.19,Yes / Yes,0.00,1250.20%,0.00%,2.08,62.42,1.35%,13.52%,3.25%,May 20 AMC,3.52M,63.01,0.47%,-0.23%,-4.60%,"

","7,313,492",0.95%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-3.50,0.54%,98.72M,-7.63%,1.77B,-,-1.31,-11.16%,98.19M,13.85%,-338.95M,-,-0.78,47.48%,3.34%,-14.63%,291.07M,6.08,13.82%,-2.01%,5.10,-34.81%,7.83,2.29,55.97%,-31.41%,3.28M,-47.03%,7.61,2.36,-,-38.44%,13.48,37.92,-34.43%,-,-,-16.93%,-44.04%,-52.74%,1.17,-,4.43,2095.12%,62.86%,32.94%,1.22,-,4.63,18.13%,-129.65%,47.57,5.17%,4.94%,2175,0.08,25.94%,-116.45%,1.15,51.82,Yes / Yes,0.01,-7.51%,-,1.37,19.06,15.83%,40.53%,38.78%,May 08 AMC,642.41K,17.92,-3.43%,5.59%,-21.03%,"

","878,582",-5.98%,ZLAB
ZKH Group Ltd ADR,Consumer Cyclical,Internet Retail,China,NYSE,-,-,-0.79,8.87%,127.44M,-18.34%,1.18B,11.70,0.79,0.00%,116.14M,-21.25%,-126.89M,-,0.02,0.52%,0.07%,-51.65%,1.20B,0.98,210.54%,-,1.90,-,2.82,3.29,722.30%,-4.29%,0.09M,-,2.21,4.21,-,-9.63%,9.38,21.91,-43.07%,-,-,-,-27.40%,-57.63%,-,-,1.63,26.18%,16.84%,-1.06%,1.10,-,1.82,18.59%,-4.42%,27.17,11.26%,8.72%,3476,0.28,-3.00%,-10.53%,1.00,18.73,No / Yes,0.04,44.09%,-,0.41,9.90,-5.49%,-26.63%,-8.66%,May 21 BMO,45.20K,9.28,-21.15%,-35.05%,-42.11%,"

","18,475",-6.21%,ZKH
ZipRecruiter Inc,Industrials,Staffing & Employment Services,USA,NYSE,RUT,27.82,0.36,30.21%,76.17M,-0.10%,981.18M,343.65,0.03,-0.75%,69.32M,-5.82%,37.58M,2.70,-0.07,51.04%,4.29%,-20.71%,584.21M,1.68,-145.11%,-1.82%,5.49,-23.05%,0.13,77.54,113.86%,5.70%,2.97M,-37.39%,5.17,1.91,10.30%,855.40%,9.07,19.29,-28.92%,-,9.99,-,6.67%,-48.78%,1.21,-,6.58,17.01%,89.88%,8.87%,0.36,-,6.58,-27.43%,12.87%,41.04,2.51%,3.73%,1000,43.95,-32.16%,6.43%,2.38,12.90,Yes / Yes,43.55,-244.08%,0.00%,0.92,9.71,1.01%,-17.03%,-33.48%,May 09 AMC,541.25K,9.88,-3.19%,-8.42%,-22.91%,"

","497,198",1.75%,ZIP
