Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,46.14,0.71,16.40%,172.26M,1.34%,5.62B,25.06,1.30,-9.57%,144.38M,2.01%,124.20M,3.23,0.31,85.56%,3.21%,0.68%,1.53B,3.67,20.75%,5.97%,5.48,16.04%,9.34,3.49,10.89%,4.22%,4.63M,55.67%,0.91,35.78,14.28%,7.19%,20.70,34.58,10.68%,0.27 (0.83%),19.86,18.47%,5.80%,-5.87%,1.22,0.30 (0.92%),1.95,0.20%,39.86%,57.25%,0.71,"May 17, 2024",3.31,95.74%,15.14%,56.19,1.51%,2.31%,2400,0.33,8.34%,8.11%,2.25,35.29,Yes / Yes,0.33,52.74%,45.61%,0.58,32.78,1.18%,12.10%,0.46%,Apr 23 AMC,844.97K,32.55,2.03%,1.64%,9.28%,"

","494,082",-0.70%,ZWS
Zuora Inc,Technology,Software - Infrastructure,USA,NYSE,RUT,-,-0.49,7.69%,137.79M,-2.12%,1.49B,19.75,0.52,-8.75%,134.84M,18.26%,-68.19M,-,0.07,74.47%,5.00%,16.10%,431.66M,3.44,23.03%,-0.37%,3.86,31.74%,0.92,11.11,26.85%,-9.14%,6.74M,29.06%,3.52,2.89,-,-59.08%,7.05,12.12,8.19%,-,-,9.40%,-12.86%,-16.09%,1.73,-,2.37,12.97%,66.48%,44.26%,0.35,-,2.37,47.34%,-13.09%,59.85,2.70%,4.06%,1618,3.02,8.98%,-15.80%,1.67,11.50,Yes / Yes,2.97,39.06%,-,0.52,10.21,-0.10%,140.00%,7.40%,May 22 AMC,1.74M,10.17,3.85%,10.70%,14.79%,"

","901,641",-0.39%,ZUO
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,32.37,5.19,0.08%,458.37M,1.18%,76.62B,26.26,6.39,-9.57%,455.94M,11.95%,2.39B,3.40,1.50,97.99%,1.13%,-14.63%,8.73B,8.77,8.56%,0.02%,1.38,-1.59%,11.07,15.17,10.70%,17.02%,5.17M,-9.30%,4.33,38.79,9.53%,50.06%,144.80,201.92,-14.93%,1.73 (1.03%),43.78,11.57%,20.26%,-16.84%,0.88,1.61 (0.96%),1.94,8.05%,68.34%,15.96%,4.74,"Apr 18, 2024",3.33,17.17%,35.97%,57.29,2.57%,2.93%,14100,1.34,7.91%,27.38%,1.42,215.63,Yes / Yes,1.33,9.89%,30.71%,0.56,169.04,1.70%,2.54%,9.50%,May 02 BMO,3.75M,167.91,6.26%,0.94%,-6.32%,"

","2,113,556",-0.67%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,14.68,1.48,0.60%,606.77M,1.73%,13.03B,11.01,1.98,0.00%,595.01M,13.03%,1.23B,1.00,0.34,41.80%,3.04%,24.69%,5.46B,2.39,14.43%,3.55%,3.92,-8.10%,13.90,1.57,16.49%,10.37%,18.07M,-24.20%,4.82,4.51,14.70%,15.22%,15.90,30.05,2.30%,0.71 (3.25%),-,13.37%,13.00%,-27.55%,-0.10,0.62 (2.85%),1.30,15.78%,30.85%,36.96%,0.62,"Apr 09, 2024",1.34,23.33%,24.56%,59.50,2.77%,2.04%,23554,0.26,3.77%,22.58%,1.19,28.68,Yes / Yes,0.13,0.92%,0.00%,0.83,20.85,-2.59%,-0.99%,6.62%,May 15 AMC,4.61M,21.77,5.40%,4.46%,-0.50%,"

","3,816,282",4.41%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.94,40.47%,147.17M,-1.76%,26.23B,53.28,3.28,-0.40%,89.20M,-3.53%,-138.67M,-,0.65,46.55%,4.74%,-31.06%,1.90B,13.84,54.55%,5.60%,1.83,2.52%,6.40,27.33,18.72%,-3.98%,4.23M,51.62%,16.41,10.66,38.21%,-18.64%,113.16,259.61,-21.01%,-,52.38,-17.41%,-6.46%,-32.59%,0.86,-,1.90,53.60%,77.40%,54.65%,5.55,-,1.90,58.51%,-9.70%,43.57,3.28%,3.08%,5962,1.29,40.62%,-7.32%,1.48,260.85,Yes / Yes,1.24,51.94%,-,0.42,174.62,3.42%,30.99%,35.45%,May 30 AMC,2.31M,175.00,0.23%,-6.34%,-6.85%,"

","966,165",0.22%,ZS
Zentalis Pharmaceuticals Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-3.36,10.10%,70.77M,0.26%,834.37M,-,-3.71,-0.14%,63.85M,-12.38%,-218.90M,-,-0.86,108.51%,27.41%,2.17%,40.56M,20.57,37.74%,-0.99%,21.55,17.85%,6.46,1.82,-33.39%,-41.82%,17.50M,-55.02%,6.89,1.71,-,-51.86%,9.56,31.46,-22.44%,-,-,-50.05%,-43.66%,-62.65%,1.84,-,9.19,-20.00%,96.66%,22.91%,0.98,-,9.19,21.74%,-527.00%,42.42,9.56%,7.12%,168,0.10,-,-539.70%,1.40,32.44,Yes / Yes,0.09,113.26%,-,0.82,12.54,170.40%,118.25%,-,May 07 BMO,812.13K,11.75,-2.84%,-13.50%,-28.55%,"

","665,954",-6.30%,ZNTL
Zoom Video Communications Inc,Technology,Software - Application,USA,NASD,-,30.73,2.05,23.80%,260.90M,2.09%,19.59B,12.54,5.03,-0.36%,236.54M,2.40%,637.46M,20.48,1.19,57.07%,5.39%,-2.12%,4.53B,4.33,-5.51%,-0.54%,3.72,4.06%,26.07,2.42,2.23%,7.06%,12.76M,-2.08%,22.45,2.81,1.50%,8.96%,58.87,75.90,-12.24%,-,13.31,-,7.90%,-16.86%,-0.01,-,4.38,95.81%,74.72%,7.20%,1.44,-,4.38,516.13%,11.60%,54.24,1.91%,2.17%,7420,0.01,3.06%,14.08%,2.63,78.03,Yes / Yes,0.01,368.46%,0.00%,0.82,61.97,1.54%,23.91%,2.56%,May 20 AMC,3.43M,63.11,3.22%,-1.39%,-4.91%,"

","2,830,091",1.84%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-3.50,0.54%,98.72M,27.26%,2.12B,-,-1.34,-9.35%,98.19M,50.38%,-338.95M,-,-0.52,42.63%,4.44%,18.18%,291.07M,7.30,12.59%,-1.97%,6.50,-23.58%,7.83,2.75,55.72%,-31.41%,4.36M,-41.33%,7.61,2.83,-,-38.44%,13.48,37.92,-21.26%,-,-,-16.93%,-44.04%,-43.25%,1.17,-,4.43,2095.12%,62.86%,59.64%,1.19,-,4.63,18.13%,-129.65%,73.10,5.55%,4.81%,2175,0.08,25.94%,-116.45%,1.15,51.67,Yes / Yes,0.01,-7.51%,-,0.98,20.08,15.83%,40.53%,38.78%,May 08 AMC,671.12K,21.52,34.52%,27.60%,-6.61%,"

","654,892",7.17%,ZLAB
ZKH Group Ltd ADR,Consumer Cyclical,Internet Retail,China,NYSE,-,-,-0.85,8.87%,127.44M,-4.08%,1.56B,13.38,0.91,0.00%,116.14M,-17.39%,-136.80M,-,-0.06,0.63%,0.07%,-32.73%,1.23B,1.27,261.80%,-,1.71,-,2.82,4.33,539.46%,-4.29%,0.09M,-,2.35,5.19,-,-9.63%,11.25,21.91,-25.14%,-,-,-,-28.89%,-44.28%,-,-,1.56,26.18%,16.66%,8.53%,1.16,-,1.73,26.52%,-4.62%,41.68,8.80%,9.11%,3476,0.26,-0.20%,-11.13%,1.00,21.38,No / Yes,0.05,63.33%,-,0.63,11.66,-,-,6.47%,May 21 BMO,50.42K,12.21,-2.60%,-21.74%,-25.85%,"

","31,980",4.72%,ZKH
ZipRecruiter Inc,Industrials,Staffing & Employment Services,USA,NYSE,RUT,27.62,0.36,30.23%,76.17M,-7.01%,974.03M,124.57,0.08,-0.98%,69.28M,-12.33%,37.58M,2.68,-0.06,50.05%,4.43%,-33.27%,584.21M,1.67,-137.50%,-1.82%,5.42,-14.17%,0.13,76.99,145.65%,5.70%,3.07M,-36.71%,5.17,1.90,10.30%,855.40%,9.07,19.29,-29.42%,-,9.92,-,6.67%,-49.14%,1.22,-,6.58,17.01%,89.88%,8.10%,0.46,-,6.58,-27.43%,12.87%,35.46,6.31%,3.88%,1000,43.95,-32.16%,6.43%,2.38,12.90,Yes / Yes,43.55,-244.08%,0.00%,1.64,9.59,1.01%,-18.04%,-33.48%,May 09 AMC,566.57K,9.81,-6.09%,-12.70%,-25.54%,"

","927,523",2.29%,ZIP
