Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,50.20,0.79,16.26%,169.85M,-3.27%,6.68B,29.49,1.34,-6.32%,142.12M,1.75%,137.70M,3.16,0.28,92.47%,5.10%,17.10%,1.55B,4.30,27.64%,9.97%,4.96,28.59%,9.34,4.24,8.39%,4.94%,7.25M,33.67%,1.11,35.53,15.89%,8.52%,27.55,41.15,34.58%,0.33 (0.84%),24.73,18.47%,6.47%,-3.82%,1.15,0.33 (0.83%),1.71,0.20%,41.40%,43.67%,0.71,"Nov 20, 2024",2.70,28.10%,16.27%,50.99,1.52%,1.58%,2400,0.35,2.55%,8.87%,2.25,39.43,Yes / Yes,0.34,6.98%,45.61%,0.69,39.77,0.95%,5.82%,2.91%,Oct 29 AMC,1.46M,39.58,-0.92%,3.11%,18.48%,"

","1,008,600",-0.48%,ZWS
Zuora Inc,Technology,Software - Infrastructure,USA,NYSE,RUT,-,-0.50,7.60%,145.08M,-0.20%,1.53B,17.12,0.58,-8.53%,142.06M,0.20%,-73.97M,-,0.14,72.36%,2.22%,12.46%,452.76M,3.37,71.21%,-3.50%,1.03,4.53%,1.20,8.29,2.65%,-9.16%,3.15M,11.70%,3.64,2.73,15.00%,-47.76%,7.70,10.85,5.64%,-,21.39,9.40%,-12.64%,-8.48%,1.68,-,2.56,12.97%,67.98%,28.96%,0.05,-,2.56,14.25%,-4.07%,58.06,0.38%,0.40%,1618,2.21,6.78%,-16.34%,3.00,10.00,Yes / Yes,2.18,-443.70%,-,0.49,9.92,0.77%,39.13%,6.45%,Dec 09 AMC,3.07M,9.93,-0.06%,1.77%,6.49%,"

","1,493,230",0.10%,ZUO
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,33.05,5.32,0.08%,451.55M,-1.31%,79.03B,27.57,6.38,-0.96%,450.80M,0.68%,2.43B,3.56,1.38,94.82%,1.21%,-10.17%,9.15B,8.63,10.57%,-1.54%,2.45,2.87%,11.59,15.17,8.41%,17.07%,5.48M,-12.13%,3.81,46.11,9.29%,47.13%,144.80,201.92,-10.92%,1.73 (0.98%),34.24,11.57%,20.27%,-12.93%,0.88,1.73 (0.98%),2.27,8.05%,68.49%,21.42%,3.69,"Jan 21, 2025",3.69,8.09%,36.45%,45.33,1.90%,2.02%,14100,1.29,9.33%,26.55%,1.43,220.60,Yes / Yes,1.29,16.43%,30.71%,0.87,178.18,4.34%,8.49%,11.02%,Nov 04 BMO,2.23M,175.81,-0.47%,-2.63%,-0.68%,"

","1,938,270",-1.33%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,13.56,1.43,0.86%,598.04M,-0.10%,11.58B,10.73,1.81,0.00%,592.88M,-7.41%,1.20B,1.16,0.45,28.43%,2.89%,-13.29%,5.83B,1.99,10.75%,-10.78%,5.40,-13.57%,10.74,1.80,11.91%,9.47%,17.15M,-4.63%,5.47,3.54,11.68%,14.45%,15.90,27.50,-8.98%,0.66 (3.42%),-,13.37%,13.77%,-29.56%,-0.14,0.97 (5.01%),0.94,15.78%,31.29%,21.86%,0.59,"Sep 10, 2024",0.96,-2.64%,24.78%,42.63,1.84%,2.37%,23554,0.30,8.68%,20.51%,1.26,26.76,Yes / Yes,0.01,3.34%,40.76%,1.64,19.21,1.13%,0.45%,17.70%,Nov 19 AMC,3.17M,19.37,0.55%,-12.04%,-10.12%,"

","5,198,411",0.83%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.24,38.11%,153.41M,-0.83%,30.18B,57.49,3.56,-0.15%,94.98M,-1.96%,-36.27M,-,0.69,48.86%,4.20%,20.02%,2.30B,13.13,-6.24%,4.50%,2.31,10.86%,9.31,21.95,18.89%,-0.87%,3.99M,-5.54%,18.34,11.14,16.32%,-3.24%,153.45,259.61,-7.74%,-,46.27,-10.72%,-2.47%,-21.26%,0.84,-,1.09,48.57%,77.81%,33.21%,7.56,-,1.09,79.05%,-4.74%,51.76,3.26%,3.55%,7348,0.87,30.77%,-1.58%,1.80,226.84,Yes / Yes,0.03,65.17%,-,0.86,198.54,3.71%,22.75%,26.42%,Dec 02 AMC,1.73M,204.41,-0.64%,3.84%,9.90%,"

","1,483,561",2.96%,ZS
Zentalis Pharmaceuticals Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-2.53,19.17%,71.15M,-20.31%,218.10M,-,-2.93,-0.01%,57.60M,-21.52%,-179.28M,-,-0.79,83.16%,8.11%,-24.39%,40.56M,5.38,45.10%,-14.56%,2.21,-63.05%,4.98,0.62,-19.28%,-34.60%,4.67M,-79.28%,5.56,0.56,-,-42.89%,2.66,18.07,-79.54%,-,-,-50.05%,-45.41%,-82.84%,1.85,-,7.29,-20.00%,96.77%,16.54%,0.30,-,7.29,45.45%,-515.94%,42.47,8.57%,8.84%,168,0.12,-,-442.02%,1.89,10.50,Yes / Yes,0.11,28.19%,-,0.82,3.09,-,38.39%,-,Nov 06,2.11M,3.10,-7.97%,-6.44%,-55.36%,"

","1,726,661",0.32%,ZNTL
Zoom Communications Inc,Technology,Software - Application,USA,NASD,-,27.97,3.00,14.68%,306.50M,-2.08%,24.72B,15.65,5.35,-1.88%,261.49M,1.42%,941.21M,4.08,1.30,57.74%,3.46%,23.04%,4.63B,5.34,4.32%,-1.32%,2.79,47.15%,28.31,2.96,-1.51%,9.41%,9.04M,16.16%,26.14,3.21,6.85%,11.70%,55.06,92.80,16.53%,-,14.33,-,10.80%,-9.70%,-0.02,-,4.50,95.81%,74.54%,52.20%,2.60,-,4.50,296.12%,17.93%,52.99,2.89%,3.01%,7420,0.01,2.87%,20.34%,2.50,90.76,Yes / Yes,0.00,44.84%,0.00%,0.82,83.79,1.23%,5.67%,3.59%,Nov 25 AMC,3.24M,83.80,0.20%,6.92%,25.67%,"

","2,644,714",0.01%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-2.78,0.22%,108.14M,-9.44%,2.83B,-,-1.77,-22.43%,107.90M,-1.84%,-270.85M,-,-0.70,42.48%,4.79%,26.05%,355.75M,7.96,21.57%,-6.73%,5.25,37.93%,6.78,3.86,34.63%,-26.70%,5.17M,-13.34%,6.62,3.95,-,-34.98%,13.48,36.60,-4.21%,-,-,-16.93%,-40.20%,-28.47%,0.99,-,2.87,2095.12%,63.17%,94.21%,1.40,-,3.01,10.91%,-95.07%,41.78,3.07%,4.62%,2175,0.19,35.01%,-76.13%,1.36,50.19,Yes / Yes,0.01,40.53%,-,0.53,26.33,0.02%,94.89%,47.72%,Nov 12 BMO,983.24K,26.18,-4.62%,-7.10%,25.44%,"

","524,519",-0.57%,ZLAB
ZKH Group Ltd ADR,Consumer Cyclical,Internet Retail,China,NYSE,-,-,-0.26,8.87%,128.32M,-3.78%,456.82M,35.88,0.10,0.00%,116.94M,-6.32%,-41.45M,-,-0.01,17.12%,0.01%,15.96%,1.23B,0.37,-95.49%,-0.26%,0.19,5.95%,2.72,1.31,158.61%,-3.21%,0.01M,-,2.29,1.55,-,-7.35%,2.62,21.91,-78.17%,-,-,-,-9.02%,-83.75%,0.42,-,1.62,26.18%,17.54%,35.88%,0.24,-,1.81,72.88%,-3.55%,47.56,6.12%,6.78%,3476,0.23,1.40%,-3.38%,1.00,4.32,No / Yes,0.05,59.85%,-,0.27,3.42,-,50.00%,1.80%,Nov 22 BMO,72.62K,3.56,-1.03%,-3.38%,-50.53%,"

","19,312",4.09%,ZKH
ZipRecruiter Inc,Industrials,Staffing & Employment Services,USA,NYSE,RUT,259.55,0.03,28.90%,75.06M,-2.20%,789.47M,-,-0.18,-0.59%,69.47M,-16.11%,3.57M,-,-0.11,53.63%,4.81%,-20.67%,498.90M,1.58,-129.44%,1.70%,7.35,-10.89%,0.14,57.65,-35.01%,0.55%,3.34M,-44.38%,5.05,1.59,-,430.38%,7.21,15.35,-42.30%,-,11.77,-,0.63%,-47.75%,1.16,-,7.35,17.01%,89.13%,11.23%,0.40,-,7.35,-94.10%,5.24%,36.63,4.51%,4.47%,1000,40.75,-30.73%,0.72%,2.62,10.40,Yes / Yes,40.47,-111.35%,0.00%,1.35,8.04,4.27%,70.54%,-24.77%,Nov 06 AMC,454.76K,8.02,-6.52%,-13.16%,-17.17%,"

","613,436",-0.25%,ZIP
