Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,49.42,0.64,17.01%,172.26M,-1.65%,5.42B,24.88,1.27,-2.36%,142.74M,-5.17%,112.70M,3.44,0.26,84.83%,3.71%,6.95%,1.53B,3.54,18.11%,6.00%,4.82,9.14%,9.30,3.39,10.60%,3.77%,5.29M,41.39%,0.79,39.67,14.35%,6.48%,19.29,33.95,7.21%,0.26 (0.83%),23.32,18.47%,5.28%,-7.13%,1.23,0.30 (0.95%),1.77,1.96%,38.51%,63.45%,0.69,"Feb 16, 2024",3.02,36.01%,14.25%,51.99,2.03%,1.91%,2400,0.34,19.40%,7.36%,2.43,34.00,Yes / Yes,0.33,38.11%,45.61%,0.78,31.97,1.78%,13.04%,4.85%,Feb 06 AMC,1.10M,31.53,-0.28%,3.92%,10.96%,"

","855,841",-1.38%,ZWS
Zuora Inc,Technology,Software - Infrastructure,USA,NYSE,RUT,-,-0.49,7.28%,143.12M,11.90%,1.33B,17.90,0.52,-9.39%,132.70M,7.75%,-68.19M,-,0.07,75.49%,3.45%,7.26%,431.66M,3.09,21.72%,-0.38%,3.76,-1.48%,0.88,10.61,29.46%,-9.14%,4.58M,-1.59%,3.59,2.59,-,-59.08%,7.05,12.12,-0.96%,-,-,9.40%,-12.86%,-23.18%,1.89,-,2.65,12.97%,70.92%,32.06%,0.36,-,2.37,47.34%,-14.73%,63.12,4.09%,3.36%,1549,3.02,8.98%,-15.80%,1.57,11.57,Yes / Yes,2.97,39.06%,-,0.91,9.19,-0.10%,140.00%,7.40%,Feb 28 AMC,1.22M,9.31,10.30%,7.31%,1.12%,"

","1,114,339",1.31%,ZUO
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,36.19,5.07,0.09%,458.37M,-2.33%,84.01B,28.28,6.49,-10.27%,457.47M,-6.26%,2.34B,3.72,1.36,95.51%,0.74%,0.91%,8.54B,9.83,8.90%,0.02%,1.50,-1.23%,10.90,16.83,11.98%,16.05%,3.41M,9.55%,4.46,41.16,9.73%,49.86%,151.03,201.92,-7.03%,1.74 (0.95%),51.83,11.57%,19.95%,-9.13%,0.87,1.56 (0.85%),2.00,8.05%,68.28%,21.49%,4.24,"Apr 18, 2024",3.36,12.77%,35.92%,40.02,1.95%,2.22%,14100,1.36,5.74%,27.43%,1.47,227.20,Yes / Yes,1.35,15.54%,30.71%,1.49,182.16,1.13%,-5.80%,8.48%,Feb 13 BMO,2.27M,183.49,-3.78%,-4.50%,1.54%,"

","3,381,833",0.73%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,13.59,1.48,0.56%,609.17M,-1.71%,12.03B,11.26,1.78,0.00%,595.25M,17.82%,1.23B,0.82,0.38,42.79%,2.52%,-5.46%,5.37B,2.24,31.74%,3.55%,4.11,-17.89%,9.82,2.05,16.49%,10.77%,15.00M,-18.49%,4.06,4.96,16.50%,16.18%,15.90,30.05,-5.55%,0.47 (2.35%),-,17.08%,13.74%,-33.11%,-0.05,-,1.13,18.73%,30.39%,26.45%,0.70,"Apr 05, 2023",1.17,26.78%,24.33%,62.27,3.49%,3.02%,24888,0.30,0.98%,22.98%,1.21,31.06,Yes / Yes,0.13,12.24%,0.00%,0.66,20.14,-8.49%,2.56%,-3.57%,Mar 19 AMC,3.65M,20.10,5.55%,8.04%,-12.92%,"

","2,422,905",-0.20%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.94,40.83%,147.17M,-6.29%,30.08B,61.29,3.28,-0.47%,88.67M,-19.51%,-138.67M,-,0.65,48.20%,5.04%,0.34%,1.90B,15.87,53.88%,5.60%,1.85,24.86%,6.40,31.35,18.91%,-3.98%,4.47M,81.75%,16.41,12.23,38.21%,-18.64%,84.93,259.61,-9.40%,-,60.08,-17.41%,-6.46%,-22.68%,0.84,-,1.90,53.60%,77.40%,136.36%,11.16,-,1.90,58.51%,-9.70%,35.03,4.61%,4.11%,5962,1.29,40.62%,-7.32%,1.52,261.92,Yes / Yes,1.24,51.94%,-,0.76,198.69,3.42%,30.99%,35.45%,Feb 29 AMC,2.41M,200.74,-13.49%,-13.21%,11.85%,"

","1,821,806",1.03%,ZS
Zentalis Pharmaceuticals Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-4.56,10.05%,70.77M,-3.99%,989.18M,-,-3.77,-0.47%,63.83M,20.80%,-292.19M,-,-0.77,109.87%,22.45%,13.52%,0.00M,-,18.03%,-0.98%,15.80,-44.86%,6.18,2.26,-2.93%,-52.39%,14.33M,-22.17%,6.81,2.05,-,-67.09%,9.56,31.46,-7.99%,-,-,-50.05%,-60.82%,-55.69%,1.72,-,7.16,-20.00%,-,45.82%,1.12,-,7.16,-0.81%,0.00%,50.38,7.38%,7.98%,168,0.10,-,-,1.40,33.56,Yes / Yes,0.10,7.17%,-,1.78,15.39,-,-5.87%,-,Feb 27 BMO,907.01K,13.94,1.57%,1.73%,-28.18%,"

","1,618,162",-9.42%,ZNTL
Zoom Video Communications Inc,Technology,Software - Application,USA,NASD,-,33.93,2.05,24.32%,260.90M,-0.04%,21.43B,15.10,4.62,-0.48%,232.76M,9.05%,637.46M,22.62,1.20,58.86%,5.47%,-3.13%,4.53B,4.73,-15.87%,-0.54%,3.20,-3.30%,26.07,2.67,5.30%,7.06%,12.72M,3.05%,22.66,3.07,1.50%,8.96%,58.87,75.90,-3.10%,-,14.56,-,7.90%,-8.20%,-0.07,-,4.38,95.81%,74.72%,18.36%,1.95,-,4.38,516.13%,11.60%,60.04,2.94%,2.75%,7420,0.01,3.06%,14.08%,2.70,78.59,Yes / Yes,0.01,368.46%,0.00%,1.11,67.16,1.54%,23.91%,2.56%,Feb 26 AMC,3.98M,69.68,6.24%,4.12%,3.31%,"

","4,432,343",3.75%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-3.46,0.41%,98.72M,-2.01%,1.98B,-,-1.43,-5.93%,98.31M,2.07%,-334.62M,-,-0.51,42.47%,4.77%,-27.24%,266.72M,7.41,8.70%,-2.00%,6.94,-24.20%,8.19,2.44,54.76%,-29.66%,4.69M,-41.73%,8.17,2.45,-,-36.34%,17.68,40.42,-26.78%,-,-,-16.93%,-41.61%,-50.49%,1.13,-,4.41,2095.12%,64.08%,13.15%,1.23,-,4.63,25.17%,-141.19%,46.69,4.95%,5.43%,2175,0.02,24.03%,-125.46%,1.17,52.95,Yes / Yes,0.01,-52.98%,-,0.94,18.91,-8.76%,-90.47%,5.16%,Feb 27 AMC,676.07K,20.01,0.74%,-10.37%,-22.61%,"

","637,648",5.82%,ZLAB
ZKH Group Ltd ADR,Consumer Cyclical,Internet Retail,China,NYSE,-,-,-0.94,9.46%,127.44M,-10.00%,2.18B,-,-,0.00%,115.39M,-3.66%,-151.04M,-,-,0.63%,0.02%,-,1.21B,1.80,-,-,0.36,-,-4.20,-,-,-11.59%,0.02M,-,1.79,9.54,-,-27.55%,15.00,21.91,4.84%,-,-,-,-36.87%,-21.97%,-,-,1.49,39.43%,16.54%,14.00%,1.86,-,1.67,38.67%,-5.65%,43.70,11.68%,10.98%,3956,0.27,-4.58%,-12.49%,1.00,20.69,No / Yes,0.05,59.37%,-,1.55,17.61,-,-,-8.20%,Mar 19 BMO,66.90K,17.10,-8.79%,-3.43%,-2.01%,"

","103,837",-2.90%,ZKH
ZipRecruiter Inc,Industrials,Staffing & Employment Services,USA,NYSE,RUT,26.58,0.47,30.47%,76.17M,-1.82%,1.23B,50.28,0.25,-1.28%,68.89M,-13.53%,49.10M,2.58,-0.04,51.43%,4.43%,-5.78%,645.72M,1.90,-100.67%,-1.83%,5.09,-17.28%,0.08,146.47,8138.53%,7.15%,3.05M,-21.82%,5.25,2.36,10.30%,265.50%,10.27,19.29,-10.79%,-,12.01,-,8.77%,-35.72%,1.26,-,6.57,17.01%,89.72%,20.74%,0.50,-,6.57,-9.45%,13.48%,36.13,3.55%,3.61%,1000,66.40,-28.62%,7.60%,2.38,14.17,Yes / Yes,65.87,-67.13%,0.00%,0.48,12.46,6.05%,-32.61%,-35.42%,Feb 22 AMC,599.31K,12.40,-7.08%,-10.92%,-14.52%,"

","285,622",-0.48%,ZIP
