Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker
Zymeworks BC Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-0.85,3.31%,75.14M,-1.67%,1.96B,65.06,0.40,0.00%,72.91M,40.38%,1.73B,1.11,-0.47,99.50%,7.69%,63.95%,-63.43M,14.56,40.22%,-1.66%,4.94,105.30%,134.48M,6.14,141.21%,-14.34%,5.61M,77.39%,4.23,7.77,58.45%,-18.46%,28.49 -8.85%,98.24%,3.34,-,26.71% 15.81%,-18.90%,9.03 187.60%,266.81%,-,-,41.95% 20.90%,90.49%,4.13%,5.75%,-51.96%,-,12.83,43.93%,-52.51%,1.31,-,-,6.94,116.21%,-47.16%,61.63,1.00,- -,6.94,34.02%,2.33%,1.30,35.17,-,0.06,72.59%,23.39%,0.41,25.48,286,0.05,Nov 06 AMC,72.06%,1.14M,25.97,"Apr 28, 2017",Yes / Yes,11.77% -7.69%,"

","470,521",1.92%,ZYME
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,42.20,1.12,11.55%,167.47M,2.24%,7.94B,28.72,1.65,-1.75%,148.02M,2.22%,8.23B,2.32,0.34,93.90%,3.68%,0.30%,192.30M,4.78,17.59%,1.57%,6.33,33.31%,1.66B,4.99,9.70%,6.93%,5.45M,27.13%,9.50,30.51,12.37%,11.76%,50.03 -5.22%,17.49%,1.55,27.50,32.18% -7.41%,9.03%,27.74 70.94%,94.74%,0.37 (0.78%),22.54,19.81% -5.41%,41.36%,2.11%,2.29%,143.76%,0.38 (0.80%),4.96,42.07%,16.69%,1.05,390.33%,"Nov 20, 2025",1.83,6.88%,11.59%,53.67,2.11,3.23% 0.62%,2.78,44.39%,1.25%,1.11,51.25,35.98%,0.35,11.07%,1.28%,1.24,47.14,2500,0.34,Oct 28 AMC,17.26%,859.80K,47.42,"Mar 29, 2012",Yes / Yes,8.64% 2.88%,"

","1,065,058",0.59%,ZWS
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,20.38,5.93,0.18%,441.46M,2.39%,53.32B,17.80,6.80,0.00%,439.88M,-0.15%,58.50B,2.32,1.40,96.93%,2.09%,-17.96%,2.65B,5.67,7.07%,-1.64%,2.26,-26.40%,9.40B,9.89,7.25%,17.96%,9.18M,-25.75%,12.23,25.58,7.68%,49.87%,181.85 -33.47%,-31.72%,4.73,23.80,8.55% 11.91%,20.92%,115.25 4.97%,-21.28%,1.99 (1.65%),14.54,5.98% 8.14%,70.29%,2.59%,2.63%,-23.91%,2.00 (1.65%),6.23,11.51%,37.63%,3.32,163.52%,"Jan 20, 2026",2.28,2.68%,28.21%,44.33,1.64,18.93% 21.14%,3.64,8.17%,-0.07%,0.98,162.07,32.86%,1.35,0.50%,-7.51%,1.76,118.66,13800,1.35,Nov 04 BMO,-19.21%,4.07M,120.98,"Feb 01, 2013",Yes / Yes,4.88% -0.41%,"

","7,137,902",1.96%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,14.11,1.49,0.00%,591.63M,0.00%,12.45B,11.79,1.79,-,591.63M,10.73%,10.73B,1.28,0.44,11.47%,3.10%,8.51%,1.23B,1.89,5.39%,-1.91%,11.32,18.93%,6.59B,1.85,11.72%,9.42%,18.34M,7.67%,11.39,3.50,9.23%,13.83%,22.01 -4.36%,12.75%,6.01,-,18.24% 8.45%,13.37%,16.34 28.82%,-18.01%,0.67 (3.18%),5.97,9.28% 13.97%,26.00%,1.45%,2.00%,-21.93%,0.65 (3.09%),1.63,3.12%,20.42%,0.48,-,"Sep 30, 2025",1.34,12.89%,18.61%,60.79,1.48,- -,1.38,7.47%,3.27%,-0.21,23.44,45.76%,0.19,11.30%,7.77%,0.90,21.44,24471,0.01,Nov 19 AMC,10.63%,1.62M,21.05,"Oct 27, 2016",Yes / Yes,23.62% 0.50%,"

","1,456,188",-1.82%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.26,35.52%,159.47M,-5.95%,36.73B,51.57,4.47,-0.16%,102.82M,-25.37%,35.24B,2.79,0.89,52.46%,5.72%,-18.32%,-41.04M,12.96,16.13%,-1.39%,3.58,-24.49%,2.83B,18.53,17.25%,-0.73%,5.88M,27.66%,12.43,11.06,18.49%,-2.41%,336.99 -31.66%,10.77%,20.83,43.34,54.06% 21.31%,-1.10%,164.78 39.77%,92.68%,-,1808.14,34.81% 44.03%,76.55%,2.72%,3.39%,24.76%,-,12.44,-8.83%,-4.14%,9.11,-,-,1.74,23.24%,-1.45%,23.58,1.57,- -,1.74,7.34%,-10.75%,1.02,328.00,-,0.93,25.50%,-21.24%,1.10,236.28,7923,0.89,Nov 25 AMC,-13.87%,1.64M,230.31,"Mar 16, 2018",Yes / Yes,12.10% 1.92%,"

","1,811,723",-2.53%,ZS
Zoom Communications Inc,Technology,Software - Application,USA,NASD,-,16.81,5.15,10.52%,266.35M,-2.86%,25.62B,14.28,6.06,-1.97%,264.96M,2.97%,17.72B,3.30,1.49,68.73%,2.16%,1.57%,1.59B,5.33,7.73%,4.44%,1.97,11.13%,4.81B,2.77,1.52%,14.44%,5.71M,6.04%,31.27,3.22,4.33%,17.74%,91.43 -5.34%,-0.06%,26.87,12.80,-10.66% 106.45%,17.11%,64.41 34.36%,19.60%,-,13.58,4.40% 49.60%,76.89%,2.79%,3.17%,-79.00%,-,3.69,72.42%,22.86%,2.59,-,-,4.36,3.85%,33.17%,53.22,2.28,- -,4.36,204.90%,2.07%,0.86,94.56,0.00%,0.01,4.44%,3.65%,1.00,89.52,7412,0.00,Nov 24 AMC,9.63%,2.90M,86.54,"Apr 18, 2019",Yes / Yes,5.65% 1.25%,"

","2,893,909",-3.33%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-1.95,2.12%,110.59M,-8.98%,1.93B,-,-1.37,-10.56%,108.86M,-20.20%,1.33B,-,-0.29,28.56%,4.63%,-46.32%,-206.71M,4.37,40.70%,-1.08%,6.48,-57.32%,441.78M,2.52,10.82%,-19.28%,5.04M,-33.79%,6.87,2.36,-,-28.96%,44.34 -60.89%,-36.16%,7.35,-,30.02% -3.16%,-26.82%,17.72 -2.14%,-50.78%,-,-,40.31% 98.33%,61.31%,3.20%,2.88%,-84.05%,-,3.01,30.16%,-51.59%,0.73,-,-,2.68,23.73%,-46.79%,17.05,1.55,- -,2.87,23.67%,-11.05%,0.83,43.56,-,0.29,12.75%,-27.85%,0.92,17.77,1869,0.01,Nov 06 BMO,-44.95%,777.46K,17.34,"Sep 20, 2017",Yes / Yes,-14.23% -18.07%,"

","714,225",-2.42%,ZLAB
ZEEKR Intelligent Technology Holding Ltd. ADR,Consumer Cyclical,Auto Manufacturers,China,NYSE,-,-,-1.58,-,253.10M,-0.15%,6.77B,15.93,1.68,-,-,-2.90%,9.88B,-,-,7.35%,-,-10.51%,-403.43M,0.47,24.05%,4.87%,1.30,2.26%,14.40B,-,157.09%,-6.36%,0.49M,-5.78%,-13.78,5.50,-,-,33.32 -19.74%,-5.51%,4.86,-,5.46% -,-,17.91 49.30%,-,-,-,118.43% 118.66%,19.49%,0.38%,0.62%,-,-,0.69,66.74%,-3.25%,0.25,-,-,0.45,49.32%,-2.80%,37.79,1.00,- -,0.57,36.90%,-0.31%,0.14,35.61,-,-,72.17%,-4.54%,0.42,26.73,17439,-,Nov 17 BMO,-2.02%,377.35K,26.74,"May 10, 2024",Yes / Yes,-88.61% -5.73%,"

","156,622",0.04%,ZK
Zions Bancorporation N.A,Financial,Banks - Regional,USA,NASD,-,10.58,5.59,1.51%,147.64M,6.32%,8.73B,9.73,6.08,-0.11%,145.41M,16.18%,-,1.08,1.56,80.73%,4.38%,4.68%,823.00M,1.77,17.59%,1.78%,3.36,23.61%,4.95B,1.28,4.42%,0.96%,6.37M,9.02%,46.05,-,8.97%,12.71%,59.94 -1.32%,0.57%,-,8.50,-9.99% 3.54%,9.59%,39.32 50.42%,24.83%,1.75 (2.97%),-,19.10% 8.98%,-,3.09%,2.59%,37.67%,1.76 (2.98%),-,27.30%,22.37%,1.44,104.51%,"Nov 13, 2025",-,0.12%,16.64%,73.56,2.62,4.85% 5.34%,0.16,7.93%,9.01%,0.83,62.23,33.52%,0.80,-2.03%,11.06%,0.58,58.99,9406,0.25,Oct 20 AMC,14.36%,1.89M,59.15,"Mar 17, 1980",Yes / Yes,1.27% 2.13%,"

","1,100,607",0.26%,ZION
Zim Integrated Shipping Services Ltd,Industrials,Marine Shipping,Israel,NYSE,-,2.45,8.32,1.18%,120.46M,1.59%,2.46B,-,-3.68,0.00%,119.04M,27.42%,6.17B,-,-0.57,40.88%,18.77%,40.50%,1.00B,0.32,-84.77%,-11.34%,4.57,13.21%,7.59B,0.61,-235.62%,9.16%,22.34M,-4.98%,33.34,1.26,-,25.25%,23.61 -13.59%,6.81%,16.19,1.01,-23.79% -,11.79%,11.03 84.87%,13.96%,1.10 (5.40%),2.23,-7.73% 20.63%,23.74%,3.95%,4.87%,-,4.28 (20.98%),0.81,-30.30%,19.63%,0.92,-,"Dec 01, 2025",1.22,1.63%,13.21%,66.05,4.17,16.67% -,1.30,-89.07%,7.60%,1.64,14.00,22.25%,1.41,-35.73%,26.34%,1.27,18.76,6700,1.12,Nov 20 BMO,28.48%,4.89M,20.40,"Jan 28, 2021",Yes / Yes,33.09% 2.34%,"

","6,188,630",8.74%,ZIM
