Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker
Zymeworks BC Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-0.85,3.74%,75.14M,-3.06%,1.70B,36.48,0.62,-6.25%,72.59M,-15.11%,1.47B,0.68,-0.47,99.99%,5.27%,16.25%,-63.43M,12.63,40.00%,-2.51%,3.29,79.38%,134.48M,5.33,163.55%,-14.34%,3.82M,-14.43%,4.23,6.74,53.59%,-18.46%,28.49 -20.92%,54.21%,3.34,-,26.71% 15.81%,-18.90%,9.03 149.50%,130.37%,-,-,41.95% 20.90%,90.49%,3.04%,4.77%,-53.42%,-,10.90,43.93%,-52.51%,1.03,-,-,6.94,116.21%,-47.16%,39.11,1.00,- -,6.94,34.02%,-4.93%,1.24,35.62,-,0.06,72.59%,-9.91%,0.48,22.38,286,0.05,Nov 06 AMC,31.87%,1.16M,22.53,"Apr 28, 2017",Yes / Yes,11.77% -7.69%,"

","560,163",0.67%,ZYME
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,41.04,1.12,11.52%,167.47M,-1.47%,7.72B,27.81,1.66,-1.75%,148.06M,-2.56%,8.01B,2.27,0.34,94.01%,3.24%,-3.90%,192.30M,4.65,17.55%,1.87%,5.64,4.20%,1.66B,4.85,10.19%,6.93%,4.79M,-0.82%,9.50,29.67,12.23%,11.76%,50.03 -7.84%,18.35%,1.55,26.74,32.18% -7.41%,9.03%,27.74 66.22%,117.40%,0.37 (0.81%),21.94,19.81% -5.41%,41.36%,2.23%,2.27%,117.56%,0.38 (0.82%),4.83,42.07%,16.69%,1.04,500.22%,"Feb 20, 2026",1.83,6.88%,11.59%,44.32,2.25,3.23% 0.62%,2.78,44.39%,-1.00%,1.10,51.22,35.98%,0.35,11.07%,-1.70%,1.82,46.52,2500,0.34,Feb 03 AMC,8.13%,849.42K,46.11,"Mar 29, 2012",Yes / Yes,8.64% 2.88%,"

","1,547,484",-0.88%,ZWS
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,21.03,5.93,0.18%,441.46M,0.62%,55.01B,18.28,6.83,0.00%,439.89M,-1.26%,60.20B,2.34,1.40,99.19%,3.54%,-13.28%,2.65B,5.85,7.10%,-0.16%,2.91,-14.38%,9.40B,10.21,7.68%,17.96%,15.56M,-0.79%,12.23,26.40,7.83%,49.87%,177.40 -29.64%,-26.67%,4.73,24.56,8.55% 11.91%,20.92%,115.25 8.30%,-24.58%,1.99 (1.60%),14.96,5.98% 8.14%,70.29%,2.62%,2.38%,-22.64%,2.03 (1.63%),6.41,11.51%,37.63%,2.95,187.60%,"Jan 20, 2026",2.28,2.68%,28.21%,50.93,1.73,18.93% 21.14%,3.64,8.17%,-0.31%,0.96,155.27,32.86%,1.35,0.50%,1.08%,0.98,121.72,13800,1.35,Feb 12 BMO,-13.40%,5.34M,124.82,"Feb 01, 2013",Yes / Yes,4.88% -0.41%,"

","5,246,776",2.55%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,14.70,1.49,0.00%,591.63M,0.05%,12.78B,12.05,1.82,-,582.69M,3.88%,11.05B,1.28,0.45,11.58%,2.92%,15.00%,1.23B,1.94,5.63%,-2.15%,9.19,11.38%,6.59B,1.92,11.83%,9.42%,17.00M,4.98%,11.39,3.59,9.38%,13.83%,22.69 -3.37%,18.16%,6.10,-,18.24% 8.45%,13.37%,16.34 34.21%,-23.21%,0.68 (3.09%),6.15,9.28% 13.97%,26.00%,1.73%,1.80%,-33.91%,0.65 (2.96%),1.68,3.12%,20.42%,0.45,-,"Sep 30, 2025",1.34,12.90%,18.61%,53.34,1.45,- -,1.38,7.47%,-0.12%,-0.17,23.85,45.76%,0.19,11.30%,3.32%,0.94,22.24,24471,0.01,Nov 19 AMC,13.32%,1.85M,21.93,"Oct 27, 2016",Yes / Yes,23.62% 0.50%,"

","1,734,150",-1.39%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.26,35.69%,159.47M,-4.58%,31.90B,44.67,4.48,-0.14%,102.56M,-12.05%,30.41B,2.42,0.89,52.54%,6.76%,-37.68%,-41.04M,11.26,16.26%,-1.50%,3.78,-29.96%,2.83B,16.09,17.41%,-0.73%,6.93M,-11.08%,12.43,9.60,18.48%,-2.41%,336.99 -40.65%,-0.80%,20.83,37.64,54.06% 21.31%,-1.10%,164.78 21.38%,66.80%,-,1560.22,34.81% 44.03%,76.55%,4.05%,3.32%,-3.68%,-,10.73,-8.83%,-4.14%,7.77,-,-,1.74,23.24%,-1.45%,31.66,1.48,- -,1.74,7.34%,-6.70%,1.02,318.49,-,0.93,25.50%,-14.37%,0.85,200.63,7923,0.89,Nov 25 AMC,-26.10%,1.83M,200.01,"Mar 16, 2018",Yes / Yes,12.10% 1.92%,"

","1,563,829",-0.31%,ZS
Zoom Communications Inc,Technology,Software - Application,USA,NASD,-,17.89,5.15,10.52%,266.35M,7.37%,27.27B,15.18,6.07,-2.45%,264.96M,6.72%,19.36B,3.35,1.49,69.44%,2.07%,10.54%,1.59B,5.67,7.74%,3.32%,1.81,24.38%,4.81B,2.95,1.63%,14.44%,5.49M,6.73%,31.27,3.43,4.53%,17.74%,97.58 -5.62%,5.62%,26.87,13.62,-10.66% 106.45%,17.11%,64.41 42.99%,33.69%,-,14.85,4.40% 49.60%,76.89%,5.64%,3.51%,-76.49%,-,4.03,72.42%,22.86%,3.19,-,-,4.36,3.85%,33.17%,59.40,2.18,- -,4.36,204.90%,6.35%,0.90,97.00,0.00%,0.01,4.44%,6.76%,1.13,92.58,7412,0.00,Nov 24 AMC,13.73%,3.04M,92.10,"Apr 18, 2019",Yes / Yes,5.65% 1.25%,"

","3,433,579",-0.52%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-1.95,2.12%,110.59M,-9.44%,1.85B,-,-1.61,-9.17%,108.86M,-5.84%,1.25B,-,-0.35,28.46%,3.56%,-34.44%,-206.71M,4.18,34.08%,-4.15%,4.45,-56.08%,441.78M,2.42,6.14%,-19.28%,3.87M,-5.90%,6.87,2.26,-,-28.96%,44.34 -62.56%,-39.06%,7.35,-,30.02% -3.16%,-26.82%,16.82 -1.31%,-62.32%,-,-,40.31% 98.33%,61.31%,3.53%,3.30%,-90.74%,-,2.83,30.16%,-51.59%,0.73,-,-,2.68,23.73%,-46.79%,33.63,1.46,- -,2.87,23.67%,-8.79%,0.88,40.05,-,0.29,12.75%,-10.52%,0.70,17.25,1869,0.01,Nov 06 BMO,-42.70%,870.37K,16.60,"Sep 20, 2017",Yes / Yes,-14.23% -18.07%,"

","612,400",-3.77%,ZLAB
Zions Bancorporation N.A,Financial,Banks - Regional,USA,NASD,-,9.97,6.01,1.46%,147.65M,1.40%,8.85B,9.13,6.56,-0.11%,145.49M,2.06%,-,2.19,1.41,81.30%,4.40%,16.31%,887.00M,1.79,3.70%,1.91%,4.14,11.73%,4.94B,1.24,5.29%,1.00%,6.40M,2.34%,48.18,-,4.17%,13.39%,62.26 -3.77%,3.94%,-,8.61,1.25% 14.72%,10.25%,39.32 52.37%,15.17%,1.82 (3.03%),-,14.19% 10.90%,-,2.16%,2.38%,26.90%,1.76 (2.94%),-,21.59%,23.77%,1.40,178.52%,"Nov 13, 2025",-,-1.00%,17.94%,54.47,2.68,3.66% 5.29%,0.15,30.96%,0.33%,0.84,66.38,29.28%,0.64,-0.08%,3.90%,1.71,59.43,9195,0.21,Jan 20 AMC,11.92%,1.55M,59.91,"Mar 17, 1980",Yes / Yes,11.82% 3.04%,"

","2,641,049",0.81%,ZION
Zim Integrated Shipping Services Ltd,Industrials,Marine Shipping,Israel,NYSE,-,2.65,8.32,1.17%,120.46M,-0.32%,2.65B,-,-2.57,0.00%,119.05M,4.85%,6.37B,-,-0.32,44.10%,16.39%,45.70%,1.00B,0.35,-82.23%,-8.19%,4.18,38.99%,7.59B,0.66,-181.01%,9.16%,19.52M,3.77%,33.34,1.36,-,25.25%,24.47 -9.95%,23.07%,16.19,1.10,-23.79% -,11.79%,11.03 99.64%,24.81%,1.24 (5.65%),2.30,-7.73% 20.63%,23.74%,4.28%,4.94%,-,4.28 (19.43%),0.84,-30.30%,19.63%,1.05,-,"Dec 01, 2025",1.22,1.63%,13.21%,51.79,3.83,16.67% -,1.30,-89.07%,-1.28%,1.63,16.68,22.25%,1.41,-35.73%,6.60%,0.67,23.18,6700,1.12,Nov 20 BMO,32.24%,4.67M,22.03,"Jan 28, 2021",Yes / Yes,33.09% 2.34%,"

","3,111,761",-4.96%,ZIM
Ermenegildo Zegna N.V,Consumer Cyclical,Apparel Manufacturing,Italy,NYSE,RUT,21.45,0.41,75.38%,254.09M,-9.67%,3.55B,18.04,0.48,0.00%,62.55M,-15.79%,4.58B,0.90,-,24.22%,5.30%,-16.04%,103.34M,1.71,21.26%,0.98%,5.66,8.08%,2.08B,2.12,10.67%,3.34%,3.32M,-15.22%,4.09,13.20,20.01%,10.58%,11.07 -21.53%,-5.54%,0.66,19.22,- -,5.45%,6.05 43.64%,-23.37%,0.14 (1.64%),10.27,11.29% -,55.55%,3.25%,3.80%,-17.40%,0.14 (1.63%),2.20,-5.94%,8.97%,0.38,-,"Jul 07, 2025",0.79,-1.88%,4.97%,29.59,2.00,15.87% -,1.42,-54950.00%,-13.53%,0.75,11.63,42.68%,1.17,-,-15.36%,2.09,8.94,7395,0.82,Sep 05 BMO,-5.68%,586.55K,8.69,"Dec 20, 2021",Yes / Yes,73.56% 1.72%,"

","1,223,079",-2.80%,ZGN
