Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,48.28,0.77,16.06%,172.26M,3.70%,6.37B,28.32,1.32,-14.81%,143.47M,9.58%,135.60M,3.15,0.32,84.00%,6.48%,20.41%,1.54B,4.14,24.74%,6.81%,6.45,17.94%,9.32,4.00,8.78%,4.67%,9.29M,37.87%,0.95,39.17,15.32%,8.04%,25.09,38.11,26.76%,0.26 (0.71%),22.60,18.47%,6.37%,-2.18%,1.16,0.32 (0.86%),1.75,0.20%,40.45%,48.59%,0.82,"Aug 20, 2024",2.83,183.51%,15.70%,67.47,2.15%,2.01%,2400,0.34,0.50%,8.80%,2.25,37.00,Yes / Yes,0.33,34.01%,45.61%,0.64,37.51,0.70%,5.16%,2.18%,Oct 29 AMC,1.44M,37.28,3.63%,11.45%,17.75%,"

","918,878",-0.61%,ZWS
Zuora Inc,Technology,Software - Infrastructure,USA,NYSE,RUT,-,-0.33,7.86%,151.47M,11.28%,1.51B,17.17,0.58,-8.57%,139.57M,13.96%,-47.27M,-,0.11,75.93%,4.15%,7.79%,445.68M,3.39,70.30%,5.25%,4.54,7.44%,1.27,7.86,3.20%,-6.17%,5.80M,20.73%,3.59,2.78,15.00%,-31.02%,7.05,10.85,5.96%,-,-,9.40%,-7.99%,-8.20%,1.73,-,2.71,12.97%,68.16%,41.28%,0.29,-,2.71,60.38%,-6.31%,79.03,2.69%,2.62%,1618,2.12,7.33%,-10.61%,2.20,11.60,Yes / Yes,2.08,70.33%,-,31.87,9.42,2.46%,98.33%,6.80%,Aug 21 AMC,1.28M,9.96,13.33%,14.06%,9.96%,"

","40,692,099",5.73%,ZUO
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,37.40,5.11,0.09%,458.37M,0.38%,86.53B,29.51,6.47,-0.23%,452.65M,-2.79%,2.34B,3.92,1.46,95.69%,1.13%,6.95%,8.91B,9.71,9.57%,-0.02%,2.80,24.75%,10.94,17.45,11.03%,16.79%,5.10M,9.61%,3.47,54.98,9.55%,48.88%,144.80,201.92,-3.23%,1.71 (0.89%),41.15,11.57%,20.02%,-5.41%,0.89,1.67 (0.87%),2.09,8.05%,68.32%,31.91%,3.61,"Oct 31, 2024",3.45,7.38%,36.05%,50.32,2.10%,1.91%,14100,1.36,8.43%,26.29%,1.50,223.69,Yes / Yes,1.36,-5.60%,30.71%,0.89,194.44,2.10%,5.04%,8.30%,Nov 04 BMO,1.82M,191.00,-0.52%,1.11%,6.14%,"

","1,618,266",-1.77%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,17.50,1.42,0.86%,606.77M,-3.58%,14.81B,12.25,2.02,0.00%,592.88M,12.08%,1.19B,1.35,0.40,34.53%,2.94%,25.42%,5.61B,2.64,14.28%,-2.76%,6.15,23.85%,10.31,2.40,18.82%,9.95%,17.42M,3.17%,4.71,5.26,13.00%,14.81%,15.90,27.50,16.40%,0.69 (2.80%),-,13.37%,12.68%,-9.93%,-0.09,0.97 (3.92%),1.22,15.78%,31.13%,55.84%,0.90,"Sep 10, 2024",1.26,-0.18%,24.65%,52.76,1.88%,2.85%,23554,0.30,3.60%,21.14%,1.31,29.39,Yes / Yes,0.12,-3.11%,40.76%,0.63,25.41,0.90%,2.93%,6.28%,Aug 21 BMO,2.83M,24.77,-0.60%,9.59%,18.34%,"

","1,788,073",-2.52%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.39,38.31%,152.49M,-3.45%,28.78B,54.05,3.49,-0.15%,94.08M,12.01%,-57.71M,-,0.63,47.07%,5.16%,0.12%,2.17B,13.28,-10.59%,-0.84%,2.64,9.13%,8.36,22.59,22.45%,-1.39%,4.85M,9.56%,15.80,11.95,18.50%,-5.77%,152.60,259.61,-14.80%,-,49.21,-10.72%,-4.38%,-27.29%,0.82,-,1.04,48.57%,77.87%,23.70%,5.78,-,1.04,72.20%,-5.71%,58.20,2.72%,2.81%,7348,0.97,34.07%,-2.66%,1.75,213.24,Yes / Yes,0.04,53.13%,-,0.61,191.55,4.48%,24.95%,30.30%,Sep 03 AMC,1.84M,188.76,5.21%,4.92%,-2.49%,"

","1,127,579",-1.46%,ZS
Zentalis Pharmaceuticals Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-2.75,13.67%,70.77M,2.04%,213.33M,-,-3.57,-0.15%,61.39M,-27.88%,-194.65M,-,-0.91,100.07%,14.07%,-18.92%,40.56M,5.26,32.96%,-16.47%,4.89,-76.08%,5.38,0.56,-19.17%,-34.97%,8.64M,-84.00%,6.00,0.50,-,-42.98%,2.83,19.14,-80.20%,-,-,-50.05%,-45.92%,-84.33%,1.70,-,6.59,-20.00%,96.71%,6.01%,0.24,-,6.59,42.78%,-543.77%,39.05,4.46%,5.87%,168,0.12,-,-479.92%,2.11,11.00,Yes / Yes,0.11,32.87%,-,0.49,2.98,-,-47.48%,-,Aug 09 BMO,1.77M,3.00,-11.30%,-9.76%,-66.66%,"

","871,417",0.67%,ZNTL
Zoom Video Communications Inc,Technology,Software - Application,USA,NASD,-,25.15,2.79,15.04%,307.79M,-0.92%,21.61B,15.21,4.62,-0.81%,261.49M,6.30%,875.37M,4.19,1.31,59.44%,3.03%,19.25%,4.59B,4.71,-15.87%,0.42%,2.45,17.12%,27.68,2.54,5.30%,9.01%,7.91M,9.96%,24.46,2.87,6.00%,11.27%,55.06,74.77,-2.38%,-,12.56,-,10.22%,-6.11%,-0.05,-,4.45,95.81%,74.59%,27.50%,1.55,-,4.45,508.08%,17.80%,58.09,2.37%,2.06%,7420,0.01,2.76%,19.08%,2.49,75.79,Yes / Yes,0.00,17.25%,0.00%,0.60,68.93,1.20%,14.44%,2.09%,Aug 21 AMC,3.23M,70.20,1.93%,5.72%,10.01%,"

","1,938,493",1.84%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-3.07,0.59%,99.12M,4.07%,2.61B,-,-1.81,-11.45%,98.53M,24.22%,-298.33M,-,-0.44,42.63%,4.93%,41.26%,322.71M,8.10,13.61%,7.69%,7.44,85.37%,7.18,3.67,39.59%,-28.50%,4.86M,5.69%,7.37,3.58,-,-36.46%,13.48,31.22,-3.55%,-,-,-16.93%,-42.02%,-15.57%,1.07,-,3.29,2095.12%,62.95%,95.55%,1.26,-,3.46,24.90%,-109.67%,66.11,4.09%,5.33%,2175,0.12,28.16%,-92.44%,1.13,47.77,Yes / Yes,0.01,34.35%,-,1.48,26.17,7.45%,-15.75%,45.95%,Aug 06 AMC,653.52K,26.36,8.74%,25.53%,34.97%,"

","967,921",0.73%,ZLAB
ZKH Group Ltd ADR,Consumer Cyclical,Internet Retail,China,NYSE,-,-,-0.36,8.84%,127.44M,1.51%,472.55M,18.74,0.20,0.00%,116.59M,23.58%,-57.85M,-,-0.00,17.19%,0.02%,9.00%,1.22B,0.39,27.16%,99.33%,0.28,-71.64%,2.73,1.36,405.88%,-4.29%,0.02M,-,2.20,1.68,-,-9.63%,2.62,21.91,-77.35%,-,-,-,-12.58%,-83.14%,-,-,1.61,26.18%,17.21%,41.03%,0.28,-,1.80,69.95%,-3.73%,58.42,6.48%,8.41%,3476,0.26,-1.34%,-4.74%,1.00,4.55,No / Yes,0.04,88.56%,-,1.13,3.70,-2.36%,-133.33%,5.18%,Aug 22 BMO,72.76K,3.69,6.88%,13.56%,-63.36%,"

","82,220",-0.14%,ZKH
ZipRecruiter Inc,Industrials,Staffing & Employment Services,USA,NYSE,RUT,34.58,0.29,36.09%,76.17M,4.64%,985.45M,-,-0.19,-0.48%,63.49M,-2.65%,30.22M,-,-0.10,51.92%,6.19%,16.98%,537.45M,1.83,-146.15%,2.78%,7.69,-4.98%,0.25,40.27,11.05%,4.65%,3.93M,-9.82%,5.27,1.88,-,855.40%,7.21,15.35,-28.63%,-,11.34,-,5.26%,-35.37%,1.20,-,7.44,17.01%,89.51%,37.59%,0.38,-,7.44,-44.78%,11.55%,59.41,3.93%,4.07%,1000,22.71,-32.11%,5.62%,2.62,9.10,Yes / Yes,22.52,-50.07%,0.00%,0.35,9.75,5.30%,189.99%,-27.44%,Aug 07 AMC,511.09K,9.92,4.05%,6.97%,-7.27%,"

","179,304",1.74%,ZIP
