Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,49.68,0.79,16.06%,172.26M,5.64%,6.64B,29.18,1.34,-10.01%,142.49M,8.96%,137.70M,3.13,0.28,85.96%,5.58%,30.52%,1.55B,4.28,27.71%,8.78%,5.22,19.49%,9.34,4.19,8.38%,4.94%,7.95M,38.41%,1.11,35.36,15.89%,8.52%,27.55,40.64,33.19%,0.27 (0.68%),24.61,18.47%,6.47%,-3.62%,1.15,0.32 (0.82%),1.71,0.20%,41.40%,42.18%,0.93,"Nov 20, 2024",2.70,28.10%,16.27%,69.35,2.77%,2.18%,2400,0.35,2.55%,8.87%,2.25,38.71,Yes / Yes,0.34,6.98%,45.61%,0.69,39.19,0.95%,5.82%,2.91%,Oct 29 AMC,1.52M,39.17,5.51%,10.87%,21.07%,"

","1,058,857",-0.05%,ZWS
Zuora Inc,Technology,Software - Infrastructure,USA,NYSE,RUT,-,-0.33,7.68%,153.54M,-0.30%,1.51B,17.32,0.57,-6.76%,141.75M,10.28%,-47.27M,-,0.11,74.98%,4.12%,16.80%,445.68M,3.39,70.45%,5.73%,2.21,-3.33%,1.27,7.78,1.33%,-6.17%,5.84M,26.05%,3.55,2.78,15.00%,-31.02%,7.61,10.85,5.00%,-,-,9.40%,-7.99%,-9.03%,1.68,-,2.71,12.97%,68.16%,29.68%,0.12,-,2.71,60.38%,-6.31%,70.34,0.37%,1.05%,1618,2.12,7.33%,-10.61%,3.00,10.00,Yes / Yes,2.08,70.33%,-,1.34,9.90,2.46%,98.33%,6.80%,Aug 21 AMC,2.64M,9.87,0.82%,8.29%,7.77%,"

","3,536,022",-0.30%,ZUO
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,33.24,5.32,0.08%,458.37M,-2.82%,80.95B,27.70,6.38,0.00%,450.80M,-7.07%,2.43B,3.58,1.38,96.06%,0.97%,-3.80%,9.15B,8.85,10.42%,-1.51%,2.29,4.60%,11.59,15.25,8.66%,17.07%,4.38M,3.48%,3.74,47.23,9.29%,47.13%,144.80,201.92,-10.41%,1.70 (0.96%),35.07,11.57%,20.27%,-12.43%,0.89,1.73 (0.98%),2.27,8.05%,68.49%,22.11%,4.51,"Oct 31, 2024",3.69,8.09%,36.45%,40.77,3.36%,2.32%,14100,1.29,9.33%,26.55%,1.50,222.92,Yes / Yes,1.29,16.43%,30.71%,1.70,174.25,4.34%,8.49%,11.02%,Nov 04 BMO,1.91M,176.82,-3.71%,-6.02%,-1.24%,"

","3,243,119",1.47%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,15.50,1.42,0.86%,606.77M,-4.94%,13.13B,10.99,2.00,0.00%,592.88M,-14.56%,1.19B,1.19,0.40,34.94%,3.09%,11.03%,5.61B,2.34,13.94%,-1.74%,7.04,5.28%,10.31,2.13,18.16%,9.95%,18.33M,-8.73%,4.71,4.66,13.00%,14.81%,15.90,27.50,3.15%,0.68 (3.10%),-,13.37%,12.68%,-20.18%,-0.08,0.97 (4.42%),1.22,15.78%,31.13%,38.09%,0.77,"Sep 10, 2024",1.26,-0.18%,24.65%,34.18,2.73%,2.24%,23554,0.30,3.60%,21.14%,1.31,29.39,Yes / Yes,0.12,-3.11%,40.76%,0.79,22.77,0.90%,2.93%,6.28%,Nov 19 AMC,2.60M,21.95,-8.69%,-7.42%,2.86%,"

","2,045,650",-3.60%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.39,38.31%,152.49M,7.20%,29.70B,56.05,3.49,-0.15%,94.08M,0.12%,-57.71M,-,0.63,47.25%,5.14%,13.43%,2.17B,13.70,-10.59%,-0.95%,2.75,12.09%,8.36,23.43,22.45%,-1.39%,4.84M,12.51%,15.88,12.32,18.50%,-5.77%,153.45,259.61,-11.66%,-,50.77,-10.72%,-4.38%,-24.61%,0.80,-,1.04,48.57%,77.87%,27.55%,5.42,-,1.04,72.20%,-5.71%,62.00,2.65%,2.61%,7348,0.97,34.07%,-2.66%,1.75,213.24,Yes / Yes,0.04,53.13%,-,0.60,196.71,4.48%,24.95%,30.30%,Dec 02 AMC,1.76M,195.73,3.82%,9.31%,2.81%,"

","1,050,879",-0.50%,ZS
Zentalis Pharmaceuticals Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-2.75,13.67%,70.77M,19.28%,292.68M,-,-3.57,-0.11%,61.39M,34.69%,-194.65M,-,-0.91,94.91%,12.48%,31.13%,40.56M,7.22,32.96%,-17.67%,3.90,-68.42%,5.38,0.74,-19.17%,-34.97%,7.66M,-60.40%,5.77,0.69,-,-42.98%,2.66,18.07,-73.86%,-,-,-50.05%,-45.92%,-78.09%,1.84,-,6.59,-20.00%,96.71%,48.87%,0.32,-,6.59,42.78%,-543.77%,66.96,13.70%,9.27%,168,0.12,-,-479.92%,2.11,11.00,Yes / Yes,0.11,32.87%,-,0.74,3.81,-,-47.48%,-,Aug 09 BMO,1.96M,3.96,23.50%,17.66%,-51.18%,"

","1,461,395",3.94%,ZNTL
Zoom Video Communications Inc,Technology,Software - Application,USA,NASD,-,29.18,2.79,15.02%,307.79M,7.75%,25.47B,15.35,5.31,-1.45%,261.57M,14.98%,875.37M,4.86,1.31,56.73%,3.32%,47.25%,4.59B,5.55,2.34%,-0.22%,2.71,31.45%,27.68,2.94,-0.49%,9.01%,8.68M,31.75%,24.08,3.38,6.00%,11.27%,55.06,80.47,13.28%,-,14.80,-,10.22%,1.23%,-0.05,-,4.45,95.81%,74.59%,47.95%,1.61,-,4.45,508.08%,17.80%,82.80,2.34%,2.14%,7420,0.01,2.76%,19.08%,2.47,75.79,Yes / Yes,0.00,17.25%,0.00%,0.89,80.19,1.20%,14.44%,2.09%,Nov 25 AMC,3.20M,81.46,10.28%,15.61%,26.58%,"

","2,836,563",1.58%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-3.07,0.59%,99.12M,0.53%,3.04B,-,-1.82,-11.47%,98.53M,20.88%,-298.33M,-,-0.78,42.09%,4.82%,88.20%,322.71M,9.40,13.14%,6.96%,6.46,52.49%,7.18,4.27,39.32%,-28.50%,4.75M,2.03%,7.37,4.16,-,-36.46%,13.48,36.60,12.04%,-,-,-16.93%,-42.02%,-16.34%,1.01,-,3.29,2095.12%,62.95%,127.15%,1.38,-,3.46,24.90%,-109.67%,62.54,3.10%,4.21%,2175,0.12,28.16%,-92.44%,1.13,51.24,Yes / Yes,0.01,34.35%,-,1.24,30.81,7.45%,-15.75%,45.95%,Nov 12 BMO,734.74K,30.62,3.82%,21.71%,53.14%,"

","908,744",-0.62%,ZLAB
ZKH Group Ltd ADR,Consumer Cyclical,Internet Retail,China,NYSE,-,-,-0.36,8.84%,127.44M,-3.91%,471.91M,18.72,0.20,0.00%,116.59M,1.37%,-57.85M,-,-0.00,17.16%,0.03%,31.79%,1.22B,0.39,26.92%,99.53%,0.39,-68.35%,2.73,1.35,405.88%,-4.29%,0.03M,-,2.20,1.68,-,-9.63%,2.62,21.91,-77.38%,-,-,-,-12.58%,-83.16%,-,-,1.61,26.18%,17.21%,40.84%,0.25,-,1.80,69.95%,-3.73%,50.19,6.79%,5.98%,3476,0.26,-1.34%,-4.74%,1.00,4.55,No / Yes,0.04,88.56%,-,0.71,3.91,-2.36%,-133.33%,5.18%,Nov 22 BMO,79.96K,3.69,-1.82%,7.62%,-59.15%,"

","56,643",-5.63%,ZKH
ZipRecruiter Inc,Industrials,Staffing & Employment Services,USA,NYSE,RUT,339.48,0.03,36.08%,76.17M,13.77%,984.80M,-,-0.18,-0.50%,63.49M,10.65%,3.57M,-,-0.11,53.11%,6.16%,37.84%,498.90M,1.97,-130.37%,2.48%,7.92,9.38%,0.14,75.41,-28.82%,0.55%,3.91M,-7.98%,5.30,1.98,-,430.38%,7.21,15.35,-24.53%,-,14.68,-,0.63%,-31.66%,1.26,-,7.35,17.01%,89.13%,45.49%,0.47,-,7.35,-94.10%,5.24%,62.04,6.40%,4.28%,1000,40.75,-30.73%,0.72%,2.62,10.40,Yes / Yes,40.47,-111.35%,0.00%,1.10,11.10,4.27%,68.88%,-24.77%,Nov 06 AMC,493.73K,10.49,9.14%,9.91%,1.69%,"

","541,340",-5.50%,ZIP
