Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
Zymeworks BC Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-1.62,4.07%,68.96M,3.74%,915.42M,-,-0.93,495.95%,67.30M,-9.31%,-122.70M,-,-0.68,97.14%,5.89%,2.43%,76.30M,12.00,-3.28%,0.35%,7.63,0.00%,4.87,2.68,44.43%,-23.51%,3.96M,21.40%,3.22,4.05,-1.14%,-30.54%,7.97,17.70,-10.86%,-,-,15.81%,-34.61%,-26.27%,1.15,-,3.40,273.04%,85.33%,63.74%,0.70,-,3.40,6.94%,-157.03%,50.44,4.44%,5.55%,286,0.05,0.38%,-160.80%,1.44,21.56,Yes / Yes,0.05,-53.94%,-,1.01,12.72,-31.34%,-211.87%,83.33%,Mar 05 AMC,519.40K,13.05,3.06%,-4.55%,4.51%,"

","525,246",2.59%,ZYME
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,37.33,0.92,11.47%,170.31M,2.60%,5.84B,22.90,1.50,-58.29%,150.56M,-1.52%,160.20M,3.84,0.29,90.08%,3.25%,-7.86%,1.57B,3.73,4.92%,-2.21%,5.07,-1.80%,9.32,3.69,11.71%,5.98%,4.89M,5.43%,1.16,29.50,9.71%,9.96%,28.25,41.15,-7.91%,0.37 (1.08%),21.50,-7.41%,7.54%,-16.52%,1.09,0.34 (0.99%),1.81,0.56%,41.36%,21.59%,0.82,"Feb 20, 2025",2.91,44.23%,16.48%,47.98,1.76%,2.34%,2500,0.35,2.35%,10.23%,2.25,40.57,Yes / Yes,0.34,166.58%,35.98%,0.81,33.46,1.11%,14.78%,3.90%,Feb 04 AMC,964.99K,34.35,0.71%,-5.08%,-1.48%,"

","778,280",2.66%,ZWS
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,29.85,5.47,0.10%,448.47M,-1.21%,73.07B,24.06,6.78,-1.26%,447.34M,1.69%,2.49B,3.65,1.41,95.25%,1.46%,-2.30%,9.26B,7.89,2.88%,-0.30%,2.18,-15.56%,10.64,15.34,11.33%,17.43%,6.51M,-4.57%,4.44,36.77,8.17%,50.91%,144.80,200.33,0.15%,1.96 (1.20%),31.80,11.91%,24.46%,-18.55%,0.94,1.80 (1.10%),1.08,8.22%,69.10%,12.69%,3.90,"Apr 21, 2025",1.75,7.70%,36.65%,45.85,1.49%,2.45%,13800,1.42,8.33%,26.86%,1.52,208.86,Yes / Yes,1.13,12.87%,32.86%,0.61,163.03,0.86%,2.77%,4.70%,Feb 13 BMO,2.99M,163.17,-1.49%,-2.18%,-7.67%,"

","1,817,407",0.09%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,13.49,1.48,0.86%,592.17M,-3.62%,11.83B,10.29,1.94,0.00%,587.06M,-3.85%,1.22B,0.97,0.42,25.37%,2.87%,1.52%,6.15B,1.92,16.02%,-5.89%,6.46,-11.98%,10.74,1.86,13.42%,9.74%,16.87M,-11.63%,5.17,3.86,13.92%,14.45%,17.89,27.50,2.20%,0.73 (3.67%),-,8.46%,14.32%,-27.35%,-0.02,0.97 (4.85%),1.04,14.25%,30.97%,11.68%,0.69,"Apr 10, 2025",1.07,-0.16%,24.90%,49.37,2.73%,2.78%,23554,0.28,12.67%,19.90%,1.40,26.04,Yes / Yes,0.01,14.33%,45.74%,0.60,20.05,10.92%,-11.92%,21.51%,Mar 18 AMC,2.61M,19.98,-0.65%,2.33%,-4.40%,"

","1,563,480",-0.35%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.10,37.92%,154.72M,3.56%,32.47B,58.83,3.57,-0.42%,96.06M,5.70%,-15.53M,-,0.76,49.61%,5.43%,13.02%,2.42B,13.41,-3.38%,3.07%,3.00,21.61%,10.39,20.20,15.75%,-0.35%,5.22M,6.37%,18.62,11.27,10.32%,-1.21%,153.45,217.84,16.33%,-,46.74,-10.72%,-0.94%,-3.66%,1.11,-,1.15,48.57%,77.68%,36.77%,8.26,-,1.15,89.39%,-4.09%,58.22,3.07%,4.31%,7348,0.77,27.77%,-0.64%,1.73,236.63,Yes / Yes,0.03,73.68%,-,0.91,205.20,2.13%,13.49%,23.41%,Mar 05 AMC,1.74M,209.87,5.64%,5.08%,10.18%,"

","1,573,124",2.28%,ZS
Zoom Communications Inc,Technology,Software - Application,USA,NASD,-,24.42,3.20,14.13%,263.11M,4.04%,23.87B,14.12,5.54,-2.89%,262.10M,-5.21%,1.01B,18.64,1.31,62.22%,2.55%,-4.69%,4.67B,5.12,-2.43%,7.62%,2.55,16.87%,29.22,2.68,2.46%,9.66%,6.68M,16.96%,25.57,3.06,1.31%,11.92%,55.06,92.80,-4.18%,-,13.20,106.45%,11.26%,-15.73%,0.66,-,4.46,78.74%,75.94%,42.03%,2.23,-,4.46,55.96%,19.00%,54.04,1.90%,2.94%,7412,0.01,3.05%,21.65%,2.32,91.61,Yes / Yes,0.00,21.68%,0.00%,0.75,75.97,0.80%,8.10%,3.29%,Feb 24 AMC,2.62M,78.20,4.59%,-2.09%,8.28%,"

","1,969,942",2.94%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-2.60,0.94%,109.14M,-6.99%,3.89B,147.00,0.24,-12.63%,108.11M,5.60%,-257.10M,-,-0.46,51.11%,7.24%,36.41%,398.99M,9.76,43.70%,10.77%,9.54,69.13%,7.80,4.57,116.58%,-23.14%,7.83M,107.26%,8.06,4.43,-,-31.41%,13.48,39.61,36.20%,-,-,-3.18%,-30.08%,-9.95%,1.12,-,3.38,118.89%,62.94%,164.61%,1.84,-,3.51,24.92%,-70.71%,55.28,3.63%,5.28%,1869,0.18,49.59%,-64.44%,1.29,53.83,Yes / Yes,0.02,18.42%,-,0.81,35.09,-0.24%,-22.87%,65.68%,Feb 27 BMO,820.44K,35.67,-0.03%,15.73%,43.43%,"

","663,993",1.65%,ZLAB
ZEEKR Intelligent Technology Holding Ltd. ADR,Consumer Cyclical,Auto Manufacturers,China,NYSE,-,-,-3.61,-,253.10M,-14.73%,6.49B,23.63,1.09,-,-,4.82%,-891.82M,-,0.51,4.07%,-,-5.35%,10.55B,0.62,77.54%,68.92%,2.28,55.93%,-6.35,-,228.45%,-21.49%,1.48M,-,4.85,5.29,-,-,13.00,33.32,-9.62%,-,-,-,-,-23.02%,-,-,0.48,146.49%,16.40%,97.31%,2.25,-,0.62,25.35%,-9.12%,44.52,7.51%,8.29%,17439,-,45.22%,-8.46%,1.00,37.37,Yes / Yes,-,67.77%,-,1.24,27.06,-0.44%,-71.34%,40.01%,Mar 20 BMO,649.35K,25.65,-8.61%,-3.57%,12.63%,"

","807,247",-5.21%,ZK
Zions Bancorporation N.A,Financial,Banks - Regional,USA,NASD,-,10.25,4.96,1.60%,147.87M,3.97%,7.52B,8.87,5.73,-2.20%,145.52M,-4.87%,730.00M,1.54,1.18,78.44%,3.85%,-4.33%,4.99B,1.50,6.81%,2.87%,3.56,4.89%,40.97,1.24,8.32%,0.88%,5.60M,22.99%,-,-,6.66%,13.15%,39.05,63.22,-6.32%,1.73 (3.40%),7.74,3.54%,9.98%,-19.61%,0.91,1.68 (3.31%),-,10.13%,-,30.14%,1.65,"Feb 13, 2025",0.35,13.79%,20.26%,48.35,2.73%,3.23%,9406,0.82,7.91%,14.62%,2.77,63.06,Yes / Yes,0.19,72.54%,33.52%,0.95,49.51,4.18%,6.00%,4.59%,Jan 21 AMC,1.57M,50.82,1.21%,-6.08%,-0.58%,"

","1,496,139",2.65%,ZION
Zim Integrated Shipping Services Ltd,Industrials,Marine Shipping,Israel,NYSE,-,0.88,17.83,1.07%,120.42M,-15.25%,1.88B,-,-1.37,0.00%,119.17M,-25.30%,2.15B,-,1.88,52.58%,12.10%,-14.18%,8.43B,0.22,-91.32%,12.63%,2.42,-20.44%,33.52,0.47,-188.24%,21.76%,14.42M,66.04%,17.56,0.89,-,66.17%,9.11,29.00,-27.25%,0.69 (4.39%),0.61,-,24.69%,-46.14%,1.65,7.14 (45.71%),1.17,42.24%,32.89%,71.51%,1.23,"Mar 24, 2025",1.25,179.57%,29.52%,29.80,4.57%,6.17%,6700,1.49,63.25%,25.48%,4.00,16.07,Yes / Yes,1.15,477.88%,22.25%,2.49,17.82,6.89%,33.49%,79.84%,Mar 12 BMO,5.95M,15.62,-19.28%,-17.00%,-20.80%,"

","14,820,674",-12.35%,ZIM
