Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker
Zymeworks BC Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-0.85,3.74%,75.14M,-1.61%,1.66B,35.65,0.62,-6.25%,72.59M,-8.93%,1.43B,0.67,-0.47,100.71%,5.27%,21.26%,-63.43M,12.35,40.00%,-2.54%,3.31,77.44%,134.48M,5.21,163.55%,-14.34%,3.82M,-16.37%,4.23,6.59,53.59%,-18.46%,28.49 -22.71%,54.63%,3.34,-,26.71% 15.81%,-18.90%,9.03 143.85%,133.02%,-,-,41.95% 20.90%,90.49%,4.77%,4.58%,-34.89%,-,10.61,43.93%,-52.51%,1.07,-,-,6.94,116.21%,-47.16%,37.79,1.00,- -,6.94,34.02%,-5.21%,1.23,35.62,-,0.06,72.59%,-11.84%,0.54,23.11,286,0.05,Nov 06 AMC,27.17%,1.15M,22.02,"Apr 28, 2017",Yes / Yes,11.77% -7.69%,"

","618,813",-4.72%,ZYME
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,44.32,1.15,11.52%,166.98M,9.87%,8.55B,28.15,1.82,-0.48%,148.06M,10.29%,8.79B,2.90,0.36,92.55%,3.24%,9.02%,198.00M,5.04,8.91%,1.73%,5.38,15.27%,1.70B,5.32,9.68%,7.22%,4.79M,9.94%,9.60,28.46,9.72%,12.06%,52.77 -3.15%,29.69%,1.80,27.02,45.87% -2.11%,9.25%,27.74 84.25%,133.81%,0.44 (0.86%),23.31,9.78% -2.36%,41.64%,4.19%,2.65%,166.76%,0.38 (0.74%),5.18,25.84%,17.01%,1.38,556.23%,"Feb 20, 2026",2.07,8.26%,11.68%,69.35,2.25,23.86% 3.50%,3.13,13.96%,8.49%,1.06,54.89,33.04%,0.34,9.85%,8.30%,1.99,51.77,2500,0.34,Feb 03 AMC,18.77%,890.28K,51.11,"Mar 29, 2012",Yes / Yes,6.04% 1.59%,"

","1,768,938",-1.27%,ZWS
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,21.35,5.93,0.18%,441.46M,4.12%,55.85B,18.56,6.83,0.00%,439.89M,-2.03%,61.04B,2.37,1.40,98.14%,3.54%,1.82%,2.65B,5.94,7.10%,0.45%,2.94,-13.49%,9.40B,10.36,7.68%,17.96%,15.56M,0.72%,12.23,26.80,7.83%,49.87%,177.40 -28.56%,-26.42%,4.73,24.93,8.55% 11.91%,20.92%,115.25 9.96%,-23.42%,1.99 (1.57%),15.16,5.98% 8.14%,70.29%,2.77%,2.43%,-17.84%,2.03 (1.60%),6.50,11.51%,37.63%,3.02,195.82%,"Jan 20, 2026",2.28,2.68%,28.21%,55.53,1.78,18.93% 21.14%,3.64,8.17%,1.60%,0.96,155.27,32.86%,1.35,0.50%,2.17%,0.88,126.70,13800,1.35,Feb 12 BMO,-11.79%,5.29M,126.73,"Feb 01, 2013",Yes / Yes,4.88% -0.41%,"

","4,651,776",0.02%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,15.84,1.49,0.00%,591.63M,6.25%,13.77B,12.91,1.83,-,582.69M,8.20%,12.04B,1.35,0.45,11.55%,2.92%,26.30%,1.23B,2.09,6.13%,-2.12%,8.69,18.45%,6.59B,2.07,11.83%,9.42%,17.00M,13.12%,11.39,3.87,9.55%,13.83%,23.20 1.85%,25.69%,6.10,-,18.24% 8.45%,13.37%,16.34 44.61%,-16.04%,0.68 (2.89%),6.71,9.28% 13.97%,26.00%,2.32%,2.00%,-26.29%,0.65 (2.75%),1.83,3.12%,20.42%,0.51,-,"Sep 30, 2025",1.34,12.90%,18.61%,71.58,1.45,- -,1.38,7.47%,6.48%,-0.18,23.87,45.76%,0.19,11.30%,9.78%,1.57,22.79,24471,0.01,Nov 19 AMC,21.60%,1.96M,23.63,"Oct 27, 2016",Yes / Yes,23.62% 0.50%,"

","3,076,729",3.69%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.26,35.68%,159.47M,-15.57%,27.01B,37.83,4.48,-0.14%,102.57M,-23.71%,25.53B,2.05,0.89,52.96%,6.76%,-48.40%,-41.04M,9.53,16.26%,-1.75%,3.66,-41.45%,2.83B,13.63,17.41%,-0.73%,6.93M,-24.69%,12.43,8.13,18.48%,-2.41%,336.99 -49.73%,-16.86%,20.83,31.88,54.06% 21.31%,-1.10%,164.78 2.80%,36.43%,-,1309.68,34.81% 44.03%,76.55%,6.01%,4.15%,-15.18%,-,9.01,-8.83%,-4.14%,9.17,-,-,1.74,23.24%,-1.45%,19.32,1.45,- -,1.74,7.34%,-18.07%,1.03,317.67,-,0.93,25.50%,-24.93%,1.67,185.79,7923,0.89,Nov 25 AMC,-37.34%,1.89M,169.39,"Mar 16, 2018",Yes / Yes,12.10% 1.92%,"

","3,172,018",-8.83%,ZS
Zoom Communications Inc,Technology,Software - Application,USA,NASD,-,17.31,5.15,10.52%,266.35M,-3.78%,26.38B,14.68,6.07,-2.53%,264.95M,3.87%,18.47B,3.23,1.49,69.09%,2.07%,6.26%,1.59B,5.49,7.74%,3.48%,1.74,21.74%,4.81B,2.85,1.64%,14.44%,5.49M,3.23%,31.27,3.32,4.54%,17.74%,97.58 -8.71%,3.37%,26.87,13.18,-10.66% 106.45%,17.11%,64.41 38.30%,18.77%,-,14.16,4.40% 49.60%,76.89%,5.01%,3.95%,-76.06%,-,3.84,72.42%,22.86%,3.62,-,-,4.36,3.85%,33.17%,51.54,2.12,- -,4.36,204.90%,1.73%,0.90,97.69,0.00%,0.01,4.44%,2.25%,1.75,90.83,7412,0.00,Feb 25 AMC,9.49%,3.15M,89.08,"Apr 18, 2019",Yes / Yes,5.65% 1.25%,"

","5,532,935",-1.93%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-1.95,2.12%,110.59M,-1.57%,1.90B,-,-1.17,-9.17%,109.69M,-6.70%,1.31B,-,-0.36,29.45%,3.53%,-34.41%,-206.78M,4.31,32.96%,-4.15%,4.37,-56.15%,441.94M,2.47,33.14%,-19.29%,3.87M,-3.74%,6.87,2.33,64.46%,-28.97%,44.34 -61.71%,-36.57%,7.29,-,30.02% -3.16%,-26.83%,15.96 6.39%,-59.71%,-,-,40.31% 98.33%,61.32%,4.39%,3.52%,-89.39%,-,2.95,30.14%,-51.59%,0.76,-,-,2.68,23.78%,-46.79%,40.52,1.31,- -,2.87,23.67%,-5.16%,0.88,38.35,-,0.29,12.75%,-7.02%,0.93,17.00,1869,0.01,Nov 06 BMO,-40.86%,886.45K,16.98,"Sep 20, 2017",Yes / Yes,-14.23% -18.07%,"

","822,801",-0.12%,ZLAB
Zions Bancorporation N.A,Financial,Banks - Regional,USA,NASD,-,10.67,6.01,1.46%,147.65M,7.89%,9.47B,9.74,6.58,-1.54%,145.49M,5.18%,-,2.34,1.41,81.16%,4.40%,24.63%,887.00M,1.91,3.70%,1.94%,3.98,24.46%,4.94B,1.33,5.58%,1.00%,6.40M,9.53%,48.18,-,4.17%,13.39%,64.87 -1.16%,12.35%,-,9.22,1.25% 14.72%,10.25%,39.32 63.07%,20.62%,1.82 (2.84%),-,14.19% 10.90%,-,2.77%,2.47%,45.27%,1.76 (2.74%),-,21.59%,23.77%,1.50,189.48%,"Feb 12, 2026",-,-1.00%,17.94%,69.78,2.68,3.66% 5.29%,0.15,30.96%,6.43%,0.80,66.81,29.28%,0.64,-0.08%,9.34%,1.86,63.81,9195,0.21,Jan 20 AMC,18.93%,1.61M,64.12,"Mar 17, 1980",Yes / Yes,11.82% 3.04%,"

","2,994,569",0.49%,ZION
Zim Integrated Shipping Services Ltd,Industrials,Marine Shipping,Israel,NYSE,-,2.44,8.32,1.17%,120.46M,-12.30%,2.45B,-,-2.57,0.00%,119.05M,-8.83%,6.16B,-,-0.32,43.15%,16.39%,41.67%,1.00B,0.32,-82.23%,-8.31%,4.24,28.75%,7.59B,0.61,-181.01%,9.16%,19.52M,-4.24%,33.34,1.26,-,25.25%,24.47 -16.90%,15.71%,16.19,1.01,-23.79% -,11.79%,11.03 84.23%,11.53%,1.24 (6.12%),2.23,-7.73% 20.63%,23.74%,4.80%,4.74%,82.96%,4.28 (21.05%),0.81,-30.30%,19.63%,1.09,-,"Dec 01, 2025",1.22,1.63%,13.21%,41.06,3.83,16.67% -,1.30,-89.07%,-8.60%,1.55,16.68,22.25%,1.41,-35.73%,-3.37%,0.83,21.53,6700,1.12,Nov 20 BMO,20.87%,4.60M,20.33,"Jan 28, 2021",Yes / Yes,33.09% 2.34%,"

","3,834,120",-5.57%,ZIM
Ermenegildo Zegna N.V,Consumer Cyclical,Apparel Manufacturing,Italy,NYSE,RUT,24.76,0.41,75.38%,254.09M,12.19%,4.10B,21.20,0.47,0.00%,62.55M,-6.26%,5.13B,1.02,-,24.25%,5.30%,1.93%,103.34M,1.97,25.55%,0.97%,5.34,28.59%,2.08B,2.45,6.59%,3.34%,3.32M,-2.15%,4.09,15.23,20.70%,10.58%,11.07 -9.44%,9.38%,0.66,22.19,- -,5.45%,6.05 65.79%,-12.48%,0.15 (1.47%),11.50,11.29% -,55.55%,4.54%,4.28%,-3.09%,0.14 (1.42%),2.46,-5.94%,8.97%,0.41,-,"Jul 07, 2025",0.79,-1.88%,4.97%,53.13,1.82,15.87% -,1.42,-54950.00%,1.80%,0.73,11.49,42.68%,1.17,-,-2.01%,1.39,9.71,7395,0.82,Sep 05 BMO,8.25%,620.96K,10.03,"Dec 20, 2021",Yes / Yes,73.56% 1.72%,"

","862,161",3.30%,ZGN
