Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,47.32,0.79,16.26%,169.85M,1.11%,6.33B,27.92,1.34,-2.08%,142.12M,-7.56%,137.70M,2.98,0.28,92.48%,5.08%,2.16%,1.55B,4.08,27.71%,9.92%,7.53,21.45%,9.34,3.99,7.87%,4.94%,7.22M,33.25%,1.11,33.70,15.89%,8.52%,27.90,41.15,0.03%,0.33 (0.89%),23.45,18.47%,6.47%,-9.33%,1.16,0.33 (0.88%),1.71,0.20%,41.40%,33.73%,0.84,"Nov 20, 2024",2.70,28.10%,16.27%,46.00,2.38%,2.10%,2400,0.35,2.55%,8.87%,2.25,39.43,Yes / Yes,0.34,6.98%,45.61%,0.61,36.70,0.95%,5.82%,2.91%,Oct 29 AMC,959.65K,37.31,-0.56%,-3.51%,10.11%,"

","586,265",1.66%,ZWS
Zuora Inc,Technology,Software - Infrastructure,USA,NYSE,RUT,-,-0.50,7.71%,145.08M,0.40%,1.54B,17.19,0.58,-6.94%,142.57M,0.20%,-73.97M,-,0.14,77.43%,2.63%,11.40%,452.76M,3.40,71.21%,-2.62%,1.09,10.04%,1.20,8.32,2.65%,-9.16%,3.75M,17.71%,3.62,2.76,-,-47.76%,7.70,10.85,0.50%,-,21.60,9.40%,-12.64%,-8.11%,1.67,-,2.56,12.97%,67.98%,29.48%,0.03,-,2.56,14.25%,-4.07%,64.76,0.24%,0.27%,1618,2.21,6.78%,-16.34%,3.00,10.00,Yes / Yes,2.18,-443.70%,-,0.50,9.96,0.77%,39.13%,6.45%,Dec 09 AMC,3.46M,9.97,0.38%,0.45%,5.89%,"

","1,736,918",0.10%,ZUO
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,30.91,5.32,0.09%,451.55M,-0.90%,74.18B,25.79,6.37,-0.85%,450.77M,-7.20%,2.43B,3.33,1.38,95.14%,1.55%,-13.50%,9.15B,8.10,10.59%,-1.29%,2.83,-7.62%,11.59,14.18,8.34%,17.07%,6.99M,-16.42%,3.80,43.28,9.29%,47.13%,144.80,200.53,0.91%,1.73 (1.05%),32.14,11.57%,20.27%,-18.01%,0.89,1.73 (1.05%),2.27,8.19%,68.49%,13.54%,3.76,"Jan 21, 2025",3.69,8.09%,36.45%,42.06,2.44%,2.26%,14100,1.29,9.33%,26.55%,1.50,218.60,Yes / Yes,1.29,16.43%,30.71%,1.29,166.32,4.34%,8.49%,11.02%,Nov 04 BMO,2.47M,164.41,-0.92%,-4.49%,-6.60%,"

","3,185,347",-1.15%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,12.98,1.43,0.86%,598.04M,-1.90%,11.09B,10.34,1.79,0.00%,592.88M,-0.64%,1.20B,0.99,0.45,28.41%,3.21%,-28.63%,5.83B,1.90,11.43%,-9.46%,6.86,-7.48%,10.74,1.73,11.42%,9.47%,19.01M,-2.21%,5.47,3.39,13.06%,14.45%,15.90,27.50,-5.12%,0.66 (3.54%),-,13.37%,13.77%,-32.55%,-0.14,0.97 (5.23%),0.94,14.65%,31.29%,16.70%,0.54,"Sep 10, 2024",0.96,-2.64%,24.78%,40.92,1.92%,2.00%,23554,0.30,8.68%,20.51%,1.27,26.58,Yes / Yes,0.01,3.34%,40.76%,0.67,18.10,1.13%,0.45%,17.70%,Nov 19 AMC,2.77M,18.55,-3.82%,-6.92%,-13.28%,"

","1,856,152",2.49%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.24,38.07%,153.41M,-2.13%,28.34B,52.24,3.54,-0.12%,95.02M,-11.17%,-36.27M,-,0.69,48.82%,4.85%,-6.84%,2.30B,12.33,-6.48%,4.39%,2.66,-9.67%,9.31,19.83,18.51%,-0.87%,4.61M,-19.18%,17.65,10.47,19.82%,-3.24%,153.45,259.61,2.37%,-,43.46,-10.72%,-2.47%,-28.86%,0.87,-,1.09,48.57%,77.81%,20.36%,6.59,-,1.09,79.05%,-4.74%,43.63,3.89%,3.33%,7348,0.87,30.77%,-1.58%,1.82,226.37,Yes / Yes,0.03,65.17%,-,0.65,186.49,3.71%,22.75%,26.42%,Dec 02 AMC,1.73M,184.69,-1.69%,-5.94%,-0.09%,"

","1,120,496",-0.97%,ZS
Zentalis Pharmaceuticals Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-2.53,20.57%,71.15M,-15.50%,188.50M,-,-2.93,-0.04%,56.61M,-24.43%,-179.28M,-,-0.79,83.17%,8.03%,-11.54%,40.56M,4.65,45.10%,-14.56%,3.42,-33.54%,4.98,0.53,-19.28%,-34.60%,4.54M,-80.94%,5.49,0.48,-,-42.89%,2.46,18.07,-12.71%,-,-,-50.05%,-45.41%,-85.36%,1.88,-,7.29,0.00%,96.77%,7.52%,0.27,-,7.29,45.45%,-515.94%,37.48,10.35%,8.76%,168,0.12,-,-442.02%,1.89,10.50,Yes / Yes,0.11,28.19%,-,1.01,2.56,-,38.39%,-,Nov 06,1.33M,2.64,-11.63%,-19.99%,-55.35%,"

","1,336,019",3.32%,ZNTL
Zoom Communications Inc,Technology,Software - Application,USA,NASD,-,26.44,3.00,14.68%,306.50M,-3.81%,24.27B,14.80,5.35,-1.68%,261.49M,-8.53%,941.21M,3.86,1.30,57.94%,3.10%,12.05%,4.63B,5.25,4.32%,-1.19%,2.54,35.79%,28.31,2.80,-1.51%,9.41%,8.11M,15.62%,25.16,3.15,6.85%,11.70%,55.06,92.80,-2.95%,-,14.07,-,10.80%,-14.66%,-0.00,-,4.50,95.81%,74.54%,43.84%,2.22,-,4.50,296.12%,17.93%,39.91,2.63%,2.57%,7420,0.01,2.87%,20.34%,2.34,92.36,Yes / Yes,0.00,44.84%,0.00%,0.48,78.82,1.23%,5.67%,3.59%,Nov 25 AMC,3.19M,79.20,-4.17%,-3.97%,16.37%,"

","1,536,661",0.48%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-2.78,0.22%,108.94M,-4.41%,2.65B,-,-1.69,-10.50%,108.70M,-10.57%,-270.85M,-,-0.69,42.15%,5.46%,-4.11%,355.75M,7.44,21.95%,-12.08%,6.31,34.94%,6.78,3.58,37.32%,-26.70%,5.94M,-3.65%,6.57,3.70,-,-34.98%,13.48,36.60,-7.25%,-,-,-16.93%,-40.20%,-33.63%,1.02,-,2.87,136.21%,63.17%,80.19%,1.33,-,3.01,10.91%,-95.07%,38.38,5.93%,4.48%,2175,0.19,35.01%,-76.13%,1.31,48.70,Yes / Yes,0.01,40.53%,-,0.44,25.21,0.02%,94.89%,47.72%,Nov 12 BMO,940.76K,24.29,-6.38%,-11.57%,12.71%,"

","417,409",-3.65%,ZLAB
ZKH Group Ltd ADR,Consumer Cyclical,Internet Retail,China,NYSE,-,-,-0.26,8.87%,128.32M,-1.10%,461.95M,36.29,0.10,0.00%,116.94M,0.28%,-41.45M,-,-0.01,17.12%,0.02%,-4.00%,1.23B,0.38,-96.99%,3.66%,0.52,-1.64%,2.72,1.32,158.61%,-3.21%,0.03M,-81.38%,2.29,1.57,-,-7.35%,2.62,21.91,2.56%,-,-,-,-9.02%,-83.57%,-0.26,-,1.62,26.18%,17.54%,37.40%,0.24,-,1.81,72.88%,-3.55%,52.69,5.60%,7.10%,3476,0.23,1.40%,-3.38%,1.00,4.32,No / Yes,0.05,59.85%,-,0.33,3.51,-,50.00%,1.80%,Nov 22 BMO,53.13K,3.60,2.67%,-0.70%,-38.45%,"

","17,452",2.56%,ZKH
ZipRecruiter Inc,Industrials,Staffing & Employment Services,USA,NYSE,RUT,218.45,0.03,28.94%,75.06M,-8.66%,659.49M,-,-0.18,-0.63%,69.43M,-18.48%,3.57M,-,-0.11,53.64%,4.38%,-31.05%,498.90M,1.32,-129.44%,1.70%,6.89,-20.87%,0.14,48.52,-35.01%,0.55%,3.04M,-53.22%,5.09,1.33,-,430.38%,6.51,15.35,-6.77%,-,9.83,-,0.63%,-56.03%,1.21,-,7.35,17.01%,89.13%,3.69%,0.36,-,7.35,-94.10%,5.24%,33.85,5.13%,4.88%,1000,40.75,-30.73%,0.72%,2.62,10.40,Yes / Yes,40.47,-111.35%,0.00%,0.67,6.61,4.27%,70.54%,-24.77%,Nov 06 AMC,441.31K,6.75,-6.35%,-19.29%,-26.97%,"

","297,502",2.12%,ZIP
