Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,44.44,0.71,16.04%,172.26M,2.05%,5.41B,24.12,1.30,-16.34%,145.00M,3.47%,124.20M,3.11,0.31,84.49%,2.89%,-1.07%,1.53B,3.53,20.88%,5.97%,4.38,8.52%,9.34,3.36,10.87%,4.22%,4.18M,12.33%,0.91,34.46,14.28%,7.19%,25.09,34.58,6.60%,0.27 (0.86%),19.13,18.47%,5.80%,-9.34%,1.17,0.31 (0.99%),1.95,0.20%,39.86%,24.95%,0.75,"May 17, 2024",3.31,95.74%,15.14%,57.77,2.68%,2.33%,2400,0.33,8.34%,8.11%,2.25,35.43,Yes / Yes,0.33,52.74%,45.61%,0.58,30.96,1.18%,12.06%,0.46%,Jul 30 AMC,954.53K,31.35,4.78%,1.69%,3.81%,"

","551,722",1.26%,ZWS
Zuora Inc,Technology,Software - Infrastructure,USA,NYSE,RUT,-,-0.44,7.81%,137.79M,3.64%,1.39B,18.17,0.52,-10.21%,136.53M,1.51%,-62.61M,-,0.10,74.01%,5.26%,1.51%,438.33M,3.17,29.29%,-0.36%,5.69,9.57%,0.94,9.98,21.09%,-8.44%,7.18M,-11.50%,3.69,2.54,-,-51.53%,7.05,11.80,-0.11%,-,-,9.40%,-11.66%,-20.42%,1.72,-,2.50,12.97%,67.51%,33.19%,0.29,-,2.50,50.48%,-8.58%,50.15,3.10%,2.91%,1618,2.90,7.97%,-14.28%,1.86,12.00,Yes / Yes,2.85,34.02%,-,1.23,9.24,0.88%,61.76%,6.47%,May 22 AMC,1.26M,9.39,0.97%,-3.23%,5.58%,"

","1,559,153",1.62%,ZUO
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,34.84,5.19,0.08%,458.37M,1.56%,82.48B,28.25,6.40,-5.28%,455.91M,7.48%,2.39B,3.65,1.49,96.03%,1.37%,23.39%,8.73B,9.44,8.42%,0.02%,2.35,-4.05%,11.07,16.33,10.94%,17.02%,6.25M,5.33%,4.33,41.76,9.53%,50.06%,144.80,201.92,-8.42%,1.74 (0.96%),47.13,11.57%,20.26%,-10.48%,0.86,1.67 (0.92%),1.94,8.05%,68.34%,24.83%,3.89,"Jul 18, 2024",3.33,17.17%,35.97%,59.74,2.52%,2.15%,14100,1.34,7.91%,27.38%,1.24,216.56,Yes / Yes,1.33,9.89%,30.71%,0.58,178.58,1.70%,2.54%,9.50%,Aug 06 BMO,2.66M,180.76,2.99%,4.26%,2.22%,"

","1,532,901",1.22%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,14.33,1.43,1.10%,606.77M,2.14%,12.30B,10.39,1.97,0.00%,593.93M,-4.52%,1.19B,0.95,0.43,38.74%,2.77%,2.71%,5.52B,2.23,13.97%,3.63%,4.90,17.84%,9.92,2.06,18.65%,9.82%,16.46M,-21.65%,4.58,4.47,15.01%,15.03%,15.90,28.04,-3.76%,0.70 (3.42%),-,13.37%,13.12%,-26.96%,-0.11,0.62 (3.03%),1.11,15.78%,31.20%,28.85%,0.56,"Apr 09, 2024",1.15,7.93%,24.81%,45.29,1.95%,2.25%,23554,0.27,3.63%,21.49%,1.20,29.30,Yes / Yes,0.13,-18.31%,0.00%,0.65,19.75,7.20%,-22.68%,4.72%,May 15 AMC,3.36M,20.48,-0.37%,-7.05%,-3.26%,"

","2,183,948",3.70%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.50,39.54%,147.17M,-7.85%,28.48B,56.60,3.33,-0.14%,91.39M,5.50%,-73.50M,-,0.70,47.18%,5.28%,11.35%,2.03B,14.03,68.40%,5.55%,2.21,-18.54%,7.22,26.08,10.43%,-1.99%,4.82M,27.39%,14.82,12.71,26.82%,-8.68%,131.59,259.61,-14.96%,-,51.79,-17.41%,-3.23%,-27.43%,0.84,-,1.67,53.60%,77.75%,43.18%,7.09,-,1.67,73.33%,-6.90%,46.54,3.92%,3.47%,5962,1.13,37.16%,-3.62%,1.60,231.17,Yes / Yes,1.08,139.17%,-,0.74,188.54,3.19%,33.96%,32.09%,May 30 AMC,2.18M,188.41,-2.74%,2.91%,-3.72%,"

","1,604,734",-0.07%,ZS
Zentalis Pharmaceuticals Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-3.36,12.49%,70.77M,0.75%,284.75M,-,-3.63,-0.47%,62.14M,-23.62%,-218.90M,-,-0.84,113.61%,15.48%,-69.06%,40.56M,7.02,40.00%,-0.93%,6.75,-68.89%,6.46,0.62,-35.33%,-41.82%,9.62M,-84.37%,6.89,0.58,-,-51.86%,3.27,29.03,-73.53%,-,-,-50.05%,-43.66%,-86.19%,1.71,-,9.19,-20.00%,96.66%,22.63%,0.58,-,9.19,21.74%,-527.00%,34.80,12.36%,11.34%,168,0.10,-,-539.70%,2.27,10.70,Yes / Yes,0.09,113.26%,-,0.51,3.70,170.40%,118.25%,-,May 07 BMO,1.42M,4.01,-1.78%,-50.66%,-67.89%,"

","725,138",8.38%,ZNTL
Zoom Video Communications Inc,Technology,Software - Application,USA,NASD,-,21.81,2.69,22.26%,260.90M,0.54%,18.13B,11.47,5.11,-0.43%,240.41M,0.57%,838.33M,14.54,1.21,59.41%,3.83%,-1.36%,4.56B,3.97,-3.15%,-0.53%,2.83,-15.06%,26.83,2.19,1.29%,8.90%,9.21M,-15.99%,23.88,2.46,1.50%,11.31%,55.63,75.90,-18.45%,-,11.02,-,10.05%,-22.75%,-0.06,-,4.36,95.81%,74.87%,5.41%,1.18,-,4.36,19565.00%,17.35%,48.95,1.62%,1.89%,7420,0.01,3.13%,18.37%,2.57,74.89,Yes / Yes,0.00,1250.20%,0.00%,0.61,58.87,1.35%,13.52%,3.25%,May 20 AMC,3.25M,58.64,0.83%,-2.72%,-8.70%,"

","1,985,355",-0.39%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-3.50,0.53%,99.12M,9.44%,1.95B,-,-1.71,-14.58%,98.59M,9.44%,-338.95M,-,-0.71,44.00%,2.86%,40.01%,291.07M,6.71,18.24%,-2.02%,4.63,-15.96%,7.83,2.52,39.66%,-31.41%,2.82M,-31.55%,7.57,2.60,-,-38.44%,13.48,32.60,-27.92%,-,-,-16.93%,-44.04%,-39.57%,1.05,-,4.43,2095.12%,62.86%,46.14%,0.89,-,4.63,18.13%,-129.65%,64.71,5.05%,4.50%,2175,0.08,25.94%,-116.45%,1.17,51.46,Yes / Yes,0.01,-7.51%,-,1.10,18.66,15.83%,40.53%,38.78%,Aug 06 AMC,609.45K,19.70,10.31%,5.01%,-7.94%,"

","670,408",5.57%,ZLAB
ZKH Group Ltd ADR,Consumer Cyclical,Internet Retail,China,NYSE,-,-,-0.79,8.87%,127.44M,-8.47%,426.92M,5.37,0.62,0.00%,116.14M,-14.10%,-126.89M,-,0.00,0.52%,0.07%,-72.45%,1.20B,0.35,128.68%,-,0.52,-79.19%,2.82,1.19,2411.11%,-4.29%,0.08M,-,2.21,1.52,-,-9.63%,3.19,21.91,-79.46%,-,-,-,-27.40%,-84.71%,-,-,1.63,26.18%,16.84%,5.02%,0.47,-,1.82,18.59%,-4.42%,29.26,6.22%,5.58%,3476,0.28,-3.00%,-10.53%,1.00,15.75,No / Yes,0.04,44.09%,-,0.32,3.39,-5.44%,-26.68%,-8.66%,May 21 BMO,160.93K,3.35,-10.91%,-53.87%,-75.08%,"

","51,380",-1.18%,ZKH
ZipRecruiter Inc,Industrials,Staffing & Employment Services,USA,NYSE,RUT,24.13,0.36,30.20%,76.17M,0.47%,851.09M,-,-0.14,-0.62%,69.32M,-0.70%,37.58M,2.34,-0.08,51.06%,4.47%,-18.54%,584.21M,1.46,-163.83%,-1.82%,5.71,-40.86%,0.13,67.26,52.56%,5.70%,3.10M,-52.57%,5.17,1.66,10.30%,855.40%,8.01,18.83,-38.35%,-,8.67,-,6.67%,-54.49%,1.19,-,6.58,17.01%,89.88%,6.99%,0.34,-,6.58,-27.43%,12.87%,42.57,3.81%,3.43%,1000,43.95,-32.16%,6.43%,2.62,11.70,Yes / Yes,43.55,-244.08%,0.00%,0.56,8.48,1.01%,-14.17%,-33.48%,Aug 07 AMC,542.75K,8.57,-2.75%,-8.63%,-26.91%,"

","301,427",1.06%,ZIP
