Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,46.21,0.71,16.33%,172.26M,0.15%,5.63B,25.10,1.30,-9.61%,144.49M,2.87%,124.20M,3.24,0.31,84.52%,3.21%,3.99%,1.53B,3.67,20.75%,5.97%,5.89,10.02%,9.34,3.49,10.89%,4.22%,4.63M,42.79%,0.91,35.84,14.28%,7.19%,21.78,34.58,10.85%,0.27 (0.83%),19.89,18.47%,5.80%,-5.72%,1.22,0.31 (0.95%),1.95,0.20%,39.86%,49.68%,0.64,"May 17, 2024",3.31,95.74%,15.14%,55.50,1.47%,2.06%,2400,0.33,8.34%,8.11%,2.25,35.29,Yes / Yes,0.33,52.74%,45.61%,0.72,32.53,1.18%,12.10%,0.46%,Apr 23 AMC,785.98K,32.60,1.42%,1.55%,9.24%,"

","568,273",0.22%,ZWS
Zuora Inc,Technology,Software - Infrastructure,USA,NYSE,RUT,-,-0.49,7.65%,137.79M,0.88%,1.50B,19.83,0.52,-8.79%,134.90M,10.92%,-68.19M,-,0.07,74.69%,5.00%,26.20%,431.66M,3.47,23.64%,-0.37%,3.91,26.35%,0.92,11.21,26.84%,-9.14%,6.74M,19.86%,3.52,2.91,-,-59.08%,7.05,12.12,9.15%,-,-,9.40%,-12.86%,-15.34%,1.73,-,2.37,12.97%,66.48%,45.53%,0.31,-,2.37,47.34%,-13.09%,58.82,2.29%,2.92%,1618,3.02,8.98%,-15.80%,1.67,11.50,Yes / Yes,2.97,39.06%,-,0.54,10.42,-0.10%,140.00%,7.40%,May 22 AMC,1.73M,10.26,1.22%,9.46%,16.06%,"

","924,818",-1.54%,ZUO
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,33.61,5.19,0.08%,458.37M,3.86%,79.57B,27.28,6.39,-9.57%,455.94M,19.04%,2.39B,3.53,1.50,95.96%,1.13%,-6.52%,8.73B,9.11,8.50%,0.02%,1.40,-1.22%,11.07,15.75,10.77%,17.02%,5.17M,-2.97%,4.33,40.29,9.53%,50.06%,144.80,201.92,-11.64%,1.73 (0.99%),45.47,11.57%,20.26%,-13.63%,0.89,1.61 (0.93%),1.94,8.05%,68.34%,20.44%,4.20,"Apr 18, 2024",3.33,17.17%,35.97%,65.20,1.49%,2.59%,14100,1.34,7.91%,27.38%,1.37,215.55,Yes / Yes,1.33,9.89%,30.71%,0.58,174.06,1.70%,2.54%,9.50%,May 02 BMO,3.69M,174.39,6.86%,5.74%,-2.49%,"

","2,138,297",0.19%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,17.18,1.43,0.60%,606.77M,12.82%,14.75B,12.44,1.97,0.00%,596.95M,23.17%,1.19B,1.28,0.43,39.20%,3.03%,30.29%,5.52B,2.67,14.42%,3.70%,3.70,2.16%,9.92,2.48,17.61%,9.82%,18.07M,-15.43%,4.58,5.36,13.46%,15.03%,15.90,30.05,15.41%,0.70 (2.86%),-,13.37%,13.12%,-18.27%,-0.06,0.62 (2.52%),1.11,15.78%,31.20%,54.51%,0.78,"Apr 09, 2024",1.15,7.93%,24.81%,73.61,3.85%,2.59%,23554,0.27,3.63%,21.49%,1.14,28.99,Yes / Yes,0.13,-18.31%,0.00%,0.76,24.59,5.91%,-23.59%,4.72%,May 15 AMC,4.89M,24.56,14.80%,16.56%,12.84%,"

","3,728,120",-0.12%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.94,40.03%,147.17M,3.20%,27.06B,55.05,3.28,-0.39%,89.87M,6.73%,-138.67M,-,0.65,47.76%,4.70%,-27.48%,1.90B,14.28,54.82%,5.60%,1.85,-3.00%,6.40,28.21,18.38%,-3.98%,4.23M,45.69%,16.41,11.00,38.21%,-18.64%,118.16,259.61,-18.49%,-,54.05,-17.41%,-6.46%,-30.43%,0.85,-,1.90,53.60%,77.40%,52.84%,4.96,-,1.90,58.51%,-9.70%,52.34,1.87%,2.82%,5962,1.29,40.62%,-7.32%,1.48,256.87,Yes / Yes,1.24,51.94%,-,0.53,178.86,3.42%,30.99%,35.45%,May 30 AMC,2.28M,180.60,2.65%,-1.74%,-4.14%,"

","1,200,981",0.97%,ZS
Zentalis Pharmaceuticals Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-3.36,12.23%,70.77M,0.34%,837.21M,-,-3.71,-0.37%,62.33M,-9.03%,-218.90M,-,-0.86,113.62%,28.08%,-14.69%,40.56M,20.64,37.74%,-0.93%,22.06,5.08%,6.46,1.82,-33.39%,-41.82%,17.50M,-55.83%,6.89,1.71,-,-51.86%,9.56,31.46,-22.18%,-,-,-50.05%,-43.66%,-62.52%,1.83,-,9.19,-20.00%,96.66%,23.33%,0.90,-,9.19,21.74%,-527.00%,43.54,6.63%,7.47%,168,0.10,-,-539.70%,1.40,32.44,Yes / Yes,0.09,113.26%,-,0.54,12.07,170.40%,118.25%,-,May 07 BMO,793.45K,11.79,-0.48%,-11.37%,-26.69%,"

","430,070",-2.32%,ZNTL
Zoom Video Communications Inc,Technology,Software - Application,USA,NASD,-,31.20,2.05,23.80%,260.90M,1.55%,19.90B,12.78,5.01,-0.37%,236.54M,7.80%,637.46M,20.80,1.24,59.64%,5.39%,4.52%,4.53B,4.39,-5.89%,-0.54%,3.72,1.09%,26.07,2.46,2.26%,7.06%,12.76M,-7.82%,22.45,2.85,1.50%,8.96%,58.87,75.90,-10.87%,-,13.52,-,7.90%,-15.57%,-0.00,-,4.38,95.81%,74.72%,8.87%,1.31,-,4.38,516.13%,11.60%,58.36,1.63%,2.07%,7420,0.01,3.06%,14.08%,2.63,78.03,Yes / Yes,0.01,368.46%,0.00%,1.74,64.16,1.35%,13.52%,2.56%,May 20 AMC,3.43M,64.09,3.09%,0.83%,-3.12%,"

","5,975,161",-0.11%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-3.50,0.54%,98.72M,-3.16%,2.06B,-,-1.31,-11.16%,98.19M,48.12%,-338.95M,-,-0.78,47.45%,4.44%,8.32%,291.07M,7.07,13.82%,-1.98%,6.84,-21.06%,7.83,2.66,55.97%,-31.41%,4.36M,-33.78%,7.61,2.74,-,-38.44%,13.48,37.92,-23.75%,-,-,-16.93%,-44.04%,-45.04%,1.18,-,4.43,2095.12%,62.86%,54.60%,1.17,-,4.63,18.13%,-129.65%,63.97,4.55%,4.87%,2175,0.08,25.94%,-116.45%,1.15,51.82,Yes / Yes,0.01,-7.51%,-,1.29,19.40,15.83%,40.53%,38.78%,May 08 AMC,637.80K,20.84,18.21%,23.01%,-8.67%,"

","825,820",7.42%,ZLAB
ZKH Group Ltd ADR,Consumer Cyclical,Internet Retail,China,NYSE,-,-,-0.85,8.87%,127.44M,-9.91%,1.40B,12.06,0.91,0.00%,116.14M,-9.54%,-136.80M,-,-0.06,0.52%,0.07%,-38.44%,1.23B,1.14,263.57%,-,1.82,-,2.82,3.90,539.46%,-4.29%,0.09M,-,2.35,4.68,-,-9.63%,11.00,21.91,-32.56%,-,-,-,-28.89%,-49.80%,-,-,1.56,26.18%,16.66%,0.00%,1.08,-,1.73,26.52%,-4.62%,35.53,7.79%,8.28%,3476,0.26,-0.20%,-11.13%,1.00,21.38,No / Yes,0.05,63.33%,-,0.54,11.37,-,-,6.47%,May 21 BMO,47.24K,11.00,-9.41%,-26.23%,-32.31%,"

","25,707",-3.25%,ZKH
ZipRecruiter Inc,Industrials,Staffing & Employment Services,USA,NYSE,RUT,28.46,0.36,30.21%,76.17M,3.06%,1.00B,351.65,0.03,-0.73%,69.31M,-3.90%,37.58M,2.76,-0.07,51.03%,4.43%,-28.85%,584.21M,1.72,-145.11%,-1.82%,5.50,-17.27%,0.13,79.34,113.86%,5.70%,3.07M,-36.73%,5.17,1.96,10.30%,855.40%,9.07,19.29,-27.27%,-,10.22,-,6.67%,-47.59%,1.21,-,6.58,17.01%,89.88%,11.40%,0.39,-,6.58,-27.43%,12.87%,43.16,2.37%,3.73%,1000,43.95,-32.16%,6.43%,2.38,12.90,Yes / Yes,43.55,-244.08%,0.00%,0.97,9.89,1.01%,-17.03%,-33.48%,May 09 AMC,558.48K,10.11,-1.99%,-7.88%,-22.04%,"

","540,565",2.22%,ZIP
