Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker
Zymeworks BC Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-0.98,3.44%,74.85M,2.27%,1.43B,-,-0.87,2.17%,73.13M,11.51%,1.17B,-,-0.29,102.27%,9.64%,50.64%,-73.68M,11.64,47.33%,0.37%,10.88,47.00%,122.87M,4.26,-2.26%,-15.95%,7.05M,29.03%,4.44,5.08,5.70%,-19.89%,19.98 -5.46%,36.19%,3.72,-,26.71% 15.81%,-21.07%,9.03 109.19%,206.16%,-,-,41.95% 20.90%,89.52%,3.91%,4.30%,-54.28%,-,9.51,35.69%,-67.32%,0.74,-,-,7.69,95.94%,-59.96%,63.88,1.18,- -,7.69,106.06%,3.97%,1.48,25.70,-,0.06,153.21%,12.92%,0.80,19.08,286,0.05,Nov 06 AMC,36.78%,647.70K,18.89,"Apr 28, 2017",Yes / Yes,106.22% 182.52%,"

","518,821",-1.02%,ZYME
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,41.87,1.12,11.53%,167.47M,0.90%,7.87B,28.69,1.64,-1.73%,148.06M,0.43%,8.17B,3.55,0.33,91.36%,3.81%,5.59%,192.30M,4.74,16.51%,-0.52%,5.69,35.33%,1.66B,4.95,9.93%,6.93%,5.65M,26.11%,9.50,30.27,11.79%,11.76%,50.03 -5.98%,31.03%,1.55,27.28,32.18% -7.41%,9.03%,27.74 69.57%,109.81%,0.37 (0.79%),22.36,19.81% -5.41%,41.36%,3.76%,2.46%,197.45%,0.36 (0.77%),4.92,42.07%,16.69%,1.24,411.57%,"Nov 20, 2025",1.83,6.88%,11.59%,53.19,2.44,3.23% 0.62%,2.78,44.39%,1.01%,1.14,49.57,35.98%,0.35,11.07%,1.10%,1.11,47.11,2500,0.34,Oct 28 AMC,20.49%,991.87K,47.04,"Mar 29, 2012",Yes / Yes,8.64% 2.88%,"

","1,100,771",-0.15%,ZWS
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,24.84,5.81,0.18%,443.95M,-2.16%,63.97B,20.91,6.90,-0.08%,442.38M,-1.41%,69.33B,2.92,1.62,97.55%,1.97%,-1.21%,2.61B,6.82,7.24%,1.08%,2.99,-8.67%,9.38B,12.88,8.75%,18.24%,8.73M,-11.40%,11.21,44.58,8.51%,52.54%,183.11 -21.17%,-21.01%,3.24,28.83,8.55% 11.91%,25.07%,139.34 3.60%,-4.49%,1.99 (1.38%),17.31,5.98% 8.14%,70.03%,1.71%,1.75%,-11.15%,2.43 (1.68%),7.39,13.72%,37.51%,2.57,240.85%,"Oct 31, 2025",1.04,5.27%,27.83%,46.63,1.57,18.93% 21.14%,1.76,17.78%,0.04%,0.90,192.93,32.86%,1.36,4.19%,-1.75%,1.37,144.09,13800,1.09,Nov 04 BMO,-7.77%,2.92M,144.35,"Feb 01, 2013",Yes / Yes,8.60% 2.10%,"

","3,991,947",0.18%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,12.87,1.46,0.00%,593.65M,-2.79%,11.17B,11.12,1.69,-,593.65M,-0.90%,10.19B,1.66,0.35,14.62%,3.02%,-4.56%,1.21B,1.74,-1.15%,-8.53%,10.09,-0.42%,6.42B,1.68,13.47%,9.38%,17.93M,-3.73%,11.20,3.02,7.74%,13.98%,23.48 -19.85%,-19.64%,6.24,-,18.24% 8.45%,13.37%,16.34 15.18%,5.80%,0.62 (3.32%),5.53,9.28% 13.97%,27.49%,2.19%,2.11%,-34.99%,0.65 (3.45%),1.59,2.41%,21.97%,0.43,-,"Sep 30, 2025",1.19,14.40%,18.81%,46.36,1.44,- -,1.21,-25.19%,-0.69%,-0.19,23.25,45.76%,0.29,10.45%,-0.51%,0.93,18.59,24471,0.01,Nov 19 AMC,-0.62%,1.78M,18.82,"Oct 27, 2016",Yes / Yes,-17.31% -2.87%,"

","1,660,857",1.24%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.27,37.21%,158.30M,3.05%,53.23B,76.51,4.40,-0.57%,99.39M,10.10%,51.46B,-,0.86,54.11%,5.40%,19.26%,-41.48M,19.91,11.40%,-1.29%,3.52,44.33%,2.67B,29.59,20.28%,-0.75%,5.37M,86.39%,11.37,14.90,18.11%,-2.70%,333.27 0.90%,80.04%,22.57,73.25,54.06% 21.31%,-1.17%,164.78 104.07%,118.68%,-,33631.37,34.81% 44.03%,76.82%,2.24%,2.90%,126.23%,-,19.25,31.04%,-4.48%,9.11,-,-,1.94,23.31%,-1.55%,68.92,1.63,- -,1.94,-14.36%,7.09%,1.06,327.63,-,1.00,21.31%,13.25%,0.71,331.14,7923,0.97,Sep 02 AMC,31.11%,1.53M,336.27,"Mar 16, 2018",Yes / Yes,11.25% 1.74%,"

","1,087,230",1.55%,ZS
Zoom Communications Inc,Technology,Software - Application,USA,NASD,-,22.73,3.80,11.18%,267.28M,1.30%,25.82B,14.56,5.93,-0.99%,265.82M,6.57%,18.09B,5.45,1.44,64.85%,2.05%,20.33%,1.19B,5.43,5.55%,0.36%,1.73,10.29%,4.75B,2.89,1.35%,11.03%,5.44M,5.72%,29.82,3.32,4.17%,13.60%,92.80 -7.03%,15.38%,26.02,13.99,-10.66% 106.45%,13.23%,64.41 33.95%,4.44%,-,15.37,4.40% 49.60%,76.38%,3.01%,2.57%,-83.99%,-,3.81,36.57%,20.43%,2.24,-,-,4.36,3.63%,24.99%,60.79,2.26,- -,4.36,66.82%,4.84%,0.79,92.80,0.00%,0.01,4.71%,4.18%,0.95,87.23,7412,0.00,Nov 24 AMC,9.66%,3.14M,86.28,"Apr 18, 2019",Yes / Yes,11.14% 1.58%,"

","2,993,211",-1.09%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-2.05,2.04%,109.91M,1.56%,2.98B,93.52,0.29,-17.87%,109.00M,-20.74%,2.34B,-,-0.29,36.89%,4.41%,-32.30%,-212.37M,6.96,46.01%,-4.04%,6.80,-13.57%,427.80M,3.71,120.38%,-19.74%,4.81M,2.14%,7.20,3.58,-,-28.39%,44.34 -39.67%,-13.26%,7.48,-,30.02% -3.16%,-26.45%,23.82 12.30%,4.05%,-,-,40.31% 98.33%,62.39%,3.13%,3.89%,-69.77%,-,5.46,33.47%,-57.71%,1.20,-,-,2.93,32.38%,-49.64%,37.50,1.27,- -,3.12,54.50%,-6.71%,1.07,52.90,-,0.24,9.81%,-13.55%,1.02,26.13,1869,0.01,Nov 06 BMO,-18.27%,707.28K,26.75,"Sep 20, 2017",Yes / Yes,-3.27% -11.98%,"

","724,332",2.37%,ZLAB
ZEEKR Intelligent Technology Holding Ltd. ADR,Consumer Cyclical,Auto Manufacturers,China,NYSE,-,-,-1.84,-,253.10M,-4.13%,7.13B,13.46,2.07,-,-,-6.92%,10.62B,-,-0.23,4.28%,-,-1.73%,-462.32M,0.57,56.19%,0.03%,0.93,26.19%,12.55B,-,222.69%,-7.04%,0.52M,-1.87%,-13.26,5.01,-,-,33.32 -16.41%,5.61%,5.56,-,5.46% -,-,17.91 55.50%,-,-,-,118.43% 118.66%,18.90%,1.46%,2.21%,-,-,0.85,62.51%,-4.64%,0.78,-,-,0.49,39.14%,-3.68%,38.75,1.00,- -,0.59,82.59%,-4.82%,0.06,35.52,-,-,37.06%,-5.24%,0.45,28.53,17439,-,Nov 17 BMO,2.94%,555.50K,27.85,"May 10, 2024",Yes / Yes,72.37% -0.14%,"

","247,522",-2.38%,ZK
Zions Bancorporation N.A,Financial,Banks - Regional,USA,NASD,-,9.26,5.59,1.54%,147.64M,-2.04%,7.64B,8.53,6.07,-0.12%,145.36M,-9.06%,-,1.04,1.56,79.32%,4.79%,-1.33%,826.00M,1.55,17.55%,0.31%,3.73,11.33%,4.95B,1.12,4.25%,0.96%,6.96M,-4.57%,46.05,-,8.89%,12.75%,63.22 -18.11%,-2.19%,-,9.54,-9.99% 3.54%,9.91%,39.32 31.66%,2.76%,1.75 (3.39%),-,19.10% 8.98%,-,2.52%,3.62%,66.57%,1.74 (3.36%),-,27.77%,22.37%,1.75,81.71%,"Nov 13, 2025",-,0.12%,16.70%,43.75,2.77,4.85% 5.34%,0.14,7.81%,-1.79%,0.95,61.82,33.52%,0.76,-2.03%,-6.69%,0.58,52.11,9406,0.21,Oct 20 AMC,-0.71%,1.87M,51.77,"Mar 17, 1980",Yes / Yes,1.27% 2.13%,"

","1,085,684",-0.65%,ZION
Zim Integrated Shipping Services Ltd,Industrials,Marine Shipping,Israel,NYSE,-,0.92,16.63,1.18%,120.46M,6.76%,1.85B,-,-3.41,0.00%,119.04M,10.14%,5.99B,-,0.84,54.33%,19.85%,-3.71%,2.00B,0.22,-83.48%,4.24%,4.80,2.00%,8.58B,0.47,-215.75%,19.27%,23.62M,-28.64%,32.35,1.04,-,59.06%,29.00 -47.17%,-26.60%,14.72,0.57,-23.79% -,23.31%,11.03 38.83%,-31.61%,1.04 (6.82%),1.62,-7.73% 20.63%,32.33%,3.56%,3.87%,-,6.78 (44.26%),0.70,202.12%,28.74%,0.57,-,"Sep 02, 2025",1.11,43.57%,23.37%,64.46,3.78,16.67% -,1.20,-93.86%,10.52%,1.66,13.38,22.25%,1.52,-15.36%,10.07%,0.75,15.38,6700,1.21,Nov 20 BMO,-4.49%,4.93M,15.32,"Jan 28, 2021",Yes / Yes,-76.51% -5.63%,"

","3,675,231",-0.39%,ZIM
