Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,47.51,0.77,16.05%,172.26M,2.09%,6.27B,27.85,1.32,-15.04%,143.50M,23.49%,135.60M,3.10,0.32,84.04%,3.61%,28.24%,1.54B,4.07,24.36%,-1.29%,3.61,14.69%,9.32,3.94,9.22%,4.67%,5.18M,35.59%,0.95,38.55,15.32%,8.04%,25.09,36.64,24.75%,0.26 (0.72%),22.25,18.47%,6.37%,0.14%,1.16,0.32 (0.87%),1.75,0.20%,40.45%,46.23%,0.80,"Aug 20, 2024",2.83,183.51%,15.70%,72.66,1.97%,2.35%,2400,0.34,0.50%,8.80%,2.25,36.29,Yes / Yes,0.33,34.01%,45.61%,0.76,36.38,0.70%,5.16%,2.18%,Jul 30 AMC,1.44M,36.69,6.64%,12.98%,17.05%,"

","1,092,442",0.85%,ZWS
Zuora Inc,Technology,Software - Infrastructure,USA,NYSE,RUT,-,-0.33,7.91%,151.47M,-0.93%,1.29B,14.72,0.58,-8.78%,139.49M,-0.35%,-47.27M,-,0.11,75.76%,4.18%,-2.40%,445.68M,2.90,70.30%,5.22%,4.62,1.07%,1.27,6.74,3.20%,-6.17%,5.83M,7.42%,3.59,2.38,15.00%,-31.02%,7.05,10.85,-9.15%,-,-,9.40%,-7.99%,-21.29%,1.72,-,2.71,12.97%,68.16%,21.13%,0.26,-,2.71,60.38%,-6.31%,46.18,3.02%,2.70%,1618,2.12,7.33%,-10.61%,2.00,11.83,Yes / Yes,2.08,70.33%,-,0.65,8.61,2.46%,98.33%,6.80%,Aug 21 AMC,1.26M,8.54,-1.11%,-1.74%,-5.81%,"

","818,156",-0.81%,ZUO
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,36.67,5.11,0.09%,458.37M,-4.15%,84.85B,29.00,6.46,-0.23%,452.65M,-1.03%,2.34B,3.79,1.46,95.75%,1.11%,7.48%,8.91B,9.52,9.51%,-0.06%,2.71,13.03%,10.94,17.11,10.84%,16.79%,5.04M,8.88%,3.47,53.91,9.68%,48.88%,144.80,201.92,-5.11%,1.70 (0.91%),40.35,11.57%,20.02%,-7.25%,0.89,1.67 (0.89%),2.09,8.05%,68.32%,29.34%,3.58,"Jul 18, 2024",3.45,7.38%,36.05%,41.59,1.76%,1.93%,14100,1.36,8.43%,26.29%,1.53,222.33,Yes / Yes,1.36,-5.60%,30.71%,0.99,190.03,2.10%,5.04%,8.30%,Aug 06 BMO,1.86M,187.28,-2.94%,0.03%,3.93%,"

","1,846,234",-1.45%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,18.92,1.42,0.86%,606.77M,8.11%,16.02B,13.12,2.04,0.00%,592.88M,24.15%,1.19B,1.46,0.40,34.58%,2.23%,31.53%,5.61B,2.85,13.76%,-6.10%,4.68,29.12%,10.31,2.60,18.82%,9.95%,13.24M,12.14%,4.71,5.69,13.00%,14.81%,15.90,27.50,25.85%,0.69 (2.59%),-,13.37%,12.68%,-2.62%,-0.10,0.97 (3.62%),1.22,15.78%,31.13%,68.48%,0.90,"Sep 10, 2024",1.26,-0.18%,24.65%,73.01,3.37%,2.71%,23554,0.30,3.60%,21.14%,1.31,29.82,Yes / Yes,0.12,-3.11%,40.76%,1.24,26.99,0.90%,2.93%,6.28%,Aug 21 BMO,2.83M,26.78,14.84%,25.13%,29.43%,"

","3,492,720",-0.78%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.39,38.65%,152.49M,0.70%,26.25B,49.29,3.49,-0.14%,93.56M,9.79%,-57.71M,-,0.63,47.12%,5.54%,-12.78%,2.17B,12.11,-10.59%,-1.13%,2.85,-6.30%,8.36,20.60,22.45%,-1.39%,5.19M,12.28%,15.80,10.89,18.50%,-5.77%,149.62,259.61,-22.31%,-,44.87,-10.72%,-4.38%,-33.70%,0.82,-,1.04,48.57%,77.87%,15.04%,5.37,-,1.04,72.20%,-5.71%,48.54,2.73%,2.75%,7348,0.97,34.07%,-2.66%,1.72,214.17,Yes / Yes,0.04,53.13%,-,1.12,173.93,4.48%,24.95%,30.30%,Sep 03 AMC,1.82M,172.13,1.73%,-2.80%,-11.75%,"

","2,038,189",-1.03%,ZS
Zentalis Pharmaceuticals Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-2.75,13.67%,70.77M,-15.49%,221.15M,-,-3.57,-0.15%,61.38M,5.07%,-194.65M,-,-0.91,100.02%,19.06%,-26.48%,40.56M,5.45,32.96%,-14.00%,6.51,-78.73%,5.38,0.58,-19.17%,-34.97%,11.70M,-84.55%,6.00,0.52,-,-42.98%,2.83,21.34,-79.47%,-,-,-50.05%,-45.92%,-85.43%,1.71,-,6.59,-20.00%,96.71%,9.89%,0.33,-,6.59,42.78%,-543.77%,39.16,7.62%,9.25%,168,0.12,-,-479.92%,2.11,11.00,Yes / Yes,0.11,32.87%,-,0.40,3.37,-,-47.48%,-,Aug 09 BMO,1.80M,3.11,-14.69%,-10.40%,-67.38%,"

","720,666",-7.72%,ZNTL
Zoom Video Communications Inc,Technology,Software - Application,USA,NASD,-,24.42,2.79,15.03%,307.79M,-2.27%,20.98B,12.86,5.30,-0.66%,261.54M,1.46%,875.37M,4.07,1.31,59.37%,3.53%,19.83%,4.59B,4.57,2.33%,0.21%,2.86,8.17%,27.68,2.46,-0.61%,9.01%,9.23M,5.64%,24.46,2.79,6.00%,11.27%,55.06,74.77,-5.21%,-,12.19,-,10.22%,-8.84%,-0.04,-,4.45,95.81%,74.59%,23.79%,1.41,-,4.45,508.08%,17.80%,53.79,1.77%,1.84%,7420,0.01,2.76%,19.08%,2.54,74.78,Yes / Yes,0.00,17.25%,0.00%,0.65,68.66,1.20%,14.44%,2.09%,Aug 21 AMC,3.23M,68.16,0.43%,5.74%,6.60%,"

","2,110,631",-0.73%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-3.07,0.59%,99.12M,9.15%,2.61B,-,-1.80,-11.45%,98.53M,32.75%,-298.33M,-,-0.76,42.60%,5.50%,58.54%,322.71M,8.09,13.61%,10.57%,8.55,70.11%,7.18,3.67,39.88%,-28.50%,5.42M,13.87%,7.37,3.58,-,-36.46%,13.48,31.22,-3.59%,-,-,-16.93%,-42.02%,-15.60%,1.06,-,3.29,2095.12%,62.95%,95.47%,1.26,-,3.46,24.90%,-109.67%,71.80,5.59%,4.99%,2175,0.12,28.16%,-92.44%,1.13,47.54,Yes / Yes,0.01,34.35%,-,1.17,26.36,7.45%,-15.75%,45.95%,Aug 06 AMC,633.15K,26.35,18.96%,33.69%,34.42%,"

","739,802",-0.04%,ZLAB
ZKH Group Ltd ADR,Consumer Cyclical,Internet Retail,China,NYSE,-,-,-0.36,8.84%,127.44M,-8.67%,430.99M,17.09,0.20,0.00%,116.59M,12.33%,-57.85M,-,-0.00,17.19%,0.01%,-8.67%,1.22B,0.35,28.19%,91.15%,0.09,-79.44%,2.73,1.24,405.88%,-4.29%,0.01M,-,2.20,1.53,-,-9.63%,2.62,21.91,-79.34%,-,-,-,-12.58%,-84.62%,-,-,1.61,26.18%,17.21%,28.63%,0.29,-,1.80,69.95%,-3.73%,52.63,10.13%,8.20%,3476,0.26,-1.34%,-4.74%,1.00,4.55,No / Yes,0.04,88.56%,-,1.66,3.71,-2.36%,-133.33%,5.18%,Aug 22 BMO,89.92K,3.37,6.33%,8.41%,-68.31%,"

","149,573",-9.16%,ZKH
ZipRecruiter Inc,Industrials,Staffing & Employment Services,USA,NYSE,RUT,33.25,0.29,36.09%,76.17M,0.42%,947.70M,-,-0.19,-0.48%,63.49M,4.72%,30.22M,-,-0.10,51.88%,5.66%,11.45%,537.45M,1.76,-146.24%,2.75%,6.85,-16.39%,0.25,38.73,11.02%,4.65%,3.59M,-19.49%,5.27,1.81,-,855.40%,7.21,15.35,-31.37%,-,10.91,-,5.26%,-37.85%,1.19,-,7.44,17.01%,89.51%,32.32%,0.40,-,7.44,-44.78%,11.55%,53.52,3.51%,4.53%,1000,22.71,-32.11%,5.62%,2.62,9.10,Yes / Yes,22.52,-50.07%,0.00%,0.51,9.62,5.30%,190.25%,-27.44%,Aug 07 AMC,524.20K,9.54,0.43%,5.33%,-12.46%,"

","267,138",-0.83%,ZIP
Zions Bancorporation N.A,Financial,Banks - Regional,USA,NASD,-,11.43,4.15,1.60%,148.15M,0.47%,7.01B,10.12,4.69,-5.38%,145.34M,5.35%,612.00M,3.13,1.18,77.97%,4.33%,8.04%,4.84B,1.45,5.04%,1.50%,3.78,10.35%,37.82,1.25,2.60%,0.74%,6.29M,42.04%,-,-,3.66%,11.50%,28.90,53.32,8.14%,1.65 (3.48%),8.07,1.26%,9.05%,-11.03%,1.07,1.64 (3.46%),-,9.97%,-,64.15%,1.38,"Aug 15, 2024",0.14,-27.00%,17.41%,53.18,3.00%,2.63%,9679,1.06,17.89%,12.64%,2.92,51.58,Yes / Yes,0.12,14.99%,37.74%,0.50,47.86,1.89%,17.01%,7.64%,Oct 21 AMC,1.66M,47.44,1.97%,0.36%,8.54%,"

","827,568",-0.88%,ZION
Zim Integrated Shipping Services Ltd,Industrials,Marine Shipping,Israel,NYSE,-,-,-16.31,17.56%,120.29M,-26.81%,2.26B,-,-0.08,0.00%,99.22M,16.07%,-1959.40M,-,5.82,40.82%,16.03%,-3.20%,5.97B,0.38,149.82%,43.12%,2.76,71.35%,24.00,0.78,-100.67%,-19.22%,15.90M,101.50%,13.20,1.42,47.44%,-50.62%,6.39,26.20,90.27%,3.97 (21.15%),2.22,-,-28.17%,-28.32%,1.82,1.16 (6.18%),0.97,29.90%,9.80%,193.90%,1.46,"Aug 29, 2024",1.04,-250.18%,5.54%,41.56,6.23%,5.34%,6460,1.94,-26.26%,-32.80%,3.71,18.21,Yes / Yes,1.41,272.24%,-,1.20,18.95,8.59%,60.51%,47.57%,Aug 19 BMO,5.76M,18.78,-9.96%,-5.09%,18.32%,"

","6,890,395",-0.90%,ZIM
