Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker
Zymeworks BC Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-0.85,3.38%,75.14M,-5.17%,1.92B,44.52,0.57,-1.83%,72.86M,-2.82%,1.69B,0.84,-0.47,99.56%,5.41%,50.41%,-63.43M,14.29,40.06%,-1.76%,3.51,94.80%,134.48M,6.03,158.93%,-14.34%,3.94M,-3.23%,4.23,7.63,53.07%,-18.46%,28.49 -10.57%,74.04%,3.34,-,26.71% 15.81%,-18.90%,9.03 182.17%,240.19%,-,-,41.95% 20.90%,90.49%,4.66%,4.21%,-48.81%,-,12.55,43.93%,-52.51%,1.20,-,-,6.94,116.21%,-47.16%,49.68,1.00,- -,6.94,34.02%,-3.13%,1.25,35.54,-,0.06,72.59%,9.21%,1.47,26.62,286,0.05,Nov 06 AMC,59.09%,1.12M,25.48,"Apr 28, 2017",Yes / Yes,11.77% -7.69%,"

","1,654,080",-4.28%,ZYME
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,41.59,1.12,11.52%,167.47M,-2.32%,7.82B,28.30,1.65,-1.75%,148.07M,-1.52%,8.11B,2.34,0.34,93.90%,3.63%,-0.23%,192.30M,4.71,17.54%,1.18%,6.66,26.19%,1.66B,4.92,9.77%,6.93%,5.38M,0.52%,9.50,30.07,12.09%,11.76%,50.03 -6.60%,25.28%,1.55,27.10,32.18% -7.41%,9.03%,27.74 68.46%,120.11%,0.37 (0.80%),22.22,19.81% -5.41%,41.36%,1.84%,1.83%,133.30%,0.38 (0.81%),4.89,42.07%,16.69%,0.92,394.59%,"Nov 20, 2025",1.83,6.88%,11.59%,45.81,2.20,3.23% 0.62%,2.78,44.39%,-0.97%,1.10,51.00,35.98%,0.35,11.07%,-0.65%,1.03,46.85,2500,0.34,Oct 28 AMC,13.10%,806.94K,46.73,"Mar 29, 2012",Yes / Yes,8.64% 2.88%,"

","828,762",-0.26%,ZWS
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,21.80,5.93,0.18%,441.46M,2.49%,57.01B,19.03,6.80,0.00%,439.89M,5.55%,62.20B,2.47,1.40,96.92%,2.47%,-11.64%,2.65B,6.07,7.07%,-1.74%,2.29,-17.62%,9.40B,10.58,7.25%,17.96%,10.88M,2.82%,12.23,27.36,7.71%,49.87%,177.40 -27.07%,-20.60%,4.73,25.45,8.55% 11.91%,20.92%,115.25 12.25%,-10.05%,1.99 (1.54%),15.45,5.98% 8.14%,70.29%,1.91%,2.23%,-20.33%,2.00 (1.55%),6.62,11.51%,37.63%,2.80,168.79%,"Jan 20, 2026",2.28,2.68%,28.21%,63.80,1.73,18.93% 21.14%,3.64,8.17%,5.57%,0.96,159.27,32.86%,1.35,0.50%,2.77%,1.08,125.92,13800,1.35,Nov 04 BMO,-12.04%,4.74M,129.37,"Feb 01, 2013",Yes / Yes,4.88% -0.41%,"

","5,125,934",2.74%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,14.55,1.49,0.00%,591.63M,2.02%,12.65B,11.97,1.81,-,582.69M,5.13%,10.92B,1.33,0.45,11.64%,3.18%,14.32%,1.23B,1.92,6.18%,-1.57%,11.26,21.15%,6.59B,1.91,11.54%,9.42%,18.53M,3.93%,11.39,3.56,9.02%,13.83%,22.01 -1.36%,11.05%,6.10,-,18.24% 8.45%,13.37%,16.34 32.86%,-16.69%,0.67 (3.08%),6.08,9.28% 13.97%,26.00%,1.26%,1.49%,-19.79%,0.65 (2.99%),1.66,3.12%,20.42%,0.40,-,"Sep 30, 2025",1.34,12.89%,18.61%,64.41,1.45,- -,1.38,7.47%,2.29%,-0.18,23.60,45.76%,0.19,11.30%,7.79%,0.84,21.46,24471,0.01,Nov 19 AMC,13.72%,1.65M,21.71,"Oct 27, 2016",Yes / Yes,23.62% 0.50%,"

","1,374,995",1.16%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.26,35.67%,159.47M,-3.37%,35.52B,49.87,4.47,-0.14%,102.58M,-8.58%,34.04B,2.70,0.89,52.53%,6.23%,-27.06%,-41.04M,12.54,16.10%,-1.59%,3.87,-29.38%,2.83B,17.92,17.29%,-0.73%,6.39M,-0.96%,12.43,10.70,18.49%,-2.41%,336.99 -33.90%,23.47%,20.83,41.92,54.06% 21.31%,-1.10%,164.78 35.19%,106.53%,-,1746.36,34.81% 44.03%,76.55%,2.14%,2.24%,11.73%,-,12.01,-8.83%,-4.14%,6.55,-,-,1.74,23.24%,-1.45%,28.27,1.51,- -,1.74,7.34%,-4.20%,1.03,325.07,-,0.93,25.50%,-18.18%,0.79,220.57,7923,0.89,Nov 25 AMC,-17.30%,1.65M,222.76,"Mar 16, 2018",Yes / Yes,12.10% 1.92%,"

","1,311,161",0.99%,ZS
Zoom Communications Inc,Technology,Software - Application,USA,NASD,-,16.81,5.15,10.52%,266.35M,-1.72%,25.62B,14.30,6.05,-2.42%,264.96M,1.04%,17.72B,3.35,1.49,68.73%,2.53%,6.88%,1.59B,5.33,7.73%,4.35%,2.44,12.13%,4.81B,2.77,1.40%,14.44%,6.70M,0.28%,31.27,3.22,4.27%,17.74%,91.43 -5.35%,6.03%,26.87,12.80,-10.66% 106.45%,17.11%,64.41 34.34%,32.39%,-,13.58,4.40% 49.60%,76.89%,2.75%,2.37%,-75.37%,-,3.69,72.42%,22.86%,2.24,-,-,4.36,3.85%,33.17%,50.16,2.26,- -,4.36,204.90%,-1.46%,0.90,95.58,0.00%,0.01,4.44%,1.47%,1.12,83.32,7412,0.00,Nov 24 AMC,8.47%,2.75M,86.53,"Apr 18, 2019",Yes / Yes,5.65% 1.25%,"

","3,064,425",3.85%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-1.95,2.12%,110.59M,-1.31%,2.01B,-,-1.62,-9.17%,108.86M,-8.41%,1.41B,-,-0.37,28.54%,4.87%,-46.40%,-206.71M,4.55,38.50%,-0.38%,6.28,-49.01%,441.78M,2.63,-1.02%,-19.28%,5.30M,2.55%,6.87,2.46,-,-28.96%,44.34 -59.20%,-30.93%,7.35,-,30.02% -3.16%,-26.82%,16.82 7.55%,-37.56%,-,-,40.31% 98.33%,61.31%,2.79%,3.34%,-86.12%,-,3.20,30.16%,-51.59%,0.76,-,-,2.68,23.73%,-46.79%,42.67,1.60,- -,2.87,23.67%,0.92%,0.88,41.03,-,0.29,12.75%,-12.59%,1.19,17.33,1869,0.01,Nov 06 BMO,-40.32%,843.91K,18.09,"Sep 20, 2017",Yes / Yes,-14.23% -18.07%,"

","1,008,269",4.39%,ZLAB
Zions Bancorporation N.A,Financial,Banks - Regional,USA,NASD,-,10.79,5.59,1.45%,147.64M,1.34%,8.90B,9.88,6.10,-0.11%,145.50M,10.01%,-,1.08,1.56,80.77%,4.58%,5.94%,823.00M,1.80,18.00%,1.79%,3.59,9.34%,4.95B,1.31,4.47%,0.96%,6.67M,3.02%,46.05,-,9.16%,12.71%,60.77 -0.76%,11.17%,-,8.67,-9.99% 3.54%,9.59%,39.32 53.38%,25.72%,1.75 (2.91%),-,19.10% 8.98%,-,1.98%,2.10%,39.09%,1.76 (2.92%),-,27.30%,22.37%,1.22,117.10%,"Nov 13, 2025",-,0.12%,16.64%,68.92,2.62,4.85% 5.34%,0.16,7.93%,2.58%,0.84,64.27,33.52%,0.80,-2.03%,10.01%,0.87,59.25,9406,0.25,Jan 20 AMC,15.14%,1.86M,60.31,"Mar 17, 1980",Yes / Yes,1.27% 2.13%,"

","1,613,938",1.79%,ZION
Zim Integrated Shipping Services Ltd,Industrials,Marine Shipping,Israel,NYSE,-,2.51,8.32,1.18%,120.46M,-2.01%,2.52B,-,-3.24,0.00%,119.04M,5.28%,6.23B,-,-0.99,41.07%,18.28%,50.40%,1.00B,0.33,-83.93%,-8.98%,4.56,31.74%,7.59B,0.63,-213.00%,9.16%,21.76M,-1.46%,33.34,1.29,-,25.25%,23.25 -10.02%,-2.56%,16.19,1.04,-23.79% -,11.79%,11.03 89.58%,28.24%,1.18 (5.64%),2.25,-7.73% 20.63%,23.74%,4.14%,4.26%,-,4.28 (20.46%),0.82,-30.30%,19.63%,0.97,-,"Dec 01, 2025",1.22,1.63%,13.21%,58.98,4.00,16.67% -,1.30,-89.07%,2.93%,1.62,15.60,22.25%,1.41,-35.73%,16.05%,1.60,21.91,6700,1.12,Nov 20 BMO,31.07%,4.77M,20.92,"Jan 28, 2021",Yes / Yes,33.09% 2.34%,"

","7,644,505",-4.52%,ZIM
Ermenegildo Zegna N.V,Consumer Cyclical,Apparel Manufacturing,Italy,NYSE,RUT,25.70,0.41,75.38%,254.09M,-0.57%,4.26B,21.34,0.49,0.00%,62.55M,-4.50%,5.28B,1.03,-,23.98%,5.53%,0.39%,103.34M,2.05,23.66%,0.97%,5.65,15.80%,2.08B,2.55,12.19%,3.34%,3.46M,1.56%,4.09,15.81,20.79%,10.58%,11.00 -5.36%,26.03%,0.66,23.03,- -,5.45%,6.05 72.07%,1.86%,0.14 (1.37%),11.84,11.29% -,55.55%,1.64%,2.41%,-,0.14 (1.36%),2.54,-5.94%,8.97%,0.25,-,"Jul 07, 2025",0.79,-1.88%,4.97%,50.88,1.82,15.87% -,1.42,-54950.00%,-0.21%,0.75,11.46,42.68%,1.17,-,1.03%,1.03,10.43,7395,0.82,Sep 05 BMO,16.35%,611.92K,10.41,"Dec 20, 2021",Yes / Yes,73.56% 1.72%,"

","632,741",-0.19%,ZGN
Zillow Group Inc,Communication Services,Internet Content & Information,USA,NASD,-,-,-0.14,80.36%,49.63M,-5.58%,15.96B,29.85,2.20,-0.56%,47.53M,-11.05%,14.94B,1.04,0.40,17.81%,3.02%,-11.67%,-32.00M,6.43,20.29%,7.37%,2.01,-6.70%,2.48B,3.19,32.60%,-0.54%,1.43M,-3.69%,20.63,11.45,28.75%,-0.66%,90.22 -27.17%,-7.25%,5.74,57.22,39.04% 20.21%,-0.63%,56.63 16.03%,116.22%,-,74.69,1.60% -4.00%,74.87%,2.78%,3.22%,-52.50%,-,6.02,75.90%,-3.62%,2.26,148.06%,-,3.63,15.17%,-1.29%,38.53,2.03,- -,3.63,145.35%,-5.11%,2.05,87.73,-,0.07,16.35%,-6.20%,0.89,65.61,6856,0.02,Oct 30 AMC,-8.31%,715.40K,65.71,"Jul 20, 2011",Yes / Yes,2.90% 0.76%,"

","637,799",0.15%,ZG
Zeta Global Holdings Corp,Technology,Software - Infrastructure,USA,NYSE,RUT,-,-0.12,17.20%,214.16M,4.69%,5.33B,22.21,0.98,-0.03%,203.67M,17.77%,5.14B,0.81,0.24,74.22%,11.24%,12.11%,-22.81M,4.35,13.24%,10.52%,3.18,45.73%,1.22B,7.48,47.11%,-2.26%,22.88M,6.49%,2.90,13.84,27.56%,-3.92%,26.60 -18.53%,20.46%,1.57,33.39,33.87% -5.22%,-2.57%,10.69 102.71%,175.00%,-,66.94,29.95% 26.86%,55.19%,5.53%,4.60%,-,-,4.20,85.20%,0.63%,1.02,-,-,3.01,35.87%,-1.86%,65.89,1.43,- -,3.01,82.38%,12.99%,1.27,29.67,-,0.29,25.67%,16.39%,1.75,19.91,2191,0.29,Nov 04 AMC,30.27%,7.19M,21.67,"Jun 10, 2021",Yes / Yes,9.85% 2.77%,"

","12,549,592",8.84%,ZETA
Ziff Davis Inc,Communication Services,Advertising Agencies,USA,NASD,RUT,13.68,2.47,3.74%,39.99M,-5.72%,1.34B,4.56,7.41,0.09%,38.03M,-5.69%,1.70B,0.86,2.71,112.95%,11.97%,-13.91%,111.07M,0.92,3.62%,-0.68%,7.28,5.46%,1.46B,0.75,7.99%,3.22%,4.55M,-3.84%,44.98,2.65,5.28%,6.26%,56.48 -40.16%,-37.80%,12.74,5.11,-48.50% -20.26%,4.17%,28.55 18.39%,-56.26%,-,3.98,-0.35% 0.43%,70.30%,3.32%,3.31%,-60.51%,-,1.16,97.88%,13.43%,1.20,-52.08%,"May 17, 2019",1.61,5.70%,7.62%,42.37,2.25,- -,1.61,91.98%,-4.51%,1.46,43.43,0.00%,0.48,2.87%,-0.44%,1.13,33.99,3800,0.48,Nov 06 AMC,-1.45%,625.45K,33.80,"Jul 23, 1999",Yes / Yes,-1.43% -0.74%,"

","703,694",-0.56%,ZD
