Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,49.80,0.64,17.01%,172.26M,1.34%,5.46B,24.87,1.28,-2.35%,142.74M,-1.37%,112.70M,3.47,0.26,84.83%,4.07%,8.10%,1.53B,3.57,18.17%,6.00%,5.30,10.58%,9.30,3.41,11.45%,3.77%,5.81M,49.08%,0.79,39.97,14.35%,6.48%,19.29,33.95,8.02%,0.27 (0.86%),23.49,18.47%,5.28%,-6.42%,1.23,0.30 (0.94%),1.77,1.96%,38.51%,64.70%,0.67,"Feb 16, 2024",3.02,36.01%,14.25%,54.11,1.73%,1.86%,2400,0.34,19.40%,7.36%,2.25,34.86,Yes / Yes,0.33,38.11%,45.61%,0.66,31.53,1.78%,13.04%,4.85%,Feb 06 AMC,1.10M,31.77,0.59%,4.60%,11.62%,"

","725,665",0.76%,ZWS
Zuora Inc,Technology,Software - Infrastructure,USA,NYSE,RUT,-,-0.49,7.28%,143.12M,14.06%,1.35B,18.10,0.52,-9.39%,132.70M,7.42%,-68.19M,-,0.07,75.62%,3.89%,10.19%,431.66M,3.12,21.72%,-0.38%,4.23,0.11%,0.88,10.72,29.46%,-9.14%,5.16M,8.04%,3.59,2.62,-,-59.08%,7.05,12.12,0.11%,-,-,9.40%,-12.86%,-22.36%,1.89,-,2.65,12.97%,70.92%,33.48%,0.34,-,2.37,47.34%,-14.73%,64.47,3.97%,3.36%,1549,3.02,8.98%,-15.80%,1.57,11.57,Yes / Yes,2.97,39.06%,-,1.52,9.31,-0.10%,140.00%,7.40%,Feb 28 AMC,1.22M,9.41,11.12%,8.52%,2.16%,"

","1,853,184",1.07%,ZUO
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,35.77,5.07,0.09%,458.37M,-2.09%,83.03B,27.95,6.49,-10.53%,457.47M,-8.09%,2.34B,3.67,1.36,95.52%,0.82%,-1.76%,8.54B,9.72,8.90%,0.02%,1.66,-2.54%,10.90,16.63,11.98%,16.05%,3.77M,12.27%,4.46,40.68,9.73%,49.86%,151.03,201.92,-8.12%,1.74 (0.96%),51.22,11.57%,19.95%,-10.19%,0.87,1.56 (0.86%),2.00,8.05%,68.28%,20.08%,4.14,"Apr 18, 2024",3.36,12.77%,35.92%,37.46,1.91%,2.23%,14100,1.36,5.74%,27.43%,1.47,227.20,Yes / Yes,1.35,15.54%,30.71%,1.14,183.49,1.13%,-5.80%,8.48%,Feb 13 BMO,2.28M,181.35,-4.55%,-5.48%,0.33%,"

","2,598,304",-1.17%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,14.16,1.48,0.56%,609.17M,4.49%,12.54B,11.74,1.78,0.00%,595.25M,21.87%,1.23B,0.86,0.38,42.78%,2.62%,-1.69%,5.37B,2.34,31.67%,3.55%,4.32,-13.64%,9.82,2.13,16.49%,10.77%,15.59M,-17.55%,4.06,5.17,16.50%,16.18%,15.90,30.05,-1.55%,0.47 (2.26%),-,17.08%,13.74%,-30.28%,-0.05,-,1.13,18.73%,30.39%,31.80%,0.75,"Apr 05, 2023",1.17,26.78%,24.33%,69.12,3.34%,3.09%,24888,0.30,0.98%,22.98%,1.21,31.05,Yes / Yes,0.13,12.24%,0.00%,1.92,20.10,-8.49%,2.56%,-3.57%,Mar 19 AMC,3.61M,20.95,9.18%,12.60%,-9.08%,"

","6,933,984",4.23%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.94,40.83%,147.17M,-2.48%,30.16B,61.44,3.28,-0.47%,88.67M,-21.06%,-138.67M,-,0.65,48.20%,4.83%,1.23%,1.90B,15.91,53.88%,5.60%,1.78,21.93%,6.40,31.43,18.91%,-3.98%,4.28M,90.84%,16.41,12.26,38.21%,-18.64%,84.93,259.61,-9.17%,-,60.23,-17.41%,-6.46%,-22.48%,0.84,-,1.90,53.60%,77.40%,136.95%,10.82,-,1.90,58.51%,-9.70%,35.43,4.17%,4.12%,5962,1.29,40.62%,-7.32%,1.52,261.92,Yes / Yes,1.24,51.94%,-,0.96,200.74,3.42%,30.99%,35.45%,Feb 29 AMC,2.40M,201.24,-12.25%,-12.81%,11.89%,"

","2,300,210",0.25%,ZS
Zentalis Pharmaceuticals Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-4.56,10.05%,70.77M,3.68%,1.05B,-,-3.77,-0.48%,63.83M,28.57%,-292.19M,-,-0.77,109.87%,22.81%,14.08%,0.00M,-,18.03%,-0.98%,16.02,-40.74%,6.18,2.39,-2.93%,-52.39%,14.56M,-8.40%,6.81,2.17,-,-67.09%,9.56,31.46,-2.41%,-,-,-50.05%,-60.82%,-53.00%,1.73,-,7.16,-20.00%,-,54.65%,1.15,-,7.16,-0.81%,0.00%,55.88,8.39%,8.25%,168,0.10,-,-,1.40,33.56,Yes / Yes,0.10,7.17%,-,1.12,13.94,-,-5.87%,-,Feb 27 BMO,908.77K,14.78,6.77%,8.12%,-23.57%,"

","1,013,911",6.06%,ZNTL
Zoom Video Communications Inc,Technology,Software - Application,USA,NASD,-,34.02,2.05,24.32%,260.90M,5.10%,21.49B,15.14,4.62,-0.49%,232.76M,6.36%,637.46M,22.68,1.20,58.86%,5.08%,-4.35%,4.53B,4.75,-15.87%,-0.54%,3.00,-2.65%,26.07,2.68,5.30%,7.06%,11.84M,4.11%,22.66,3.08,1.50%,8.96%,58.87,75.90,-2.82%,-,14.60,-,7.90%,-7.94%,-0.07,-,4.38,95.81%,74.72%,18.70%,1.90,-,4.38,516.13%,11.60%,60.57,2.35%,2.65%,7420,0.01,3.06%,14.08%,2.70,78.59,Yes / Yes,0.01,368.46%,0.00%,0.80,69.68,1.54%,23.91%,2.56%,Feb 26 AMC,3.95M,69.88,6.23%,4.54%,3.58%,"

","3,159,199",0.29%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-3.46,0.41%,98.72M,3.33%,1.93B,-,-1.91,-5.93%,98.31M,4.60%,-334.62M,-,-0.51,42.47%,4.13%,-28.40%,266.72M,7.23,7.74%,-2.00%,6.05,-26.18%,8.19,2.39,40.19%,-29.66%,4.06M,-40.21%,8.17,2.39,-,-36.34%,17.68,40.42,-28.50%,-,-,-16.93%,-41.61%,-51.66%,1.13,-,4.41,2095.12%,64.08%,10.49%,1.21,-,4.63,25.17%,-141.19%,44.51,4.56%,5.34%,2175,0.02,24.03%,-125.46%,1.18,53.94,Yes / Yes,0.01,-52.98%,-,0.59,20.01,-8.76%,-90.47%,5.16%,Feb 27 AMC,671.33K,19.54,-1.96%,-12.00%,-24.22%,"

","396,590",-2.35%,ZLAB
ZKH Group Ltd ADR,Consumer Cyclical,Internet Retail,China,NYSE,-,-,-0.94,9.46%,127.44M,5.41%,2.49B,-,-,0.00%,115.39M,14.81%,-151.04M,-,-,0.63%,0.01%,-,1.21B,2.06,-,-,0.25,-,-4.20,-,-,-11.59%,0.02M,-,1.79,10.88,-,-27.55%,15.00,21.91,19.56%,-,-,-,-36.87%,-11.02%,-,-,1.49,39.43%,16.54%,30.00%,1.89,-,1.67,38.67%,-5.65%,54.99,12.66%,10.82%,3956,0.27,-4.58%,-12.49%,1.00,20.69,No / Yes,0.05,59.37%,-,0.79,17.10,-,-,-8.20%,Mar 19 BMO,67.54K,19.50,3.98%,9.98%,11.78%,"

","53,674",14.04%,ZKH
ZipRecruiter Inc,Industrials,Staffing & Employment Services,USA,NYSE,RUT,26.07,0.47,30.47%,76.17M,-3.26%,1.20B,49.31,0.25,-0.82%,68.89M,-16.60%,49.10M,2.53,-0.04,51.43%,4.54%,-9.73%,645.72M,1.87,-100.67%,-1.83%,5.22,-18.93%,0.08,143.63,8138.53%,7.15%,3.13M,-19.79%,5.25,2.32,10.30%,265.50%,10.27,19.29,-12.52%,-,11.78,-,8.77%,-36.96%,1.26,-,6.57,17.01%,89.72%,18.40%,0.48,-,6.57,-9.45%,13.48%,33.47,3.30%,3.58%,1000,66.40,-28.62%,7.60%,2.38,14.17,Yes / Yes,65.87,-67.13%,0.00%,0.69,12.40,6.05%,-32.61%,-35.42%,Feb 22 AMC,598.91K,12.16,-8.13%,-12.42%,-16.08%,"

","410,255",-1.94%,ZIP
