Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker
Zymeworks BC Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-0.85,3.45%,75.14M,7.31%,1.46B,-,-0.66,2.18%,72.81M,6.25%,1.23B,-,-0.53,98.95%,10.34%,35.45%,-63.43M,10.86,37.59%,-0.08%,10.67,72.18%,134.48M,4.58,35.04%,-14.34%,7.53M,32.31%,4.23,5.80,13.64%,-18.46%,19.98 -3.05%,16.48%,3.34,-,26.71% 15.81%,-18.90%,9.03 114.51%,143.65%,-,-,41.95% 20.90%,90.49%,6.90%,4.70%,-55.46%,-,9.13,43.93%,-52.51%,0.93,-,-,6.94,116.21%,-47.16%,59.67,1.18,- -,6.94,34.02%,5.29%,1.30,26.10,-,0.06,72.59%,12.36%,2.12,19.68,286,0.05,Nov 06 AMC,38.92%,705.94K,19.37,"Apr 28, 2017",Yes / Yes,11.77% -7.69%,"

","1,496,191",-1.58%,ZYME
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,42.28,1.12,11.53%,167.47M,-1.31%,7.95B,28.98,1.64,-1.82%,148.06M,2.46%,8.25B,3.59,0.33,90.09%,3.86%,4.65%,192.30M,4.79,16.51%,-0.79%,6.16,28.82%,1.66B,5.00,9.93%,6.93%,5.71M,27.37%,9.50,30.57,11.79%,11.76%,50.03 -5.04%,21.29%,1.55,27.55,32.18% -7.41%,9.03%,27.74 71.27%,106.93%,0.37 (0.78%),22.58,19.81% -5.41%,41.36%,2.13%,2.47%,169.77%,0.36 (0.76%),4.97,42.07%,16.69%,1.16,352.65%,"Nov 20, 2025",1.83,6.88%,11.59%,53.72,2.25,3.23% 0.62%,2.78,44.39%,1.21%,1.11,49.57,35.98%,0.35,11.07%,1.50%,0.97,48.09,2500,0.34,Oct 28 AMC,20.75%,927.43K,47.51,"Mar 29, 2012",Yes / Yes,8.64% 2.88%,"

","899,610",-1.21%,ZWS
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,20.43,5.93,0.20%,441.46M,0.63%,53.43B,17.77,6.82,-0.07%,439.82M,-15.48%,58.62B,2.56,1.41,97.91%,2.52%,-20.78%,2.65B,5.69,7.12%,0.76%,3.47,-21.73%,9.40B,9.92,7.59%,17.96%,11.07M,-25.58%,12.23,25.64,7.98%,49.87%,181.85 -33.32%,-31.43%,4.73,23.85,8.55% 11.91%,20.92%,117.26 3.40%,-12.05%,1.99 (1.64%),14.56,5.98% 8.14%,70.29%,2.22%,2.11%,-29.05%,2.00 (1.65%),6.24,11.51%,37.63%,3.64,160.47%,"Oct 31, 2025",2.28,2.68%,28.21%,21.83,1.57,18.93% 21.14%,3.64,8.17%,-11.28%,0.98,172.64,32.86%,1.35,0.50%,-14.73%,1.57,120.12,13800,1.35,Nov 04 BMO,-21.70%,3.19M,121.25,"Feb 01, 2013",Yes / Yes,4.88% -0.41%,"

","5,001,793",0.94%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,13.24,1.46,0.00%,593.65M,2.49%,11.49B,11.45,1.69,-,593.65M,3.97%,10.51B,1.70,0.35,14.66%,3.13%,-2.37%,1.21B,1.79,-0.96%,-7.76%,10.88,3.20%,6.42B,1.73,13.47%,9.38%,18.55M,-0.97%,11.20,3.10,7.81%,13.98%,22.01 -12.04%,-11.80%,6.24,-,18.24% 8.45%,13.37%,16.34 18.48%,1.46%,0.62 (3.22%),5.71,9.28% 13.97%,27.49%,1.74%,1.78%,-36.16%,0.65 (3.36%),1.64,2.41%,21.97%,0.40,-,"Sep 30, 2025",1.19,14.40%,18.81%,59.15,1.48,- -,1.21,-25.19%,1.90%,-0.19,23.10,45.76%,0.29,10.45%,1.99%,0.50,19.14,24471,0.01,Nov 19 AMC,2.22%,1.70M,19.36,"Oct 27, 2016",Yes / Yes,-17.31% -2.87%,"

","860,004",1.15%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.27,37.25%,158.30M,-2.11%,50.19B,72.15,4.39,-0.57%,99.38M,5.06%,48.42B,-,0.86,54.32%,5.97%,17.01%,-41.48M,18.78,11.41%,-1.91%,4.09,29.71%,2.67B,27.90,20.27%,-0.75%,5.93M,75.76%,11.37,14.05,18.03%,-2.70%,336.99 -5.91%,62.00%,22.57,69.07,54.06% 21.31%,-1.17%,164.78 92.43%,170.18%,-,31645.88,34.81% 44.03%,76.82%,3.39%,2.79%,111.29%,-,18.11,31.04%,-4.48%,10.01,-,-,1.94,23.31%,-1.55%,50.29,1.63,- -,1.94,-14.36%,-0.89%,1.04,329.24,-,1.00,21.31%,4.30%,0.74,331.29,7923,0.97,Nov 25 AMC,21.46%,1.45M,317.08,"Mar 16, 2018",Yes / Yes,11.25% 1.74%,"

","1,075,171",-4.29%,ZS
Zoom Communications Inc,Technology,Software - Application,USA,NASD,-,22.31,3.80,11.18%,267.28M,1.35%,25.35B,14.27,5.94,-1.42%,265.83M,6.78%,17.62B,5.35,1.44,65.16%,2.54%,17.87%,1.19B,5.33,5.58%,0.99%,2.15,1.72%,4.75B,2.84,1.48%,11.03%,6.75M,3.79%,29.82,3.25,4.17%,13.60%,92.80 -8.73%,3.98%,26.02,13.74,-10.66% 106.45%,13.23%,64.41 31.50%,6.39%,-,14.97,4.40% 49.60%,76.38%,1.98%,2.36%,-82.95%,-,3.71,36.57%,20.43%,2.14,-,-,4.36,3.63%,24.99%,55.26,2.29,- -,4.36,66.82%,1.47%,0.81,93.00,0.00%,0.01,4.71%,1.91%,0.79,84.59,7412,0.00,Nov 24 AMC,7.54%,3.14M,84.70,"Apr 18, 2019",Yes / Yes,11.14% 1.58%,"

","2,478,949",0.13%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-1.95,2.04%,110.59M,-11.77%,2.43B,-,-0.15,-17.91%,108.75M,-25.58%,1.83B,-,-0.23,36.72%,4.62%,-37.36%,-206.71M,5.50,43.96%,-2.78%,6.62,-22.25%,441.78M,3.18,89.89%,-19.28%,5.02M,-16.46%,6.87,2.97,-,-28.96%,44.34 -50.65%,-28.54%,7.36,-,30.02% -3.16%,-26.82%,21.25 2.96%,-31.69%,-,-,40.31% 98.33%,61.31%,5.03%,4.01%,-75.33%,-,4.15,30.16%,-51.59%,1.22,-,-,2.68,23.73%,-46.79%,23.64,1.27,- -,2.87,23.67%,-15.10%,0.87,48.92,-,0.29,12.75%,-25.97%,1.00,22.00,1869,0.01,Nov 06 BMO,-32.92%,758.98K,21.88,"Sep 20, 2017",Yes / Yes,-14.23% -18.07%,"

","758,391",-0.55%,ZLAB
ZEEKR Intelligent Technology Holding Ltd. ADR,Consumer Cyclical,Auto Manufacturers,China,NYSE,-,-,-1.84,-,253.10M,0.87%,7.11B,13.39,2.07,-,-,-2.60%,10.59B,-,-0.23,5.03%,-,-5.97%,-462.32M,0.57,56.00%,0.02%,0.77,-3.61%,12.55B,-,222.69%,-7.04%,0.43M,-2.26%,-13.26,4.99,-,-,33.32 -16.74%,11.72%,5.56,-,5.46% -,-,17.91 54.89%,-,-,-,118.43% 118.66%,18.90%,1.35%,1.85%,-,-,0.84,62.51%,-4.64%,0.65,-,-,0.49,39.14%,-3.68%,41.28,1.00,- -,0.59,82.59%,-3.36%,0.09,35.52,-,-,37.06%,-4.86%,0.18,28.04,17439,-,Nov 17 BMO,2.28%,553.19K,27.74,"May 10, 2024",Yes / Yes,72.37% -0.14%,"

","97,466",-1.07%,ZK
Zions Bancorporation N.A,Financial,Banks - Regional,USA,NASD,-,9.38,5.59,1.56%,147.64M,1.10%,7.74B,8.64,6.07,-0.12%,145.34M,-5.10%,-,1.06,1.56,78.69%,3.75%,-2.45%,823.00M,1.57,17.62%,-0.09%,2.96,5.85%,4.95B,1.14,4.25%,0.96%,5.45M,-3.32%,46.05,-,8.89%,12.71%,63.22 -17.04%,-9.77%,-,7.54,-9.99% 3.54%,9.59%,39.32 33.39%,5.09%,1.75 (3.34%),-,19.10% 8.98%,-,2.57%,3.39%,60.99%,1.74 (3.32%),-,27.30%,22.37%,1.58,80.18%,"Nov 13, 2025",-,0.12%,16.64%,47.87,2.70,4.85% 5.34%,0.16,7.93%,1.38%,0.87,61.55,33.52%,0.80,-2.03%,-4.20%,0.71,52.67,9406,0.25,Oct 20 AMC,1.01%,1.84M,52.45,"Mar 17, 1980",Yes / Yes,1.27% 2.13%,"

","1,301,370",-0.42%,ZION
Zim Integrated Shipping Services Ltd,Industrials,Marine Shipping,Israel,NYSE,-,0.94,16.63,1.18%,120.46M,3.90%,1.89B,-,-3.41,0.00%,119.04M,16.90%,6.04B,-,0.84,54.19%,19.86%,-7.43%,2.00B,0.22,-83.48%,3.76%,5.04,-14.11%,8.58B,0.49,-215.75%,19.27%,23.65M,-26.87%,32.35,1.07,-,59.06%,29.00 -45.86%,-34.11%,14.72,0.58,-23.79% -,23.31%,11.03 42.27%,-33.73%,1.04 (6.65%),1.63,-7.73% 20.63%,32.33%,3.91%,3.72%,-,6.78 (43.18%),0.70,202.12%,28.74%,0.63,-,"Sep 02, 2025",1.11,43.57%,23.37%,62.55,3.78,16.67% -,1.20,-93.86%,8.19%,1.66,13.38,22.25%,1.52,-15.36%,11.56%,0.97,15.41,6700,1.21,Nov 20 BMO,-1.73%,4.69M,15.70,"Jan 28, 2021",Yes / Yes,-76.51% -5.63%,"

","4,551,677",1.88%,ZIM
