Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker
Zymeworks BC Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-1.50,3.58%,69.58M,6.82%,1.00B,-,-1.25,-,67.74M,16.42%,754.28M,-,-0.49,109.21%,10.22%,26.67%,-113.68M,10.72,5.82%,28.03%,14.42,1.50%,93.38M,3.08,18.16%,-23.22%,6.93M,-2.66%,4.63,3.77,-4.21%,-29.80%,17.70 -19.49%,37.68%,3.78,-,26.71% 15.81%,-33.42%,9.03 57.81%,140.30%,-,-,41.95% 20.90%,86.95%,5.52%,4.06%,-54.50%,-,8.08,15.96%,-115.26%,0.59,-,-,4.71,85.05%,-121.73%,64.81,1.57,- -,4.71,27.42%,9.07%,1.26,22.17,-,0.06,170.29%,14.89%,0.88,14.48,286,0.05,May 08 AMC,8.05%,480.42K,14.25,"Apr 28, 2017",Yes / Yes,56.11% 31.53%,"

","422,999",-1.59%,ZYME
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,38.39,0.98,11.56%,168.52M,-0.64%,6.32B,25.54,1.47,-57.96%,148.80M,6.07%,6.73B,4.94,0.36,92.68%,3.24%,26.86%,169.50M,3.99,4.98%,1.73%,5.98,0.08%,1.58B,4.09,9.40%,6.29%,4.82M,0.67%,9.19,43.66,7.78%,10.49%,41.15 -8.75%,17.16%,0.86,24.29,32.18% -7.41%,8.11%,27.74 35.36%,33.63%,0.37 (0.98%),19.14,19.81% -5.41%,41.66%,2.06%,1.92%,160.62%,0.35 (0.93%),4.26,38.39%,16.67%,0.73,220.24%,"May 20, 2025",1.72,3.22%,10.72%,57.18,2.25,3.23% 0.62%,2.87,29.71%,1.55%,1.04,38.00,35.98%,0.36,4.01%,2.81%,2.43,37.33,2500,0.35,Jul 29 AMC,3.47%,806.17K,37.55,"Mar 29, 2012",Yes / Yes,6.90% 1.36%,"

","1,955,297",0.59%,ZWS
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,26.68,5.57,0.10%,446.04M,-4.10%,66.16B,21.68,6.86,-0.65%,444.76M,-8.08%,71.19B,3.21,1.62,95.95%,2.06%,1.25%,2.52B,7.12,5.40%,0.74%,3.08,-11.11%,9.29B,14.24,9.86%,17.70%,9.15M,-8.80%,10.44,38.44,8.32%,51.85%,200.33 -25.82%,-18.76%,3.87,29.00,8.55% 11.91%,25.04%,139.70 6.37%,-11.45%,1.99 (1.34%),18.13,5.98% 8.14%,69.48%,2.02%,2.09%,7.44%,1.93 (1.30%),7.67,7.23%,37.01%,3.48,216.44%,"Jul 18, 2025",1.04,6.32%,27.12%,29.75,1.55,18.93% 21.14%,1.74,7.88%,-4.76%,0.89,198.14,32.86%,1.45,1.37%,-7.57%,1.58,150.03,13800,1.16,Aug 05 BMO,-11.21%,2.97M,148.60,"Feb 01, 2013",Yes / Yes,5.00% 1.37%,"

","4,703,495",-0.95%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,12.09,1.57,0.86%,593.65M,1.55%,11.27B,10.75,1.76,0.00%,588.53M,10.22%,10.53B,1.28,0.40,22.05%,2.20%,1.17%,1.30B,1.80,5.80%,-8.01%,5.46,3.43%,6.26B,1.77,11.95%,10.29%,12.92M,-2.92%,10.73,3.54,9.41%,15.68%,27.50 -30.98%,-6.23%,5.35,-,18.24% 8.45%,15.06%,16.34 16.16%,-26.95%,0.67 (3.55%),5.45,9.28% 13.97%,29.66%,2.19%,1.74%,-47.07%,0.70 (3.69%),1.68,10.00%,24.06%,0.51,-,"Apr 10, 2025",1.02,13.41%,20.76%,60.87,1.43,- -,1.05,38.73%,5.14%,-0.18,22.43,45.76%,0.27,8.02%,6.21%,1.30,18.33,24471,0.01,May 20 AMC,-4.15%,2.36M,18.98,"Oct 27, 2016",Yes / Yes,-15.96% -9.78%,"

","3,072,358",3.55%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.25,37.84%,155.70M,-0.35%,44.95B,79.01,3.65,-0.85%,96.78M,-6.05%,43.18B,-,0.80,54.94%,7.45%,42.32%,-38.78M,17.65,0.04%,10.30%,2.82,51.97%,2.55B,24.91,14.50%,-0.81%,7.21M,60.04%,11.59,14.96,11.75%,-2.68%,318.46 -9.34%,42.14%,19.30,65.05,41.55% -10.72%,-2.11%,153.45 88.15%,93.84%,-,-,47.68% 48.24%,77.33%,2.02%,2.73%,140.78%,-,16.95,49.20%,-4.59%,8.01,-,-,1.18,25.46%,-1.52%,43.27,1.67,- -,1.18,-121.43%,-5.05%,1.07,317.24,-,0.68,22.57%,1.55%,0.71,286.29,7348,0.02,May 29 AMC,31.61%,2.56M,288.72,"Mar 16, 2018",Yes / Yes,11.64% 1.74%,"

","1,817,925",0.85%,ZS
Zoom Communications Inc,Technology,Software - Application,USA,NASD,-,22.47,3.33,14.20%,261.11M,1.98%,22.65B,13.19,5.68,-1.20%,259.58M,-3.92%,14.90B,8.64,1.38,62.60%,2.88%,5.13%,1.05B,4.82,1.22%,0.14%,2.87,-6.74%,4.70B,2.55,1.24%,9.87%,7.49M,-8.28%,29.34,2.90,2.60%,12.19%,92.80 -19.34%,26.52%,25.82,13.30,-10.66% 106.45%,11.73%,55.06 35.94%,-25.90%,-,14.13,4.40% 49.60%,75.85%,1.42%,1.91%,-71.24%,-,3.17,24.11%,18.13%,1.47,-,-,4.48,2.98%,22.31%,39.69,2.34,- -,4.48,18.68%,-2.11%,0.68,90.58,0.00%,0.01,2.93%,-5.17%,2.49,74.60,7412,0.00,May 21 AMC,-4.43%,2.61M,74.85,"Apr 18, 2019",Yes / Yes,9.22% 0.72%,"

","6,500,054",0.34%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-2.50,1.31%,110.59M,2.57%,3.71B,52.09,0.64,-24.47%,109.14M,-9.81%,3.05B,-,-0.42,50.55%,3.71%,16.02%,-252.07M,8.87,47.82%,2.73%,4.37,36.46%,418.33M,4.49,147.50%,-23.32%,4.05M,28.18%,7.48,4.33,-,-32.05%,44.34 -24.29%,80.68%,7.75,-,30.00% -3.18%,-30.63%,16.01 109.68%,-11.73%,-,-,40.35% 98.38%,63.45%,2.98%,3.14%,-60.52%,-,7.29,28.63%,-64.09%,1.60,-,-,3.09,43.72%,-60.26%,44.39,1.36,- -,3.26,18.43%,-4.83%,1.03,54.08,-,0.24,22.19%,-2.07%,0.93,36.01,1869,0.02,Aug 07 BMO,9.36%,926.74K,33.57,"Sep 20, 2017",Yes / Yes,92.78% -5.41%,"

","858,256",-6.78%,ZLAB
ZEEKR Intelligent Technology Holding Ltd. ADR,Consumer Cyclical,Auto Manufacturers,China,NYSE,-,-,-2.84,-,253.10M,9.46%,7.61B,15.26,1.97,-,-,15.21%,11.14B,-,-0.78,3.84%,-,57.60%,-710.26M,0.66,35.31%,-2.23%,1.43,16.82%,11.52B,-,180.11%,-11.48%,0.97M,5.95%,-12.89,5.58,-,-,33.32 -9.75%,53.18%,5.39,-,5.46% -,-,13.00 131.31%,-,-,-,118.43% 118.66%,17.93%,3.43%,2.35%,-,-,0.97,37.41%,-7.36%,0.75,-,-,0.45,43.08%,-6.16%,77.18,1.00,- -,0.59,66.34%,11.53%,0.05,35.45,-,-,47.60%,10.75%,0.68,30.18,17439,-,May 15 BMO,17.21%,674.38K,30.07,"May 10, 2024",Yes / Yes,-136.23% 19.27%,"

","459,354",-0.36%,ZK
Zions Bancorporation N.A,Financial,Banks - Regional,USA,NASD,-,11.06,5.13,1.68%,147.57M,1.07%,8.38B,10.22,5.56,-1.33%,145.09M,20.14%,-,1.94,1.31,78.43%,3.96%,31.00%,756.00M,1.68,5.55%,-1.88%,4.04,-2.41%,4.98B,1.34,6.42%,0.91%,5.75M,4.70%,42.43,-,5.69%,13.06%,63.22 -10.16%,13.10%,-,8.58,-9.99% 3.54%,10.04%,39.32 44.46%,14.59%,1.74 (3.06%),-,19.10% 8.98%,-,2.64%,2.35%,72.75%,1.70 (2.99%),-,28.90%,21.03%,1.27,83.05%,"May 15, 2025",-,4.84%,15.17%,68.89,2.88,4.85% 5.34%,0.15,18.40%,5.60%,0.91,55.58,33.52%,0.74,-0.83%,12.85%,0.97,56.41,9406,0.19,Jul 21 AMC,9.07%,1.43M,56.80,"Mar 17, 1980",Yes / Yes,-4.71% -0.18%,"

","1,377,533",0.69%,ZION
Zim Integrated Shipping Services Ltd,Industrials,Marine Shipping,Israel,NYSE,-,0.79,19.53,1.18%,120.46M,-2.89%,1.86B,-,-0.90,0.00%,119.04M,-11.03%,5.44B,-,1.13,48.41%,20.82%,14.84%,2.35B,0.21,-78.73%,-8.45%,3.98,-11.59%,8.87B,0.47,-123.76%,23.04%,24.78M,-27.90%,32.86,0.81,-,72.40%,29.00 -46.62%,-12.06%,19.19,0.53,-23.79% -,27.51%,11.03 40.28%,-65.51%,1.28 (8.28%),1.37,-7.73% 20.63%,34.71%,2.27%,3.67%,-,7.62 (49.19%),0.61,192.29%,31.33%,0.63,-,"Jun 02, 2025",1.10,65.83%,26.52%,42.43,4.00,16.67% -,1.18,226.86%,-2.74%,1.68,15.44,22.25%,1.49,28.46%,-7.17%,0.64,15.40,6700,1.16,May 19 BMO,-16.40%,6.22M,15.48,"Jan 28, 2021",Yes / Yes,30.79% 9.06%,"

","3,956,162",0.52%,ZIM
Ermenegildo Zegna N.V,Consumer Cyclical,Apparel Manufacturing,Italy,NYSE,RUT,27.50,0.33,78.19%,252.58M,1.69%,3.68B,18.24,0.49,0.00%,55.08M,-0.22%,4.51B,1.42,-,11.92%,8.59%,31.49%,83.40M,1.75,17.79%,-5.34%,3.67,17.30%,2.11B,2.40,20.49%,2.78%,4.73M,9.20%,3.76,12.13,19.42%,8.89%,11.52 -21.70%,-17.63%,0.74,18.97,- -,4.94%,6.05 49.09%,-12.00%,0.15 (1.64%),10.21,11.29% -,55.89%,2.08%,2.99%,-,0.14 (1.57%),2.14,-37.52%,9.45%,0.26,-,"Jul 07, 2025",0.80,2.26%,3.96%,56.44,2.43,15.87% -,1.41,-54950.00%,1.84%,0.73,8.87,42.68%,1.13,-,3.73%,0.71,8.96,7395,0.78,Jul 30 BMO,9.74%,1.29M,9.02,"Dec 20, 2021",Yes / Yes,-2.99% -4.68%,"

","917,891",0.67%,ZGN
Zillow Group Inc,Communication Services,Internet Content & Information,USA,NASD,-,-,-0.35,79.35%,51.87M,-1.21%,18.55B,33.21,2.24,-0.13%,49.87M,12.13%,17.63B,-,0.42,17.98%,2.45%,21.13%,-81.00M,8.05,19.53%,9.41%,2.45,2.82%,2.31B,3.78,35.83%,-1.29%,1.22M,5.01%,19.70,11.55,32.14%,-1.72%,86.58 -14.07%,41.50%,6.44,59.47,39.04% 20.21%,-1.68%,40.30 84.62%,122.82%,-,150.72,1.60% -4.00%,76.44%,2.38%,2.74%,27.79%,-,7.65,49.24%,-6.94%,1.95,203.27%,-,2.46,14.96%,-3.51%,62.51,2.20,- -,2.46,131.84%,4.71%,2.07,80.12,-,0.14,13.04%,7.86%,1.54,74.48,6856,0.02,May 07 AMC,6.57%,498.12K,74.40,"Jul 20, 2011",Yes / Yes,11.72% 1.51%,"

","766,767",-0.11%,ZG
