Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,50.28,0.64,16.87%,172.26M,-2.08%,5.52B,25.12,1.28,-2.36%,142.99M,2.33%,112.70M,3.50,0.26,84.74%,4.07%,13.84%,1.53B,3.61,17.91%,5.96%,5.84,18.81%,9.30,3.45,11.65%,3.77%,5.82M,49.63%,0.79,40.36,14.35%,6.48%,19.83,34.58,9.08%,0.27 (0.85%),23.72,18.47%,5.28%,-7.23%,1.22,0.30 (0.94%),1.77,0.20%,38.51%,61.82%,0.84,"Feb 16, 2024",3.02,36.01%,14.25%,50.10,3.69%,2.28%,2400,0.34,19.40%,7.36%,2.25,35.00,Yes / Yes,0.33,38.11%,45.61%,0.41,32.38,1.78%,13.04%,4.85%,Feb 06 AMC,997.15K,32.08,-0.23%,1.62%,10.22%,"

","403,847",-0.93%,ZWS
Zuora Inc,Technology,Software - Infrastructure,USA,NYSE,RUT,-,-0.49,7.36%,137.79M,-3.95%,1.22B,16.35,0.52,-9.15%,132.70M,3.03%,-68.19M,-,0.07,75.58%,3.72%,2.78%,431.66M,2.82,21.72%,-0.37%,3.81,10.25%,0.92,9.28,29.46%,-9.14%,4.94M,-10.99%,3.59,2.37,-,-59.08%,7.05,12.12,-9.57%,-,-,9.40%,-12.86%,-29.87%,1.90,-,2.37,12.97%,66.48%,20.57%,0.32,-,2.37,47.34%,-13.09%,43.50,4.40%,3.64%,1618,3.02,8.98%,-15.80%,1.57,11.57,Yes / Yes,2.97,39.06%,-,0.67,8.55,-0.10%,140.00%,7.40%,Feb 28 AMC,1.30M,8.50,-5.15%,-3.09%,-6.00%,"

","871,141",-0.58%,ZUO
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,32.64,5.07,0.09%,458.37M,-1.77%,75.79B,25.54,6.48,-8.57%,457.47M,-10.64%,2.34B,3.35,1.35,95.53%,0.78%,-14.21%,8.54B,8.87,8.78%,0.02%,1.30,-2.82%,10.90,15.18,12.01%,16.05%,3.57M,-1.28%,4.46,37.13,9.73%,49.86%,151.03,201.92,-16.14%,1.74 (1.05%),46.75,11.57%,19.95%,-18.03%,0.85,1.56 (0.94%),2.00,8.05%,68.28%,9.59%,4.16,"Apr 18, 2024",3.36,12.77%,35.92%,33.86,2.13%,2.31%,14100,1.36,5.74%,27.43%,1.44,225.78,Yes / Yes,1.35,15.54%,30.71%,1.56,162.97,1.13%,-5.80%,8.48%,Feb 13 BMO,2.75M,165.52,-4.12%,-10.06%,-8.58%,"

","4,291,650",1.56%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,14.32,1.49,0.56%,598.62M,0.19%,12.76B,10.82,1.97,0.00%,595.25M,6.28%,1.23B,0.80,0.34,42.79%,2.81%,1.19%,5.45B,2.34,15.39%,3.47%,3.92,-11.10%,9.82,2.17,16.50%,10.37%,16.75M,-24.62%,4.82,4.42,17.80%,15.22%,15.90,30.05,0.14%,0.71 (3.33%),-,13.36%,13.00%,-29.08%,-0.05,-,1.13,15.63%,30.73%,34.07%,0.72,"Apr 09, 2024",1.34,23.33%,24.42%,55.08,2.29%,3.00%,-,0.26,3.58%,22.62%,1.08,28.87,Yes / Yes,0.13,2.31%,0.00%,0.30,21.57,-2.59%,-0.99%,5.91%,Mar 19 AMC,4.27M,21.31,0.33%,10.35%,-5.75%,"

","1,271,827",-1.21%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.94,40.89%,147.17M,-5.93%,27.28B,55.36,3.29,-0.44%,88.58M,-11.80%,-138.67M,-,0.66,45.54%,5.15%,-13.43%,1.90B,14.39,54.58%,5.60%,1.91,20.17%,6.40,28.43,18.82%,-3.98%,4.56M,61.21%,16.41,11.09,38.21%,-18.64%,84.93,259.61,-17.85%,-,54.48,-17.41%,-6.46%,-29.89%,0.82,-,1.90,53.60%,77.40%,114.31%,6.80,-,1.90,58.51%,-9.70%,26.49,2.45%,2.95%,5962,1.29,40.62%,-7.32%,1.54,261.57,Yes / Yes,1.24,51.94%,-,1.04,186.31,3.42%,30.99%,35.45%,Feb 29 AMC,2.39M,182.01,-7.21%,-17.91%,-1.04%,"

","2,489,688",-2.31%,ZS
Zentalis Pharmaceuticals Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-4.56,10.05%,70.77M,0.86%,1.09B,-,-3.77,-0.41%,63.83M,7.43%,-292.19M,-,-0.77,109.88%,26.22%,-1.79%,0.00M,-,18.03%,-0.98%,20.43,-20.66%,6.18,2.48,-2.93%,-52.39%,16.74M,-14.46%,6.81,2.25,-,-67.09%,9.56,31.46,1.12%,-,-,-50.05%,-60.82%,-51.30%,1.72,-,7.16,-20.00%,-,60.25%,1.10,-,7.16,-0.81%,0.00%,55.60,9.07%,7.35%,168,0.10,-,-,1.40,33.56,Yes / Yes,0.10,7.17%,-,0.84,15.62,-,-5.87%,-,Feb 27 BMO,819.30K,15.32,5.31%,12.76%,-16.95%,"

","686,664",-1.92%,ZNTL
Zoom Video Communications Inc,Technology,Software - Application,USA,NASD,-,30.81,2.05,24.32%,260.90M,-5.01%,19.46B,12.58,5.03,-0.41%,232.75M,-4.83%,637.46M,20.54,1.19,58.91%,5.23%,-5.79%,4.53B,4.30,-5.54%,-0.54%,3.52,-7.00%,26.07,2.43,2.19%,7.06%,12.17M,-14.10%,22.66,2.79,1.50%,8.96%,58.87,75.90,-12.00%,-,13.22,-,7.90%,-16.63%,-0.07,-,4.38,95.81%,74.72%,7.49%,1.55,-,4.38,516.13%,11.60%,36.72,2.17%,2.16%,7420,0.01,3.06%,14.08%,2.69,78.27,Yes / Yes,0.01,368.46%,0.00%,0.76,63.22,1.54%,23.91%,2.56%,Feb 26 AMC,3.45M,63.28,-4.89%,-4.14%,-6.09%,"

","2,610,013",0.09%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-3.46,0.41%,98.72M,-4.57%,1.53B,-,-1.81,-10.41%,98.31M,-18.30%,-334.62M,-,-0.51,42.47%,3.73%,-41.37%,266.72M,5.72,9.15%,-1.98%,5.44,-34.06%,8.19,1.89,42.50%,-29.66%,3.66M,-54.49%,8.17,1.89,-,-36.34%,15.53,40.42,-43.47%,-,-,-16.93%,-41.61%,-61.78%,1.12,-,4.41,2095.12%,64.08%,-0.52%,0.96,-,4.63,25.17%,-141.19%,32.53,4.01%,4.86%,2175,0.02,24.03%,-125.46%,1.17,54.76,Yes / Yes,0.01,-52.98%,-,0.80,15.90,-8.76%,-90.47%,5.16%,Feb 27 AMC,673.82K,15.45,-13.12%,-21.29%,-37.45%,"

","540,763",-2.83%,ZLAB
ZKH Group Ltd ADR,Consumer Cyclical,Internet Retail,China,NYSE,-,-,-0.85,9.46%,127.44M,-5.09%,2.02B,17.37,0.91,0.00%,115.39M,-14.32%,-136.80M,-,-0.06,0.63%,0.02%,2.26%,1.23B,1.64,263.83%,-,0.37,-,2.82,5.62,539.46%,-4.29%,0.02M,-,2.35,6.74,-,-9.63%,15.00,21.91,-2.82%,-,-,-,-28.89%,-27.67%,-,-,1.56,26.18%,16.66%,5.67%,1.75,-,1.73,26.52%,-4.62%,39.51,10.35%,10.43%,-,0.26,-0.20%,-11.13%,1.00,21.38,No / Yes,0.05,63.33%,-,0.87,16.40,-,-,6.47%,Mar 19 BMO,58.63K,15.85,-11.78%,-12.87%,-9.75%,"

","50,894",-3.35%,ZKH
ZipRecruiter Inc,Industrials,Staffing & Employment Services,USA,NYSE,RUT,23.71,0.47,30.60%,76.17M,-2.64%,1.10B,80.65,0.14,-0.95%,68.76M,-12.01%,49.10M,2.30,-0.06,51.43%,5.15%,-18.13%,645.72M,1.70,-118.21%,-1.83%,5.97,-6.43%,0.08,130.64,263.75%,7.15%,3.54M,-30.44%,5.25,2.11,10.30%,265.50%,10.27,19.29,-20.43%,-,10.71,-,8.77%,-42.66%,1.24,-,6.57,17.01%,89.72%,7.69%,0.38,-,6.57,-9.45%,13.48%,33.27,2.04%,3.11%,1000,66.40,-28.62%,7.60%,2.38,14.20,Yes / Yes,65.87,-67.13%,0.00%,0.63,11.01,6.05%,-32.61%,-35.42%,Feb 22 AMC,592.99K,11.06,-6.26%,-15.41%,-21.72%,"

","372,914",0.45%,ZIP
