Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker
Zymeworks BC Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-0.85,3.74%,75.14M,-4.35%,1.78B,38.13,0.62,-6.25%,72.59M,-13.51%,1.54B,0.71,-0.47,100.00%,4.96%,31.34%,-63.43M,13.20,40.00%,-3.82%,2.93,64.80%,134.48M,5.57,163.55%,-14.34%,3.60M,-10.56%,4.23,7.05,53.59%,-18.46%,28.49 -17.34%,64.80%,3.34,-,26.71% 15.81%,-18.90%,9.03 160.80%,135.50%,-,-,41.95% 20.90%,90.49%,4.69%,4.88%,-57.51%,-,11.47,43.93%,-52.51%,1.21,-,-,6.94,116.21%,-47.16%,43.29,1.00,- -,6.94,34.02%,-5.33%,1.25,35.62,-,0.06,72.59%,-4.41%,0.48,23.95,286,0.05,Nov 06 AMC,40.95%,1.23M,23.55,"Apr 28, 2017",Yes / Yes,11.77% -7.69%,"

","590,389",-1.67%,ZYME
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,42.33,1.12,11.52%,167.47M,2.17%,7.96B,28.69,1.66,-1.75%,148.06M,0.13%,8.25B,2.33,0.34,94.01%,3.21%,1.04%,192.30M,4.80,17.55%,1.57%,5.51,27.03%,1.66B,5.00,10.19%,6.93%,4.76M,2.30%,9.50,30.60,12.32%,11.76%,50.03 -4.94%,22.45%,1.55,27.58,32.18% -7.41%,9.03%,27.74 71.45%,115.20%,0.37 (0.78%),22.60,19.81% -5.41%,41.36%,2.15%,2.00%,108.66%,0.38 (0.80%),4.97,42.07%,16.69%,1.02,534.57%,"Nov 20, 2025",1.83,6.88%,11.59%,56.49,2.27,3.23% 0.62%,2.78,44.39%,1.50%,1.10,51.22,35.98%,0.35,11.07%,1.35%,0.95,46.79,2500,0.34,Feb 03 AMC,12.89%,862.67K,47.56,"Mar 29, 2012",Yes / Yes,8.64% 2.88%,"

","821,545",1.65%,ZWS
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,20.96,5.93,0.18%,441.46M,-1.14%,54.82B,18.29,6.80,0.00%,439.89M,1.77%,60.01B,2.37,1.40,99.23%,3.12%,-14.85%,2.65B,5.83,7.08%,-0.29%,2.67,-18.93%,9.40B,10.17,7.30%,17.96%,13.74M,-1.13%,12.23,26.31,7.71%,49.87%,177.40 -29.88%,-25.74%,4.73,24.47,8.55% 11.91%,20.92%,115.25 7.94%,-22.04%,1.99 (1.60%),14.91,5.98% 8.14%,70.29%,2.49%,2.17%,-22.71%,2.03 (1.63%),6.39,11.51%,37.63%,2.94,187.63%,"Jan 20, 2026",2.28,2.68%,28.21%,47.92,1.73,18.93% 21.14%,3.64,8.17%,-1.12%,0.96,155.60,32.86%,1.35,0.50%,1.06%,0.92,125.08,13800,1.35,Feb 12 BMO,-14.14%,5.14M,124.40,"Feb 01, 2013",Yes / Yes,4.88% -0.41%,"

","4,715,086",-0.54%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,14.96,1.49,0.00%,591.63M,-0.80%,13.01B,12.27,1.82,-,582.69M,4.94%,11.28B,1.29,0.45,11.58%,2.68%,17.41%,1.23B,1.97,5.96%,-2.02%,9.14,14.64%,6.59B,1.96,11.83%,9.42%,15.63M,6.85%,11.39,3.66,9.49%,13.83%,22.69 -1.65%,16.13%,6.10,-,18.24% 8.45%,13.37%,16.34 36.60%,-21.02%,0.68 (3.04%),6.28,9.28% 13.97%,26.00%,1.76%,1.59%,-22.59%,0.65 (2.91%),1.71,3.12%,20.42%,0.43,-,"Sep 30, 2025",1.34,12.89%,18.61%,62.43,1.45,- -,1.38,7.47%,2.64%,-0.18,23.84,45.76%,0.19,11.30%,6.88%,1.12,22.44,24471,0.01,Nov 19 AMC,16.06%,1.71M,22.32,"Oct 27, 2016",Yes / Yes,23.62% 0.50%,"

","1,921,913",-0.53%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.26,35.68%,159.47M,-2.78%,33.22B,46.53,4.48,-0.14%,102.57M,-10.42%,31.73B,2.52,0.89,52.41%,6.85%,-32.88%,-41.04M,11.72,16.26%,-1.43%,4.01,-26.49%,2.83B,16.76,17.40%,-0.73%,7.03M,-7.38%,12.43,10.00,18.48%,-2.41%,336.99 -38.19%,8.60%,20.83,39.20,54.06% 21.31%,-1.10%,164.78 26.42%,83.52%,-,1628.13,34.81% 44.03%,76.55%,2.87%,2.73%,-0.74%,-,11.20,-8.83%,-4.14%,6.95,-,-,1.74,23.24%,-1.45%,30.85,1.48,- -,1.74,7.34%,-5.29%,1.03,318.49,-,0.93,25.50%,-15.32%,0.70,208.66,7923,0.89,Nov 25 AMC,-22.88%,1.75M,208.31,"Mar 16, 2018",Yes / Yes,12.10% 1.92%,"

","1,234,660",-0.17%,ZS
Zoom Communications Inc,Technology,Software - Application,USA,NASD,-,16.45,5.15,10.52%,266.35M,2.28%,25.06B,13.95,6.07,-2.45%,264.94M,-5.76%,17.16B,3.08,1.49,69.36%,2.53%,1.24%,1.59B,5.22,7.74%,3.74%,2.40,11.31%,4.81B,2.71,1.63%,14.44%,6.70M,-1.90%,31.27,3.15,4.53%,17.74%,91.43 -7.41%,7.78%,26.87,12.52,-10.66% 106.45%,17.11%,64.41 31.42%,21.15%,-,13.15,4.40% 49.60%,76.89%,2.53%,2.59%,-77.91%,-,3.57,72.42%,22.86%,2.34,-,-,4.36,3.85%,33.17%,49.92,2.15,- -,4.36,204.90%,-0.25%,0.90,96.40,0.00%,0.01,4.44%,-0.64%,1.39,81.18,7412,0.00,Nov 24 AMC,5.43%,2.79M,84.65,"Apr 18, 2019",Yes / Yes,5.65% 1.25%,"

","3,879,043",4.27%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-1.95,2.12%,110.59M,-6.32%,2.04B,-,-1.57,-9.17%,108.86M,1.83%,1.45B,-,-0.35,28.51%,3.90%,-36.98%,-206.71M,4.62,37.03%,-2.19%,4.76,-50.84%,441.78M,2.67,4.30%,-19.28%,4.25M,4.14%,6.87,2.50,-,-28.96%,44.34 -58.57%,-29.35%,7.35,-,30.02% -3.16%,-26.82%,16.82 9.22%,-59.30%,-,-,40.31% 98.33%,61.31%,3.85%,3.26%,-88.79%,-,3.27,30.16%,-51.59%,0.76,-,-,2.68,23.73%,-46.79%,46.10,1.55,- -,2.87,23.67%,-0.01%,0.87,39.93,-,0.29,12.75%,-3.69%,0.99,18.84,1869,0.01,Nov 06 BMO,-37.28%,892.77K,18.37,"Sep 20, 2017",Yes / Yes,-14.23% -18.07%,"

","881,538",-2.49%,ZLAB
Zions Bancorporation N.A,Financial,Banks - Regional,USA,NASD,-,10.16,6.01,1.46%,147.65M,3.81%,9.01B,9.31,6.55,-0.11%,145.49M,1.82%,-,2.23,1.41,81.12%,4.43%,15.81%,887.00M,1.82,3.59%,2.40%,4.15,7.94%,4.94B,1.27,5.27%,1.00%,6.44M,4.25%,48.18,-,4.17%,13.39%,61.75 -1.17%,3.39%,-,8.77,1.25% 14.72%,10.25%,39.32 55.21%,20.00%,1.82 (2.97%),-,14.19% 10.90%,-,2.61%,2.13%,19.87%,1.76 (2.88%),-,21.59%,23.77%,1.38,166.62%,"Nov 13, 2025",-,-1.00%,17.94%,61.17,2.69,3.66% 5.29%,0.15,30.96%,2.26%,0.84,66.18,29.28%,0.64,-0.08%,7.57%,1.49,61.58,9195,0.21,Jan 20 AMC,15.05%,1.55M,61.03,"Mar 17, 1980",Yes / Yes,11.82% 3.04%,"

","2,304,800",-0.89%,ZION
Zim Integrated Shipping Services Ltd,Industrials,Marine Shipping,Israel,NYSE,-,2.65,8.32,1.17%,120.46M,-2.95%,2.66B,-,-2.71,0.00%,119.05M,14.66%,6.37B,-,-0.68,44.14%,15.54%,61.73%,1.00B,0.35,-83.22%,-8.34%,3.85,33.21%,7.59B,0.66,-190.53%,9.16%,18.50M,3.91%,33.34,1.36,-,25.25%,24.47 -9.83%,35.84%,16.19,1.10,-23.79% -,11.79%,11.03 99.91%,28.05%,1.24 (5.64%),2.30,-7.73% 20.63%,23.74%,4.59%,4.78%,-,4.28 (19.40%),0.84,-30.30%,19.63%,1.07,-,"Dec 01, 2025",1.22,1.63%,13.21%,55.26,3.83,16.67% -,1.30,-89.07%,0.97%,1.62,16.68,22.25%,1.41,-35.73%,11.14%,0.51,22.47,6700,1.12,Nov 20 BMO,34.75%,4.80M,22.06,"Jan 28, 2021",Yes / Yes,33.09% 2.34%,"

","2,436,527",-1.82%,ZIM
Ermenegildo Zegna N.V,Consumer Cyclical,Apparel Manufacturing,Italy,NYSE,RUT,24.36,0.41,75.38%,254.09M,-9.03%,4.04B,20.54,0.48,0.00%,62.55M,-7.06%,5.06B,1.02,-,24.06%,5.38%,-5.73%,103.34M,1.94,22.03%,0.88%,5.70,3.89%,2.08B,2.41,11.63%,3.34%,3.36M,-3.71%,4.09,14.99,20.19%,10.58%,11.07 -10.88%,10.65%,0.66,21.83,- -,5.45%,6.05 63.14%,-11.56%,0.14 (1.44%),11.35,11.29% -,55.55%,5.84%,3.30%,-4.82%,0.14 (1.44%),2.43,-5.94%,8.97%,0.41,-,"Jul 07, 2025",0.79,-1.88%,4.97%,41.94,2.00,15.87% -,1.42,-54950.00%,-5.32%,0.75,11.41,42.68%,1.17,-,-4.80%,1.17,10.05,7395,0.82,Sep 05 BMO,8.00%,589.76K,9.87,"Dec 20, 2021",Yes / Yes,73.56% 1.72%,"

","688,850",-1.79%,ZGN
