Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,38.59,0.98,11.57%,168.52M,0.88%,6.35B,25.67,1.47,-57.94%,148.79M,3.34%,6.76B,4.96,0.36,92.64%,3.06%,27.20%,169.50M,4.02,4.79%,1.14%,5.20,1.83%,1.58B,4.11,9.60%,6.29%,4.55M,1.18%,9.19,43.88,7.78%,10.49%,41.15 -8.29%,29.78%,0.86,24.41,32.18% -7.41%,8.11%,27.74 36.05%,37.34%,0.37 (0.97%),19.23,19.81% -5.41%,41.66%,1.75%,1.80%,163.33%,0.35 (0.93%),4.28,38.39%,16.67%,0.72,211.90%,"May 20, 2025",1.72,3.22%,10.72%,63.49,2.25,3.23% 0.62%,2.87,29.71%,3.52%,1.03,37.71,35.98%,0.36,4.01%,4.53%,0.65,37.41,2500,0.35,Apr 22 AMC,4.24%,875.18K,37.74,"Mar 29, 2012",Yes / Yes,6.90% 1.36%,"

","570,023",0.88%,ZWS
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,28.42,5.57,0.10%,446.04M,-0.58%,70.46B,23.09,6.85,-0.65%,444.77M,-6.99%,75.49B,3.36,1.62,96.03%,1.95%,6.15%,2.52B,7.59,5.28%,0.41%,2.89,-3.09%,9.29B,15.17,9.98%,17.70%,8.69M,-2.86%,10.44,40.94,8.45%,51.85%,200.33 -21.00%,-9.54%,3.87,30.89,8.55% 11.91%,25.04%,139.70 13.29%,-9.15%,1.99 (1.26%),19.22,5.98% 8.14%,69.48%,1.76%,2.18%,15.37%,1.86 (1.18%),8.13,7.23%,37.01%,3.54,228.22%,"Jul 18, 2025",1.04,6.32%,27.12%,45.87,1.52,18.93% 21.14%,1.74,7.88%,-0.95%,0.89,199.93,32.86%,1.45,1.37%,-1.72%,1.06,157.80,13800,1.16,May 06 BMO,-6.22%,3.01M,158.27,"Feb 01, 2013",Yes / Yes,5.00% 1.37%,"

","3,196,361",0.30%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,11.27,1.57,0.86%,593.65M,-1.06%,10.51B,9.99,1.77,0.00%,588.53M,3.33%,9.77B,1.17,0.40,22.10%,2.16%,-1.78%,1.30B,1.68,6.15%,-8.59%,4.98,-8.20%,6.26B,1.65,11.95%,10.29%,12.74M,-9.46%,10.73,3.31,9.67%,15.68%,27.50 -35.64%,-11.54%,5.35,-,18.24% 8.45%,15.06%,16.34 8.32%,-32.67%,0.67 (3.81%),5.06,9.28% 13.97%,29.66%,1.94%,1.52%,-50.64%,0.70 (3.95%),1.56,10.00%,24.06%,0.37,-,"Apr 10, 2025",1.02,13.41%,20.76%,49.11,1.41,- -,1.05,38.73%,0.27%,-0.18,22.70,45.76%,0.27,8.02%,-1.13%,0.51,17.87,24471,0.01,May 20 AMC,-11.27%,2.56M,17.70,"Oct 27, 2016",Yes / Yes,-15.96% -9.78%,"

","1,308,193",-0.95%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.25,37.84%,155.70M,2.99%,49.28B,86.62,3.65,-0.85%,96.78M,4.45%,47.50B,-,0.80,54.89%,9.28%,75.78%,-38.78M,19.35,0.04%,9.94%,3.44,70.31%,2.55B,27.30,14.50%,-0.81%,8.98M,75.43%,11.59,16.40,11.75%,-2.68%,318.46 -0.62%,56.96%,19.30,71.30,41.55% -10.72%,-2.11%,153.45 106.26%,103.71%,-,-,47.68% 48.24%,77.33%,2.51%,2.50%,183.83%,-,18.65,49.20%,-4.59%,8.14,-,-,1.18,25.46%,-1.52%,69.79,1.67,- -,1.18,-121.43%,2.56%,1.07,316.37,-,0.68,22.57%,14.84%,0.64,312.44,7348,0.02,May 29 AMC,47.02%,2.61M,316.50,"Mar 16, 2018",Yes / Yes,11.64% 1.74%,"

","1,680,775",1.30%,ZS
Zoom Communications Inc,Technology,Software - Application,USA,NASD,-,23.23,3.33,14.19%,261.11M,-0.24%,23.41B,13.63,5.68,-1.69%,259.62M,-3.70%,15.66B,8.94,1.38,62.59%,3.15%,13.71%,1.05B,4.98,1.22%,-0.37%,3.35,-6.43%,4.70B,2.64,1.24%,9.87%,8.19M,-5.18%,29.34,3.00,2.60%,12.19%,92.80 -16.62%,32.82%,25.82,13.75,-10.66% 106.45%,11.73%,55.06 40.54%,-30.27%,-,14.86,4.40% 49.60%,75.85%,2.14%,1.79%,-70.14%,-,3.33,24.11%,18.13%,1.53,-,-,4.48,2.98%,22.31%,45.36,2.34,- -,4.48,18.68%,-0.30%,0.68,90.58,0.00%,0.01,2.93%,-2.49%,1.20,77.42,7412,0.00,May 21 AMC,-0.93%,2.44M,77.38,"Apr 18, 2019",Yes / Yes,9.22% 0.72%,"

","2,939,736",-0.05%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-2.50,1.31%,110.59M,1.39%,3.94B,58.23,0.61,-24.47%,109.14M,-6.43%,3.28B,-,-0.41,50.55%,4.02%,23.80%,-252.07M,9.43,48.95%,2.50%,4.02,40.95%,418.33M,4.77,146.13%,-23.32%,4.39M,36.16%,7.48,4.60,-,-32.05%,44.34 -19.58%,105.89%,7.75,-,30.00% -3.18%,-30.63%,16.01 122.74%,-7.47%,-,-,40.35% 98.38%,63.45%,2.88%,3.46%,-55.26%,-,7.84,28.63%,-64.09%,1.63,-,-,3.09,43.72%,-60.26%,50.24,1.38,- -,3.26,18.43%,-4.18%,1.03,53.07,-,0.24,22.19%,5.42%,0.58,34.94,1869,0.02,May 08 BMO,17.89%,1.09M,35.66,"Sep 20, 2017",Yes / Yes,92.78% -5.41%,"

","636,651",2.06%,ZLAB
ZEEKR Intelligent Technology Holding Ltd. ADR,Consumer Cyclical,Auto Manufacturers,China,NYSE,-,-,-2.84,-,253.10M,1.29%,6.57B,9.09,2.86,-,-,-1.59%,10.10B,-,-0.86,3.80%,-,26.62%,-710.26M,0.57,50.93%,-2.25%,1.48,-8.65%,11.52B,-,253.17%,-11.48%,1.03M,-8.49%,-12.89,4.82,-,-,33.32 -22.06%,44.68%,5.39,-,5.46% -,-,13.00 99.77%,-,-,-,118.43% 118.66%,17.93%,1.59%,1.88%,-,-,0.88,37.41%,-7.36%,0.62,-,-,0.45,43.08%,-6.16%,48.08,1.00,- -,0.59,66.34%,-0.39%,0.02,35.46,-,-,47.60%,-0.92%,0.38,26.17,17439,-,May 15 BMO,2.76%,701.25K,25.97,"May 10, 2024",Yes / Yes,-136.23% 19.27%,"

","269,696",-0.76%,ZK
Zions Bancorporation N.A,Financial,Banks - Regional,USA,NASD,-,10.84,5.13,1.68%,147.57M,3.53%,8.21B,10.04,5.55,-1.33%,145.09M,12.93%,-,1.90,1.31,78.49%,3.77%,30.48%,756.00M,1.65,5.59%,-2.10%,3.66,1.38%,4.98B,1.31,6.10%,0.91%,5.47M,2.58%,42.43,-,5.69%,13.06%,63.22 -11.97%,30.97%,-,8.41,-9.99% 3.54%,10.04%,39.32 41.53%,8.31%,1.74 (3.12%),-,19.10% 8.98%,-,2.02%,2.19%,70.97%,1.70 (3.05%),-,28.90%,21.03%,1.22,75.36%,"May 15, 2025",-,4.84%,15.17%,76.57,2.88,4.85% 5.34%,0.15,18.40%,8.93%,0.91,54.73,33.52%,0.74,-0.83%,13.88%,0.71,55.55,9406,0.19,Jul 21 AMC,7.51%,1.50M,55.65,"Mar 17, 1980",Yes / Yes,-4.71% -0.18%,"

","1,060,912",0.18%,ZION
Zim Integrated Shipping Services Ltd,Industrials,Marine Shipping,Israel,NYSE,-,0.81,19.53,1.18%,120.46M,-2.10%,1.91B,-,-1.78,0.00%,119.04M,-9.68%,5.48B,-,1.22,48.43%,18.96%,23.81%,2.35B,0.22,-81.42%,-8.46%,3.49,-29.48%,8.87B,0.48,-153.87%,23.04%,22.57M,-26.13%,32.86,0.83,-,72.40%,29.00 -45.31%,-25.43%,19.19,0.54,-23.79% -,27.51%,11.03 43.72%,-61.90%,1.30 (8.22%),1.38,-7.73% 20.63%,34.71%,4.34%,4.43%,-,7.62 (48.01%),0.62,192.29%,31.33%,0.80,-,"Jun 02, 2025",1.10,65.83%,26.52%,45.19,4.00,16.67% -,1.18,226.86%,-3.76%,1.68,15.44,22.25%,1.49,28.46%,-4.16%,0.97,16.51,6700,1.16,May 19 BMO,-15.31%,6.47M,15.86,"Jan 28, 2021",Yes / Yes,30.79% 9.06%,"

","6,300,472",-3.94%,ZIM
Ermenegildo Zegna N.V,Consumer Cyclical,Apparel Manufacturing,Italy,NYSE,RUT,27.29,0.33,78.19%,252.58M,2.29%,3.65B,17.86,0.50,0.00%,55.08M,5.05%,4.49B,1.43,-,12.00%,7.28%,38.12%,83.40M,1.73,18.98%,-5.05%,3.13,12.44%,2.11B,2.38,19.71%,2.78%,4.01M,8.35%,3.76,12.03,19.05%,8.89%,11.52 -22.31%,-21.21%,0.74,18.82,- -,4.94%,6.05 47.93%,-19.30%,0.15 (1.65%),10.14,11.29% -,55.89%,3.02%,3.43%,-,0.14 (1.59%),2.13,-37.52%,9.45%,0.30,-,"Jul 07, 2025",0.80,2.26%,3.96%,56.58,2.43,15.87% -,1.41,-54950.00%,1.37%,0.72,8.89,42.68%,1.13,-,4.54%,1.46,9.10,7395,0.78,Mar 27 BMO,8.96%,1.28M,8.95,"Dec 20, 2021",Yes / Yes,-2.99% -4.68%,"

","1,865,615",-1.65%,ZGN
