Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,47.53,0.79,16.26%,169.85M,-5.76%,6.36B,27.93,1.34,-6.27%,142.12M,-3.43%,137.70M,2.99,0.28,92.47%,5.10%,9.69%,1.55B,4.10,27.64%,9.97%,5.13,24.52%,9.34,4.01,8.39%,4.94%,7.25M,26.49%,1.11,33.85,15.89%,8.52%,27.55,41.15,27.44%,0.33 (0.89%),23.56,18.47%,6.47%,-8.92%,1.16,0.33 (0.88%),1.71,0.20%,41.40%,36.04%,0.81,"Nov 20, 2024",2.70,28.10%,16.27%,36.18,2.60%,1.88%,2400,0.35,2.55%,8.87%,2.25,39.43,Yes / Yes,0.34,6.98%,45.61%,2.65,37.15,0.95%,5.82%,2.91%,Oct 29 AMC,1.41M,37.48,-5.53%,-2.66%,11.79%,"

","3,747,659",0.89%,ZWS
Zuora Inc,Technology,Software - Infrastructure,USA,NYSE,RUT,-,-0.50,7.60%,145.08M,-0.10%,1.52B,17.09,0.58,-8.52%,142.06M,0.10%,-73.97M,-,0.14,72.36%,2.22%,14.70%,452.76M,3.37,71.21%,-3.50%,1.01,7.14%,1.20,8.27,2.65%,-9.16%,3.15M,10.97%,3.63,2.73,15.00%,-47.76%,7.70,10.85,5.43%,-,21.37,9.40%,-12.64%,-8.66%,1.67,-,2.56,12.97%,67.98%,28.70%,0.05,-,2.56,14.25%,-4.07%,53.26,0.35%,0.43%,1618,2.21,6.78%,-16.34%,3.00,10.00,Yes / Yes,2.18,-443.70%,-,2.54,9.92,0.77%,39.13%,6.45%,Dec 09 AMC,3.12M,9.91,-0.30%,0.58%,5.97%,"

","7,939,396",-0.10%,ZUO
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,30.99,5.32,0.08%,451.55M,-7.49%,74.37B,25.85,6.38,-0.95%,450.80M,-6.16%,2.43B,3.34,1.38,94.81%,1.21%,-14.85%,9.15B,8.13,10.58%,-1.54%,2.39,-4.07%,11.59,14.22,8.40%,17.07%,5.48M,-15.31%,3.80,43.39,9.29%,47.13%,144.80,200.53,-16.48%,1.73 (1.05%),32.22,11.57%,20.27%,-17.80%,0.89,1.73 (1.05%),2.27,8.05%,68.49%,13.84%,3.92,"Jan 21, 2025",3.69,8.09%,36.45%,30.74,2.65%,2.10%,14100,1.29,9.33%,26.55%,1.43,220.60,Yes / Yes,1.29,16.43%,30.71%,2.70,163.52,4.34%,8.49%,11.02%,Nov 04 BMO,2.29M,164.84,-5.66%,-7.79%,-6.69%,"

","6,184,066",0.81%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,13.88,1.43,0.86%,598.04M,3.23%,11.86B,11.07,1.79,0.00%,592.88M,-0.85%,1.20B,1.19,0.45,28.44%,2.89%,-8.41%,5.83B,2.03,10.66%,-10.78%,5.18,-9.95%,10.74,1.85,11.38%,9.47%,17.15M,-0.45%,5.47,3.63,11.68%,14.45%,15.90,27.50,-6.81%,0.66 (3.33%),-,13.37%,13.77%,-27.89%,-0.15,0.97 (4.89%),0.94,15.78%,31.29%,24.76%,0.59,"Sep 10, 2024",0.96,-2.64%,24.78%,48.69,2.58%,2.30%,23554,0.30,8.68%,20.51%,1.26,26.46,Yes / Yes,0.01,3.34%,40.76%,0.79,19.72,1.13%,0.45%,17.70%,Nov 19 AMC,3.31M,19.83,3.58%,-7.88%,-7.95%,"

","2,615,626",0.56%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.24,38.10%,153.41M,-5.62%,28.75B,52.94,3.54,-0.19%,94.98M,-6.75%,-36.27M,-,0.69,48.88%,4.20%,7.20%,2.30B,12.51,-6.50%,4.50%,2.21,3.49%,9.31,20.12,18.68%,-0.87%,3.99M,-14.33%,17.65,10.62,16.32%,-3.24%,153.45,259.61,-15.43%,-,44.09,-10.72%,-2.47%,-27.82%,0.86,-,1.09,48.57%,77.81%,22.11%,8.16,-,1.09,79.05%,-4.74%,40.84,4.76%,3.93%,7348,0.87,30.77%,-1.58%,1.82,226.37,Yes / Yes,0.03,65.17%,-,1.81,183.21,3.71%,22.75%,26.42%,Dec 02 AMC,1.80M,187.38,-7.60%,-5.06%,0.93%,"

","3,262,243",2.28%,ZS
Zentalis Pharmaceuticals Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-2.53,19.17%,71.15M,-2.91%,213.80M,-,-2.93,-0.01%,57.60M,-4.15%,-179.28M,-,-0.79,83.16%,8.11%,-26.11%,40.56M,5.27,45.10%,-14.56%,3.52,-34.78%,4.98,0.60,-19.28%,-34.60%,4.67M,-77.88%,5.49,0.55,-,-42.89%,2.66,18.07,-80.20%,-,-,-50.05%,-45.41%,-83.40%,1.87,-,7.29,-20.00%,96.77%,12.78%,0.29,-,7.29,45.45%,-515.94%,41.59,8.36%,8.15%,168,0.12,-,-442.02%,1.89,10.50,Yes / Yes,0.11,28.19%,-,1.39,2.93,-,38.39%,-,Nov 06,1.33M,3.00,-10.44%,-9.39%,-55.31%,"

","1,850,707",2.39%,ZNTL
Zoom Communications Inc,Technology,Software - Application,USA,NASD,-,28.57,3.00,14.68%,306.50M,2.16%,26.24B,18.55,4.62,-1.82%,261.49M,8.55%,941.21M,4.17,1.30,57.72%,3.46%,24.44%,4.63B,5.67,-15.87%,-1.32%,2.78,48.07%,28.31,3.02,5.30%,9.41%,9.04M,22.53%,25.16,3.40,6.85%,11.70%,55.06,92.80,19.04%,-,15.21,-,10.80%,-7.76%,-0.03,-,4.50,95.81%,74.54%,55.47%,2.76,-,4.50,296.12%,17.93%,56.15,3.06%,3.28%,7420,0.01,2.87%,20.34%,2.40,91.76,Yes / Yes,0.00,44.84%,0.00%,1.55,84.05,1.23%,5.67%,3.59%,Nov 25 AMC,3.25M,85.60,1.17%,7.60%,27.73%,"

","5,020,615",1.84%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-2.78,0.22%,108.94M,1.48%,2.91B,-,-1.78,-22.30%,108.70M,1.87%,-270.85M,-,-0.70,42.17%,4.75%,28.96%,355.75M,8.18,21.50%,-6.73%,5.18,42.51%,6.78,3.94,34.63%,-26.70%,5.17M,-7.35%,6.57,4.06,-,-34.98%,13.48,36.60,-2.23%,-,-,-16.93%,-40.20%,-26.99%,1.00,-,2.87,2095.12%,63.17%,98.22%,1.35,-,3.01,10.91%,-95.07%,46.04,4.31%,4.27%,2175,0.19,35.01%,-76.13%,1.36,50.19,Yes / Yes,0.01,40.53%,-,0.39,26.22,0.02%,94.89%,47.72%,Nov 12 BMO,997.41K,26.72,-3.15%,-5.51%,27.18%,"

","392,215",1.91%,ZLAB
ZKH Group Ltd ADR,Consumer Cyclical,Internet Retail,China,NYSE,-,-,-0.26,8.87%,128.32M,8.19%,474.78M,37.29,0.10,0.00%,116.94M,-2.12%,-41.45M,-,-0.01,17.12%,0.01%,25.85%,1.23B,0.39,-96.05%,-0.26%,0.20,-4.88%,2.72,1.36,158.61%,-3.21%,0.01M,-76.40%,2.29,1.61,-,-7.35%,2.62,21.91,-77.31%,-,-,-,-9.02%,-83.12%,-0.05,-,1.62,26.18%,17.54%,41.22%,0.26,-,1.81,72.88%,-3.55%,54.74,9.09%,7.69%,3476,0.23,1.40%,-3.38%,1.00,4.32,No / Yes,0.05,59.85%,-,2.44,3.47,-,50.00%,1.80%,Nov 22 BMO,71.22K,3.70,4.52%,0.39%,-46.34%,"

","173,897",6.63%,ZKH
ZipRecruiter Inc,Industrials,Staffing & Employment Services,USA,NYSE,RUT,230.74,0.03,28.90%,75.06M,-11.32%,696.62M,-,-0.18,-0.68%,69.47M,-18.14%,3.57M,-,-0.11,53.63%,4.81%,-24.39%,498.90M,1.40,-129.44%,1.70%,7.51,-18.98%,0.14,51.25,-35.01%,0.55%,3.34M,-49.54%,5.09,1.40,-,430.38%,7.21,15.35,-48.71%,-,10.38,-,0.63%,-53.55%,1.19,-,7.35,17.01%,89.13%,-1.11%,0.41,-,7.35,-94.10%,5.24%,26.51,6.24%,4.82%,1000,40.75,-30.73%,0.72%,2.62,10.40,Yes / Yes,40.47,-111.35%,0.00%,2.19,7.39,4.27%,70.54%,-24.77%,Nov 06 AMC,444.74K,7.13,-14.04%,-21.40%,-25.59%,"

","971,917",-3.52%,ZIP
