Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker
Zymeworks BC Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-0.85,5.71%,75.14M,2.43%,1.78B,30.15,0.78,-4.18%,71.10M,1.68%,1.55B,0.58,-0.46,95.02%,5.31%,-0.80%,-63.43M,13.25,41.24%,-5.56%,4.75,56.49%,134.48M,5.59,182.34%,-14.34%,3.78M,-10.25%,4.23,7.07,51.83%,-18.46%,28.49 -17.06%,69.39%,3.34,-,26.71% 15.81%,-18.90%,9.03 161.68%,174.13%,-,-,41.95% 20.90%,90.49%,3.75%,3.77%,-41.36%,-,11.52,43.93%,-52.51%,0.94,-,-,6.94,116.21%,-47.16%,53.38,1.00,- -,6.94,34.02%,3.32%,1.23,36.46,-,0.06,72.59%,-2.37%,0.55,22.99,286,0.05,Mar 02 BMO,31.71%,795.84K,23.63,"Apr 28, 2017",Yes / Yes,11.77% -7.69%,"

","436,662",2.78%,ZYME
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,43.62,1.16,11.67%,166.98M,-1.00%,8.44B,27.78,1.82,-3.79%,147.34M,8.14%,8.69B,2.86,0.36,90.48%,2.93%,11.45%,198.00M,4.98,9.17%,-6.12%,4.48,9.62%,1.70B,5.27,9.78%,7.22%,4.31M,8.86%,9.60,28.09,9.72%,12.06%,53.17 -4.81%,45.22%,1.80,26.66,46.13% -2.00%,9.25%,27.74 82.44%,120.33%,0.44 (0.87%),23.05,9.78% -2.36%,41.64%,2.13%,2.81%,117.07%,0.40 (0.79%),5.13,25.84%,17.01%,1.30,454.66%,"Feb 20, 2026",2.07,8.26%,11.68%,56.88,2.25,23.86% 3.50%,3.13,17.38%,1.38%,1.06,55.33,32.87%,0.35,9.85%,5.07%,0.81,49.93,2600,0.34,Feb 03 AMC,14.80%,963.62K,50.61,"Mar 29, 2012",Yes / Yes,6.04% 1.59%,"

","783,667",1.36%,ZWS
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,21.37,6.02,0.19%,424.93M,2.47%,54.31B,17.04,7.55,-2.43%,421.33M,3.72%,61.30B,1.99,1.60,99.81%,3.36%,11.02%,2.67B,5.74,8.53%,-1.71%,2.72,-17.85%,9.47B,16.41,8.52%,18.00%,14.15M,2.26%,7.84,23.49,8.58%,65.99%,177.00 -27.31%,-22.17%,5.48,23.79,10.25% 11.96%,21.26%,115.25 11.64%,-22.65%,2.18 (1.69%),15.01,5.42% 7.24%,70.49%,3.29%,3.08%,-19.11%,2.03 (1.58%),6.47,10.11%,38.00%,3.87,203.66%,"Apr 20, 2026",1.94,2.28%,28.23%,55.37,1.90,14.57% 19.02%,3.03,6.74%,1.98%,0.95,151.07,33.71%,2.79,3.02%,2.78%,0.69,125.79,14500,2.78,Feb 12 BMO,-9.44%,5.20M,128.66,"Feb 01, 2013",Yes / Yes,5.59% 1.14%,"

","3,614,192",2.28%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,16.92,1.49,0.00%,591.63M,0.28%,14.71B,13.65,1.85,-,582.69M,15.15%,12.98B,1.43,0.45,10.53%,2.86%,33.19%,1.23B,2.23,6.01%,3.92%,7.83,32.15%,6.59B,2.22,12.17%,9.42%,16.64M,20.82%,11.39,4.14,9.54%,13.83%,25.52 -1.10%,27.41%,6.10,-,18.24% 8.45%,13.37%,16.34 54.47%,4.58%,0.69 (2.72%),7.23,9.28% 13.97%,26.00%,1.58%,1.98%,-24.92%,0.65 (2.58%),1.97,3.12%,20.42%,0.50,-,"Sep 30, 2025",1.34,12.90%,18.61%,73.35,1.32,- -,1.38,7.47%,5.77%,-0.21,25.07,45.76%,0.19,11.30%,12.14%,1.20,25.26,24471,0.01,Nov 19 AMC,27.54%,2.13M,25.24,"Oct 27, 2016",Yes / Yes,23.62% 0.50%,"

","2,558,530",-0.08%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.26,35.71%,159.47M,-13.46%,23.82B,33.44,4.47,-0.14%,102.53M,-28.75%,22.33B,1.82,0.89,54.66%,7.49%,-46.61%,-41.04M,8.41,16.12%,-0.73%,3.42,-45.19%,2.83B,12.02,17.26%,-0.73%,7.68M,-33.59%,12.43,7.17,18.34%,-2.41%,336.99 -55.68%,-24.20%,20.83,28.11,54.06% 21.31%,-1.10%,141.56 5.51%,14.12%,-,1360.84,34.81% 44.03%,76.55%,6.88%,5.69%,-28.13%,-,7.88,-8.83%,-4.25%,9.75,-,-,1.74,23.24%,-1.45%,25.85,1.40,- -,1.74,7.34%,-16.46%,1.08,291.77,-,0.93,25.50%,-27.23%,2.09,143.28,7923,0.89,Feb 26 AMC,-44.08%,2.25M,149.36,"Mar 16, 2018",Yes / Yes,12.10% 1.92%,"

","4,684,442",4.24%,ZS
Zoom Communications Inc,Technology,Software - Application,USA,NASD,-,17.00,5.15,10.56%,266.35M,-1.29%,25.91B,14.43,6.07,-2.53%,264.84M,2.02%,18.01B,3.18,1.49,69.77%,2.42%,11.59%,1.59B,5.39,7.73%,-5.78%,1.84,6.11%,4.81B,2.80,1.64%,14.44%,6.40M,1.41%,31.27,3.26,4.54%,17.74%,97.58 -10.32%,7.90%,26.87,12.94,-10.66% 106.45%,17.11%,64.41 35.86%,18.37%,-,13.80,4.40% 49.60%,76.89%,4.75%,5.14%,-77.28%,-,3.75,72.42%,22.86%,4.05,-,-,4.36,3.85%,33.17%,45.64,2.12,- -,4.36,204.90%,-4.41%,0.91,97.88,0.00%,0.01,4.44%,-1.04%,1.20,86.06,7412,0.00,Feb 25 AMC,6.41%,3.48M,87.51,"Apr 18, 2019",Yes / Yes,5.65% 1.25%,"

","4,161,069",1.68%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-1.95,1.70%,110.59M,-3.34%,2.17B,-,-1.29,-1.27%,110.17M,5.67%,1.57B,-,-0.36,25.24%,3.26%,-4.16%,-206.78M,4.91,33.33%,-11.27%,4.38,-44.72%,441.94M,2.82,25.84%,-19.29%,3.59M,9.81%,6.87,2.66,46.86%,-28.97%,44.34 -56.31%,-41.21%,7.29,-,30.02% -3.16%,-26.83%,15.96 21.37%,-45.53%,-,-,40.31% 98.33%,61.32%,2.88%,3.96%,-87.65%,-,3.56,30.14%,-51.59%,0.80,-,-,2.68,23.78%,-46.79%,55.24,1.31,- -,2.87,23.67%,5.25%,0.83,37.96,-,0.29,12.75%,6.25%,0.88,19.72,1869,0.01,Feb 26 BMO,-30.78%,818.44K,19.37,"Sep 20, 2017",Yes / Yes,-14.23% -18.07%,"

","717,993",-1.77%,ZLAB
Zions Bancorporation N.A,Financial,Banks - Regional,USA,NASD,-,9.86,6.01,1.51%,147.65M,-3.79%,8.74B,9.00,6.58,-2.66%,145.41M,0.20%,-,2.16,1.41,81.17%,3.66%,17.37%,887.00M,1.77,3.70%,-0.64%,3.07,5.98%,4.94B,1.23,5.58%,1.00%,5.33M,1.13%,48.18,-,4.17%,13.39%,66.18 -10.54%,12.02%,-,8.51,1.25% 14.72%,10.25%,39.32 50.56%,17.76%,1.82 (3.07%),-,14.19% 10.90%,-,3.31%,3.08%,4.26%,1.78 (3.01%),-,21.59%,23.77%,1.90,186.34%,"Feb 12, 2026",-,-1.00%,17.94%,42.77,2.68,3.66% 5.29%,0.15,30.96%,-3.98%,0.82,66.81,29.28%,0.64,-0.08%,-2.01%,1.14,59.30,9195,0.21,Jan 20 AMC,7.78%,1.73M,59.20,"Mar 17, 1980",Yes / Yes,11.82% 3.04%,"

","1,984,102",-0.17%,ZION
Zim Integrated Shipping Services Ltd,Industrials,Marine Shipping,Israel,NYSE,-,3.50,8.32,1.22%,120.46M,4.42%,3.50B,-,-2.33,0.00%,118.99M,31.58%,7.22B,-,-0.43,48.71%,13.33%,73.61%,1.00B,0.46,-81.96%,9.64%,3.23,102.37%,7.59B,0.87,-172.37%,9.16%,15.86M,36.98%,33.34,1.80,-,25.25%,29.97 -2.97%,33.09%,16.19,1.45,-23.79% -,11.79%,11.03 163.53%,26.07%,1.24 (4.28%),2.61,-7.73% 20.63%,23.74%,2.61%,4.32%,57.21%,4.28 (14.72%),0.95,-30.30%,19.63%,1.32,-,"Dec 01, 2025",1.22,1.63%,13.21%,74.31,3.50,16.67% -,1.30,-89.07%,21.82%,1.47,21.84,22.25%,1.41,-35.73%,30.24%,0.80,28.66,6700,1.12,Nov 20 BMO,66.56%,4.91M,29.08,"Jan 28, 2021",Yes / Yes,33.09% 2.34%,"

","3,907,627",1.47%,ZIM
Ermenegildo Zegna N.V,Consumer Cyclical,Apparel Manufacturing,Italy,NYSE,RUT,27.40,0.41,75.38%,254.09M,-6.25%,4.54B,23.45,0.47,0.00%,62.55M,15.38%,5.56B,1.14,-,24.36%,5.95%,12.80%,103.34M,2.18,26.65%,0.65%,5.46,34.55%,2.08B,2.71,5.80%,3.34%,3.72M,8.29%,4.09,16.86,20.57%,10.58%,11.93 -6.92%,29.37%,0.66,24.55,- -,5.45%,6.05 83.47%,-15.07%,0.15 (1.33%),12.48,11.29% -,55.55%,4.29%,4.01%,5.71%,0.14 (1.28%),2.67,-5.94%,8.97%,0.45,-,"Jul 07, 2025",0.79,-1.89%,4.97%,57.90,1.92,15.87% -,1.42,-54950.00%,7.52%,0.68,11.40,42.68%,1.17,-,7.20%,1.18,11.08,7395,0.82,Sep 05 BMO,17.34%,681.34K,11.10,"Dec 20, 2021",Yes / Yes,73.56% 1.72%,"

","802,394",0.18%,ZGN
