Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
Zymeworks BC Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-1.62,4.07%,68.96M,13.33%,882.45M,-,-0.96,242.03%,67.30M,-13.95%,-122.70M,-,-0.69,96.82%,5.89%,-3.97%,76.30M,11.57,-5.13%,-2.41%,7.48,3.28%,4.87,2.58,43.82%,-23.51%,3.96M,17.02%,3.22,3.91,-1.66%,-30.54%,7.97,17.70,-14.07%,-,-,15.81%,-34.61%,-28.93%,1.16,-,3.40,273.04%,85.33%,57.84%,0.77,-,3.40,6.94%,-157.03%,45.23,6.35%,5.55%,286,0.05,0.38%,-160.80%,1.44,21.56,Yes / Yes,0.05,-53.94%,-,1.26,12.25,-31.34%,-211.87%,83.33%,Mar 05 AMC,529.69K,12.58,-3.70%,-9.16%,1.63%,"

","667,109",2.69%,ZYME
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,36.39,0.92,11.47%,170.31M,-2.50%,5.69B,22.32,1.50,-58.31%,150.56M,-6.92%,160.20M,3.75,0.29,90.09%,3.25%,-17.05%,1.57B,3.63,4.92%,-2.19%,4.92,3.08%,9.32,3.59,11.71%,5.98%,4.89M,5.75%,1.16,28.75,9.71%,9.96%,28.25,41.15,-10.24%,0.37 (1.11%),20.96,-7.41%,7.54%,-18.64%,1.10,0.34 (1.02%),1.81,0.56%,41.36%,18.51%,0.87,"Feb 20, 2025",2.91,44.23%,16.48%,38.82,2.70%,2.37%,2500,0.35,2.35%,10.23%,2.25,40.57,Yes / Yes,0.34,166.58%,35.98%,0.79,33.17,1.11%,14.78%,3.90%,Feb 04 AMC,994.35K,33.48,-2.94%,-8.26%,-3.77%,"

","789,354",0.93%,ZWS
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,30.22,5.47,0.10%,448.47M,-3.86%,73.96B,24.36,6.78,-1.26%,447.34M,0.15%,2.49B,3.70,1.41,95.26%,1.46%,-6.77%,9.26B,7.99,2.88%,-0.34%,2.09,-13.39%,10.64,15.53,11.33%,17.43%,6.51M,-6.28%,4.44,37.22,8.17%,50.91%,144.80,200.33,1.37%,1.96 (1.19%),32.19,11.91%,24.46%,-17.55%,0.94,1.80 (1.09%),1.08,8.22%,69.10%,14.07%,4.54,"Apr 21, 2025",1.75,7.70%,36.65%,48.76,2.52%,2.69%,13800,1.42,8.33%,26.86%,1.52,208.86,Yes / Yes,1.13,12.87%,32.86%,0.64,161.26,0.86%,2.77%,4.70%,Feb 13 BMO,3.11M,165.17,0.36%,-1.02%,-6.63%,"

","1,982,905",2.42%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,14.51,1.43,0.86%,598.04M,3.60%,12.28B,11.46,1.81,0.00%,587.06M,4.01%,1.20B,1.28,0.45,25.38%,2.87%,11.03%,5.83B,2.10,11.19%,-6.15%,6.52,-5.73%,10.74,1.93,10.99%,9.47%,16.87M,-4.34%,5.52,3.75,11.36%,14.45%,17.89,27.50,6.04%,0.66 (3.19%),-,13.37%,13.77%,-24.62%,-0.02,0.97 (4.68%),0.94,14.65%,31.29%,15.87%,0.65,"Sep 10, 2024",0.96,-2.64%,24.78%,59.23,3.51%,2.69%,23554,0.30,8.68%,20.51%,1.35,26.58,Yes / Yes,0.01,3.34%,40.76%,1.42,19.97,1.13%,0.45%,17.70%,Mar 18 AMC,2.59M,20.73,3.66%,7.05%,-1.14%,"

","3,675,737",3.81%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.10,38.05%,154.72M,4.09%,31.35B,56.76,3.57,-0.12%,95.85M,-5.67%,-15.53M,-,0.76,49.67%,5.45%,-2.53%,2.42B,12.95,-3.37%,3.03%,2.84,21.56%,10.39,19.51,15.83%,-0.35%,5.22M,0.61%,18.62,10.89,10.34%,-1.21%,153.45,217.84,12.33%,-,45.13,-10.72%,-0.94%,-6.97%,1.12,-,1.15,48.57%,77.68%,32.06%,9.09,-,1.15,89.39%,-4.09%,52.70,4.32%,4.48%,7348,0.77,27.77%,-0.64%,1.67,237.49,Yes / Yes,0.03,73.68%,-,1.01,197.81,2.13%,13.49%,23.41%,Mar 05 AMC,1.84M,202.65,1.75%,2.46%,6.94%,"

","1,847,991",2.45%,ZS
Zoom Communications Inc,Technology,Software - Application,USA,NASD,-,23.47,3.20,14.13%,263.11M,2.30%,22.94B,13.57,5.54,-2.91%,262.10M,-11.74%,1.01B,17.92,1.31,62.26%,2.55%,-13.20%,4.67B,4.92,-2.44%,7.59%,2.49,12.94%,29.22,2.57,2.47%,9.66%,6.68M,9.82%,25.57,2.94,1.31%,11.92%,55.06,92.80,-7.90%,-,12.68,106.45%,11.26%,-19.01%,0.67,-,4.46,78.74%,75.94%,36.51%,2.48,-,4.46,55.96%,19.00%,42.71,2.70%,3.18%,7412,0.01,3.05%,21.65%,2.32,91.61,Yes / Yes,0.00,21.68%,0.00%,0.65,74.20,0.80%,8.10%,3.29%,Feb 24 AMC,2.68M,75.16,-1.80%,-6.48%,4.62%,"

","1,751,890",1.29%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-2.60,0.94%,109.14M,10.55%,4.19B,141.94,0.27,-12.41%,108.11M,33.07%,-257.10M,-,-0.46,51.29%,7.24%,41.20%,398.99M,10.49,44.57%,11.20%,9.68,86.07%,7.80,4.91,118.75%,-23.14%,7.83M,90.23%,8.06,4.76,-,-31.41%,13.48,39.61,46.43%,-,-,-3.18%,-30.08%,-3.18%,1.07,-,3.38,118.89%,62.94%,184.50%,1.94,-,3.51,24.92%,-70.71%,69.91,4.58%,5.62%,1869,0.18,49.59%,-64.44%,1.29,53.83,Yes / Yes,0.02,18.42%,-,0.69,38.20,-0.24%,-22.87%,65.68%,Feb 27 BMO,808.45K,38.35,11.28%,29.32%,57.14%,"

","560,000",0.39%,ZLAB
ZEEKR Intelligent Technology Holding Ltd. ADR,Consumer Cyclical,Auto Manufacturers,China,NYSE,-,-,-4.75,-,247.58M,8.51%,7.45B,-,-0.55,-,-,21.05%,-1166.93M,-,-0.31,4.16%,-,6.29%,9.64B,0.77,35.74%,70.17%,2.33,83.98%,-6.12,-,82.58%,-28.75%,1.48M,-,4.78,6.30,-,-,13.00,33.32,5.99%,-,-,-,-,-9.72%,-,-,0.52,180.45%,15.31%,131.38%,2.34,-,0.64,-4.45%,-11.88%,55.81,7.97%,8.08%,16645,-,39.99%,-12.10%,1.00,36.46,Yes / Yes,-,17.20%,-,1.39,31.23,-8.56%,12.14%,32.16%,Mar 20 BMO,634.85K,30.08,9.65%,12.72%,32.41%,"

","882,948",-3.68%,ZK
Zions Bancorporation N.A,Financial,Banks - Regional,USA,NASD,-,9.86,4.96,1.60%,147.87M,3.52%,7.23B,8.54,5.73,-2.20%,145.52M,-11.85%,730.00M,1.48,1.18,78.45%,3.85%,-16.88%,4.99B,1.45,6.82%,2.86%,3.91,8.36%,40.97,1.19,8.31%,0.88%,5.60M,19.02%,-,-,6.66%,13.15%,39.05,63.22,-9.90%,1.73 (3.54%),7.44,3.54%,9.98%,-22.68%,0.92,1.68 (3.44%),-,10.13%,-,25.17%,1.75,"Feb 13, 2025",0.35,13.79%,20.26%,36.32,3.00%,3.29%,9406,0.82,7.91%,14.62%,2.82,63.06,Yes / Yes,0.19,72.54%,33.52%,1.63,48.63,4.18%,6.00%,4.59%,Jan 21 AMC,1.43M,48.88,-5.21%,-10.55%,-4.02%,"

","2,326,920",0.51%,ZION
Zim Integrated Shipping Services Ltd,Industrials,Marine Shipping,Israel,NYSE,-,1.54,11.93,1.07%,120.39M,-10.62%,2.22B,-,-1.37,0.00%,119.17M,-6.35%,1.44B,-,1.88,52.60%,12.10%,-3.51%,7.47B,0.30,-91.32%,12.57%,2.58,2.85%,32.61,0.57,-188.24%,14.97%,14.42M,90.27%,19.22,0.96,-,44.28%,8.73,29.00,-14.16%,0.69 (3.72%),1.04,-,17.37%,-36.45%,1.64,3.97 (21.54%),1.26,36.98%,27.42%,111.02%,1.23,"Mar 24, 2025",1.33,167.33%,23.81%,42.37,7.52%,6.09%,6460,1.49,21.47%,19.26%,4.00,16.07,Yes / Yes,1.11,149.38%,-,1.85,18.24,6.89%,33.49%,117.22%,Mar 12 BMO,5.58M,18.43,-8.29%,-4.16%,-6.91%,"

","10,341,899",1.04%,ZIM
