Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,44.94,0.71,16.70%,172.26M,0.03%,5.47B,24.41,1.30,-9.54%,143.65M,-3.24%,124.20M,3.15,0.31,84.37%,3.55%,6.81%,1.53B,3.57,20.75%,5.96%,5.04,24.85%,9.34,3.40,10.89%,4.22%,5.11M,55.09%,0.91,34.85,14.28%,7.19%,20.06,34.58,7.79%,0.27 (0.85%),19.34,18.47%,5.80%,-8.33%,1.22,0.30 (0.95%),1.95,0.20%,39.86%,58.07%,0.87,"Feb 16, 2024",3.31,95.74%,15.14%,47.11,3.10%,2.88%,2400,0.33,8.34%,8.11%,2.25,35.29,Yes / Yes,0.33,52.74%,45.61%,1.03,31.88,1.18%,12.10%,0.46%,Apr 23 AMC,1.01M,31.70,-1.34%,-0.69%,7.22%,"

","1,037,776",-0.56%,ZWS
Zuora Inc,Technology,Software - Infrastructure,USA,NYSE,RUT,-,-0.49,7.29%,137.79M,7.57%,1.45B,19.13,0.52,-9.19%,135.40M,12.43%,-68.19M,-,0.07,74.15%,4.26%,8.39%,431.66M,3.37,21.72%,-0.37%,3.45,33.38%,0.92,10.87,29.46%,-9.14%,5.77M,24.53%,3.52,2.83,-,-59.08%,7.05,12.12,5.85%,-,-,9.40%,-12.86%,-17.90%,1.84,-,2.37,12.97%,66.48%,41.13%,0.38,-,2.37,47.34%,-13.09%,65.65,2.99%,4.27%,1618,3.02,8.98%,-15.80%,1.57,11.57,Yes / Yes,2.97,39.06%,-,0.57,9.86,-0.10%,140.00%,7.40%,Feb 28 AMC,1.67M,9.95,11.27%,13.31%,11.88%,"

","946,670",0.91%,ZUO
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,31.24,5.07,0.09%,458.37M,8.14%,72.45B,24.55,6.45,-8.58%,456.96M,-5.99%,2.34B,3.21,1.34,95.81%,0.70%,-17.28%,8.54B,8.48,8.80%,0.02%,0.93,-3.21%,10.90,14.53,11.47%,16.05%,3.18M,-8.40%,4.46,35.50,9.73%,49.86%,144.80,201.92,-19.73%,1.72 (1.09%),44.70,11.57%,19.95%,-21.54%,0.87,1.61 (1.02%),2.00,8.05%,68.28%,9.41%,4.70,"Apr 18, 2024",3.36,12.77%,35.92%,47.34,3.26%,2.64%,14100,1.36,5.74%,27.43%,1.42,220.42,Yes / Yes,1.35,15.54%,30.71%,1.46,153.36,1.13%,-5.80%,8.48%,May 02 BMO,3.42M,158.42,0.33%,-8.28%,-11.96%,"

","4,991,061",3.30%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,14.57,1.48,0.60%,606.77M,8.38%,12.94B,11.02,1.96,0.00%,595.01M,1.60%,1.23B,0.99,0.34,42.44%,3.04%,27.34%,5.46B,2.37,15.04%,3.56%,3.91,-9.01%,13.90,1.56,16.51%,10.37%,18.09M,-21.30%,4.82,4.48,14.70%,15.22%,15.90,30.05,1.55%,0.71 (3.27%),-,13.37%,13.00%,-28.09%,-0.05,0.62 (2.87%),1.30,15.78%,30.85%,35.95%,0.58,"Apr 09, 2024",1.34,23.33%,24.56%,62.72,2.01%,2.07%,23554,0.26,3.77%,22.58%,1.19,28.70,Yes / Yes,0.13,0.92%,0.00%,0.61,21.21,-2.59%,-0.99%,6.62%,Mar 19 AMC,4.63M,21.61,5.40%,6.25%,-2.61%,"

","2,821,871",1.89%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.94,40.47%,147.17M,4.63%,26.53B,53.85,3.29,-0.40%,89.21M,-8.49%,-138.67M,-,0.65,45.71%,6.18%,-25.24%,1.90B,14.00,54.58%,5.60%,2.34,12.33%,6.40,27.65,18.83%,-3.98%,5.51M,90.23%,16.41,10.79,38.21%,-18.64%,84.93,259.61,-20.09%,-,52.99,-17.41%,-6.46%,-31.80%,0.84,-,1.90,53.60%,77.40%,108.47%,5.70,-,1.90,58.51%,-9.70%,39.63,3.16%,2.58%,5962,1.29,40.62%,-7.32%,1.49,260.48,Yes / Yes,1.24,51.94%,-,0.57,174.81,3.42%,30.99%,35.45%,Feb 29 AMC,2.35M,177.05,-1.97%,-12.02%,-5.07%,"

","1,341,188",1.28%,ZS
Zentalis Pharmaceuticals Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-4.56,10.10%,70.77M,-14.66%,784.82M,-,-3.77,-0.10%,63.80M,-27.19%,-292.19M,-,-0.77,110.03%,26.08%,-12.78%,0.00M,-,18.03%,-0.98%,20.05,-30.87%,6.18,1.79,-2.93%,-52.39%,16.64M,-48.39%,6.81,1.63,-,-67.09%,9.56,31.46,-27.00%,-,-,-50.05%,-60.82%,-64.84%,1.82,-,7.16,-20.00%,-,15.69%,0.94,-,7.16,-0.81%,0.00%,32.35,6.58%,7.02%,168,0.10,-,-,1.40,33.56,Yes / Yes,0.10,7.17%,-,0.57,10.98,-,-5.81%,-,Feb 27 BMO,829.84K,11.06,-20.13%,-21.20%,-35.93%,"

","474,113",0.68%,ZNTL
Zoom Video Communications Inc,Technology,Software - Application,USA,NASD,-,30.19,2.05,24.23%,260.90M,4.29%,19.07B,12.32,5.03,-0.40%,233.05M,-6.93%,637.46M,20.12,1.19,57.05%,5.48%,-8.47%,4.53B,4.21,-5.51%,-0.54%,3.62,2.73%,26.07,2.38,2.23%,7.06%,12.78M,0.93%,22.66,2.74,1.50%,8.96%,58.87,75.90,-13.78%,-,12.96,-,7.90%,-18.32%,-0.05,-,4.38,95.81%,74.72%,5.32%,1.42,-,4.38,516.13%,11.60%,47.20,2.05%,2.08%,7420,0.01,3.06%,14.08%,2.63,78.03,Yes / Yes,0.01,368.46%,0.00%,0.79,61.04,1.54%,23.91%,2.56%,Feb 26 AMC,3.53M,62.00,0.13%,-4.00%,-7.28%,"

","2,800,159",1.57%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-3.46,0.54%,98.72M,13.08%,1.57B,-,-1.39,-9.38%,98.19M,-1.73%,-334.62M,-,-0.51,42.00%,4.15%,-30.04%,266.72M,5.89,7.60%,-2.01%,6.34,-33.87%,8.19,1.94,56.67%,-29.66%,4.08M,-54.11%,8.17,1.95,-,-36.34%,13.48,39.50,-41.79%,-,-,-16.93%,-41.61%,-59.72%,1.11,-,4.41,2095.12%,64.08%,18.03%,0.77,-,4.63,25.17%,-141.19%,50.11,4.22%,4.17%,2175,0.02,24.03%,-125.46%,1.15,51.69,Yes / Yes,0.01,-52.98%,-,0.57,15.74,-8.76%,-90.47%,5.16%,May 08 AMC,642.98K,15.91,4.66%,-9.58%,-32.89%,"

","364,581",1.08%,ZLAB
ZKH Group Ltd ADR,Consumer Cyclical,Internet Retail,China,NYSE,-,-,-0.85,8.87%,127.44M,2.22%,1.58B,13.63,0.91,0.00%,116.14M,-25.57%,-136.80M,-,-0.06,0.63%,0.04%,-27.52%,1.23B,1.29,264.05%,-,0.75,-,2.82,4.41,539.46%,-4.29%,0.04M,-,2.35,5.29,-,-9.63%,11.25,21.91,-23.79%,-,-,-,-28.89%,-43.28%,-,-,1.56,26.18%,16.66%,10.49%,1.45,-,1.73,26.52%,-4.62%,34.44,9.85%,9.95%,3476,0.26,-0.20%,-11.13%,1.00,21.38,No / Yes,0.05,63.33%,-,0.72,11.79,-,-,6.47%,Mar 19 BMO,56.39K,12.43,-15.28%,-27.42%,-26.82%,"

","40,429",5.43%,ZKH
ZipRecruiter Inc,Industrials,Staffing & Employment Services,USA,NYSE,RUT,22.21,0.47,30.23%,76.17M,-1.52%,1.03B,75.25,0.14,-0.98%,69.28M,-8.80%,49.10M,2.16,-0.06,49.70%,4.77%,-30.98%,645.72M,1.59,-118.11%,-1.83%,6.06,-0.58%,0.08,122.37,265.27%,7.15%,3.31M,-37.85%,5.24,1.98,10.30%,265.50%,10.27,19.29,-25.47%,-,10.06,-,8.77%,-46.29%,1.24,-,6.57,17.01%,89.72%,0.88%,0.32,-,6.57,-9.45%,13.48%,34.11,2.49%,2.49%,1000,66.40,-28.62%,7.60%,2.38,14.20,Yes / Yes,65.87,-67.13%,0.00%,0.53,10.49,6.05%,-32.61%,-35.42%,May 09 AMC,546.14K,10.36,-5.02%,-13.01%,-23.91%,"

","289,459",-1.24%,ZIP
