Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,50.25,0.64,16.93%,172.26M,2.40%,5.51B,25.30,1.27,-2.36%,142.87M,5.95%,112.70M,3.50,0.26,84.90%,3.70%,8.90%,1.53B,3.60,18.11%,6.00%,4.76,8.24%,9.30,3.45,10.60%,3.77%,5.29M,38.97%,0.79,40.34,14.35%,6.48%,19.29,33.95,9.01%,0.26 (0.82%),23.71,18.47%,5.28%,-5.57%,1.23,0.30 (0.94%),1.77,1.96%,38.51%,66.20%,0.70,"Feb 16, 2024",3.02,36.01%,14.25%,58.31,1.56%,2.23%,2400,0.34,19.40%,7.36%,2.43,34.00,Yes / Yes,0.33,38.11%,45.61%,0.61,32.07,1.78%,13.04%,4.85%,Feb 06 AMC,1.11M,32.06,1.15%,6.35%,13.77%,"

","681,146",-0.03%,ZWS
Zuora Inc,Technology,Software - Infrastructure,USA,NYSE,RUT,-,-0.49,7.27%,143.12M,-0.95%,1.19B,16.00,0.52,-9.40%,132.71M,-10.25%,-68.19M,-,0.07,75.49%,3.45%,-8.77%,431.66M,2.76,21.72%,-0.38%,3.97,-8.67%,0.88,9.48,29.46%,-9.14%,4.58M,-13.60%,3.59,2.32,-,-59.08%,7.05,12.12,-11.49%,-,-,9.40%,-12.86%,-31.35%,1.89,-,2.65,12.97%,70.92%,18.01%,0.35,-,2.37,47.34%,-14.73%,46.92,4.16%,3.34%,1549,3.02,8.98%,-15.80%,1.57,11.57,Yes / Yes,2.97,39.06%,-,1.78,8.01,-0.10%,140.00%,7.40%,Feb 28 AMC,1.15M,8.32,-1.23%,-4.62%,-9.56%,"

","2,051,317",3.87%,ZUO
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,37.05,5.07,0.09%,458.37M,-4.66%,86.02B,28.96,6.49,-10.45%,457.47M,-0.68%,2.34B,3.68,1.36,95.47%,0.74%,6.33%,8.54B,10.07,8.90%,0.02%,1.67,-1.39%,10.90,17.23,11.98%,16.05%,3.41M,11.44%,4.46,42.14,10.07%,49.86%,151.03,201.92,-4.82%,1.74 (0.93%),53.06,11.57%,19.95%,-6.96%,0.87,1.56 (0.83%),2.00,8.05%,68.28%,24.39%,4.54,"Apr 18, 2024",3.36,12.77%,35.92%,43.26,2.36%,2.22%,14100,1.36,5.74%,27.43%,1.47,227.20,Yes / Yes,1.35,15.54%,30.71%,1.85,190.82,1.13%,-5.80%,8.48%,Feb 13 BMO,2.04M,187.86,-2.71%,-2.80%,4.02%,"

","3,757,131",-1.55%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,13.82,1.48,0.56%,609.17M,7.24%,12.24B,11.52,1.78,0.00%,595.25M,23.64%,1.23B,0.84,0.38,42.80%,2.52%,-8.38%,5.37B,2.28,31.40%,3.70%,4.36,-18.66%,9.82,2.08,16.33%,10.77%,15.00M,-14.50%,4.06,5.04,16.50%,16.18%,15.90,30.05,-3.90%,0.47 (2.31%),-,17.08%,13.74%,-31.95%,-0.05,-,1.13,18.73%,30.39%,28.66%,0.67,"Apr 05, 2023",1.17,26.78%,24.33%,70.88,3.85%,3.10%,24888,0.30,0.98%,22.98%,1.25,31.08,Yes / Yes,0.13,12.24%,0.00%,2.58,20.31,-8.49%,2.56%,-3.57%,Mar 19 AMC,3.44M,20.45,12.09%,10.07%,-12.22%,"

","8,885,977",0.69%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.94,40.83%,147.17M,-11.37%,31.78B,65.56,3.27,-0.51%,87.77M,-10.01%,-138.67M,-,0.65,45.96%,5.09%,8.45%,1.90B,16.76,53.48%,5.66%,2.00,37.28%,5.44,39.34,18.94%,-3.98%,4.47M,59.71%,16.58,12.92,37.13%,-18.64%,84.93,259.61,-3.31%,-,60.74,-17.41%,-6.46%,-17.48%,0.83,-,1.88,53.60%,81.83%,152.23%,11.86,-,1.90,58.51%,-9.62%,39.19,3.97%,3.93%,5962,1.29,40.62%,-7.32%,1.59,260.35,Yes / Yes,1.24,51.94%,-,1.85,219.23,3.42%,30.99%,35.45%,Feb 29 AMC,2.23M,214.22,-11.16%,-8.08%,20.73%,"

","4,128,116",-2.29%,ZS
Zentalis Pharmaceuticals Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-4.56,10.07%,70.77M,3.12%,1.03B,-,-3.77,-0.47%,63.81M,24.21%,-292.19M,-,-0.77,109.87%,22.45%,29.07%,0.00M,-,18.03%,-0.98%,16.23,-45.33%,6.18,2.35,-2.93%,-52.39%,14.33M,-24.22%,6.81,2.13,-,-67.09%,9.56,31.46,-4.16%,-,-,-50.05%,-60.82%,-53.85%,1.72,-,7.16,-20.00%,-,51.88%,1.11,-,7.16,-0.81%,0.00%,57.58,10.91%,7.68%,168,0.10,-,-,1.40,33.56,Yes / Yes,0.10,7.17%,-,1.02,15.28,-,-5.93%,-,Feb 27 BMO,883.01K,14.52,12.44%,6.24%,-26.34%,"

","903,818",-4.97%,ZNTL
Zoom Video Communications Inc,Technology,Software - Application,USA,NASD,-,33.99,2.05,24.46%,247.15M,10.44%,21.22B,13.86,5.03,-0.47%,229.97M,7.49%,637.46M,22.66,1.20,59.45%,5.53%,2.77%,4.53B,4.69,-5.03%,-0.54%,3.10,-1.86%,24.36,2.86,1.63%,7.06%,12.72M,-1.30%,22.87,3.05,1.50%,8.96%,58.87,75.90,-3.06%,-,14.42,-,7.90%,-8.16%,-0.07,-,4.15,95.81%,76.19%,18.41%,1.89,-,4.38,516.13%,11.60%,62.00,3.62%,2.44%,8484,0.01,3.06%,14.08%,2.67,78.84,Yes / Yes,0.01,367.53%,0.00%,1.28,70.91,1.54%,23.91%,2.56%,Feb 26 AMC,4.11M,69.71,7.73%,3.42%,3.30%,"

","5,255,165",-1.69%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-3.46,0.41%,98.72M,-2.72%,2.02B,-,-1.43,-5.93%,98.31M,-9.28%,-334.62M,-,-0.51,42.36%,4.77%,-25.17%,266.72M,7.56,8.70%,-2.08%,6.98,-19.83%,8.19,2.49,54.76%,-29.66%,4.69M,-44.71%,8.17,2.50,-,-36.34%,17.68,41.79,-25.28%,-,-,-16.93%,-41.61%,-51.14%,1.13,-,4.41,2095.12%,64.08%,15.47%,1.27,-,4.63,25.17%,-141.19%,45.54,6.18%,5.62%,2175,0.02,24.03%,-125.46%,1.17,52.95,Yes / Yes,0.01,-52.98%,-,0.75,21.10,-8.76%,-90.47%,5.16%,Feb 27 AMC,671.41K,20.42,0.70%,-11.65%,-22.03%,"

","506,463",-3.22%,ZLAB
ZKH Group Ltd ADR,Consumer Cyclical,Internet Retail,China,NYSE,-,-,-0.94,9.46%,127.44M,-1.07%,2.42B,20.84,0.91,0.00%,115.39M,9.26%,-151.03M,-,-,0.63%,0.02%,-,1.21B,2.00,157.80%,-,0.35,-,-4.20,-,444.17%,-11.59%,0.02M,-,1.79,10.60,-,-27.55%,15.00,21.91,16.49%,-,-,-,-36.87%,-13.30%,-,-,1.49,39.43%,16.54%,26.67%,1.75,-,1.67,38.67%,-5.65%,53.03,7.32%,10.83%,3956,0.27,-4.58%,-12.49%,1.00,20.69,No / Yes,0.05,59.37%,-,0.60,19.64,-,-,-8.20%,-,67.65K,19.00,2.44%,8.97%,9.44%,"

","40,819",-3.26%,ZKH
ZipRecruiter Inc,Industrials,Staffing & Employment Services,USA,NYSE,RUT,27.07,0.47,31.10%,76.17M,1.36%,1.21B,51.21,0.25,-1.30%,66.22M,-9.27%,49.10M,2.63,-0.04,53.01%,4.61%,-5.82%,645.72M,1.88,-100.67%,-1.83%,5.10,-16.85%,0.08,149.18,8138.53%,7.15%,3.05M,-26.18%,5.41,2.33,10.30%,265.50%,10.27,19.29,-9.14%,-,11.87,-,8.77%,-34.53%,1.26,-,6.57,17.01%,89.72%,22.98%,0.52,-,6.57,-9.45%,13.48%,35.56,3.33%,3.52%,1000,66.40,-28.62%,7.60%,2.38,14.17,Yes / Yes,65.87,-67.13%,0.00%,0.97,12.68,6.05%,-32.61%,-35.42%,Feb 22 AMC,598.55K,12.63,-8.24%,-10.41%,-13.40%,"

","580,141",-0.39%,ZIP
Zions Bancorporation N.A,Financial,Banks - Regional,USA,NASD,S&P 500,8.99,4.36,1.63%,148.15M,1.95%,5.80B,8.47,4.63,-0.51%,145.73M,-0.20%,644.00M,1.86,0.99,79.77%,6.89%,9.94%,4.63B,1.25,-2.16%,2.22%,3.73,10.34%,34.46,1.14,8.71%,0.76%,10.04M,-18.92%,-,-,4.83%,12.95%,18.26,49.97,-10.71%,1.67 (4.25%),7.35,1.26%,10.25%,-21.61%,1.12,1.64 (4.19%),-,9.97%,-,114.51%,1.39,"Feb 14, 2024",0.26,-24.81%,17.59%,45.55,2.67%,2.98%,9679,0.86,39.40%,13.92%,3.00,45.50,Yes / Yes,0.13,-57.69%,37.74%,1.56,38.77,-3.06%,-11.39%,20.67%,Jan 22 BMO,2.69M,39.17,-1.02%,-6.18%,10.16%,"

","4,211,907",1.03%,ZION
Zim Integrated Shipping Services Ltd,Industrials,Marine Shipping,Israel,NYSE,-,-,-17.75,20.68%,120.15M,-10.17%,1.32B,-,-2.71,0.00%,95.33M,-17.42%,-2133.00M,-,-1.44,22.32%,27.82%,56.43%,6.15B,0.21,-159.76%,-12.68%,3.26,-9.28%,21.35,0.51,88.15%,-21.13%,26.52M,-51.74%,15.23,0.72,-,-50.92%,6.39,25.12,10.94%,-,0.94,-,-38.10%,-56.41%,1.80,6.40 (58.45%),0.98,52.11%,7.62%,71.36%,0.80,"Apr 04, 2023",1.04,-135.92%,3.13%,36.31,5.83%,5.51%,6530,1.85,-55.59%,-34.71%,3.14,9.53,Yes / Yes,1.18,-295.71%,71.58%,0.87,12.01,-1.16%,-995.65%,-60.56%,Mar 13 BMO,8.14M,10.95,-11.81%,-12.80%,-5.49%,"

","7,107,242",-8.83%,ZIM
