Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker
Zymeworks BC Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-0.98,3.69%,74.85M,-3.16%,1.26B,-,-1.09,21.86%,73.13M,10.86%,1.00B,-,-0.33,101.16%,9.79%,28.84%,-73.68M,10.28,38.68%,-0.49%,14.23,52.37%,122.87M,3.76,-9.88%,-15.95%,7.16M,13.97%,4.44,4.49,0.10%,-19.89%,17.70 -5.73%,34.67%,3.72,-,26.71% 15.81%,-21.07%,9.03 84.77%,187.18%,-,-,41.95% 20.90%,89.52%,3.07%,3.89%,-62.99%,-,8.15,35.69%,-67.32%,0.62,-,-,7.69,95.94%,-59.96%,60.70,1.40,- -,7.69,106.06%,2.18%,1.47,22.28,-,0.06,153.21%,12.76%,1.41,16.94,286,0.05,Aug 07 AMC,24.48%,503.01K,16.68,"Apr 28, 2017",Yes / Yes,106.22% 182.52%,"

","709,298",-1.51%,ZYME
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,46.72,1.01,11.53%,167.66M,0.85%,7.92B,30.01,1.58,-1.72%,148.24M,2.74%,8.28B,4.64,0.39,91.73%,3.38%,26.41%,174.00M,4.91,11.77%,-0.86%,4.59,59.49%,1.61B,5.07,10.13%,6.40%,5.01M,26.78%,9.33,39.24,10.08%,10.81%,48.42 -2.33%,30.38%,1.20,28.15,32.18% -7.41%,8.26%,27.74 70.48%,93.42%,0.37 (0.77%),23.06,19.81% -5.41%,41.82%,1.44%,2.03%,214.10%,0.36 (0.76%),5.13,30.64%,16.77%,0.88,446.79%,"Aug 20, 2025",1.72,4.74%,10.78%,59.29,2.44,3.23% 0.62%,2.71,12.98%,0.94%,1.15,47.14,35.98%,0.36,7.89%,3.83%,0.61,46.84,2500,0.35,Jul 29 AMC,24.07%,1.09M,47.29,"Mar 29, 2012",Yes / Yes,17.06% 4.65%,"

","661,018",0.96%,ZWS
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,25.01,5.81,0.17%,443.95M,1.61%,64.42B,21.02,6.92,-0.09%,442.41M,-5.19%,69.78B,2.91,1.63,97.46%,2.08%,-7.88%,2.61B,6.86,7.46%,0.37%,2.98,-4.20%,9.38B,12.97,8.72%,18.24%,9.19M,-10.78%,11.21,44.89,8.58%,52.54%,196.55 -26.04%,-24.47%,3.24,29.03,8.55% 11.91%,25.07%,139.34 4.32%,-3.70%,1.99 (1.37%),17.42,5.98% 8.14%,70.03%,1.99%,2.09%,-10.54%,1.93 (1.33%),7.43,13.72%,37.51%,2.93,263.76%,"Jul 18, 2025",1.04,5.27%,27.83%,43.70,1.57,18.93% 21.14%,1.76,17.78%,-0.43%,0.90,194.21,32.86%,1.36,4.19%,-2.82%,1.01,146.42,13800,1.09,Aug 05 BMO,-8.34%,3.09M,145.36,"Feb 01, 2013",Yes / Yes,8.60% 2.10%,"

","3,114,882",-0.72%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,13.17,1.46,0.00%,593.65M,-1.64%,11.43B,11.42,1.69,-,593.65M,4.96%,10.45B,1.70,0.35,14.66%,2.64%,7.72%,1.21B,1.78,-1.15%,-9.02%,7.86,5.94%,6.42B,1.72,13.50%,9.38%,15.70M,-1.53%,11.20,3.08,7.74%,13.98%,27.50 -30.00%,-28.60%,6.24,-,18.24% 8.45%,13.37%,16.34 17.81%,-18.85%,0.62 (3.23%),5.67,9.28% 13.97%,27.49%,1.68%,1.90%,-32.87%,0.65 (3.38%),1.63,2.41%,21.97%,0.44,-,"Sep 30, 2025",1.19,14.40%,18.81%,52.95,1.44,- -,1.21,-25.19%,0.79%,-0.19,23.19,45.76%,0.29,10.45%,-0.32%,0.44,18.99,24471,0.01,Aug 19 AMC,1.51%,2.00M,19.25,"Oct 27, 2016",Yes / Yes,-17.31% -2.87%,"

","881,549",1.37%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.27,37.20%,158.30M,2.81%,48.32B,69.47,4.39,-0.56%,99.41M,11.32%,46.54B,-,0.86,53.48%,5.83%,-2.30%,-41.48M,18.08,11.37%,-1.03%,3.48,74.75%,2.67B,26.86,20.27%,-0.75%,5.79M,69.19%,11.37,13.53,18.14%,-2.70%,318.46 -4.15%,79.88%,22.57,66.49,54.06% 21.31%,-1.17%,164.78 85.24%,84.00%,-,30420.86,34.81% 44.03%,76.82%,2.57%,2.84%,117.27%,-,17.41,31.04%,-4.48%,8.21,-,-,1.94,23.31%,-1.55%,65.41,1.57,- -,1.94,-14.36%,4.73%,1.06,327.15,-,1.00,21.31%,7.96%,0.59,305.41,7923,0.97,Sep 02 AMC,25.23%,1.66M,305.24,"Mar 16, 2018",Yes / Yes,11.25% 1.74%,"

","980,958",-0.06%,ZS
Zoom Communications Inc,Technology,Software - Application,USA,NASD,-,21.34,3.80,11.17%,267.28M,-3.07%,24.25B,13.64,5.94,-0.59%,265.85M,-3.17%,16.52B,4.92,1.44,63.73%,1.96%,4.66%,1.19B,5.10,5.55%,-0.24%,1.53,19.60%,4.75B,2.72,1.63%,11.03%,5.21M,-0.71%,29.82,3.11,4.34%,13.60%,92.80 -12.68%,19.85%,26.02,13.14,-10.66% 106.45%,13.23%,64.41 25.80%,8.81%,-,14.04,4.40% 49.60%,76.38%,2.43%,2.20%,-82.59%,-,3.47,36.57%,20.43%,1.89,-,-,4.36,3.63%,24.99%,45.90,2.31,- -,4.36,66.82%,-3.22%,0.79,92.69,0.00%,0.01,4.71%,2.44%,0.82,80.96,7412,0.00,Aug 21 AMC,3.00%,3.41M,81.03,"Apr 18, 2019",Yes / Yes,11.14% 1.58%,"

","2,800,470",0.09%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-2.05,2.08%,109.91M,1.15%,3.71B,94.15,0.35,-17.94%,108.95M,8.29%,3.07B,-,-0.25,37.42%,4.48%,-4.67%,-212.37M,8.66,43.65%,-3.44%,6.64,4.85%,427.80M,4.62,124.15%,-19.74%,4.88M,27.19%,7.20,4.45,-,-28.39%,44.34 -24.88%,30.07%,7.48,-,30.02% -3.16%,-26.45%,23.70 40.55%,-5.05%,-,-,40.31% 98.33%,62.39%,2.44%,3.51%,-59.67%,-,7.17,33.47%,-57.71%,1.27,-,-,2.93,32.38%,-49.64%,51.22,1.27,- -,3.12,54.50%,2.37%,1.08,52.88,-,0.24,9.81%,-2.05%,0.43,33.75,1869,0.01,Aug 07 BMO,2.67%,735.16K,33.31,"Sep 20, 2017",Yes / Yes,-3.27% -11.98%,"

","313,282",-1.30%,ZLAB
ZEEKR Intelligent Technology Holding Ltd. ADR,Consumer Cyclical,Auto Manufacturers,China,NYSE,-,-,-1.84,-,253.10M,2.05%,7.65B,14.46,2.07,-,-,3.03%,11.14B,-,-0.23,4.28%,-,14.18%,-462.32M,0.61,56.08%,0.85%,0.88,40.28%,12.55B,-,222.69%,-7.04%,0.48M,5.29%,-13.26,5.37,-,-,33.32 -10.32%,15.14%,5.56,-,5.46% -,-,17.91 66.83%,-,-,-,118.43% 118.66%,18.90%,2.08%,1.76%,-,-,0.89,62.51%,-4.64%,0.74,-,-,0.49,39.14%,-3.68%,52.80,1.00,- -,0.59,82.59%,0.87%,0.13,35.48,-,-,37.06%,1.51%,0.34,29.92,17439,-,Aug 14 BMO,10.93%,549.78K,29.88,"May 10, 2024",Yes / Yes,72.37% -0.14%,"

","185,041",-0.13%,ZK
Zions Bancorporation N.A,Financial,Banks - Regional,USA,NASD,-,10.37,5.48,1.58%,147.60M,-0.23%,8.40B,9.70,5.86,-0.01%,145.30M,0.62%,-,1.27,1.47,79.05%,4.59%,2.38%,807.00M,1.69,15.43%,0.13%,4.43,37.40%,4.97B,1.29,2.59%,0.95%,6.68M,4.83%,44.24,-,8.16%,13.23%,63.22 -10.04%,24.47%,-,10.48,-9.99% 3.54%,10.37%,39.32 44.63%,9.83%,1.75 (3.07%),-,19.10% 8.98%,-,2.37%,2.44%,96.31%,1.74 (3.06%),-,32.07%,22.09%,1.38,108.05%,"Aug 14, 2025",-,2.64%,16.23%,50.55,2.78,4.85% 5.34%,0.13,27.04%,-0.82%,0.95,62.14,33.52%,1.10,-1.04%,2.12%,1.11,56.93,9406,0.18,Oct 20 AMC,8.63%,1.51M,56.87,"Mar 17, 1980",Yes / Yes,24.68% 3.35%,"

","1,670,686",-0.11%,ZION
Zim Integrated Shipping Services Ltd,Industrials,Marine Shipping,Israel,NYSE,-,0.82,16.63,1.18%,120.46M,0.66%,1.65B,-,-3.34,0.00%,119.04M,1.56%,5.80B,-,0.92,52.77%,17.24%,-17.02%,2.00B,0.19,-83.21%,1.59%,4.16,9.42%,8.58B,0.42,-211.54%,19.27%,20.52M,-36.19%,32.35,0.93,-,59.06%,29.00 -52.76%,-39.16%,14.72,0.51,-23.79% -,23.31%,11.03 24.15%,-38.18%,1.06 (7.76%),1.56,-7.73% 20.63%,32.33%,2.44%,3.05%,-,6.78 (49.49%),0.68,202.12%,28.74%,0.48,-,"Sep 02, 2025",1.11,43.57%,23.37%,42.75,3.78,16.67% -,1.20,-93.86%,-2.49%,1.65,13.50,22.25%,1.52,-15.36%,-7.39%,1.28,13.91,6700,1.21,Aug 20 BMO,-17.76%,4.94M,13.70,"Jan 28, 2021",Yes / Yes,-76.51% -5.63%,"

","6,335,271",-1.51%,ZIM
