Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,49.69,0.79,16.26%,172.26M,-1.61%,6.65B,29.18,1.34,-9.90%,142.12M,4.76%,137.70M,3.13,0.28,92.54%,5.49%,25.94%,1.55B,4.28,27.71%,8.80%,5.05,20.18%,9.34,4.19,8.38%,4.94%,7.81M,32.23%,1.11,35.40,15.89%,8.52%,27.55,40.64,33.22%,0.27 (0.68%),24.63,18.47%,6.47%,-3.59%,1.15,0.24 (0.61%),1.71,0.20%,41.40%,42.21%,0.85,"Nov 20, 2024",2.70,28.10%,16.27%,63.91,1.78%,2.15%,2400,0.35,2.55%,8.87%,2.25,38.71,Yes / Yes,0.34,6.98%,45.61%,0.44,38.91,0.95%,5.82%,2.91%,Oct 29 AMC,1.55M,39.18,3.73%,7.90%,20.10%,"

","684,258",0.69%,ZWS
Zuora Inc,Technology,Software - Infrastructure,USA,NYSE,RUT,-,-0.33,7.65%,153.54M,0.00%,1.52B,17.37,0.57,-6.77%,141.79M,-0.10%,-47.27M,-,0.11,73.50%,2.69%,12.76%,445.68M,3.41,70.45%,5.79%,1.35,-3.51%,1.27,7.81,1.33%,-6.17%,3.81M,21.92%,3.54,2.79,15.00%,-31.02%,7.70,10.85,5.32%,-,-,9.40%,-7.99%,-8.76%,1.69,-,2.71,12.97%,68.16%,28.57%,0.09,-,2.71,60.38%,-6.31%,70.21,0.31%,0.41%,1618,2.12,7.33%,-10.61%,3.00,10.00,Yes / Yes,2.08,70.33%,-,0.82,9.90,2.46%,98.33%,6.80%,Aug 21 AMC,2.82M,9.90,0.06%,6.86%,7.85%,"

","2,319,641",0.00%,ZUO
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,33.17,5.32,0.09%,458.37M,0.15%,79.83B,27.64,6.38,0.00%,450.74M,-8.72%,2.43B,3.57,1.37,95.08%,0.96%,-3.91%,9.15B,8.72,10.67%,-2.14%,2.14,1.16%,11.59,15.22,8.41%,17.07%,4.32M,-0.07%,3.79,46.57,9.29%,47.13%,144.80,201.92,-10.61%,1.70 (0.96%),34.59,11.57%,20.27%,-12.63%,0.90,1.73 (0.98%),2.27,8.05%,68.49%,21.84%,4.39,"Oct 31, 2024",3.69,8.09%,36.45%,43.30,2.35%,2.39%,14100,1.29,9.33%,26.55%,1.45,222.92,Yes / Yes,1.29,16.43%,30.71%,1.57,175.14,4.34%,8.49%,11.02%,Nov 04 BMO,2.02M,176.42,-1.24%,-5.54%,-1.22%,"

","3,172,089",0.73%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,14.69,1.42,0.86%,606.77M,-2.58%,12.44B,10.57,1.97,0.00%,592.88M,-17.36%,1.19B,1.13,0.40,28.52%,3.48%,5.05%,5.61B,2.22,13.71%,0.73%,7.50,-15.31%,10.31,2.02,18.16%,9.95%,20.63M,-13.48%,4.71,4.42,13.00%,14.81%,15.90,27.50,-2.26%,0.68 (3.27%),-,13.37%,12.68%,-24.36%,-0.09,0.97 (4.66%),1.22,15.78%,31.13%,30.86%,0.69,"Sep 10, 2024",1.26,-0.18%,24.65%,30.04,2.43%,2.43%,23554,0.30,3.60%,21.14%,1.31,29.06,Yes / Yes,0.12,-3.11%,40.76%,1.84,21.07,0.90%,2.93%,6.28%,Nov 19 AMC,2.75M,20.80,-8.67%,-11.94%,-3.13%,"

","5,050,524",-1.28%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.39,38.31%,152.49M,1.66%,29.89B,57.94,3.50,-0.15%,94.07M,6.76%,-57.71M,-,0.63,49.06%,4.59%,2.89%,2.17B,13.79,-10.49%,-0.01%,2.40,12.32%,8.36,24.28,22.61%,-1.39%,4.32M,8.95%,16.35,12.40,18.50%,-5.77%,153.45,259.61,-8.44%,-,51.10,-10.72%,-4.38%,-21.86%,0.80,-,1.04,48.57%,77.87%,32.19%,6.04,-,1.04,72.20%,-5.71%,61.33,3.46%,2.81%,7348,0.97,34.07%,-2.66%,1.73,216.87,Yes / Yes,0.04,53.13%,-,0.62,201.47,4.48%,24.95%,30.30%,Dec 02 AMC,1.80M,202.85,5.33%,10.78%,7.14%,"

","1,117,021",0.68%,ZS
Zentalis Pharmaceuticals Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-2.53,14.10%,70.77M,-24.32%,190.95M,-,-2.93,-0.13%,61.22M,-2.87%,-179.28M,-,-0.56,89.93%,11.52%,-2.87%,40.56M,4.71,45.10%,-16.12%,3.50,-74.13%,4.98,0.61,-19.28%,-34.60%,7.05M,-72.82%,6.25,0.49,-,-42.89%,2.66,18.07,-79.87%,-,-,-50.05%,-45.41%,-83.12%,1.77,-,7.29,-20.00%,96.77%,14.66%,0.38,-,7.29,45.45%,-515.94%,41.58,13.85%,11.52%,168,0.12,-,-442.02%,1.89,10.50,Yes / Yes,0.11,28.19%,-,0.60,3.47,-,-47.48%,-,Aug 09 BMO,2.02M,3.05,-10.35%,-10.94%,-61.18%,"

","1,200,873",-12.10%,ZNTL
Zoom Video Communications Inc,Technology,Software - Application,USA,NASD,-,28.27,2.79,15.02%,307.79M,-7.77%,23.86B,14.88,5.31,-1.49%,261.56M,11.93%,875.37M,4.71,1.31,57.45%,3.48%,33.49%,4.59B,5.20,2.34%,0.10%,2.75,23.15%,27.68,2.85,-0.49%,9.01%,9.09M,24.50%,24.91,3.17,6.00%,11.27%,55.06,87.15,9.76%,-,13.86,-,10.22%,-9.43%,-0.05,-,4.45,95.81%,74.59%,43.35%,2.02,-,4.45,508.08%,17.80%,55.60,2.77%,2.45%,7420,0.01,2.76%,19.08%,2.47,76.54,Yes / Yes,0.00,17.25%,0.00%,1.25,81.14,1.20%,14.44%,2.09%,Nov 25 AMC,3.30M,78.93,1.27%,9.15%,21.69%,"

","4,113,706",-2.72%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-2.78,0.59%,99.12M,-19.04%,2.49B,-,-1.80,-10.52%,98.88M,-8.44%,-270.85M,-,-0.73,47.87%,4.71%,47.28%,355.75M,7.01,19.04%,5.09%,5.42,20.78%,6.78,3.71,35.72%,-26.70%,4.66M,-4.66%,7.22,3.48,-,-34.98%,13.48,36.60,-7.90%,-,-,-16.93%,-40.20%,-31.23%,1.00,-,2.87,2095.12%,63.17%,86.72%,1.88,-,3.01,10.91%,-95.07%,37.70,8.56%,5.26%,2175,0.19,35.01%,-76.13%,1.31,53.30,Yes / Yes,0.01,40.53%,-,1.61,27.06,0.02%,94.89%,47.72%,Nov 12 BMO,860.41K,25.17,-16.27%,-3.81%,24.81%,"

","1,381,604",-6.98%,ZLAB
ZKH Group Ltd ADR,Consumer Cyclical,Internet Retail,China,NYSE,-,-,-0.36,8.87%,127.44M,2.11%,496.21M,19.68,0.20,0.00%,116.56M,0.52%,-57.85M,-,-0.00,17.18%,0.03%,6.30%,1.22B,0.41,25.96%,98.66%,0.50,-64.73%,2.73,1.42,405.88%,-4.29%,0.04M,-,2.20,1.77,-,-9.63%,2.62,21.91,-76.21%,-,-,-,-12.58%,-82.29%,-,-,1.61,26.18%,17.21%,48.09%,0.24,-,1.80,69.95%,-3.73%,56.09,5.90%,5.85%,3476,0.26,-1.34%,-4.74%,1.00,4.55,No / Yes,0.04,88.56%,-,0.65,3.85,-2.36%,-133.33%,5.18%,Nov 22 BMO,78.14K,3.88,2.27%,9.90%,-54.99%,"

","50,653",0.78%,ZKH
ZipRecruiter Inc,Industrials,Staffing & Employment Services,USA,NYSE,RUT,291.91,0.03,36.39%,76.17M,-18.15%,839.79M,-,-0.18,-0.50%,62.15M,-8.33%,3.57M,-,-0.11,53.61%,6.20%,1.69%,498.90M,1.68,-129.44%,-1.45%,8.09,-10.78%,0.14,64.84,-35.01%,0.55%,3.86M,-26.19%,5.34,1.69,-,430.38%,7.21,15.35,-35.11%,-,12.52,-,0.63%,-41.24%,1.19,-,7.35,17.01%,89.13%,25.10%,0.49,-,7.35,-94.10%,5.24%,42.20,5.64%,4.80%,1000,40.75,-30.73%,0.72%,2.62,10.40,Yes / Yes,40.47,-111.35%,0.00%,0.94,9.11,4.27%,70.54%,-24.77%,Nov 06 AMC,476.60K,9.02,-6.41%,-6.08%,-11.36%,"

","447,941",-0.99%,ZIP
