Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker
Zymeworks BC Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-0.98,3.69%,74.85M,15.91%,1.24B,-,-1.11,342.95%,72.94M,25.35%,973.31M,-,-0.29,101.02%,9.44%,26.71%,-73.68M,10.06,38.90%,14.70%,14.63,32.90%,122.87M,3.68,-11.81%,-15.95%,6.89M,11.48%,4.44,4.39,-2.56%,-19.89%,17.70 -7.80%,39.49%,3.72,-,26.71% 15.81%,-21.07%,9.03 80.73%,242.86%,-,-,41.95% 20.90%,89.52%,5.84%,4.62%,-49.00%,-,7.92,35.69%,-67.32%,0.68,-,-,7.69,95.94%,-59.96%,71.96,1.40,- -,7.69,106.06%,11.09%,1.48,22.06,-,0.06,153.21%,18.05%,1.62,15.19,286,0.05,Aug 07 AMC,23.87%,470.59K,16.32,"Apr 28, 2017",Yes / Yes,106.22% 182.52%,"

","760,330",7.44%,ZYME
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,46.70,1.01,11.54%,167.66M,2.87%,7.92B,30.06,1.57,-1.62%,148.22M,4.37%,8.27B,4.63,0.40,91.78%,3.04%,30.18%,174.00M,4.91,11.72%,-0.54%,4.44,43.98%,1.61B,5.07,9.97%,6.40%,4.51M,26.73%,9.33,39.23,10.08%,10.81%,46.76 1.09%,47.72%,1.20,28.14,32.18% -7.41%,8.26%,27.74 70.40%,75.14%,0.37 (0.77%),23.06,19.81% -5.41%,41.82%,2.63%,2.07%,217.06%,0.36 (0.76%),5.13,30.64%,16.77%,1.04,373.90%,"Aug 20, 2025",1.72,4.74%,10.78%,65.63,2.44,3.23% 0.62%,2.71,12.98%,3.50%,1.11,45.57,35.98%,0.36,7.89%,11.73%,2.51,45.90,2500,0.35,Jul 29 AMC,25.94%,1.01M,47.27,"Mar 29, 2012",Yes / Yes,17.06% 4.65%,"

","2,542,446",2.98%,ZWS
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,25.91,5.81,0.18%,443.95M,-1.69%,66.75B,21.80,6.91,-0.27%,442.41M,0.56%,72.10B,3.05,1.64,98.09%,1.75%,-9.45%,2.61B,7.11,7.34%,0.48%,2.56,-6.85%,9.38B,13.43,8.71%,18.24%,7.76M,-7.56%,11.21,46.51,8.49%,52.54%,200.33 -24.82%,-21.45%,3.24,30.08,8.55% 11.91%,25.07%,139.70 7.81%,-3.97%,1.99 (1.32%),18.00,5.98% 8.14%,70.03%,2.22%,1.84%,-5.16%,1.93 (1.28%),7.68,13.72%,37.51%,3.08,233.80%,"Jul 18, 2025",1.04,5.27%,27.83%,44.10,1.50,18.93% 21.14%,1.76,17.78%,-2.01%,0.92,195.36,32.86%,1.36,4.19%,-1.30%,1.05,149.42,13800,1.09,Aug 05 BMO,-6.61%,3.03M,150.61,"Feb 01, 2013",Yes / Yes,8.60% 2.10%,"

","3,193,909",0.80%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,13.23,1.46,0.00%,593.65M,6.32%,11.48B,11.50,1.68,-,593.65M,-3.35%,10.50B,1.73,0.34,14.65%,2.42%,10.14%,1.21B,1.79,-1.54%,-15.30%,7.73,0.78%,6.42B,1.73,13.70%,9.38%,14.39M,-1.07%,11.20,3.10,7.65%,13.98%,27.50 -29.67%,-11.65%,6.24,-,18.24% 8.45%,13.37%,16.34 18.36%,-24.30%,0.62 (3.19%),5.70,9.28% 13.97%,27.49%,1.67%,2.00%,-40.02%,0.70 (3.62%),1.64,2.41%,21.97%,0.45,-,"Sep 30, 2025",1.19,14.40%,18.81%,54.53,1.40,- -,1.21,-25.19%,1.80%,-0.19,23.15,45.76%,0.29,10.45%,0.77%,0.45,19.29,24471,0.01,Aug 19 AMC,2.01%,1.86M,19.34,"Oct 27, 2016",Yes / Yes,-17.31% -2.87%,"

","834,024",0.26%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.27,37.22%,155.70M,6.86%,44.63B,65.23,4.39,-0.86%,97.74M,4.08%,42.86B,-,0.85,54.36%,5.79%,-4.40%,-41.48M,16.70,11.33%,-1.14%,2.97,44.93%,2.67B,24.73,20.35%,-0.75%,5.65M,58.89%,11.59,12.49,18.06%,-2.70%,318.46 -9.99%,80.11%,22.94,61.06,54.06% 21.31%,-1.17%,154.66 85.34%,97.66%,-,-,34.81% 44.03%,80.24%,3.24%,2.93%,99.83%,-,16.03,31.04%,-4.62%,8.82,-,-,1.18,23.31%,-1.55%,58.09,1.56,- -,1.94,-14.36%,4.25%,1.06,326.55,-,1.00,21.31%,1.07%,1.02,278.79,7348,0.97,Sep 02 AMC,21.28%,1.90M,286.66,"Mar 16, 2018",Yes / Yes,11.25% 1.74%,"

","1,946,424",2.82%,ZS
Zoom Communications Inc,Technology,Software - Application,USA,NASD,-,22.32,3.80,11.17%,267.28M,2.37%,25.36B,14.29,5.93,-0.59%,265.85M,21.14%,17.63B,5.50,1.44,63.78%,2.13%,8.43%,1.19B,5.34,5.55%,-0.32%,1.68,14.60%,4.75B,2.84,1.44%,11.03%,5.67M,3.85%,29.82,3.26,4.06%,13.60%,92.80 -8.67%,27.27%,26.02,13.75,-10.66% 106.45%,13.23%,64.41 31.58%,5.91%,-,14.98,4.40% 49.60%,76.38%,2.42%,2.75%,-77.77%,-,3.71,36.57%,20.43%,2.10,-,-,4.36,3.63%,24.99%,65.56,2.31,- -,4.36,66.82%,6.40%,0.77,91.62,0.00%,0.01,4.71%,10.91%,0.84,83.77,7412,0.00,Aug 21 AMC,7.61%,3.38M,84.75,"Apr 18, 2019",Yes / Yes,11.14% 1.58%,"

","2,843,173",1.17%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-2.05,2.08%,109.91M,8.27%,3.61B,80.67,0.40,-19.29%,108.95M,-5.33%,2.97B,-,-0.25,37.56%,4.35%,-21.55%,-212.37M,8.45,43.25%,-1.76%,6.07,-8.33%,427.80M,4.51,127.28%,-19.74%,4.74M,24.02%,7.20,4.34,-,-28.39%,44.34 -26.75%,62.73%,7.48,-,29.99% -3.19%,-26.45%,20.04 62.11%,-32.82%,-,-,40.38% 98.40%,62.39%,6.08%,4.09%,-58.52%,-,6.95,33.33%,-57.71%,1.92,-,-,2.93,32.56%,-49.64%,47.84,1.29,- -,3.12,54.50%,-1.52%,1.08,53.25,-,0.24,9.81%,-6.94%,3.15,28.40,1869,0.01,Aug 07 BMO,1.47%,780.93K,32.48,"Sep 20, 2017",Yes / Yes,-3.27% -11.98%,"

","2,463,512",14.37%,ZLAB
ZEEKR Intelligent Technology Holding Ltd. ADR,Consumer Cyclical,Auto Manufacturers,China,NYSE,-,-,-1.84,-,253.10M,2.98%,7.42B,14.29,2.05,-,-,-0.51%,10.91B,-,-0.23,4.42%,-,10.64%,-462.32M,0.59,56.29%,11.17%,1.10,-4.90%,12.55B,-,222.51%,-7.04%,0.59M,3.35%,-13.26,5.21,-,-,33.32 -11.97%,84.70%,5.63,-,5.46% -,-,15.12 93.98%,-,-,-,118.43% 118.66%,18.90%,1.57%,2.54%,-,-,0.87,62.51%,-4.64%,0.73,-,-,0.49,39.14%,-3.68%,50.88,1.00,- -,0.59,82.59%,-0.92%,0.09,35.59,-,-,37.06%,1.47%,0.92,29.36,17439,-,Aug 14 BMO,10.40%,539.04K,29.33,"May 10, 2024",Yes / Yes,72.37% -0.14%,"

","493,745",-0.10%,ZK
Zions Bancorporation N.A,Financial,Banks - Regional,USA,NASD,-,10.63,5.48,1.62%,147.60M,0.26%,8.60B,9.94,5.86,-0.03%,145.24M,9.59%,-,1.36,1.46,79.15%,4.30%,19.12%,807.00M,1.73,15.24%,0.19%,4.34,21.53%,4.97B,1.32,2.76%,0.95%,6.25M,7.39%,44.24,-,7.80%,13.23%,63.22 -7.85%,27.93%,-,10.74,-9.99% 3.54%,10.37%,39.32 48.17%,6.59%,1.74 (2.99%),-,19.10% 8.98%,-,2.56%,2.15%,79.32%,1.74 (2.99%),-,32.07%,22.09%,1.27,106.60%,"Aug 14, 2025",-,2.64%,16.23%,63.80,2.77,4.85% 5.34%,0.13,27.04%,3.85%,0.93,61.81,33.52%,1.10,-1.04%,5.53%,1.13,57.98,9406,0.18,Jul 21 AMC,10.91%,1.44M,58.26,"Mar 17, 1980",Yes / Yes,24.68% 3.35%,"

","1,633,608",0.48%,ZION
Zim Integrated Shipping Services Ltd,Industrials,Marine Shipping,Israel,NYSE,-,0.81,16.63,1.18%,120.46M,1.58%,1.63B,-,-3.06,0.00%,119.04M,-21.91%,5.78B,-,1.05,52.80%,15.71%,-19.40%,2.00B,0.19,-83.79%,8.92%,3.39,-30.13%,8.58B,0.42,-205.79%,19.27%,18.70M,-36.94%,32.35,0.92,-,59.06%,29.00 -53.31%,-13.69%,14.72,0.50,-23.79% -,23.31%,11.03 22.70%,-57.43%,1.04 (7.72%),1.56,-7.73% 20.63%,32.33%,3.10%,3.77%,-,6.78 (50.07%),0.67,202.12%,28.74%,0.54,-,"Sep 02, 2025",1.11,43.57%,23.37%,36.62,4.29,16.67% -,1.20,-93.86%,-5.67%,1.66,13.54,22.25%,1.52,-15.36%,-12.02%,0.74,13.20,6700,1.21,Aug 20 BMO,-21.30%,5.52M,13.54,"Jan 28, 2021",Yes / Yes,-76.51% -5.63%,"

","4,073,582",2.58%,ZIM
