Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker
Zymeworks BC Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-0.98,3.52%,74.85M,19.47%,1.09B,-,-1.03,430.88%,72.94M,-0.83%,824.87M,-,-0.29,101.03%,9.33%,24.54%,-73.68M,8.85,39.87%,25.23%,14.77,-1.78%,122.87M,3.24,-5.24%,-15.95%,6.81M,-1.91%,4.44,3.87,-2.46%,-19.89%,17.70 -18.87%,40.37%,3.72,-,26.71% 15.81%,-21.07%,9.03 59.03%,109.33%,-,-,41.95% 20.90%,89.52%,5.17%,4.75%,-53.47%,-,6.71,35.69%,-67.32%,0.64,-,-,7.69,95.94%,-59.96%,65.35,1.44,- -,7.69,106.06%,8.34%,1.27,23.12,-,0.06,153.21%,9.99%,0.77,14.30,286,0.05,Aug 07 AMC,8.62%,460.85K,14.36,"Apr 28, 2017",Yes / Yes,106.22% 182.52%,"

","355,474",0.42%,ZYME
Zurn Elkay Water Solutions Corp,Industrials,Pollution & Treatment Controls,USA,NYSE,RUT,44.16,1.01,11.57%,167.66M,1.20%,7.49B,28.42,1.57,-58.27%,148.17M,19.72%,7.84B,4.38,0.40,91.70%,2.91%,20.78%,174.00M,4.64,11.72%,2.47%,4.70,24.24%,1.61B,4.79,9.97%,6.40%,4.31M,19.81%,9.33,37.09,10.08%,10.81%,45.90 -2.64%,46.52%,1.20,26.60,32.18% -7.41%,8.26%,27.74 61.10%,49.77%,0.37 (0.82%),21.85,19.81% -5.41%,41.82%,1.92%,2.44%,178.57%,0.35 (0.78%),4.86,30.64%,16.77%,1.05,322.12%,"Aug 20, 2025",1.72,4.74%,10.78%,67.54,2.44,3.23% 0.62%,2.71,12.98%,5.96%,1.09,45.57,35.98%,0.36,7.89%,14.99%,1.16,45.40,2500,0.35,Jul 29 AMC,21.24%,916.57K,44.69,"Mar 29, 2012",Yes / Yes,17.06% 4.65%,"

","1,066,224",-1.56%,ZWS
Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NYSE,S&P 500,26.52,5.81,0.25%,443.95M,4.59%,68.30B,22.35,6.90,-0.23%,442.41M,2.72%,73.66B,3.10,1.64,97.94%,1.55%,-3.89%,2.61B,7.28,6.57%,-0.71%,2.18,-6.56%,9.38B,13.75,9.31%,18.24%,6.88M,-5.41%,11.21,47.60,8.55%,52.54%,200.33 -23.07%,-18.19%,3.24,30.78,8.55% 11.91%,25.07%,139.70 10.31%,-11.46%,1.99 (1.29%),18.39,5.98% 8.14%,70.03%,1.63%,2.27%,-2.52%,1.93 (1.25%),7.85,13.72%,37.51%,3.43,219.00%,"Jul 18, 2025",1.04,5.27%,27.83%,55.43,1.62,18.93% 21.14%,1.76,17.78%,2.77%,0.89,195.71,32.86%,1.36,4.19%,-0.84%,1.18,153.06,13800,1.09,Aug 05 BMO,-5.66%,3.15M,154.11,"Feb 01, 2013",Yes / Yes,8.60% 2.10%,"

","3,705,584",0.69%,ZTS
ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,NYSE,-,12.69,1.57,0.00%,593.65M,-3.21%,11.83B,11.43,1.74,-,593.65M,8.67%,11.09B,1.42,0.40,14.67%,2.25%,9.69%,1.30B,1.89,4.12%,-12.29%,5.62,-0.05%,6.26B,1.86,12.25%,10.29%,13.33M,1.89%,10.73,3.72,8.92%,15.68%,27.50 -27.56%,0.05%,5.35,-,18.24% 8.45%,15.06%,16.34 21.91%,-22.83%,0.67 (3.35%),5.74,9.28% 13.97%,29.66%,1.35%,1.88%,-42.90%,0.70 (3.51%),1.77,10.00%,24.06%,0.51,-,"Apr 10, 2025",1.02,13.41%,20.76%,53.97,1.48,- -,1.05,38.73%,-0.26%,-0.13,22.85,45.76%,0.27,8.02%,6.54%,0.62,19.83,24471,0.01,Aug 19 AMC,3.50%,2.37M,19.92,"Oct 27, 2016",Yes / Yes,-15.96% -9.78%,"

","1,458,559",0.45%,ZTO
Zscaler Inc,Technology,Software - Infrastructure,USA,NASD,NDX,-,-0.25,37.22%,155.70M,1.96%,42.81B,75.21,3.66,-0.86%,97.74M,-3.95%,41.03B,-,0.80,54.44%,6.47%,11.81%,-38.78M,16.81,0.04%,6.16%,2.75,27.99%,2.55B,23.72,14.57%,-0.81%,6.32M,52.41%,11.59,14.24,11.75%,-2.68%,318.46 -13.66%,54.05%,19.30,61.95,41.55% -10.72%,-2.11%,153.45 79.19%,52.41%,-,-,47.68% 48.24%,77.33%,2.41%,2.74%,124.67%,-,16.11,49.20%,-4.59%,8.00,-,-,1.18,25.46%,-1.52%,42.71,1.67,- -,1.18,-121.43%,-2.33%,1.05,317.73,-,0.68,22.57%,-6.69%,0.38,270.99,7348,0.02,Sep 02 AMC,19.97%,2.30M,274.97,"Mar 16, 2018",Yes / Yes,11.64% 1.74%,"

","876,565",1.47%,ZS
Zoom Communications Inc,Technology,Software - Application,USA,NASD,-,21.96,3.33,14.19%,261.11M,2.19%,22.13B,12.88,5.68,-0.82%,259.68M,-1.96%,14.38B,8.26,1.38,63.01%,2.63%,-12.77%,1.05B,4.71,1.20%,-2.43%,2.34,-14.11%,4.70B,2.49,1.26%,9.87%,6.82M,-10.38%,29.34,2.83,2.66%,12.19%,92.80 -21.19%,29.11%,25.82,13.00,-10.66% 106.45%,11.73%,57.23 27.79%,-34.70%,-,13.64,4.40% 49.60%,75.85%,2.34%,2.05%,-70.74%,-,3.06,24.11%,18.13%,1.58,-,-,4.48,2.98%,22.31%,48.51,2.32,- -,4.48,18.68%,0.02%,0.56,90.68,0.00%,0.01,2.93%,-3.22%,0.80,71.86,7412,0.00,Aug 21 AMC,-7.00%,2.92M,73.14,"Apr 18, 2019",Yes / Yes,9.22% 0.72%,"

","2,334,909",1.78%,ZM
Zai Lab Limited ADR,Healthcare,Biotechnology,China,NASD,-,-,-2.05,1.31%,109.91M,2.20%,3.98B,79.95,0.45,-31.58%,108.95M,-0.78%,3.33B,-,-0.26,37.10%,4.20%,24.28%,-212.37M,9.29,47.32%,-8.00%,5.38,23.98%,427.80M,4.96,132.63%,-19.74%,4.57M,36.43%,7.20,4.78,-,-28.39%,44.34 -19.42%,119.88%,7.48,-,29.99% -3.19%,-26.45%,16.03 122.89%,-20.12%,-,-,40.38% 98.40%,62.39%,2.75%,3.26%,-55.14%,-,7.80,33.33%,-57.71%,1.72,-,-,2.93,32.56%,-49.64%,48.57,1.29,- -,3.12,54.50%,-3.03%,1.04,53.60,-,0.24,9.81%,-2.65%,0.32,34.93,1869,0.01,Aug 07 BMO,12.66%,850.48K,35.73,"Sep 20, 2017",Yes / Yes,-3.27% -11.98%,"

","272,220",2.29%,ZLAB
ZEEKR Intelligent Technology Holding Ltd. ADR,Consumer Cyclical,Auto Manufacturers,China,NYSE,-,-,-1.84,-,253.10M,1.24%,7.42B,14.28,2.05,-,-,-2.88%,10.91B,-,-0.23,4.28%,-,1.35%,-462.32M,0.59,55.97%,-2.89%,1.34,17.95%,12.55B,-,222.53%,-7.04%,0.60M,3.28%,-13.26,5.21,-,-,33.32 -12.03%,90.94%,5.63,-,5.46% -,-,14.75 98.71%,-,-,-,118.43% 118.66%,18.90%,2.50%,2.19%,-,-,0.87,62.51%,-4.64%,0.71,-,-,0.49,39.14%,-3.68%,58.94,1.00,- -,0.59,82.59%,0.84%,0.09,35.47,-,-,37.06%,5.97%,2.85,29.50,17439,-,Aug 14 BMO,12.06%,445.78K,29.31,"May 10, 2024",Yes / Yes,72.37% -0.13%,"

","1,269,674",-0.64%,ZK
Zions Bancorporation N.A,Financial,Banks - Regional,USA,NASD,-,9.61,5.48,1.62%,147.60M,1.21%,7.78B,8.99,5.86,-0.96%,145.23M,-6.63%,-,1.26,1.46,77.89%,3.71%,7.36%,807.00M,1.56,15.11%,0.74%,3.87,-5.01%,4.97B,1.19,2.84%,0.95%,5.39M,-2.91%,44.24,-,7.63%,13.23%,63.22 -16.69%,15.15%,-,9.71,-9.99% 3.54%,10.34%,39.32 33.95%,-6.60%,1.74 (3.30%),-,19.10% 8.98%,-,1.99%,2.33%,51.79%,1.70 (3.23%),-,32.07%,22.09%,1.27,71.45%,"Aug 14, 2025",-,2.64%,16.23%,46.54,2.84,4.85% 5.34%,0.13,27.04%,-2.08%,0.95,61.20,33.52%,1.10,-1.04%,-0.10%,0.77,53.77,9406,0.18,Jul 21 AMC,0.26%,1.39M,52.67,"Mar 17, 1980",Yes / Yes,24.68% 3.35%,"

","1,074,270",-2.05%,ZION
Zim Integrated Shipping Services Ltd,Industrials,Marine Shipping,Israel,NYSE,-,0.84,19.53,1.18%,120.46M,5.23%,1.96B,-,-2.23,0.00%,119.04M,5.91%,5.54B,-,0.99,52.70%,20.32%,-9.54%,2.35B,0.22,-80.18%,-6.17%,4.06,-17.12%,8.87B,0.50,-163.03%,23.04%,24.18M,-24.03%,32.86,0.85,-,72.40%,29.00 -43.76%,-12.10%,19.19,0.56,-23.79% -,27.51%,11.03 47.80%,-67.65%,1.25 (7.64%),1.39,-7.73% 20.63%,34.71%,4.34%,3.17%,-,7.62 (46.69%),0.62,192.29%,31.33%,0.69,-,"Jun 02, 2025",1.10,65.83%,26.52%,49.71,4.12,16.67% -,1.18,226.86%,0.13%,1.68,14.95,22.25%,1.49,28.46%,-0.21%,0.79,16.96,6700,1.16,Aug 20 BMO,-9.70%,5.96M,16.31,"Jan 28, 2021",Yes / Yes,30.79% 9.06%,"

","4,725,666",-3.83%,ZIM
